x_in,y_in
5.687373,3.328741
5.685276,3.326685
5.683180,3.324616
5.681086,3.322535
5.678994,3.320442
5.676904,3.318336
5.674816,3.316218
5.672729,3.314087
5.670644,3.311944
5.668562,3.309789
5.666481,3.307621
5.664402,3.305441
5.662324,3.303248
5.660249,3.301043
5.658176,3.298825
5.656105,3.296595
5.654035,3.294352
5.651968,3.292097
5.649902,3.289830
5.647839,3.287550
5.645778,3.285257
5.643718,3.282952
5.641661,3.280635
5.639605,3.278305
5.637552,3.275962
5.635501,3.273607
5.633452,3.271240
5.631405,3.268860
5.629360,3.266468
5.627317,3.264063
5.625276,3.261645
5.623237,3.259215
5.621201,3.256773
5.619166,3.254318
5.617134,3.251851
5.615104,3.249371
5.613076,3.246879
5.611050,3.244374
5.609027,3.241857
5.607005,3.239327
5.604986,3.236785
5.602969,3.234230
5.600955,3.231663
5.598942,3.229084
5.596932,3.226492
5.594924,3.223888
5.592918,3.221272
5.590915,3.218643
5.588913,3.216003
5.586914,3.213350
5.584917,3.210686
5.582922,3.208009
5.580928,3.205321
5.578937,3.202621
5.576948,3.199910
5.574961,3.197187
5.572976,3.194453
5.570993,3.191707
5.569012,3.188950
5.567033,3.186182
5.565055,3.183403
5.563080,3.180613
5.561106,3.177811
5.559134,3.175000
5.557164,3.172177
5.555196,3.169344
5.553229,3.166500
5.551264,3.163646
5.549301,3.160782
5.547340,3.157908
5.545380,3.155023
5.543421,3.152129
5.541465,3.149224
5.539509,3.146310
5.537556,3.143387
5.535603,3.140454
5.533653,3.137511
5.531703,3.134559
5.529755,3.131599
5.527809,3.128629
5.525864,3.125650
5.523920,3.122662
5.521977,3.119666
5.520036,3.116662
5.518096,3.113649
5.516157,3.110628
5.514219,3.107598
5.512282,3.104561
5.510347,3.101516
5.508412,3.098463
5.506479,3.095403
5.504547,3.092335
5.502615,3.089260
5.500685,3.086178
5.498756,3.083088
5.496827,3.079992
5.494900,3.076890
5.492973,3.073780
5.491047,3.070665
5.489122,3.067543
5.487197,3.064415
5.485274,3.061281
5.483351,3.058141
5.481429,3.054995
5.479507,3.051844
5.477587,3.048688
5.475666,3.045526
5.473747,3.042360
5.471828,3.039188
5.469909,3.036012
5.467991,3.032831
5.466074,3.029646
5.464157,3.026456
5.462240,3.023263
5.460324,3.020065
5.458409,3.016864
5.456493,3.013659
5.454578,3.010450
5.452664,3.007238
5.450749,3.004023
5.448836,3.000805
5.446922,2.997585
5.445009,2.994361
5.443095,2.991135
5.441183,2.987907
5.439270,2.984676
5.437357,2.981443
5.435445,2.978209
5.433533,2.974972
5.431621,2.971734
5.429709,2.968495
5.427798,2.965255
5.425886,2.962013
5.423974,2.958770
5.422063,2.955527
5.420152,2.952283
5.418241,2.949038
5.416329,2.945794
5.414418,2.942549
5.412507,2.939303
5.410596,2.936059
5.408685,2.932814
5.406774,2.929570
5.404863,2.926326
5.402952,2.923083
5.401041,2.919842
5.399130,2.916601
5.397219,2.913361
5.395308,2.910123
5.393397,2.906886
5.391486,2.903650
5.389575,2.900417
5.387663,2.897185
5.385752,2.893956
5.383841,2.890728
5.381930,2.887503
5.380018,2.884281
5.378107,2.881061
5.376196,2.877844
5.374284,2.874629
5.372373,2.871418
5.370461,2.868210
5.368550,2.865005
5.366638,2.861803
5.364727,2.858606
5.362815,2.855411
5.360904,2.852221
5.358992,2.849034
5.357081,2.845852
5.355169,2.842673
5.353257,2.839499
5.351346,2.836330
5.349434,2.833165
5.347523,2.830004
5.345611,2.826848
5.343700,2.823698
5.341788,2.820552
5.339877,2.817411
5.337966,2.814275
5.336055,2.811145
5.334143,2.808021
5.332232,2.804901
5.330321,2.801788
5.328411,2.798680
5.326500,2.795578
5.324589,2.792482
5.322679,2.789392
5.320768,2.786309
5.318858,2.783231
5.316948,2.780160
5.315038,2.777095
5.313129,2.774037
5.311219,2.770986
5.309310,2.767941
5.307401,2.764904
5.305492,2.761873
5.303583,2.758849
5.301675,2.755832
5.299767,2.752822
5.297859,2.749820
5.295951,2.746825
5.294044,2.743838
5.292137,2.740858
5.290230,2.737885
5.288324,2.734921
5.286417,2.731964
5.284512,2.729015
5.282606,2.726074
5.280701,2.723141
5.278796,2.720216
5.276892,2.717299
5.274988,2.714390
5.273084,2.711490
5.271181,2.708598
5.269278,2.705715
5.267376,2.702840
5.265474,2.699973
5.263573,2.697116
5.261672,2.694267
5.259771,2.691426
5.257871,2.688595
5.255971,2.685773
5.254072,2.682959
5.252173,2.680155
5.250275,2.677360
5.248378,2.674573
5.246480,2.671797
5.244584,2.669029
5.242688,2.666271
5.240792,2.663522
5.238897,2.660783
5.237003,2.658053
5.235109,2.655333
5.233215,2.652622
5.231323,2.649921
5.229430,2.647230
5.227539,2.644549
5.225648,2.641877
5.223757,2.639216
5.221868,2.636564
5.219979,2.633922
5.218090,2.631291
5.216202,2.628670
5.214315,2.626059
5.212428,2.623458
5.210542,2.620867
5.208657,2.618287
5.206772,2.615717
5.204888,2.613157
5.203004,2.610608
5.201121,2.608070
5.199239,2.605542
5.197358,2.603024
5.195477,2.600517
5.193597,2.598021
5.191717,2.595535
5.189838,2.593060
5.187960,2.590595
5.186082,2.588141
5.184205,2.585697
5.182329,2.583264
5.180453,2.580841
5.178577,2.578429
5.176703,2.576027
5.174829,2.573636
5.172955,2.571256
5.171080,2.568876
5.169202,2.566487
5.167321,2.564089
5.165436,2.561682
5.163548,2.559266
5.161657,2.556842
5.159763,2.554409
5.157865,2.551967
5.155965,2.549518
5.154061,2.547060
5.152154,2.544594
5.150244,2.542120
5.148330,2.539639
5.146414,2.537150
5.144494,2.534653
5.142572,2.532149
5.140646,2.529638
5.138717,2.527120
5.136785,2.524595
5.134850,2.522062
5.132912,2.519524
5.130971,2.516978
5.129027,2.514426
5.127080,2.511868
5.125130,2.509303
5.123178,2.506732
5.121222,2.504155
5.119263,2.501573
5.117301,2.498984
5.115337,2.496390
5.113369,2.493791
5.111399,2.491186
5.109426,2.488576
5.107450,2.485961
5.105471,2.483340
5.103489,2.480715
5.101505,2.478085
5.099517,2.475450
5.097527,2.472811
5.095534,2.470167
5.093539,2.467519
5.091540,2.464867
5.089539,2.462210
5.087536,2.459550
5.085529,2.456886
5.083520,2.454218
5.081508,2.451546
5.079494,2.448871
5.077477,2.446192
5.075457,2.443511
5.073435,2.440825
5.071410,2.438137
5.069382,2.435446
5.067352,2.432752
5.065319,2.430055
5.063284,2.427355
5.061246,2.424653
5.059206,2.421948
5.057163,2.419241
5.055117,2.416532
5.053069,2.413821
5.051019,2.411107
5.048966,2.408392
5.046910,2.405674
5.044853,2.402955
5.042792,2.400234
5.040729,2.397512
5.038664,2.394788
5.036596,2.392063
5.034526,2.389337
5.032453,2.386609
5.030378,2.383880
5.028301,2.381150
5.026221,2.378420
5.024139,2.375688
5.022054,2.372956
5.019967,2.370223
5.017878,2.367489
5.015786,2.364756
5.013692,2.362021
5.011595,2.359287
5.009496,2.356552
5.007395,2.353817
5.005291,2.351082
5.003185,2.348347
5.001077,2.345613
4.998966,2.342878
4.996853,2.340144
4.994737,2.337410
4.992619,2.334676
4.990499,2.331944
4.988377,2.329211
4.986252,2.326480
4.984125,2.323749
4.981995,2.321019
4.979863,2.318290
4.977729,2.315562
4.975592,2.312835
4.973453,2.310109
4.971312,2.307385
4.969168,2.304661
4.967022,2.301939
4.964874,2.299219
4.962723,2.296500
4.960570,2.293782
4.958414,2.291067
4.956256,2.288353
4.954096,2.285640
4.951933,2.282930
4.949768,2.280221
4.947601,2.277515
4.945431,2.274810
4.943258,2.272107
4.941084,2.269407
4.938906,2.266709
4.936727,2.264013
4.934545,2.261320
4.932360,2.258629
4.930173,2.255940
4.927983,2.253254
4.925791,2.250570
4.923597,2.247890
4.921400,2.245211
4.919200,2.242536
4.916998,2.239863
4.914794,2.237193
4.912587,2.234526
4.910377,2.231863
4.908165,2.229202
4.905950,2.226544
4.903732,2.223889
4.901512,2.221237
4.899289,2.218589
4.897064,2.215944
4.894836,2.213302
4.892605,2.210664
4.890372,2.208029
4.888136,2.205397
4.885897,2.202769
4.883656,2.200144
4.881411,2.197524
4.879164,2.194906
4.876914,2.192292
4.874662,2.189683
4.872406,2.187076
4.870148,2.184474
4.867887,2.181875
4.865623,2.179281
4.863356,2.176690
4.861086,2.174103
4.858813,2.171520
4.856538,2.168941
4.854259,2.166366
4.851978,2.163796
4.849693,2.161229
4.847405,2.158667
4.845115,2.156109
4.842821,2.153555
4.840524,2.151005
4.838224,2.148460
4.835921,2.145919
4.833615,2.143383
4.831306,2.140851
4.828993,2.138323
4.826678,2.135800
4.824359,2.133282
4.822037,2.130768
4.819711,2.128259
4.817382,2.125754
4.815051,2.123254
4.812715,2.120758
4.810377,2.118268
4.808035,2.115782
4.805689,2.113301
4.803340,2.110825
4.800988,2.108353
4.798632,2.105886
4.796273,2.103425
4.793910,2.100968
4.791544,2.098516
4.789174,2.096069
4.786801,2.093627
4.784424,2.091190
4.782043,2.088758
4.779659,2.086331
4.777271,2.083909
4.774879,2.081492
4.772484,2.079080
4.770085,2.076673
4.767682,2.074272
4.765275,2.071875
4.762864,2.069484
4.760450,2.067097
4.758032,2.064716
4.755609,2.062340
4.753183,2.059969
4.750753,2.057604
4.748319,2.055243
4.745881,2.052888
4.743438,2.050538
4.740992,2.048193
4.738542,2.045853
4.736087,2.043518
4.733628,2.041189
4.731166,2.038865
4.728698,2.036546
4.726227,2.034232
4.723752,2.031923
4.721272,2.029619
4.718788,2.027321
4.716299,2.025028
4.713806,2.022740
4.711309,2.020457
4.708808,2.018179
4.706301,2.015907
4.703791,2.013639
4.701276,2.011377
4.698756,2.009120
4.696232,2.006867
4.693704,2.004620
4.691170,2.002378
4.688632,2.000141
4.686090,1.997909
4.683543,1.995683
4.680991,1.993461
4.678434,1.991244
4.675873,1.989032
4.673307,1.986825
4.670736,1.984623
4.668160,1.982426
4.665579,1.980233
4.662994,1.978046
4.660404,1.975864
4.657808,1.973686
4.655208,1.971513
4.652603,1.969345
4.649993,1.967182
4.647378,1.965023
4.644757,1.962869
4.642132,1.960720
4.639502,1.958576
4.636866,1.956436
4.634226,1.954301
4.631580,1.952170
4.628929,1.950044
4.626273,1.947922
4.623612,1.945805
4.620945,1.943693
4.618273,1.941585
4.615596,1.939481
4.612914,1.937381
4.610226,1.935286
4.607533,1.933196
4.604835,1.931109
4.602131,1.929027
4.599422,1.926949
4.596707,1.924875
4.593987,1.922806
4.591262,1.920740
4.588531,1.918679
4.585795,1.916621
4.583053,1.914568
4.580305,1.912519
4.577552,1.910473
4.574793,1.908432
4.572029,1.906394
4.569259,1.904360
4.566484,1.902330
4.563703,1.900303
4.560916,1.898281
4.558124,1.896262
4.555326,1.894246
4.552522,1.892235
4.549712,1.890227
4.546897,1.888222
4.544076,1.886221
4.541249,1.884223
4.538417,1.882228
4.535579,1.880237
4.532735,1.878250
4.529885,1.876265
4.527029,1.874284
4.524167,1.872306
4.521300,1.870331
4.518427,1.868359
4.515547,1.866390
4.512662,1.864425
4.509771,1.862462
4.506874,1.860502
4.503972,1.858545
4.501063,1.856591
4.498148,1.854639
4.495227,1.852691
4.492301,1.850745
4.489368,1.848802
4.486430,1.846861
4.483485,1.844923
4.480534,1.842987
4.477578,1.841054
4.474615,1.839124
4.471647,1.837196
4.468672,1.835270
4.465691,1.833346
4.462704,1.831425
4.459711,1.829506
4.456713,1.827589
4.453708,1.825674
4.450696,1.823761
4.447679,1.821850
4.444656,1.819942
4.441627,1.818035
4.438591,1.816130
4.435550,1.814227
4.432502,1.812325
4.429448,1.810426
4.426389,1.808528
4.423323,1.806632
4.420251,1.804737
4.417172,1.802844
4.414088,1.800953
4.410998,1.799062
4.407901,1.797174
4.404798,1.795287
4.401689,1.793401
4.398574,1.791516
4.395453,1.789632
4.392326,1.787750
4.389193,1.785869
4.386053,1.783989
4.382907,1.782110
4.379756,1.780232
4.376598,1.778355
4.373434,1.776479
4.370263,1.774604
4.367087,1.772729
4.363905,1.770856
4.360716,1.768983
4.357521,1.767111
4.354320,1.765239
4.351113,1.763368
4.347900,1.761497
4.344681,1.759627
4.341456,1.757758
4.338224,1.755889
4.334987,1.754020
4.331743,1.752151
4.328494,1.750283
4.325238,1.748415
4.321976,1.746547
4.318708,1.744679
4.315434,1.742812
4.312154,1.740944
4.308868,1.739076
4.305575,1.737208
4.302277,1.735341
4.298973,1.733473
4.295662,1.731605
4.292346,1.729736
4.289024,1.727868
4.285695,1.726000
4.282361,1.724131
4.279021,1.722263
4.275675,1.720395
4.272323,1.718527
4.268965,1.716659
4.265601,1.714791
4.262231,1.712924
4.258855,1.711057
4.255474,1.709191
4.252087,1.707324
4.248693,1.705459
4.245295,1.703594
4.241890,1.701729
4.238479,1.699865
4.235063,1.698002
4.231641,1.696139
4.228214,1.694278
4.224780,1.692417
4.221341,1.690557
4.217897,1.688697
4.214446,1.686839
4.210990,1.684982
4.207528,1.683125
4.204061,1.681270
4.200588,1.679416
4.197110,1.677563
4.193626,1.675712
4.190136,1.673861
4.186641,1.672012
4.183140,1.670165
4.179634,1.668318
4.176122,1.666474
4.172605,1.664630
4.169082,1.662789
4.165553,1.660949
4.162020,1.659110
4.158480,1.657273
4.154936,1.655438
4.151386,1.653605
4.147830,1.651774
4.144269,1.649944
4.140703,1.648117
4.137131,1.646291
4.133554,1.644468
4.129971,1.642646
4.126383,1.640827
4.122790,1.639010
4.119192,1.637195
4.115588,1.635383
4.111978,1.633572
4.108364,1.631764
4.104744,1.629959
4.101119,1.628156
4.097489,1.626356
4.093853,1.624558
4.090212,1.622762
4.086566,1.620970
4.082914,1.619180
4.079258,1.617393
4.075596,1.615609
4.071929,1.613827
4.068256,1.612049
4.064579,1.610273
4.060896,1.608501
4.057208,1.606731
4.053515,1.604965
4.049816,1.603202
4.046113,1.601442
4.042404,1.599685
4.038690,1.597932
4.034971,1.596182
4.031247,1.594435
4.027518,1.592692
4.023783,1.590953
4.020044,1.589217
4.016299,1.587484
4.012549,1.585756
4.008794,1.584031
4.005034,1.582309
4.001269,1.580592
3.997498,1.578878
3.993723,1.577169
3.989942,1.575463
3.986157,1.573762
3.982366,1.572064
3.978570,1.570371
3.974769,1.568682
3.970963,1.566997
3.967152,1.565316
3.963336,1.563640
3.959514,1.561968
3.955688,1.560300
3.951857,1.558637
3.948020,1.556979
3.944178,1.555325
3.940332,1.553676
3.936480,1.552031
3.932623,1.550392
3.928761,1.548757
3.924894,1.547127
3.921022,1.545502
3.917145,1.543881
3.913263,1.542266
3.909375,1.540656
3.905483,1.539052
3.901585,1.537452
3.897683,1.535857
3.893775,1.534268
3.889862,1.532684
3.885944,1.531106
3.882021,1.529533
3.878093,1.527966
3.874160,1.526404
3.870222,1.524848
3.866278,1.523297
3.862330,1.521753
3.858376,1.520214
3.854417,1.518681
3.850453,1.517153
3.846484,1.515632
3.842510,1.514117
3.838531,1.512608
3.834547,1.511105
3.830557,1.509608
3.826562,1.508117
3.822562,1.506633
3.818557,1.505155
3.814547,1.503684
3.810532,1.502219
3.806511,1.500760
3.802485,1.499309
3.798454,1.497863
3.794418,1.496425
3.790376,1.494993
3.786330,1.493568
3.782278,1.492150
3.778221,1.490739
3.774158,1.489335
3.770091,1.487938
3.766018,1.486549
3.761940,1.485166
3.757856,1.483791
3.753767,1.482423
3.749673,1.481062
3.745574,1.479709
3.741469,1.478363
3.737359,1.477025
3.733243,1.475694
3.729123,1.474371
3.724996,1.473056
3.720865,1.471749
3.716728,1.470450
3.712586,1.469158
3.708438,1.467875
3.704285,1.466599
3.700126,1.465332
3.695962,1.464073
3.691792,1.462822
3.687617,1.461579
3.683437,1.460345
3.679251,1.459120
3.675059,1.457903
3.670862,1.456694
3.666659,1.455494
3.662451,1.454303
3.658237,1.453121
3.654018,1.451947
3.649793,1.450782
3.645562,1.449627
3.641326,1.448480
3.637084,1.447343
3.632836,1.446215
3.628583,1.445096
3.624324,1.443986
3.620059,1.442886
3.615789,1.441795
3.611512,1.440714
3.607230,1.439643
3.602942,1.438581
3.598649,1.437529
3.594349,1.436487
3.590044,1.435455
3.585733,1.434433
3.581416,1.433421
3.577093,1.432419
3.572764,1.431428
3.568429,1.430446
3.564088,1.429475
3.559741,1.428515
3.555388,1.427565
3.551029,1.426626
3.546665,1.425697
3.542293,1.424780
3.537916,1.423873
3.533533,1.422977
3.529144,1.422092
3.524748,1.421219
3.520347,1.420356
3.515939,1.419505
3.511524,1.418665
3.507104,1.417837
3.502677,1.417020
3.498244,1.416215
3.493805,1.415422
3.489359,1.414641
3.484907,1.413871
3.480448,1.413114
3.475983,1.412369
3.471512,1.411636
3.467034,1.410915
3.462549,1.410206
3.458058,1.409511
3.453561,1.408827
3.449056,1.408157
3.444546,1.407499
3.440028,1.406854
3.435504,1.406223
3.430973,1.405604
3.426435,1.404998
3.421890,1.404406
3.417339,1.403828
3.412780,1.403262
3.408215,1.402711
3.403643,1.402173
3.399064,1.401649
3.394478,1.401139
3.389885,1.400643
3.385284,1.400162
3.380677,1.399694
3.376062,1.399241
3.371441,1.398803
3.366812,1.398379
3.362176,1.397970
3.357533,1.397575
3.352882,1.397195
3.348225,1.396829
3.343560,1.396478
3.338889,1.396142
3.334210,1.395820
3.329525,1.395512
3.324832,1.395219
3.320132,1.394941
3.315426,1.394677
3.310712,1.394428
3.305992,1.394193
3.301264,1.393973
3.296530,1.393768
3.291789,1.393577
3.287042,1.393400
3.282287,1.393238
3.277526,1.393090
3.272758,1.392957
3.267984,1.392838
3.263203,1.392733
3.258416,1.392643
3.253622,1.392567
3.248821,1.392506
3.244015,1.392458
3.239202,1.392425
3.234382,1.392407
3.229557,1.392402
3.224725,1.392412
3.219888,1.392435
3.215044,1.392473
3.210195,1.392525
3.205339,1.392590
3.200478,1.392670
3.195611,1.392763
3.190738,1.392871
3.185860,1.392992
3.180977,1.393126
3.176088,1.393275
3.171193,1.393437
3.166294,1.393613
3.161389,1.393802
3.156480,1.394004
3.151565,1.394220
3.146646,1.394449
3.141721,1.394692
3.136792,1.394947
3.131859,1.395216
3.126921,1.395498
3.121979,1.395792
3.117033,1.396100
3.112083,1.396420
3.107128,1.396753
3.102170,1.397099
3.097208,1.397457
3.092243,1.397828
3.087273,1.398211
3.082301,1.398607
3.077326,1.399015
3.072347,1.399435
3.067365,1.399867
3.062381,1.400311
3.057394,1.400767
3.052404,1.401234
3.047412,1.401714
3.042417,1.402205
3.037421,1.402708
3.032422,1.403222
3.027422,1.403748
3.022420,1.404285
3.017416,1.404833
3.012411,1.405392
3.007405,1.405962
3.002398,1.406544
2.997390,1.407136
2.992381,1.407739
2.987371,1.408352
2.982361,1.408977
2.977350,1.409612
2.972340,1.410257
2.967329,1.410913
2.962318,1.411579
2.957308,1.412255
2.952298,1.412941
2.947289,1.413638
2.942280,1.414344
2.937273,1.415061
2.932266,1.415787
2.927261,1.416523
2.922256,1.417268
2.917254,1.418023
2.912253,1.418788
2.907253,1.419562
2.902256,1.420346
2.897261,1.421139
2.892267,1.421941
2.887276,1.422752
2.882288,1.423573
2.877302,1.424403
2.872319,1.425241
2.867339,1.426089
2.862362,1.426945
2.857388,1.427811
2.852417,1.428685
2.847449,1.429567
2.842485,1.430459
2.837524,1.431359
2.832568,1.432268
2.827615,1.433185
2.822666,1.434110
2.817720,1.435044
2.812780,1.435987
2.807843,1.436938
2.802910,1.437897
2.797982,1.438864
2.793059,1.439839
2.788140,1.440823
2.783226,1.441814
2.778316,1.442814
2.773411,1.443822
2.768512,1.444838
2.763617,1.445861
2.758727,1.446893
2.753842,1.447932
2.748963,1.448979
2.744089,1.450034
2.739220,1.451097
2.734356,1.452167
2.729498,1.453245
2.724645,1.454331
2.719798,1.455424
2.714956,1.456525
2.710120,1.457633
2.705290,1.458749
2.700465,1.459872
2.695645,1.461002
2.690832,1.462140
2.686024,1.463285
2.681222,1.464438
2.676426,1.465597
2.671635,1.466764
2.666851,1.467938
2.662072,1.469119
2.657299,1.470307
2.652532,1.471502
2.647770,1.472704
2.643015,1.473913
2.638265,1.475128
2.633522,1.476351
2.628784,1.477580
2.624052,1.478816
2.619326,1.480058
2.614606,1.481308
2.609892,1.482563
2.605183,1.483826
2.600481,1.485094
2.595784,1.486369
2.591093,1.487651
2.586408,1.488938
2.581729,1.490232
2.577055,1.491532
2.572388,1.492838
2.567726,1.494150
2.563070,1.495468
2.558419,1.496792
2.553775,1.498121
2.549136,1.499457
2.544502,1.500798
2.539875,1.502145
2.535253,1.503497
2.530637,1.504855
2.526026,1.506218
2.521421,1.507586
2.516822,1.508960
2.512228,1.510339
2.507640,1.511723
2.503057,1.513111
2.498480,1.514505
2.493909,1.515904
2.489343,1.517308
2.484782,1.518717
2.480227,1.520131
2.475678,1.521550
2.471135,1.522975
2.466597,1.524404
2.462065,1.525839
2.457538,1.527280
2.453017,1.528725
2.448502,1.530177
2.443993,1.531633
2.439489,1.533095
2.434991,1.534563
2.430498,1.536036
2.426012,1.537515
2.421531,1.538999
2.417056,1.540489
2.412587,1.541984
2.408123,1.543485
2.403665,1.544991
2.399213,1.546503
2.394767,1.548020
2.390326,1.549543
2.385892,1.551071
2.381463,1.552605
2.377039,1.554144
2.372622,1.555689
2.368211,1.557239
2.363805,1.558795
2.359405,1.560356
2.355011,1.561922
2.350623,1.563493
2.346241,1.565070
2.341864,1.566652
2.337494,1.568238
2.333129,1.569830
2.328770,1.571427
2.324418,1.573029
2.320071,1.574636
2.315730,1.576247
2.311395,1.577864
2.307066,1.579485
2.302743,1.581110
2.298426,1.582741
2.294115,1.584375
2.289811,1.586014
2.285512,1.587658
2.281219,1.589305
2.276933,1.590957
2.272653,1.592612
2.268379,1.594272
2.264111,1.595935
2.259849,1.597603
2.255594,1.599273
2.251345,1.600948
2.247102,1.602625
2.242866,1.604307
2.238636,1.605991
2.234413,1.607678
2.230196,1.609369
2.225985,1.611062
2.221781,1.612758
2.217584,1.614457
2.213393,1.616158
2.209208,1.617862
2.205031,1.619568
2.200860,1.621276
2.196696,1.622986
2.192539,1.624698
2.188388,1.626412
2.184245,1.628127
2.180108,1.629844
2.175979,1.631562
2.171856,1.633281
2.167740,1.635002
2.163632,1.636723
2.159530,1.638445
2.155436,1.640168
2.151349,1.641891
2.147269,1.643614
2.143197,1.645338
2.139132,1.647062
2.135074,1.648785
2.131024,1.650508
2.126981,1.652231
2.122946,1.653953
2.118919,1.655674
2.114899,1.657395
2.110886,1.659114
2.106882,1.660832
2.102885,1.662548
2.098896,1.664263
2.094915,1.665976
2.090942,1.667687
2.086976,1.669396
2.083019,1.671103
2.079070,1.672807
2.075128,1.674508
2.071195,1.676207
2.067270,1.677902
2.063354,1.679595
2.059445,1.681284
2.055545,1.682969
2.051654,1.684651
2.047771,1.686329
2.043896,1.688002
2.040030,1.689672
2.036172,1.691337
2.032323,1.692997
2.028483,1.694652
2.024652,1.696302
2.020829,1.697947
2.017016,1.699586
2.013211,1.701220
2.009415,1.702848
2.005628,1.704470
2.001851,1.706086
1.998082,1.707695
1.994323,1.709298
1.990572,1.710894
1.986831,1.712483
1.983099,1.714065
1.979377,1.715639
1.975664,1.717207
1.971960,1.718767
1.968265,1.720320
1.964580,1.721865
1.960905,1.723403
1.957239,1.724933
1.953582,1.726456
1.949936,1.727970
1.946298,1.729477
1.942671,1.730976
1.939053,1.732467
1.935445,1.733950
1.931846,1.735424
1.928257,1.736891
1.924678,1.738349
1.921109,1.739798
1.917550,1.741239
1.914000,1.742672
1.910460,1.744096
1.906930,1.745511
1.903410,1.746917
1.899899,1.748315
1.896399,1.749703
1.892908,1.751083
1.889427,1.752453
1.885956,1.753815
1.882495,1.755167
1.879043,1.756510
1.875602,1.757843
1.872170,1.759167
1.868748,1.760482
1.865336,1.761787
1.861933,1.763082
1.858541,1.764368
1.855158,1.765644
1.851785,1.766910
1.848421,1.768166
1.845067,1.769413
1.841723,1.770649
1.838388,1.771876
1.835063,1.773092
1.831748,1.774298
1.828442,1.775494
1.825146,1.776679
1.821858,1.777855
1.818581,1.779019
1.815313,1.780174
1.812054,1.781318
1.808804,1.782451
1.805563,1.783574
1.802332,1.784686
1.799110,1.785788
1.795897,1.786879
1.792693,1.787959
1.789497,1.789028
1.786311,1.790086
1.783134,1.791134
1.779965,1.792170
1.776805,1.793196
1.773654,1.794211
1.770511,1.795214
1.767377,1.796207
1.764251,1.797188
1.761133,1.798158
1.758024,1.799117
1.754923,1.800065
1.751830,1.801002
1.748746,1.801927
1.745669,1.802841
1.742600,1.803744
1.739539,1.804635
1.736486,1.805515
1.733440,1.806384
1.730402,1.807241
1.727371,1.808087
1.724348,1.808921
1.721332,1.809744
1.718323,1.810555
1.715322,1.811355
1.712327,1.812144
1.709340,1.812921
1.706359,1.813686
1.703385,1.814440
1.700417,1.815182
1.697456,1.815913
1.694502,1.816633
1.691554,1.817340
1.688612,1.818037
1.685676,1.818721
1.682747,1.819394
1.679823,1.820056
1.676905,1.820706
1.673993,1.821345
1.671087,1.821972
1.668186,1.822587
1.665290,1.823192
1.662400,1.823784
1.659515,1.824365
1.656635,1.824935
1.653760,1.825493
1.650890,1.826040
1.648024,1.826575
1.645164,1.827099
1.642307,1.827612
1.639456,1.828113
1.636608,1.828603
1.633765,1.829082
1.630926,1.829549
1.628091,1.830005
1.625260,1.830450
1.622432,1.830884
1.619608,1.831307
1.616788,1.831718
1.613971,1.832118
1.611157,1.832508
1.608347,1.832886
1.605540,1.833253
1.602736,1.833610
1.599934,1.833955
1.597135,1.834290
1.594339,1.834613
1.591546,1.834926
1.588755,1.835228
1.585966,1.835520
1.583179,1.835801
1.580395,1.836071
1.577612,1.836331
1.574832,1.836580
1.572053,1.836819
1.569275,1.837047
1.566500,1.837265
1.563725,1.837472
1.560952,1.837670
1.558180,1.837857
1.555410,1.838034
1.552640,1.838201
1.549871,1.838358
1.547103,1.838504
1.544335,1.838641
1.541568,1.838769
1.538802,1.838886
1.536035,1.838994
1.533270,1.839091
1.530504,1.839180
1.527738,1.839259
1.524972,1.839328
1.522206,1.839388
1.519440,1.839438
1.516673,1.839479
1.513906,1.839511
1.511138,1.839534
1.508369,1.839548
1.505600,1.839553
1.502830,1.839549
1.500058,1.839536
1.497286,1.839514
1.494513,1.839483
1.491738,1.839444
1.488962,1.839396
1.486184,1.839340
1.483405,1.839275
1.480624,1.839202
1.477842,1.839121
1.475057,1.839031
1.472271,1.838933
1.469482,1.838827
1.466692,1.838713
1.463899,1.838592
1.461104,1.838462
1.458306,1.838325
1.455506,1.838180
1.452704,1.838027
1.449899,1.837867
1.447091,1.837700
1.444280,1.837525
1.441467,1.837342
1.438650,1.837153
1.435830,1.836956
1.433008,1.836753
1.430182,1.836542
1.427352,1.836325
1.424519,1.836101
1.421683,1.835870
1.418843,1.835632
1.416000,1.835388
1.413153,1.835137
1.410302,1.834880
1.407447,1.834617
1.404589,1.834348
1.401726,1.834072
1.398860,1.833790
1.395989,1.833503
1.393114,1.833209
1.390234,1.832909
1.387351,1.832604
1.384462,1.832294
1.381570,1.831977
1.378673,1.831655
1.375771,1.831328
1.372864,1.830995
1.369953,1.830658
1.367037,1.830315
1.364116,1.829967
1.361190,1.829614
1.358260,1.829256
1.355324,1.828893
1.352383,1.828526
1.349436,1.828153
1.346485,1.827777
1.343528,1.827395
1.340566,1.827010
1.337599,1.826620
1.334626,1.826226
1.331647,1.825827
1.328663,1.825425
1.325673,1.825019
1.322678,1.824608
1.319676,1.824194
1.316670,1.823776
1.313657,1.823355
1.310638,1.822929
1.307613,1.822501
1.304583,1.822069
1.301546,1.821633
1.298503,1.821194
1.295454,1.820752
1.292399,1.820307
1.289338,1.819859
1.286271,1.819408
1.283197,1.818954
1.280116,1.818498
1.277030,1.818038
1.273937,1.817576
1.270837,1.817111
1.267731,1.816644
1.264619,1.816175
1.261500,1.815703
1.258374,1.815229
