psi_in,u_in,x_in,y_in,psi_hat,x_hat,y_hat,u_hat,psi_d,x_d,y_d
6.163416,0.199928,-5.039305,-1.738106,6.163333,-5.036432,-1.743882,0.224089,-0.116199,-5.040596,-1.727338
6.163481,0.199928,-5.037318,-1.738329,6.163398,-5.034448,-1.744107,0.224074,-0.116139,-5.038611,-1.727569
6.163547,0.199928,-5.035331,-1.738553,6.163464,-5.032463,-1.744333,0.224058,-0.116078,-5.036625,-1.727801
6.163612,0.199928,-5.033344,-1.738776,6.163529,-5.030479,-1.744557,0.224043,-0.116017,-5.034640,-1.728032
6.163677,0.199928,-5.031357,-1.738999,6.163594,-5.028494,-1.744782,0.224028,-0.115956,-5.032655,-1.728264
6.163742,0.199928,-5.029370,-1.739222,6.163660,-5.026509,-1.745007,0.224013,-0.115896,-5.030669,-1.728495
6.163807,0.199928,-5.027384,-1.739445,6.163725,-5.024525,-1.745232,0.223998,-0.115835,-5.028684,-1.728726
6.163873,0.199928,-5.025397,-1.739668,6.163790,-5.022540,-1.745456,0.223983,-0.115774,-5.026699,-1.728957
6.163938,0.199928,-5.023410,-1.739891,6.163855,-5.020555,-1.745680,0.223967,-0.115714,-5.024713,-1.729188
6.164003,0.199928,-5.021423,-1.740113,6.163920,-5.018571,-1.745905,0.223952,-0.115653,-5.022728,-1.729418
6.164068,0.199928,-5.019436,-1.740336,6.163986,-5.016586,-1.746129,0.223937,-0.115592,-5.020743,-1.729649
6.164133,0.199928,-5.017449,-1.740558,6.164051,-5.014601,-1.746353,0.223922,-0.115532,-5.018757,-1.729879
6.164198,0.199928,-5.015462,-1.740781,6.164116,-5.012617,-1.746577,0.223907,-0.115471,-5.016772,-1.730110
6.164263,0.199928,-5.013475,-1.741003,6.164181,-5.010632,-1.746801,0.223892,-0.115411,-5.014786,-1.730340
6.164328,0.199928,-5.011488,-1.741225,6.164246,-5.008647,-1.747024,0.223877,-0.115350,-5.012801,-1.730570
6.164393,0.199928,-5.009501,-1.741447,6.164311,-5.006662,-1.747248,0.223862,-0.115290,-5.010815,-1.730800
6.164457,0.199928,-5.007514,-1.741669,6.164376,-5.004678,-1.747471,0.223847,-0.115229,-5.008830,-1.731030
6.164522,0.199928,-5.005527,-1.741890,6.164441,-5.002693,-1.747695,0.223832,-0.115169,-5.006844,-1.731260
6.164587,0.199928,-5.003540,-1.742112,6.164505,-5.000708,-1.747918,0.223817,-0.115109,-5.004859,-1.731489
6.164652,0.199928,-5.001553,-1.742333,6.164570,-4.998723,-1.748141,0.223802,-0.115048,-5.002873,-1.731719
6.164717,0.199928,-4.999566,-1.742555,6.164635,-4.996738,-1.748364,0.223787,-0.114988,-5.000888,-1.731948
6.164781,0.199928,-4.997579,-1.742776,6.164700,-4.994753,-1.748587,0.223772,-0.114928,-4.998902,-1.732178
6.164846,0.199928,-4.995592,-1.742997,6.164765,-4.992769,-1.748810,0.223757,-0.114867,-4.996917,-1.732407
6.164911,0.199928,-4.993605,-1.743218,6.164829,-4.990784,-1.749032,0.223742,-0.114807,-4.994931,-1.732636
6.164975,0.199928,-4.991618,-1.743439,6.164894,-4.988799,-1.749255,0.223727,-0.114747,-4.992946,-1.732865
6.165040,0.199928,-4.989631,-1.743660,6.164959,-4.986814,-1.749477,0.223712,-0.114686,-4.990960,-1.733093
6.165105,0.199928,-4.987644,-1.743881,6.165023,-4.984829,-1.749699,0.223697,-0.114626,-4.988974,-1.733322
6.165169,0.199928,-4.985656,-1.744102,6.165088,-4.982844,-1.749922,0.223682,-0.114566,-4.986989,-1.733551
6.165234,0.199928,-4.983669,-1.744322,6.165153,-4.980859,-1.750144,0.223667,-0.114506,-4.985003,-1.733779
6.165298,0.199929,-4.981682,-1.744543,6.165217,-4.978874,-1.750366,0.223652,-0.114446,-4.983017,-1.734007
6.165363,0.199929,-4.979695,-1.744763,6.165282,-4.976889,-1.750588,0.223637,-0.114386,-4.981032,-1.734236
6.165427,0.199929,-4.977708,-1.744983,6.165346,-4.974904,-1.750809,0.223622,-0.114325,-4.979046,-1.734464
6.165491,0.199929,-4.975721,-1.745203,6.165411,-4.972919,-1.751031,0.223607,-0.114265,-4.977060,-1.734692
6.165556,0.199929,-4.973733,-1.745423,6.165475,-4.970934,-1.751252,0.223592,-0.114205,-4.975075,-1.734919
6.165620,0.199929,-4.971746,-1.745643,6.165540,-4.968949,-1.751474,0.223578,-0.114145,-4.973089,-1.735147
6.165684,0.199929,-4.969759,-1.745863,6.165604,-4.966964,-1.751695,0.223563,-0.114085,-4.971103,-1.735375
6.165749,0.199929,-4.967772,-1.746082,6.165668,-4.964979,-1.751916,0.223548,-0.114025,-4.969117,-1.735602
6.165813,0.199929,-4.965785,-1.746302,6.165733,-4.962993,-1.752137,0.223533,-0.113965,-4.967132,-1.735830
6.165877,0.199929,-4.963797,-1.746521,6.165797,-4.961008,-1.752358,0.223518,-0.113905,-4.965146,-1.736057
6.165941,0.199929,-4.961810,-1.746741,6.165861,-4.959023,-1.752579,0.223503,-0.113845,-4.963160,-1.736284
6.166005,0.199929,-4.959823,-1.746960,6.165925,-4.957038,-1.752800,0.223489,-0.113786,-4.961174,-1.736511
6.166070,0.199929,-4.957835,-1.747179,6.165990,-4.955053,-1.753021,0.223474,-0.113726,-4.959188,-1.736738
6.166134,0.199929,-4.955848,-1.747398,6.166054,-4.953068,-1.753241,0.223459,-0.113666,-4.957203,-1.736965
6.166198,0.199929,-4.953861,-1.747617,6.166118,-4.951083,-1.753461,0.223444,-0.113606,-4.955217,-1.737191
6.166262,0.199929,-4.951873,-1.747835,6.166182,-4.949097,-1.753682,0.223430,-0.113546,-4.953231,-1.737418
6.166326,0.199929,-4.949886,-1.748054,6.166246,-4.947112,-1.753902,0.223415,-0.113486,-4.951245,-1.737644
6.166390,0.199929,-4.947899,-1.748273,6.166310,-4.945127,-1.754122,0.223400,-0.113427,-4.949259,-1.737870
6.166454,0.199929,-4.945911,-1.748491,6.166374,-4.943142,-1.754342,0.223385,-0.113367,-4.947273,-1.738097
6.166518,0.199929,-4.943924,-1.748709,6.166438,-4.941156,-1.754562,0.223371,-0.113307,-4.945287,-1.738323
6.166582,0.199929,-4.941937,-1.748928,6.166502,-4.939171,-1.754781,0.223356,-0.113247,-4.943301,-1.738549
6.166646,0.199929,-4.939949,-1.749146,6.166566,-4.937186,-1.755001,0.223341,-0.113188,-4.941315,-1.738774
6.166709,0.199929,-4.937962,-1.749364,6.166630,-4.935200,-1.755220,0.223327,-0.113128,-4.939329,-1.739000
6.166773,0.199929,-4.935974,-1.749582,6.166694,-4.933215,-1.755440,0.223312,-0.113068,-4.937343,-1.739226
6.166837,0.199929,-4.933987,-1.749799,6.166758,-4.931230,-1.755659,0.223297,-0.113009,-4.935357,-1.739451
6.166901,0.199929,-4.931999,-1.750017,6.166822,-4.929244,-1.755878,0.223283,-0.112949,-4.933371,-1.739676
6.166964,0.199929,-4.930012,-1.750235,6.166886,-4.927259,-1.756097,0.223268,-0.112890,-4.931385,-1.739902
6.167028,0.199929,-4.928024,-1.750452,6.166949,-4.925274,-1.756316,0.223253,-0.112830,-4.929399,-1.740127
6.167092,0.199929,-4.926037,-1.750669,6.167013,-4.923288,-1.756535,0.223239,-0.112770,-4.927413,-1.740352
6.167155,0.199929,-4.924049,-1.750887,6.167077,-4.921303,-1.756754,0.223224,-0.112711,-4.925427,-1.740577
6.167219,0.199929,-4.922062,-1.751104,6.167140,-4.919317,-1.756972,0.223210,-0.112651,-4.923441,-1.740801
6.167283,0.199929,-4.920074,-1.751321,6.167204,-4.917332,-1.757191,0.223195,-0.112592,-4.921455,-1.741026
6.167346,0.199929,-4.918087,-1.751538,6.167268,-4.915346,-1.757409,0.223180,-0.112533,-4.919469,-1.741250
6.167410,0.199929,-4.916099,-1.751755,6.167331,-4.913361,-1.757627,0.223166,-0.112473,-4.917483,-1.741475
6.167473,0.199929,-4.914112,-1.751971,6.167395,-4.911376,-1.757845,0.223151,-0.112414,-4.915497,-1.741699
6.167537,0.199929,-4.912124,-1.752188,6.167458,-4.909390,-1.758063,0.223137,-0.112354,-4.913511,-1.741923
6.167600,0.199929,-4.910137,-1.752404,6.167522,-4.907405,-1.758281,0.223122,-0.112295,-4.911524,-1.742147
6.167664,0.199929,-4.908149,-1.752621,6.167586,-4.905419,-1.758499,0.223108,-0.112236,-4.909538,-1.742371
6.167727,0.199929,-4.906161,-1.752837,6.167649,-4.903433,-1.758717,0.223093,-0.112176,-4.907552,-1.742595
6.167790,0.199929,-4.904174,-1.753053,6.167712,-4.901448,-1.758934,0.223079,-0.112117,-4.905566,-1.742819
6.167854,0.199929,-4.902186,-1.753269,6.167776,-4.899462,-1.759152,0.223064,-0.112058,-4.903580,-1.743042
6.167917,0.199929,-4.900198,-1.753485,6.167839,-4.897477,-1.759369,0.223050,-0.111999,-4.901593,-1.743266
6.167980,0.199929,-4.898211,-1.753701,6.167903,-4.895491,-1.759586,0.223035,-0.111939,-4.899607,-1.743489
6.168044,0.199929,-4.896223,-1.753917,6.167966,-4.893505,-1.759804,0.223021,-0.111880,-4.897621,-1.743712
6.168107,0.199929,-4.894235,-1.754132,6.168029,-4.891520,-1.760021,0.223006,-0.111821,-4.895635,-1.743935
6.168170,0.199929,-4.892248,-1.754348,6.168092,-4.889534,-1.760237,0.222992,-0.111762,-4.893648,-1.744158
6.168233,0.199929,-4.890260,-1.754563,6.168156,-4.887549,-1.760454,0.222977,-0.111703,-4.891662,-1.744381
6.168296,0.199929,-4.888272,-1.754778,6.168219,-4.885563,-1.760671,0.222963,-0.111644,-4.889676,-1.744604
6.168359,0.199929,-4.886285,-1.754993,6.168282,-4.883577,-1.760888,0.222949,-0.111584,-4.887690,-1.744827
6.168423,0.199929,-4.884297,-1.755209,6.168345,-4.881591,-1.761104,0.222934,-0.111525,-4.885703,-1.745049
6.168486,0.199929,-4.882309,-1.755423,6.168408,-4.879606,-1.761320,0.222920,-0.111466,-4.883717,-1.745271
6.168549,0.199929,-4.880321,-1.755638,6.168471,-4.877620,-1.761537,0.222906,-0.111407,-4.881731,-1.745494
6.168612,0.199929,-4.878334,-1.755853,6.168535,-4.875634,-1.761753,0.222891,-0.111348,-4.879744,-1.745716
6.168675,0.199929,-4.876346,-1.756068,6.168598,-4.873648,-1.761969,0.222877,-0.111289,-4.877758,-1.745938
6.168738,0.199929,-4.874358,-1.756282,6.168661,-4.871663,-1.762185,0.222862,-0.111230,-4.875771,-1.746160
6.168801,0.199929,-4.872370,-1.756497,6.168724,-4.869677,-1.762400,0.222848,-0.111171,-4.873785,-1.746382
6.168863,0.199929,-4.870382,-1.756711,6.168787,-4.867691,-1.762616,0.222834,-0.111112,-4.871799,-1.746603
6.168926,0.199929,-4.868394,-1.756925,6.168850,-4.865705,-1.762832,0.222819,-0.111054,-4.869812,-1.746825
6.168989,0.199929,-4.866407,-1.757139,6.168912,-4.863719,-1.763047,0.222805,-0.110995,-4.867826,-1.747046
6.169052,0.199929,-4.864419,-1.757353,6.168975,-4.861734,-1.763262,0.222791,-0.110936,-4.865839,-1.747268
6.169115,0.199929,-4.862431,-1.757567,6.169038,-4.859748,-1.763478,0.222777,-0.110877,-4.863853,-1.747489
6.169178,0.199929,-4.860443,-1.757781,6.169101,-4.857762,-1.763693,0.222762,-0.110818,-4.861866,-1.747710
6.169240,0.199929,-4.858455,-1.757995,6.169164,-4.855776,-1.763908,0.222748,-0.110759,-4.859880,-1.747931
6.169303,0.199929,-4.856467,-1.758208,6.169227,-4.853790,-1.764123,0.222734,-0.110701,-4.857893,-1.748152
6.169366,0.199929,-4.854479,-1.758422,6.169289,-4.851804,-1.764338,0.222720,-0.110642,-4.855907,-1.748373
6.169428,0.199929,-4.852491,-1.758635,6.169352,-4.849818,-1.764552,0.222705,-0.110583,-4.853920,-1.748593
6.169491,0.199929,-4.850503,-1.758848,6.169415,-4.847832,-1.764767,0.222691,-0.110524,-4.851934,-1.748814
6.169554,0.199929,-4.848516,-1.759061,6.169477,-4.845846,-1.764981,0.222677,-0.110466,-4.849947,-1.749034
6.169616,0.199929,-4.846528,-1.759274,6.169540,-4.843860,-1.765196,0.222663,-0.110407,-4.847961,-1.749254
6.169679,0.199929,-4.844540,-1.759487,6.169603,-4.841874,-1.765410,0.222648,-0.110348,-4.845974,-1.749475
6.169741,0.199929,-4.842552,-1.759700,6.169665,-4.839888,-1.765624,0.222634,-0.110290,-4.843987,-1.749695
6.169804,0.199929,-4.840564,-1.759913,6.169728,-4.837902,-1.765838,0.222620,-0.110231,-4.842001,-1.749915
6.169866,0.199929,-4.838576,-1.760125,6.169790,-4.835916,-1.766052,0.222606,-0.110172,-4.840014,-1.750134
6.169929,0.199929,-4.836588,-1.760338,6.169853,-4.833930,-1.766266,0.222592,-0.110114,-4.838027,-1.750354
6.169991,0.199929,-4.834600,-1.760550,6.169915,-4.831944,-1.766479,0.222578,-0.110055,-4.836041,-1.750574
6.170053,0.199929,-4.832612,-1.760762,6.169978,-4.829958,-1.766693,0.222564,-0.109997,-4.834054,-1.750793
6.170116,0.199929,-4.830623,-1.760975,6.170040,-4.827972,-1.766906,0.222549,-0.109938,-4.832067,-1.751013
6.170178,0.199929,-4.828635,-1.761187,6.170103,-4.825986,-1.767120,0.222535,-0.109880,-4.830081,-1.751232
6.170240,0.199929,-4.826647,-1.761399,6.170165,-4.824000,-1.767333,0.222521,-0.109821,-4.828094,-1.751451
6.170303,0.199929,-4.824659,-1.761610,6.170227,-4.822014,-1.767546,0.222507,-0.109763,-4.826107,-1.751670
6.170365,0.199929,-4.822671,-1.761822,6.170290,-4.820028,-1.767759,0.222493,-0.109704,-4.824121,-1.751889
6.170427,0.199929,-4.820683,-1.762034,6.170352,-4.818041,-1.767972,0.222479,-0.109646,-4.822134,-1.752108
6.170489,0.199929,-4.818695,-1.762245,6.170414,-4.816055,-1.768185,0.222465,-0.109588,-4.820147,-1.752326
6.170552,0.199929,-4.816707,-1.762457,6.170476,-4.814069,-1.768398,0.222451,-0.109529,-4.818160,-1.752545
6.170614,0.199929,-4.814719,-1.762668,6.170539,-4.812083,-1.768610,0.222437,-0.109471,-4.816174,-1.752763
6.170676,0.199929,-4.812731,-1.762879,6.170601,-4.810097,-1.768823,0.222423,-0.109413,-4.814187,-1.752982
6.170738,0.199929,-4.810742,-1.763090,6.170663,-4.808110,-1.769035,0.222409,-0.109354,-4.812200,-1.753200
6.170800,0.199929,-4.808754,-1.763301,6.170725,-4.806124,-1.769247,0.222395,-0.109296,-4.810213,-1.753418
6.170862,0.199929,-4.806766,-1.763512,6.170787,-4.804138,-1.769459,0.222381,-0.109238,-4.808226,-1.753636
6.170924,0.199929,-4.804778,-1.763723,6.170849,-4.802152,-1.769672,0.222367,-0.109180,-4.806239,-1.753854
6.170986,0.199929,-4.802790,-1.763934,6.170911,-4.800165,-1.769883,0.222353,-0.109121,-4.804253,-1.754071
6.171048,0.199929,-4.800801,-1.764144,6.170973,-4.798179,-1.770095,0.222339,-0.109063,-4.802266,-1.754289
6.171110,0.199929,-4.798813,-1.764355,6.171035,-4.796193,-1.770307,0.222325,-0.109005,-4.800279,-1.754506
6.171172,0.199929,-4.796825,-1.764565,6.171097,-4.794207,-1.770519,0.222311,-0.108947,-4.798292,-1.754724
6.171234,0.199929,-4.794837,-1.764775,6.171159,-4.792220,-1.770730,0.222297,-0.108889,-4.796305,-1.754941
6.171296,0.199929,-4.792848,-1.764985,6.171221,-4.790234,-1.770941,0.222283,-0.108831,-4.794318,-1.755158
6.171357,0.199929,-4.790860,-1.765195,6.171283,-4.788247,-1.771153,0.222269,-0.108773,-4.792331,-1.755375
6.171419,0.199929,-4.788872,-1.765405,6.171345,-4.786261,-1.771364,0.222255,-0.108714,-4.790344,-1.755592
6.171481,0.199929,-4.786883,-1.765615,6.171407,-4.784275,-1.771575,0.222241,-0.108656,-4.788357,-1.755809
6.171543,0.199929,-4.784895,-1.765825,6.171469,-4.782288,-1.771786,0.222227,-0.108598,-4.786370,-1.756026
6.171604,0.199929,-4.782907,-1.766034,6.171531,-4.780302,-1.771997,0.222214,-0.108540,-4.784383,-1.756242
6.171666,0.199929,-4.780919,-1.766244,6.171592,-4.778316,-1.772207,0.222200,-0.108482,-4.782396,-1.756459
6.171728,0.199929,-4.778930,-1.766453,6.171654,-4.776329,-1.772418,0.222186,-0.108424,-4.780409,-1.756675
6.171789,0.199929,-4.776942,-1.766663,6.171716,-4.774343,-1.772629,0.222172,-0.108366,-4.778422,-1.756891
6.171851,0.199929,-4.774953,-1.766872,6.171778,-4.772356,-1.772839,0.222158,-0.108309,-4.776435,-1.757107
6.171913,0.199929,-4.772965,-1.767081,6.171839,-4.770370,-1.773049,0.222144,-0.108251,-4.774448,-1.757323
6.171974,0.199929,-4.770977,-1.767290,6.171901,-4.768383,-1.773259,0.222130,-0.108193,-4.772461,-1.757539
6.172036,0.199929,-4.768988,-1.767499,6.171962,-4.766397,-1.773470,0.222117,-0.108135,-4.770474,-1.757755
6.172097,0.199929,-4.767000,-1.767707,6.172024,-4.764410,-1.773679,0.222103,-0.108077,-4.768487,-1.757971
6.172159,0.199929,-4.765011,-1.767916,6.172086,-4.762424,-1.773889,0.222089,-0.108019,-4.766500,-1.758186
6.172220,0.199929,-4.763023,-1.768125,6.172147,-4.760437,-1.774099,0.222075,-0.107961,-4.764513,-1.758402
6.172282,0.199929,-4.761035,-1.768333,6.172209,-4.758451,-1.774309,0.222061,-0.107904,-4.762525,-1.758617
6.172343,0.199929,-4.759046,-1.768541,6.172270,-4.756464,-1.774518,0.222048,-0.107846,-4.760538,-1.758832
6.172405,0.199929,-4.757058,-1.768750,6.172332,-4.754477,-1.774728,0.222034,-0.107788,-4.758551,-1.759047
6.172466,0.199929,-4.755069,-1.768958,6.172393,-4.752491,-1.774937,0.222020,-0.107730,-4.756564,-1.759262
6.172527,0.199929,-4.753081,-1.769166,6.172454,-4.750504,-1.775146,0.222006,-0.107673,-4.754577,-1.759477
6.172589,0.199929,-4.751092,-1.769374,6.172516,-4.748518,-1.775355,0.221993,-0.107615,-4.752590,-1.759692
6.172650,0.199929,-4.749104,-1.769581,6.172577,-4.746531,-1.775564,0.221979,-0.107557,-4.750602,-1.759907
6.172711,0.199929,-4.747115,-1.769789,6.172639,-4.744544,-1.775773,0.221965,-0.107500,-4.748615,-1.760121
6.172772,0.199929,-4.745127,-1.769997,6.172700,-4.742558,-1.775982,0.221952,-0.107442,-4.746628,-1.760335
6.172834,0.199929,-4.743138,-1.770204,6.172761,-4.740571,-1.776191,0.221938,-0.107384,-4.744641,-1.760550
6.172895,0.199929,-4.741150,-1.770412,6.172822,-4.738584,-1.776399,0.221924,-0.107327,-4.742653,-1.760764
6.172956,0.199929,-4.739161,-1.770619,6.172884,-4.736598,-1.776608,0.221911,-0.107269,-4.740666,-1.760978
6.173017,0.199929,-4.737172,-1.770826,6.172945,-4.734611,-1.776816,0.221897,-0.107212,-4.738679,-1.761192
6.173078,0.199929,-4.735184,-1.771033,6.173006,-4.732624,-1.777024,0.221883,-0.107154,-4.736692,-1.761406
6.173139,0.199929,-4.733195,-1.771240,6.173067,-4.730637,-1.777232,0.221870,-0.107097,-4.734704,-1.761619
6.173200,0.199929,-4.731207,-1.771447,6.173128,-4.728651,-1.777440,0.221856,-0.107039,-4.732717,-1.761833
6.173262,0.199929,-4.729218,-1.771654,6.173189,-4.726664,-1.777648,0.221842,-0.106982,-4.730730,-1.762047
6.173323,0.199929,-4.727229,-1.771860,6.173250,-4.724677,-1.777856,0.221829,-0.106924,-4.728742,-1.762260
6.173384,0.199929,-4.725241,-1.772067,6.173312,-4.722690,-1.778064,0.221815,-0.106867,-4.726755,-1.762473
6.173445,0.199929,-4.723252,-1.772273,6.173373,-4.720703,-1.778271,0.221802,-0.106809,-4.724768,-1.762686
6.173505,0.199929,-4.721263,-1.772480,6.173434,-4.718717,-1.778479,0.221788,-0.106752,-4.722780,-1.762899
6.173566,0.199929,-4.719275,-1.772686,6.173495,-4.716730,-1.778686,0.221775,-0.106695,-4.720793,-1.763112
6.173627,0.199929,-4.717286,-1.772892,6.173556,-4.714743,-1.778893,0.221761,-0.106637,-4.718805,-1.763325
6.173688,0.199929,-4.715297,-1.773098,6.173616,-4.712756,-1.779100,0.221747,-0.106580,-4.716818,-1.763538
6.173749,0.199929,-4.713309,-1.773304,6.173677,-4.710769,-1.779308,0.221734,-0.106523,-4.714831,-1.763750
6.173810,0.199929,-4.711320,-1.773510,6.173738,-4.708782,-1.779514,0.221720,-0.106465,-4.712843,-1.763963
6.173871,0.199929,-4.709331,-1.773715,6.173799,-4.706795,-1.779721,0.221707,-0.106408,-4.710856,-1.764175
6.173931,0.199929,-4.707343,-1.773921,6.173860,-4.704809,-1.779928,0.221693,-0.106351,-4.708868,-1.764387
6.173992,0.199929,-4.705354,-1.774126,6.173921,-4.702822,-1.780135,0.221680,-0.106294,-4.706881,-1.764599
6.174053,0.199929,-4.703365,-1.774332,6.173982,-4.700835,-1.780341,0.221666,-0.106236,-4.704893,-1.764811
6.174114,0.199929,-4.701376,-1.774537,6.174042,-4.698848,-1.780547,0.221653,-0.106179,-4.702906,-1.765023
6.174174,0.199929,-4.699388,-1.774742,6.174103,-4.696861,-1.780754,0.221639,-0.106122,-4.700918,-1.765235
6.174235,0.199929,-4.697399,-1.774947,6.174164,-4.694874,-1.780960,0.221626,-0.106065,-4.698931,-1.765447
6.174295,0.199929,-4.695410,-1.775152,6.174224,-4.692887,-1.781166,0.221612,-0.106008,-4.696943,-1.765658
6.174356,0.199929,-4.693421,-1.775357,6.174285,-4.690900,-1.781372,0.221599,-0.105951,-4.694956,-1.765870
6.174417,0.199929,-4.691432,-1.775562,6.174346,-4.688913,-1.781578,0.221586,-0.105894,-4.692968,-1.766081
6.174477,0.199929,-4.689443,-1.775767,6.174406,-4.686926,-1.781784,0.221572,-0.105836,-4.690980,-1.766292
6.174538,0.199929,-4.687455,-1.775971,6.174467,-4.684939,-1.781989,0.221559,-0.105779,-4.688993,-1.766503
6.174598,0.199929,-4.685466,-1.776175,6.174528,-4.682952,-1.782195,0.221545,-0.105722,-4.687005,-1.766714
6.174659,0.199929,-4.683477,-1.776380,6.174588,-4.680965,-1.782400,0.221532,-0.105665,-4.685018,-1.766925
6.174719,0.199929,-4.681488,-1.776584,6.174649,-4.678978,-1.782606,0.221519,-0.105608,-4.683030,-1.767136
6.174780,0.199929,-4.679499,-1.776788,6.174709,-4.676990,-1.782811,0.221505,-0.105551,-4.681042,-1.767347
6.174840,0.199929,-4.677510,-1.776992,6.174770,-4.675003,-1.783016,0.221492,-0.105494,-4.679055,-1.767557
6.174900,0.199929,-4.675521,-1.777196,6.174830,-4.673016,-1.783221,0.221478,-0.105437,-4.677067,-1.767767
6.174961,0.199929,-4.673532,-1.777400,6.174890,-4.671029,-1.783426,0.221465,-0.105381,-4.675079,-1.767978
6.175021,0.199929,-4.671544,-1.777604,6.174951,-4.669042,-1.783630,0.221452,-0.105324,-4.673092,-1.768188
6.175081,0.199929,-4.669555,-1.777807,6.175011,-4.667055,-1.783835,0.221438,-0.105267,-4.671104,-1.768398
6.175142,0.199929,-4.667566,-1.778011,6.175071,-4.665068,-1.784040,0.221425,-0.105210,-4.669116,-1.768608
6.175202,0.199929,-4.665577,-1.778214,6.175132,-4.663081,-1.784244,0.221412,-0.105153,-4.667129,-1.768818
6.175262,0.199929,-4.663588,-1.778417,6.175192,-4.661093,-1.784449,0.221399,-0.105096,-4.665141,-1.769028
6.175322,0.199929,-4.661599,-1.778621,6.175252,-4.659106,-1.784653,0.221385,-0.105039,-4.663153,-1.769237
6.175383,0.199929,-4.659610,-1.778824,6.175313,-4.657119,-1.784857,0.221372,-0.104983,-4.661165,-1.769447
6.175443,0.199929,-4.657621,-1.779027,6.175373,-4.655132,-1.785061,0.221359,-0.104926,-4.659178,-1.769656
6.175503,0.199929,-4.655632,-1.779230,6.175433,-4.653144,-1.785265,0.221345,-0.104869,-4.657190,-1.769865
6.175563,0.199929,-4.653643,-1.779432,6.175493,-4.651157,-1.785469,0.221332,-0.104812,-4.655202,-1.770075
6.175623,0.199929,-4.651654,-1.779635,6.175553,-4.649170,-1.785672,0.221319,-0.104756,-4.653214,-1.770284
6.175683,0.199929,-4.649665,-1.779837,6.175614,-4.647183,-1.785876,0.221306,-0.104699,-4.651226,-1.770493
6.175743,0.199929,-4.647676,-1.780040,6.175674,-4.645195,-1.786080,0.221293,-0.104642,-4.649238,-1.770701
6.175803,0.199929,-4.645687,-1.780242,6.175734,-4.643208,-1.786283,0.221279,-0.104586,-4.647251,-1.770910
6.175863,0.199929,-4.643698,-1.780445,6.175794,-4.641221,-1.786486,0.221266,-0.104529,-4.645263,-1.771119
6.175923,0.199929,-4.641708,-1.780647,6.175854,-4.639233,-1.786689,0.221253,-0.104472,-4.643275,-1.771327
6.175983,0.199929,-4.639719,-1.780849,6.175914,-4.637246,-1.786892,0.221240,-0.104416,-4.641287,-1.771536
6.176043,0.199929,-4.637730,-1.781051,6.175974,-4.635259,-1.787095,0.221227,-0.104359,-4.639299,-1.771744
6.176103,0.199929,-4.635741,-1.781252,6.176034,-4.633271,-1.787298,0.221213,-0.104303,-4.637311,-1.771952
6.176163,0.199929,-4.633752,-1.781454,6.176094,-4.631284,-1.787501,0.221200,-0.104246,-4.635323,-1.772160
6.176223,0.199929,-4.631763,-1.781656,6.176154,-4.629297,-1.787704,0.221187,-0.104190,-4.633335,-1.772368
6.176282,0.199929,-4.629774,-1.781857,6.176214,-4.627309,-1.787906,0.221174,-0.104133,-4.631347,-1.772576
6.176342,0.199929,-4.627785,-1.782059,6.176273,-4.625322,-1.788109,0.221161,-0.104077,-4.629359,-1.772783
6.176402,0.199929,-4.625795,-1.782260,6.176333,-4.623334,-1.788311,0.221148,-0.104020,-4.627371,-1.772991
6.176462,0.199929,-4.623806,-1.782461,6.176393,-4.621347,-1.788513,0.221135,-0.103964,-4.625384,-1.773199
6.176522,0.199929,-4.621817,-1.782662,6.176453,-4.619359,-1.788715,0.221122,-0.103907,-4.623396,-1.773406
6.176581,0.199929,-4.619828,-1.782863,6.176513,-4.617372,-1.788917,0.221108,-0.103851,-4.621408,-1.773613
6.176641,0.199929,-4.617839,-1.783064,6.176572,-4.615385,-1.789119,0.221095,-0.103794,-4.619420,-1.773820
6.176701,0.199929,-4.615849,-1.783265,6.176632,-4.613397,-1.789321,0.221082,-0.103738,-4.617431,-1.774027
6.176760,0.199929,-4.613860,-1.783466,6.176692,-4.611410,-1.789523,0.221069,-0.103682,-4.615443,-1.774234
6.176820,0.199929,-4.611871,-1.783666,6.176751,-4.609422,-1.789724,0.221056,-0.103625,-4.613455,-1.774441
6.176880,0.199929,-4.609882,-1.783867,6.176811,-4.607435,-1.789926,0.221043,-0.103569,-4.611467,-1.774648
6.176939,0.199929,-4.607892,-1.784067,6.176871,-4.605447,-1.790127,0.221030,-0.103513,-4.609479,-1.774854
6.176999,0.199929,-4.605903,-1.784268,6.176930,-4.603459,-1.790328,0.221017,-0.103457,-4.607491,-1.775061
6.177058,0.199929,-4.603914,-1.784468,6.176990,-4.601472,-1.790530,0.221004,-0.103400,-4.605503,-1.775267
6.177118,0.199929,-4.601925,-1.784668,6.177050,-4.599484,-1.790731,0.220991,-0.103344,-4.603515,-1.775473
6.177177,0.199929,-4.599935,-1.784868,6.177109,-4.597497,-1.790932,0.220978,-0.103288,-4.601527,-1.775680
6.177237,0.199929,-4.597946,-1.785068,6.177169,-4.595509,-1.791133,0.220965,-0.103232,-4.599539,-1.775886
6.177296,0.199929,-4.595957,-1.785267,6.177228,-4.593522,-1.791333,0.220952,-0.103175,-4.597551,-1.776092
