psi_in,u_in,x_in,y_in,psi_hat,x_hat,y_hat,u_hat,psi_d,x_d,y_d
5.960602,0.264821,-10.976104,-0.794802,5.963640,-10.998257,-0.775527,0.563412,-0.478241,-9.329687,-0.719915
5.960643,0.265305,-10.973509,-0.795399,5.963712,-10.995628,-0.776133,0.563477,-0.478044,-9.329104,-0.720217
5.960682,0.265788,-10.970908,-0.795995,5.963782,-10.992992,-0.776738,0.563541,-0.477847,-9.328521,-0.720519
5.960720,0.266270,-10.968301,-0.796588,5.963851,-10.990351,-0.777340,0.563606,-0.477650,-9.327936,-0.720822
5.960756,0.266752,-10.965689,-0.797180,5.963918,-10.987705,-0.777940,0.563670,-0.477453,-9.327350,-0.721125
5.960791,0.267234,-10.963071,-0.797769,5.963983,-10.985053,-0.778539,0.563734,-0.477255,-9.326763,-0.721429
5.960824,0.267715,-10.960447,-0.798357,5.964047,-10.982395,-0.779135,0.563798,-0.477058,-9.326175,-0.721733
5.960855,0.268196,-10.957817,-0.798942,5.964109,-10.979731,-0.779730,0.563862,-0.476860,-9.325586,-0.722037
5.960885,0.268676,-10.955182,-0.799525,5.964170,-10.977062,-0.780322,0.563925,-0.476662,-9.324996,-0.722342
5.960912,0.269156,-10.952541,-0.800107,5.964229,-10.974387,-0.780913,0.563989,-0.476464,-9.324404,-0.722647
5.960939,0.269636,-10.949894,-0.800686,5.964287,-10.971707,-0.781501,0.564052,-0.476266,-9.323812,-0.722953
5.960963,0.270115,-10.947242,-0.801263,5.964342,-10.969021,-0.782088,0.564115,-0.476068,-9.323219,-0.723259
5.960986,0.270593,-10.944584,-0.801838,5.964397,-10.966329,-0.782672,0.564178,-0.475869,-9.322625,-0.723565
5.961007,0.271071,-10.941920,-0.802411,5.964449,-10.963632,-0.783255,0.564241,-0.475671,-9.322029,-0.723872
5.961027,0.271549,-10.939250,-0.802982,5.964500,-10.960929,-0.783835,0.564304,-0.475472,-9.321433,-0.724179
5.961045,0.272026,-10.936575,-0.803551,5.964550,-10.958220,-0.784414,0.564366,-0.475273,-9.320835,-0.724487
5.961061,0.272502,-10.933894,-0.804118,5.964597,-10.955506,-0.784990,0.564428,-0.475074,-9.320237,-0.724795
5.961076,0.272979,-10.931207,-0.804682,5.964644,-10.952786,-0.785565,0.564490,-0.474875,-9.319637,-0.725103
5.961088,0.273454,-10.928514,-0.805245,5.964688,-10.950061,-0.786137,0.564552,-0.474675,-9.319036,-0.725412
5.961100,0.273930,-10.925816,-0.805806,5.964731,-10.947330,-0.786707,0.564614,-0.474476,-9.318435,-0.725721
5.961109,0.274404,-10.923112,-0.806364,5.964772,-10.944594,-0.787276,0.564676,-0.474276,-9.317832,-0.726031
5.961117,0.274878,-10.920402,-0.806921,5.964812,-10.941852,-0.787842,0.564737,-0.474077,-9.317228,-0.726341
5.961123,0.275352,-10.917687,-0.807475,5.964850,-10.939104,-0.788407,0.564799,-0.473877,-9.316623,-0.726651
5.961127,0.275825,-10.914966,-0.808027,5.964886,-10.936351,-0.788969,0.564860,-0.473677,-9.316017,-0.726962
5.961130,0.276298,-10.912239,-0.808577,5.964921,-10.933592,-0.789529,0.564921,-0.473477,-9.315409,-0.727273
5.961131,0.276771,-10.909507,-0.809126,5.964954,-10.930827,-0.790087,0.564982,-0.473276,-9.314801,-0.727584
5.961130,0.277242,-10.906769,-0.809672,5.964986,-10.928057,-0.790644,0.565042,-0.473076,-9.314192,-0.727896
5.961128,0.277714,-10.904025,-0.810215,5.965015,-10.925282,-0.791198,0.565103,-0.472875,-9.313581,-0.728209
5.961124,0.278184,-10.901276,-0.810757,5.965043,-10.922500,-0.791750,0.565163,-0.472675,-9.312970,-0.728522
5.961118,0.278655,-10.898521,-0.811297,5.965070,-10.919714,-0.792300,0.565223,-0.472474,-9.312357,-0.728835
5.961111,0.279124,-10.895760,-0.811835,5.965095,-10.916921,-0.792848,0.565283,-0.472273,-9.311743,-0.729149
5.961101,0.279594,-10.892994,-0.812370,5.965118,-10.914124,-0.793394,0.565343,-0.472071,-9.311128,-0.729463
5.961091,0.280062,-10.890222,-0.812903,5.965140,-10.911320,-0.793938,0.565403,-0.471870,-9.310512,-0.729777
5.961078,0.280530,-10.887444,-0.813435,5.965159,-10.908511,-0.794479,0.565462,-0.471669,-9.309895,-0.730092
5.961064,0.280998,-10.884661,-0.813964,5.965178,-10.905697,-0.795019,0.565522,-0.471467,-9.309276,-0.730407
5.961047,0.281465,-10.881872,-0.814491,5.965194,-10.902877,-0.795557,0.565581,-0.471265,-9.308657,-0.730723
5.961030,0.281932,-10.879078,-0.815016,5.965209,-10.900052,-0.796092,0.565640,-0.471063,-9.308036,-0.731039
5.961010,0.282398,-10.876278,-0.815539,5.965222,-10.897221,-0.796626,0.565699,-0.470861,-9.307414,-0.731356
5.960989,0.282864,-10.873472,-0.816060,5.965234,-10.894384,-0.797157,0.565758,-0.470659,-9.306791,-0.731673
5.960966,0.283329,-10.870660,-0.816578,5.965243,-10.891542,-0.797687,0.565817,-0.470457,-9.306167,-0.731990
5.960941,0.283793,-10.867843,-0.817095,5.965252,-10.888694,-0.798214,0.565875,-0.470254,-9.305542,-0.732308
5.960915,0.284257,-10.865021,-0.817609,5.965258,-10.885841,-0.798739,0.565933,-0.470051,-9.304916,-0.732627
5.960887,0.284720,-10.862193,-0.818122,5.965263,-10.882983,-0.799263,0.565992,-0.469849,-9.304288,-0.732945
5.960857,0.285183,-10.859359,-0.818632,5.965266,-10.880119,-0.799784,0.566050,-0.469646,-9.303660,-0.733264
5.960825,0.285646,-10.856519,-0.819140,5.965268,-10.877249,-0.800303,0.566107,-0.469442,-9.303030,-0.733584
5.960792,0.286107,-10.853675,-0.819647,5.965267,-10.874374,-0.800821,0.566165,-0.469239,-9.302399,-0.733904
5.960757,0.286569,-10.850824,-0.820151,5.965266,-10.871493,-0.801336,0.566223,-0.469036,-9.301767,-0.734224
5.960720,0.287029,-10.847968,-0.820654,5.965262,-10.868607,-0.801849,0.566280,-0.468832,-9.301133,-0.734545
5.960682,0.287489,-10.845107,-0.821154,5.965257,-10.865715,-0.802361,0.566337,-0.468628,-9.300499,-0.734867
5.960641,0.287949,-10.842240,-0.821653,5.965250,-10.862818,-0.802870,0.566394,-0.468424,-9.299863,-0.735188
5.960600,0.288408,-10.839367,-0.822149,5.965242,-10.859915,-0.803378,0.566451,-0.468220,-9.299226,-0.735510
5.960556,0.288866,-10.836489,-0.822644,5.965232,-10.857007,-0.803884,0.566508,-0.468016,-9.298588,-0.735833
5.960511,0.289324,-10.833606,-0.823137,5.965220,-10.854093,-0.804388,0.566565,-0.467812,-9.297949,-0.736156
5.960464,0.289781,-10.830717,-0.823628,5.965206,-10.851174,-0.804890,0.566621,-0.467607,-9.297309,-0.736480
5.960415,0.290238,-10.827823,-0.824117,5.965191,-10.848249,-0.805390,0.566678,-0.467403,-9.296667,-0.736803
5.960365,0.290694,-10.824923,-0.824605,5.965175,-10.845318,-0.805888,0.566734,-0.467198,-9.296024,-0.737128
5.960313,0.291150,-10.822017,-0.825090,5.965156,-10.842383,-0.806385,0.566790,-0.466993,-9.295380,-0.737453
5.960260,0.291605,-10.819107,-0.825574,5.965136,-10.839442,-0.806879,0.566846,-0.466788,-9.294735,-0.737778
5.960204,0.292059,-10.816191,-0.826056,5.965114,-10.836495,-0.807372,0.566902,-0.466582,-9.294088,-0.738104
5.960147,0.292513,-10.813269,-0.826537,5.965091,-10.833543,-0.807863,0.566957,-0.466377,-9.293441,-0.738430
5.960089,0.292967,-10.810342,-0.827015,5.965066,-10.830585,-0.808352,0.567013,-0.466171,-9.292792,-0.738756
5.960028,0.293419,-10.807410,-0.827492,5.965039,-10.827622,-0.808840,0.567068,-0.465966,-9.292142,-0.739083
5.959966,0.293871,-10.804472,-0.827967,5.965011,-10.824654,-0.809325,0.567123,-0.465760,-9.291490,-0.739411
5.959903,0.294323,-10.801529,-0.828441,5.964981,-10.821680,-0.809809,0.567178,-0.465554,-9.290838,-0.739739
5.959838,0.294774,-10.798581,-0.828912,5.964949,-10.818701,-0.810291,0.567233,-0.465347,-9.290184,-0.740067
5.959771,0.295224,-10.795627,-0.829382,5.964915,-10.815716,-0.810772,0.567288,-0.465141,-9.289529,-0.740396
5.959702,0.295674,-10.792668,-0.829851,5.964880,-10.812726,-0.811250,0.567343,-0.464935,-9.288873,-0.740725
5.959632,0.296123,-10.789704,-0.830318,5.964844,-10.809731,-0.811727,0.567397,-0.464728,-9.288215,-0.741055
5.959560,0.296572,-10.786734,-0.830783,5.964805,-10.806730,-0.812202,0.567451,-0.464521,-9.287557,-0.741385
5.959487,0.297020,-10.783759,-0.831247,5.964765,-10.803724,-0.812676,0.567506,-0.464314,-9.286897,-0.741716
5.959412,0.297467,-10.780779,-0.831709,5.964724,-10.800712,-0.813147,0.567560,-0.464107,-9.286235,-0.742047
5.959335,0.297914,-10.777794,-0.832169,5.964680,-10.797695,-0.813617,0.567613,-0.463900,-9.285573,-0.742378
5.959257,0.298360,-10.774803,-0.832628,5.964635,-10.794673,-0.814086,0.567667,-0.463692,-9.284909,-0.742710
5.959177,0.298806,-10.771807,-0.833086,5.964588,-10.791646,-0.814553,0.567721,-0.463484,-9.284244,-0.743043
5.959095,0.299251,-10.768805,-0.833542,5.964540,-10.788613,-0.815018,0.567774,-0.463277,-9.283578,-0.743376
5.959012,0.299695,-10.765799,-0.833996,5.964490,-10.785575,-0.815481,0.567828,-0.463069,-9.282911,-0.743709
5.958927,0.300139,-10.762787,-0.834449,5.964438,-10.782531,-0.815943,0.567881,-0.462861,-9.282242,-0.744043
5.958841,0.300582,-10.759770,-0.834901,5.964385,-10.779483,-0.816403,0.567934,-0.462652,-9.281572,-0.744377
5.958753,0.301025,-10.756748,-0.835351,5.964330,-10.776429,-0.816861,0.567987,-0.462444,-9.280900,-0.744712
5.958664,0.301467,-10.753721,-0.835800,5.964273,-10.773370,-0.817318,0.568039,-0.462235,-9.280228,-0.745047
5.958572,0.301908,-10.750688,-0.836247,5.964215,-10.770305,-0.817773,0.568092,-0.462027,-9.279554,-0.745383
5.958480,0.302349,-10.747650,-0.836693,5.964155,-10.767235,-0.818227,0.568145,-0.461818,-9.278879,-0.745719
5.958386,0.302789,-10.744607,-0.837138,5.964093,-10.764161,-0.818679,0.568197,-0.461609,-9.278202,-0.746055
5.958290,0.303229,-10.741559,-0.837581,5.964030,-10.761081,-0.819130,0.568249,-0.461399,-9.277524,-0.746392
5.958192,0.303668,-10.738506,-0.838023,5.963965,-10.757995,-0.819579,0.568301,-0.461190,-9.276845,-0.746730
5.958093,0.304106,-10.735448,-0.838463,5.963898,-10.754905,-0.820026,0.568353,-0.460980,-9.276165,-0.747068
5.957993,0.304544,-10.732384,-0.838902,5.963829,-10.751809,-0.820472,0.568405,-0.460771,-9.275483,-0.747407
5.957891,0.304981,-10.729316,-0.839340,5.963759,-10.748709,-0.820916,0.568456,-0.460561,-9.274800,-0.747745
5.957787,0.305418,-10.726242,-0.839777,5.963688,-10.745603,-0.821359,0.568508,-0.460351,-9.274116,-0.748085
5.957682,0.305853,-10.723163,-0.840212,5.963614,-10.742492,-0.821801,0.568559,-0.460141,-9.273430,-0.748425
5.957576,0.306289,-10.720079,-0.840646,5.963539,-10.739375,-0.822240,0.568611,-0.459930,-9.272743,-0.748765
5.957467,0.306723,-10.716990,-0.841079,5.963463,-10.736254,-0.822679,0.568662,-0.459720,-9.272055,-0.749106
5.957358,0.307157,-10.713896,-0.841511,5.963384,-10.733128,-0.823116,0.568713,-0.459509,-9.271365,-0.749447
5.957246,0.307591,-10.710797,-0.841941,5.963304,-10.729996,-0.823551,0.568764,-0.459298,-9.270674,-0.749789
5.957134,0.308023,-10.707693,-0.842371,5.963223,-10.726860,-0.823985,0.568814,-0.459087,-9.269982,-0.750131
5.957019,0.308456,-10.704584,-0.842799,5.963139,-10.723718,-0.824418,0.568865,-0.458876,-9.269289,-0.750474
5.956904,0.308887,-10.701470,-0.843226,5.963054,-10.720572,-0.824849,0.568915,-0.458665,-9.268594,-0.750818
5.956786,0.309318,-10.698351,-0.843651,5.962968,-10.717420,-0.825279,0.568966,-0.458453,-9.267897,-0.751161
5.956668,0.309748,-10.695227,-0.844076,5.962879,-10.714263,-0.825707,0.569016,-0.458242,-9.267200,-0.751505
5.956547,0.310178,-10.692098,-0.844500,5.962789,-10.711102,-0.826134,0.569066,-0.458030,-9.266501,-0.751850
5.956426,0.310607,-10.688964,-0.844922,5.962698,-10.707935,-0.826560,0.569116,-0.457818,-9.265800,-0.752195
5.956302,0.311035,-10.685825,-0.845344,5.962605,-10.704764,-0.826984,0.569165,-0.457606,-9.265099,-0.752541
5.956178,0.311463,-10.682680,-0.845764,5.962510,-10.701587,-0.827407,0.569215,-0.457393,-9.264395,-0.752887
5.956052,0.311890,-10.679531,-0.846183,5.962413,-10.698405,-0.827828,0.569264,-0.457181,-9.263691,-0.753234
5.955924,0.312316,-10.676378,-0.846601,5.962315,-10.695219,-0.828249,0.569314,-0.456968,-9.262985,-0.753581
5.955795,0.312742,-10.673219,-0.847019,5.962215,-10.692027,-0.828667,0.569363,-0.456755,-9.262278,-0.753929
5.955664,0.313168,-10.670055,-0.847435,5.962114,-10.688831,-0.829085,0.569412,-0.456542,-9.261569,-0.754277
5.955533,0.313592,-10.666886,-0.847850,5.962011,-10.685630,-0.829501,0.569461,-0.456329,-9.260859,-0.754625
5.955399,0.314016,-10.663713,-0.848265,5.961906,-10.682424,-0.829916,0.569510,-0.456116,-9.260148,-0.754974
5.955264,0.314439,-10.660534,-0.848678,5.961799,-10.679213,-0.830330,0.569559,-0.455902,-9.259435,-0.755324
5.955128,0.314862,-10.657351,-0.849090,5.961691,-10.675997,-0.830743,0.569607,-0.455689,-9.258721,-0.755674
5.954990,0.315284,-10.654163,-0.849502,5.961582,-10.672776,-0.831154,0.569656,-0.455475,-9.258006,-0.756025
5.954851,0.315705,-10.650969,-0.849912,5.961471,-10.669550,-0.831564,0.569704,-0.455261,-9.257289,-0.756376
5.954711,0.316126,-10.647772,-0.850322,5.961358,-10.666320,-0.831973,0.569752,-0.455047,-9.256571,-0.756727
5.954569,0.316546,-10.644569,-0.850731,5.961243,-10.663085,-0.832381,0.569800,-0.454833,-9.255851,-0.757079
5.954426,0.316966,-10.641361,-0.851139,5.961127,-10.659845,-0.832787,0.569848,-0.454618,-9.255130,-0.757432
5.954281,0.317385,-10.638149,-0.851546,5.961009,-10.656600,-0.833193,0.569896,-0.454404,-9.254407,-0.757785
5.954135,0.317803,-10.634932,-0.851952,5.960890,-10.653350,-0.833597,0.569944,-0.454189,-9.253683,-0.758138
5.953987,0.318221,-10.631710,-0.852357,5.960769,-10.650096,-0.834000,0.569991,-0.453974,-9.252958,-0.758493
5.953838,0.318637,-10.628483,-0.852762,5.960647,-10.646837,-0.834402,0.570039,-0.453759,-9.252231,-0.758847
5.953688,0.319054,-10.625251,-0.853166,5.960522,-10.643573,-0.834802,0.570086,-0.453543,-9.251503,-0.759202
5.953537,0.319469,-10.622015,-0.853569,5.960397,-10.640304,-0.835202,0.570133,-0.453328,-9.250773,-0.759558
5.953384,0.319884,-10.618774,-0.853971,5.960269,-10.637031,-0.835601,0.570180,-0.453112,-9.250042,-0.759914
5.953229,0.320299,-10.615528,-0.854373,5.960140,-10.633753,-0.835998,0.570227,-0.452897,-9.249309,-0.760270
5.953074,0.320712,-10.612277,-0.854774,5.960010,-10.630470,-0.836395,0.570274,-0.452681,-9.248575,-0.760627
5.952917,0.321126,-10.609022,-0.855174,5.959878,-10.627182,-0.836790,0.570321,-0.452465,-9.247840,-0.760985
5.952758,0.321538,-10.605762,-0.855573,5.959744,-10.623890,-0.837184,0.570367,-0.452248,-9.247103,-0.761343
5.952599,0.321950,-10.602497,-0.855972,5.959609,-10.620593,-0.837578,0.570414,-0.452032,-9.246365,-0.761702
5.952437,0.322361,-10.599228,-0.856370,5.959472,-10.617292,-0.837970,0.570460,-0.451815,-9.245625,-0.762061
5.952275,0.322772,-10.595954,-0.856767,5.959333,-10.613986,-0.838361,0.570506,-0.451598,-9.244883,-0.762421
5.952112,0.323181,-10.592675,-0.857164,5.959193,-10.610675,-0.838752,0.570552,-0.451381,-9.244141,-0.762781
5.951947,0.323591,-10.589391,-0.857560,5.959052,-10.607360,-0.839141,0.570598,-0.451164,-9.243397,-0.763141
5.951780,0.323999,-10.586103,-0.857955,5.958909,-10.604040,-0.839530,0.570644,-0.450947,-9.242651,-0.763503
5.951613,0.324407,-10.582810,-0.858350,5.958764,-10.600716,-0.839917,0.570690,-0.450730,-9.241904,-0.763864
5.951444,0.324814,-10.579513,-0.858745,5.958618,-10.597387,-0.840304,0.570735,-0.450512,-9.241155,-0.764227
5.951274,0.325221,-10.576211,-0.859138,5.958470,-10.594053,-0.840690,0.570781,-0.450294,-9.240405,-0.764589
5.951102,0.325627,-10.572904,-0.859531,5.958321,-10.590715,-0.841074,0.570826,-0.450076,-9.239653,-0.764953
5.950930,0.326032,-10.569593,-0.859924,5.958170,-10.587372,-0.841458,0.570871,-0.449858,-9.238900,-0.765316
5.950756,0.326437,-10.566277,-0.860316,5.958018,-10.584025,-0.841841,0.570916,-0.449640,-9.238145,-0.765681
5.950581,0.326841,-10.562957,-0.860708,5.957864,-10.580673,-0.842223,0.570961,-0.449421,-9.237389,-0.766045
5.950404,0.327245,-10.559632,-0.861099,5.957708,-10.577317,-0.842605,0.571006,-0.449203,-9.236632,-0.766411
5.950226,0.327648,-10.556302,-0.861489,5.957551,-10.573956,-0.842985,0.571051,-0.448984,-9.235873,-0.766777
5.950047,0.328050,-10.552968,-0.861879,5.957393,-10.570591,-0.843365,0.571096,-0.448765,-9.235112,-0.767143
5.949867,0.328451,-10.549629,-0.862269,5.957233,-10.567221,-0.843744,0.571140,-0.448546,-9.234350,-0.767510
5.949686,0.328852,-10.546286,-0.862658,5.957072,-10.563847,-0.844122,0.571184,-0.448327,-9.233586,-0.767877
5.949503,0.329252,-10.542938,-0.863047,5.956909,-10.560469,-0.844500,0.571229,-0.448107,-9.232821,-0.768245
5.949319,0.329652,-10.539586,-0.863435,5.956744,-10.557086,-0.844876,0.571273,-0.447887,-9.232054,-0.768614
5.949134,0.330051,-10.536229,-0.863823,5.956578,-10.553698,-0.845252,0.571317,-0.447668,-9.231286,-0.768983
5.948948,0.330449,-10.532868,-0.864211,5.956411,-10.550306,-0.845627,0.571361,-0.447448,-9.230516,-0.769352
5.948761,0.330847,-10.529502,-0.864598,5.956242,-10.546910,-0.846002,0.571405,-0.447227,-9.229745,-0.769722
5.948572,0.331244,-10.526132,-0.864985,5.956072,-10.543510,-0.846376,0.571448,-0.447007,-9.228972,-0.770093
5.948382,0.331640,-10.522757,-0.865371,5.955900,-10.540105,-0.846749,0.571492,-0.446787,-9.228197,-0.770464
5.948191,0.332036,-10.519378,-0.865758,5.955727,-10.536695,-0.847121,0.571535,-0.446566,-9.227421,-0.770836
5.947999,0.332431,-10.515994,-0.866143,5.955552,-10.533282,-0.847493,0.571579,-0.446345,-9.226644,-0.771208
5.947806,0.332825,-10.512606,-0.866529,5.955376,-10.529864,-0.847864,0.571622,-0.446124,-9.225865,-0.771581
5.947611,0.333219,-10.509213,-0.866914,5.955198,-10.526441,-0.848234,0.571665,-0.445903,-9.225084,-0.771954
5.947415,0.333612,-10.505816,-0.867299,5.955019,-10.523015,-0.848604,0.571708,-0.445682,-9.224302,-0.772328
5.947219,0.334005,-10.502415,-0.867684,5.954838,-10.519584,-0.848974,0.571751,-0.445460,-9.223518,-0.772702
5.947021,0.334397,-10.499009,-0.868068,5.954657,-10.516148,-0.849342,0.571793,-0.445239,-9.222733,-0.773077
5.946822,0.334788,-10.495599,-0.868453,5.954473,-10.512709,-0.849711,0.571836,-0.445017,-9.221946,-0.773452
5.946621,0.335179,-10.492185,-0.868837,5.954288,-10.509265,-0.850078,0.571878,-0.444795,-9.221157,-0.773828
5.946420,0.335569,-10.488766,-0.869220,5.954102,-10.505817,-0.850445,0.571921,-0.444573,-9.220367,-0.774205
5.946217,0.335958,-10.485343,-0.869604,5.953915,-10.502365,-0.850812,0.571963,-0.444350,-9.219575,-0.774582
5.946014,0.336347,-10.481915,-0.869987,5.953726,-10.498908,-0.851178,0.572005,-0.444128,-9.218782,-0.774960
5.945809,0.336735,-10.478483,-0.870371,5.953535,-10.495447,-0.851543,0.572047,-0.443905,-9.217987,-0.775338
5.945603,0.337122,-10.475047,-0.870754,5.953344,-10.491982,-0.851909,0.572089,-0.443682,-9.217190,-0.775716
5.945397,0.337509,-10.471606,-0.871137,5.953151,-10.488513,-0.852273,0.572131,-0.443459,-9.216392,-0.776096
5.945189,0.337895,-10.468161,-0.871520,5.952956,-10.485040,-0.852637,0.572173,-0.443236,-9.215593,-0.776475
5.944980,0.338280,-10.464712,-0.871902,5.952760,-10.481562,-0.853001,0.572215,-0.443013,-9.214791,-0.776856
5.944769,0.338665,-10.461259,-0.872285,5.952563,-10.478081,-0.853364,0.572256,-0.442789,-9.213988,-0.777237
5.944558,0.339049,-10.457801,-0.872668,5.952365,-10.474595,-0.853727,0.572297,-0.442565,-9.213184,-0.777618
5.944346,0.339433,-10.454339,-0.873050,5.952165,-10.471105,-0.854090,0.572339,-0.442341,-9.212378,-0.778000
5.944133,0.339816,-10.450873,-0.873432,5.951964,-10.467611,-0.854452,0.572380,-0.442117,-9.211570,-0.778383
5.943918,0.340198,-10.447402,-0.873815,5.951761,-10.464112,-0.854814,0.572421,-0.441893,-9.210760,-0.778766
5.943703,0.340580,-10.443927,-0.874197,5.951557,-10.460610,-0.855175,0.572462,-0.441669,-9.209949,-0.779149
5.943487,0.340961,-10.440448,-0.874579,5.951352,-10.457104,-0.855536,0.572503,-0.441444,-9.209136,-0.779533
5.943269,0.341341,-10.436965,-0.874962,5.951145,-10.453593,-0.855897,0.572543,-0.441220,-9.208322,-0.779918
5.943051,0.341721,-10.433477,-0.875344,5.950938,-10.450078,-0.856258,0.572584,-0.440995,-9.207506,-0.780303
5.942831,0.342100,-10.429986,-0.875726,5.950729,-10.446560,-0.856618,0.572624,-0.440770,-9.206688,-0.780689
5.942611,0.342479,-10.426490,-0.876109,5.950518,-10.443037,-0.856978,0.572665,-0.440544,-9.205869,-0.781076
5.942389,0.342857,-10.422990,-0.876491,5.950307,-10.439510,-0.857337,0.572705,-0.440319,-9.205048,-0.781463
5.942167,0.343234,-10.419486,-0.876874,5.950094,-10.435979,-0.857697,0.572745,-0.440093,-9.204225,-0.781850
5.941943,0.343611,-10.415977,-0.877256,5.949879,-10.432444,-0.858056,0.572785,-0.439868,-9.203401,-0.782238
5.941719,0.343987,-10.412465,-0.877639,5.949664,-10.428905,-0.858415,0.572825,-0.439642,-9.202575,-0.782627
5.941494,0.344362,-10.408948,-0.878022,5.949447,-10.425363,-0.858774,0.572865,-0.439416,-9.201747,-0.783016
5.941267,0.344737,-10.405427,-0.878405,5.949229,-10.421816,-0.859132,0.572905,-0.439189,-9.200918,-0.783406
5.941040,0.345111,-10.401902,-0.878788,5.949010,-10.418265,-0.859491,0.572945,-0.438963,-9.200087,-0.783796
5.940812,0.345485,-10.398373,-0.879171,5.948790,-10.414710,-0.859849,0.572984,-0.438736,-9.199254,-0.784187
5.940582,0.345857,-10.394840,-0.879554,5.948568,-10.411151,-0.860207,0.573024,-0.438510,-9.198420,-0.784578
5.940352,0.346230,-10.391302,-0.879937,5.948345,-10.407588,-0.860565,0.573063,-0.438283,-9.197583,-0.784970
5.940121,0.346601,-10.387761,-0.880321,5.948121,-10.404022,-0.860923,0.573102,-0.438056,-9.196746,-0.785363
5.939889,0.346972,-10.384216,-0.880705,5.947896,-10.400451,-0.861280,0.573141,-0.437828,-9.195906,-0.785756
5.939656,0.347343,-10.380666,-0.881089,5.947669,-10.396877,-0.861638,0.573180,-0.437601,-9.195065,-0.786150
5.939422,0.347713,-10.377113,-0.881473,5.947441,-10.393298,-0.861995,0.573219,-0.437373,-9.194222,-0.786544
5.939187,0.348082,-10.373555,-0.881858,5.947213,-10.389716,-0.862353,0.573258,-0.437146,-9.193377,-0.786939
5.938952,0.348450,-10.369993,-0.882242,5.946983,-10.386130,-0.862710,0.573297,-0.436918,-9.192531,-0.787334
5.938715,0.348818,-10.366428,-0.882627,5.946751,-10.382540,-0.863068,0.573335,-0.436690,-9.191682,-0.787730
5.938477,0.349186,-10.362858,-0.883013,5.946519,-10.378946,-0.863425,0.573374,-0.436461,-9.190833,-0.788127
5.938239,0.349552,-10.359284,-0.883398,5.946286,-10.375348,-0.863783,0.573412,-0.436233,-9.189981,-0.788524
5.938000,0.349918,-10.355706,-0.883784,5.946051,-10.371746,-0.864140,0.573450,-0.436004,-9.189128,-0.788922
5.937760,0.350284,-10.352125,-0.884170,5.945815,-10.368141,-0.864497,0.573489,-0.435775,-9.188273,-0.789320
5.937519,0.350649,-10.348539,-0.884556,5.945578,-10.364531,-0.864855,0.573527,-0.435546,-9.187416,-0.789719
5.937277,0.351013,-10.344949,-0.884943,5.945340,-10.360918,-0.865212,0.573565,-0.435317,-9.186557,-0.790118
5.937034,0.351377,-10.341356,-0.885330,5.945101,-10.357301,-0.865570,0.573603,-0.435088,-9.185697,-0.790518
5.936791,0.351740,-10.337758,-0.885718,5.944861,-10.353681,-0.865927,0.573640,-0.434859,-9.184835,-0.790919
5.936546,0.352102,-10.334156,-0.886106,5.944619,-10.350056,-0.866285,0.573678,-0.434629,-9.183971,-0.791320
5.936301,0.352464,-10.330551,-0.886494,5.944377,-10.346428,-0.866643,0.573716,-0.434399,-9.183105,-0.791722
5.936055,0.352825,-10.326941,-0.886883,5.944133,-10.342796,-0.867001,0.573753,-0.434169,-9.182238,-0.792124
5.935808,0.353186,-10.323328,-0.887272,5.943889,-10.339160,-0.867359,0.573790,-0.433939,-9.181369,-0.792527
5.935561,0.353546,-10.319711,-0.887661,5.943643,-10.335521,-0.867717,0.573828,-0.433709,-9.180498,-0.792930
5.935312,0.353905,-10.316090,-0.888051,5.943397,-10.331878,-0.868076,0.573865,-0.433478,-9.179625,-0.793334
5.935063,0.354264,-10.312465,-0.888441,5.943149,-10.328231,-0.868434,0.573902,-0.433248,-9.178750,-0.793739
5.934813,0.354622,-10.308836,-0.888832,5.942900,-10.324580,-0.868793,0.573939,-0.433017,-9.177874,-0.794144
5.934562,0.354979,-10.305203,-0.889223,5.942650,-10.320926,-0.869152,0.573968,-0.432786,-9.176996,-0.794550
5.934310,0.355336,-10.301566,-0.889615,5.942399,-10.317268,-0.869511,0.573989,-0.432555,-9.176116,-0.794956
5.934058,0.355685,-10.297926,-0.890007,5.942147,-10.313606,-0.869870,0.574003,-0.432323,-9.175234,-0.795363
5.933805,0.356026,-10.294282,-0.890400,5.941894,-10.309941,-0.870230,0.574008,-0.432092,-9.174351,-0.795771
5.933551,0.356360,-10.290634,-0.890793,5.941641,-10.306272,-0.870590,0.574006,-0.431860,-9.173466,-0.796179
5.933296,0.356687,-10.286982,-0.891187,5.941386,-10.302600,-0.870951,0.573996,-0.431628,-9.172578,-0.796588
5.933041,0.357006,-10.283328,-0.891581,5.941130,-10.298925,-0.871311,0.573978,-0.431396,-9.171690,-0.796997
5.932785,0.357317,-10.279669,-0.891975,5.940873,-10.295246,-0.871673,0.573953,-0.431164,-9.170799,-0.797407
5.932528,0.357622,-10.276007,-0.892370,5.940615,-10.291564,-0.872034,0.573920,-0.430932,-9.169906,-0.797818
5.932270,0.357919,-10.272342,-0.892765,5.940356,-10.287879,-0.872396,0.573880,-0.430699,-9.169012,-0.798229
5.932012,0.358209,-10.268674,-0.893161,5.940097,-10.284191,-0.872759,0.573833,-0.430467,-9.168115,-0.798640
