x_in,y_in,x_d,y_d
2.983738,-1.800942,9.488785,2.023432
2.987935,-1.801836,9.486660,2.024749
2.992133,-1.802725,9.484534,2.026065
2.996331,-1.803610,9.482408,2.027381
3.000530,-1.804490,9.480282,2.028695
3.004728,-1.805365,9.478155,2.030009
3.008927,-1.806236,9.476027,2.031322
3.013127,-1.807101,9.473899,2.032634
3.017326,-1.807962,9.471771,2.033945
3.021526,-1.808818,9.469642,2.035256
3.025727,-1.809670,9.467512,2.036565
3.029927,-1.810516,9.465382,2.037874
3.034128,-1.811358,9.463252,2.039182
3.038329,-1.812195,9.461121,2.040489
3.042531,-1.813028,9.458989,2.041796
3.046733,-1.813855,9.456857,2.043101
3.050934,-1.814678,9.454724,2.044406
3.055137,-1.815496,9.452591,2.045710
3.059339,-1.816309,9.450458,2.047013
3.063542,-1.817118,9.448324,2.048315
3.067744,-1.817921,9.446189,2.049616
3.071948,-1.818720,9.444054,2.050917
3.076151,-1.819514,9.441919,2.052217
3.080354,-1.820304,9.439783,2.053516
3.084558,-1.821088,9.437646,2.054814
3.088762,-1.821868,9.435509,2.056111
3.092966,-1.822643,9.433371,2.057408
3.097170,-1.823414,9.431233,2.058703
3.101374,-1.824179,9.429095,2.059998
3.105579,-1.824940,9.426956,2.061292
3.109783,-1.825696,9.424816,2.062586
3.113988,-1.826447,9.422676,2.063878
3.118193,-1.827194,9.420536,2.065170
3.122398,-1.827935,9.418395,2.066461
3.126603,-1.828672,9.416254,2.067751
3.130809,-1.829404,9.414112,2.069040
3.135014,-1.830132,9.411969,2.070328
3.139219,-1.830854,9.409826,2.071616
3.143425,-1.831572,9.407683,2.072903
3.147631,-1.832285,9.405539,2.074189
3.151836,-1.832993,9.403395,2.075474
3.156042,-1.833697,9.401250,2.076758
3.160248,-1.834396,9.399105,2.078042
3.164454,-1.835090,9.396959,2.079325
3.168660,-1.835779,9.394813,2.080607
3.172866,-1.836463,9.392666,2.081888
3.177072,-1.837143,9.390519,2.083169
3.181278,-1.837818,9.388371,2.084448
3.185484,-1.838488,9.386223,2.085727
3.189690,-1.839153,9.384074,2.087005
3.193896,-1.839814,9.381925,2.088282
3.198102,-1.840470,9.379776,2.089559
3.202308,-1.841121,9.377625,2.090834
3.206514,-1.841767,9.375475,2.092109
3.210720,-1.842409,9.373324,2.093383
3.214925,-1.843046,9.371173,2.094657
3.219131,-1.843678,9.369021,2.095929
3.223337,-1.844305,9.366868,2.097201
3.227543,-1.844927,9.364715,2.098472
3.231749,-1.845545,9.362562,2.099742
3.235954,-1.846158,9.360408,2.101011
3.240160,-1.846766,9.358254,2.102280
3.244365,-1.847370,9.356099,2.103548
3.248570,-1.847968,9.353944,2.104815
3.252776,-1.848562,9.351789,2.106081
3.256981,-1.849151,9.349633,2.107346
3.261186,-1.849736,9.347476,2.108611
3.265391,-1.850316,9.345319,2.109875
3.269595,-1.850890,9.343162,2.111138
3.273800,-1.851461,9.341004,2.112400
3.278005,-1.852026,9.338845,2.113662
3.282209,-1.852586,9.336686,2.114923
3.286413,-1.853142,9.334527,2.116183
3.290617,-1.853693,9.332367,2.117442
3.294821,-1.854240,9.330207,2.118700
3.299025,-1.854781,9.328047,2.119958
3.303228,-1.855318,9.325886,2.121215
3.307431,-1.855850,9.323724,2.122471
3.311634,-1.856378,9.321562,2.123726
3.315837,-1.856900,9.319400,2.124981
3.320040,-1.857418,9.317237,2.126234
3.324242,-1.857931,9.315073,2.127487
3.328445,-1.858439,9.312910,2.128740
3.332647,-1.858943,9.310745,2.129991
3.336848,-1.859442,9.308581,2.131242
3.341050,-1.859936,9.306416,2.132492
3.345251,-1.860425,9.304250,2.133741
3.349452,-1.860910,9.302084,2.134989
3.353653,-1.861390,9.299918,2.136237
3.357853,-1.861865,9.297751,2.137484
3.362053,-1.862335,9.295583,2.138730
3.366253,-1.862801,9.293416,2.139975
3.370452,-1.863262,9.291248,2.141220
3.374652,-1.863718,9.289079,2.142464
3.378850,-1.864169,9.286910,2.143707
3.383049,-1.864616,9.284740,2.144949
3.387247,-1.865058,9.282570,2.146191
3.391445,-1.865495,9.280400,2.147431
3.395643,-1.865928,9.278229,2.148671
3.399840,-1.866355,9.276058,2.149911
3.404037,-1.866778,9.273886,2.151149
3.408233,-1.867197,9.271714,2.152387
3.412430,-1.867610,9.269542,2.153624
3.416625,-1.868019,9.267369,2.154860
3.420821,-1.868423,9.265195,2.156095
3.425016,-1.868823,9.263022,2.157330
3.429210,-1.869217,9.260847,2.158564
3.433405,-1.869607,9.258673,2.159797
3.437598,-1.869992,9.256498,2.161030
3.441792,-1.870373,9.254322,2.162262
3.445985,-1.870749,9.252146,2.163492
3.450177,-1.871120,9.249970,2.164723
3.454369,-1.871486,9.247793,2.165952
3.458561,-1.871848,9.245616,2.167181
3.462752,-1.872205,9.243438,2.168409
3.466943,-1.872557,9.241260,2.169636
3.471133,-1.872904,9.239082,2.170863
3.475323,-1.873247,9.236903,2.172088
3.479512,-1.873585,9.234723,2.173313
3.483701,-1.873918,9.232544,2.174537
3.487890,-1.874247,9.230363,2.175761
3.492077,-1.874571,9.228183,2.176984
3.496265,-1.874890,9.226002,2.178206
3.500452,-1.875205,9.223821,2.179427
3.504638,-1.875515,9.221639,2.180648
3.508824,-1.875820,9.219456,2.181867
3.513009,-1.876120,9.217274,2.183086
3.517194,-1.876416,9.215091,2.184305
3.521378,-1.876707,9.212907,2.185522
3.525562,-1.876993,9.210723,2.186739
3.529745,-1.877275,9.208539,2.187955
3.533927,-1.877552,9.206354,2.189171
3.538109,-1.877824,9.204169,2.190385
3.542291,-1.878092,9.201984,2.191599
3.546472,-1.878355,9.199798,2.192812
3.550652,-1.878613,9.197612,2.194025
3.554831,-1.878867,9.195425,2.195236
3.559010,-1.879116,9.193238,2.196447
3.563189,-1.879360,9.191050,2.197658
3.567367,-1.879599,9.188862,2.198867
3.571544,-1.879834,9.186674,2.200076
3.575720,-1.880064,9.184485,2.201284
3.579896,-1.880290,9.182296,2.202491
3.584072,-1.880511,9.180106,2.203698
