x_in,y_in,x_d,y_d
2.099446,1.381353,4.978658,2.489329
2.103091,1.384310,4.980581,2.490290
2.106737,1.387269,4.982506,2.491253
2.110386,1.390228,4.984433,2.492216
2.114036,1.393188,4.986362,2.493181
2.117688,1.396149,4.988293,2.494147
2.121342,1.399111,4.990227,2.495113
2.124998,1.402073,4.992162,2.496081
2.128655,1.405036,4.994100,2.497050
2.132315,1.408000,4.996040,2.498020
2.135976,1.410965,4.997981,2.498991
2.139640,1.413930,4.999925,2.499963
2.143305,1.416896,5.001871,2.500936
2.146972,1.419862,5.003819,2.501910
2.150641,1.422830,5.005770,2.502885
2.154311,1.425798,5.007722,2.503861
2.157984,1.428766,5.009676,2.504838
2.161658,1.431735,5.011633,2.505816
2.165335,1.434705,5.013591,2.506796
2.169013,1.437675,5.015552,2.507776
2.172693,1.440646,5.017515,2.508757
2.176375,1.443617,5.019479,2.509740
2.180058,1.446589,5.021446,2.510723
2.183744,1.449562,5.023415,2.511708
2.187431,1.452535,5.025386,2.512693
2.191120,1.455508,5.027359,2.513680
2.194811,1.458482,5.029335,2.514667
2.198504,1.461456,5.031312,2.515656
2.202199,1.464431,5.033291,2.516646
2.205895,1.467407,5.035272,2.517636
2.209594,1.470382,5.037256,2.518628
2.213294,1.473359,5.039241,2.519621
2.216996,1.476335,5.041229,2.520614
2.220700,1.479312,5.043219,2.521609
2.224406,1.482289,5.045210,2.522605
2.228113,1.485267,5.047204,2.523602
2.231823,1.488245,5.049200,2.524600
2.235534,1.491223,5.051198,2.525599
2.239247,1.494202,5.053197,2.526599
2.242962,1.497181,5.055199,2.527600
2.246678,1.500160,5.057203,2.528602
2.250397,1.503140,5.059209,2.529605
2.254117,1.506120,5.061217,2.530609
2.257839,1.509100,5.063228,2.531614
2.261563,1.512080,5.065240,2.532620
2.265289,1.515061,5.067254,2.533627
2.269017,1.518041,5.069270,2.534635
2.272746,1.521022,5.071288,2.535644
2.276477,1.524004,5.073308,2.536654
2.280211,1.526985,5.075331,2.537665
2.283945,1.529966,5.077355,2.538678
2.287682,1.532948,5.079381,2.539691
2.291421,1.535930,5.081410,2.540705
2.295161,1.538912,5.083440,2.541720
2.298903,1.541894,5.085472,2.542736
2.302647,1.544876,5.087507,2.543753
2.306393,1.547858,5.089543,2.544772
2.310141,1.550840,5.091582,2.545791
2.313890,1.553823,5.093622,2.546811
2.317641,1.556805,5.095664,2.547832
2.321394,1.559787,5.097709,2.548854
2.325149,1.562770,5.099755,2.549878
2.328906,1.565752,5.101804,2.550902
2.332664,1.568734,5.103854,2.551927
2.336424,1.571717,5.105906,2.552953
2.340186,1.574699,5.107961,2.553980
2.343950,1.577681,5.110017,2.555009
2.347716,1.580664,5.112076,2.556038
2.351483,1.583646,5.114136,2.557068
2.355252,1.586628,5.116198,2.558099
2.359023,1.589610,5.118262,2.559131
2.362796,1.592592,5.120329,2.560164
2.366571,1.595573,5.122397,2.561199
2.370347,1.598555,5.124467,2.562234
2.374125,1.601537,5.126539,2.563270
2.377905,1.604518,5.128614,2.564307
2.381687,1.607499,5.130690,2.565345
2.385471,1.610480,5.132768,2.566384
2.389256,1.613461,5.134848,2.567424
2.393043,1.616441,5.136930,2.568465
2.396832,1.619422,5.139014,2.569507
2.400623,1.622402,5.141100,2.570550
2.404415,1.625381,5.143188,2.571594
2.408210,1.628361,5.145277,2.572639
2.412006,1.631340,5.147369,2.573685
2.415804,1.634319,5.149463,2.574731
2.419603,1.637298,5.151559,2.575779
2.423405,1.640277,5.153656,2.576828
2.427208,1.643255,5.155756,2.577878
2.431013,1.646232,5.157857,2.578929
2.434820,1.649210,5.159961,2.579980
2.438628,1.652187,5.162066,2.581033
2.442439,1.655164,5.164173,2.582087
2.446251,1.658140,5.166282,2.583141
2.450065,1.661116,5.168393,2.584197
2.453880,1.664092,5.170506,2.585253
2.457698,1.667067,5.172621,2.586311
2.461517,1.670041,5.174738,2.587369
2.465338,1.673016,5.176857,2.588429
2.469161,1.675990,5.178978,2.589489
2.472985,1.678963,5.181100,2.590550
2.476812,1.681936,5.183225,2.591612
2.480640,1.684908,5.185351,2.592676
2.484469,1.687880,5.187479,2.593740
2.488301,1.690852,5.189610,2.594805
2.492134,1.693823,5.191742,2.595871
2.495970,1.696793,5.193876,2.596938
2.499807,1.699763,5.196012,2.598006
2.503645,1.702732,5.198149,2.599075
2.507486,1.705701,5.200289,2.600144
2.511328,1.708669,5.202430,2.601215
2.515172,1.711637,5.204574,2.602287
2.519018,1.714604,5.206719,2.603360
2.522865,1.717570,5.208866,2.604433
2.526714,1.720536,5.211015,2.605508
2.530565,1.723501,5.213166,2.606583
2.534418,1.726465,5.215319,2.607659
2.538273,1.729429,5.217473,2.608737
2.542129,1.732393,5.219630,2.609815
2.545987,1.735355,5.221788,2.610894
2.549847,1.738317,5.223948,2.611974
2.553708,1.741278,5.226110,2.613055
2.557572,1.744239,5.228274,2.614137
2.561437,1.747198,5.230440,2.615220
2.565304,1.750157,5.232608,2.616304
2.569172,1.753116,5.234777,2.617388
2.573043,1.756073,5.236948,2.618474
2.576915,1.759030,5.239121,2.619561
2.580789,1.761986,5.241296,2.620648
2.584664,1.764941,5.243473,2.621736
2.588542,1.767896,5.245651,2.622826
2.592421,1.770849,5.247832,2.623916
2.596301,1.773802,5.250014,2.625007
2.600184,1.776754,5.252198,2.626099
