x_in,y_in,x_d,y_d
1.357213,-0.025449,2.000000,0.000000
1.358613,-0.025398,2.000000,0.000000
1.360009,-0.025347,2.000000,0.000000
1.361403,-0.025296,2.000000,0.000000
1.362793,-0.025245,2.000000,0.000000
1.364180,-0.025194,2.000000,0.000000
1.365565,-0.025143,2.000000,0.000000
1.366946,-0.025093,2.000000,0.000000
1.368324,-0.025042,2.000000,0.000000
1.369700,-0.024992,2.000000,0.000000
1.371072,-0.024942,2.000000,0.000000
1.372442,-0.024892,2.000000,0.000000
1.373808,-0.024841,2.000000,0.000000
1.375171,-0.024792,2.000000,0.000000
1.376532,-0.024742,2.000000,0.000000
1.377889,-0.024692,2.000000,0.000000
1.379244,-0.024642,2.000000,0.000000
1.380596,-0.024593,2.000000,0.000000
1.381944,-0.024543,2.000000,0.000000
1.383290,-0.024494,2.000000,0.000000
1.384633,-0.024445,2.000000,0.000000
1.385973,-0.024396,2.000000,0.000000
1.387310,-0.024347,2.000000,0.000000
1.388644,-0.024298,2.000000,0.000000
1.389975,-0.024249,2.000000,0.000000
1.391303,-0.024200,2.000000,0.000000
1.392629,-0.024152,2.000000,0.000000
1.393951,-0.024103,2.000000,0.000000
1.395271,-0.024055,2.000000,0.000000
1.396587,-0.024007,2.000000,0.000000
1.397901,-0.023958,2.000000,0.000000
1.399212,-0.023910,2.000000,0.000000
1.400521,-0.023862,2.000000,0.000000
1.401826,-0.023815,2.000000,0.000000
1.403128,-0.023767,2.000000,0.000000
1.404428,-0.023719,2.000000,0.000000
1.405725,-0.023672,2.000000,0.000000
1.407019,-0.023624,2.000000,0.000000
1.408310,-0.023577,2.000000,0.000000
1.409599,-0.023529,2.000000,0.000000
1.410884,-0.023482,2.000000,0.000000
1.412167,-0.023435,2.000000,0.000000
1.413447,-0.023388,2.000000,0.000000
1.414724,-0.023341,2.000000,0.000000
1.415999,-0.023295,2.000000,0.000000
1.417270,-0.023248,2.000000,0.000000
1.418539,-0.023202,2.000000,0.000000
1.419805,-0.023155,2.000000,0.000000
1.421069,-0.023109,2.000000,0.000000
1.422329,-0.023062,2.000000,0.000000
1.423587,-0.023016,2.000000,0.000000
1.424842,-0.022970,2.000000,0.000000
1.426095,-0.022924,2.000000,0.000000
1.427345,-0.022878,2.000000,0.000000
1.428592,-0.022833,2.000000,0.000000
1.429836,-0.022787,2.000000,0.000000
1.431077,-0.022741,2.000000,0.000000
1.432316,-0.022696,2.000000,0.000000
1.433552,-0.022651,2.000000,0.000000
1.434786,-0.022605,2.000000,0.000000
1.436017,-0.022560,2.000000,0.000000
1.437245,-0.022515,2.000000,0.000000
1.438470,-0.022470,2.000000,0.000000
1.439693,-0.022425,2.000000,0.000000
1.440913,-0.022380,2.000000,0.000000
1.442131,-0.022336,2.000000,0.000000
1.443346,-0.022291,2.000000,0.000000
1.444558,-0.022246,2.000000,0.000000
1.445767,-0.022202,2.000000,0.000000
1.446974,-0.022158,2.000000,0.000000
1.448178,-0.022113,2.000000,0.000000
1.449380,-0.022069,2.000000,0.000000
1.450579,-0.022025,2.000000,0.000000
1.451776,-0.021981,2.000000,0.000000
1.452970,-0.021937,2.000000,0.000000
1.454161,-0.021894,2.000000,0.000000
1.455349,-0.021850,2.000000,0.000000
1.456535,-0.021806,2.000000,0.000000
1.457719,-0.021763,2.000000,0.000000
1.458900,-0.021719,2.000000,0.000000
1.460078,-0.021676,2.000000,0.000000
1.461254,-0.021633,2.000000,0.000000
1.462427,-0.021590,2.000000,0.000000
1.463598,-0.021547,2.000000,0.000000
1.464766,-0.021504,2.000000,0.000000
1.465932,-0.021461,2.000000,0.000000
1.467095,-0.021418,2.000000,0.000000
1.468255,-0.021375,2.000000,0.000000
1.469413,-0.021333,2.000000,0.000000
1.470569,-0.021290,2.000000,0.000000
1.471722,-0.021248,2.000000,0.000000
1.472872,-0.021206,2.000000,0.000000
1.474020,-0.021163,2.000000,0.000000
1.475166,-0.021121,2.000000,0.000000
1.476309,-0.021079,2.000000,0.000000
1.477449,-0.021037,2.000000,0.000000
1.478587,-0.020995,2.000000,0.000000
1.479723,-0.020953,2.000000,0.000000
1.480856,-0.020912,2.000000,0.000000
1.481986,-0.020870,2.000000,0.000000
1.483114,-0.020829,2.000000,0.000000
1.484240,-0.020787,2.000000,0.000000
1.485363,-0.020746,2.000000,0.000000
1.486484,-0.020704,2.000000,0.000000
1.487602,-0.020663,2.000000,0.000000
1.488718,-0.020622,2.000000,0.000000
1.489832,-0.020581,2.000000,0.000000
1.490943,-0.020540,2.000000,0.000000
1.492051,-0.020499,2.000000,0.000000
1.493158,-0.020459,2.000000,0.000000
1.494261,-0.020418,2.000000,0.000000
1.495363,-0.020377,2.000000,0.000000
1.496462,-0.020337,2.000000,0.000000
1.497559,-0.020296,2.000000,0.000000
1.498653,-0.020256,2.000000,0.000000
1.499745,-0.020216,2.000000,0.000000
1.500834,-0.020176,2.000000,0.000000
1.501921,-0.020136,2.000000,0.000000
1.503006,-0.020096,2.000000,0.000000
1.504088,-0.020056,2.000000,0.000000
1.505169,-0.020016,2.000000,0.000000
1.506246,-0.019976,2.000000,0.000000
1.507322,-0.019937,2.000000,0.000000
1.508395,-0.019897,2.000000,0.000000
1.509465,-0.019857,2.000000,0.000000
1.510534,-0.019818,2.000000,0.000000
1.511600,-0.019779,2.000000,0.000000
1.512663,-0.019739,2.000000,0.000000
1.513725,-0.019700,2.000000,0.000000
1.514784,-0.019661,2.000000,0.000000
1.515841,-0.019622,2.000000,0.000000
1.516895,-0.019583,2.000000,0.000000
1.517947,-0.019544,2.000000,0.000000
1.518997,-0.019506,2.000000,0.000000
1.520045,-0.019467,2.000000,0.000000
1.521090,-0.019428,2.000000,0.000000
1.522133,-0.019390,2.000000,0.000000
1.523174,-0.019351,2.000000,0.000000
1.524212,-0.019313,2.000000,0.000000
1.525249,-0.019275,2.000000,0.000000
1.526283,-0.019237,2.000000,0.000000
1.527314,-0.019198,2.000000,0.000000
1.528344,-0.019160,2.000000,0.000000
1.529371,-0.019122,2.000000,0.000000
