x_in,y_in,x_d,y_d
1.181295,-0.031895,2.000000,0.000000
1.183077,-0.031829,2.000000,0.000000
1.184855,-0.031764,2.000000,0.000000
1.186629,-0.031699,2.000000,0.000000
1.188400,-0.031634,2.000000,0.000000
1.190167,-0.031569,2.000000,0.000000
1.191929,-0.031504,2.000000,0.000000
1.193688,-0.031440,2.000000,0.000000
1.195444,-0.031376,2.000000,0.000000
1.197195,-0.031311,2.000000,0.000000
1.198942,-0.031247,2.000000,0.000000
1.200686,-0.031183,2.000000,0.000000
1.202426,-0.031119,2.000000,0.000000
1.204162,-0.031056,2.000000,0.000000
1.205895,-0.030992,2.000000,0.000000
1.207623,-0.030929,2.000000,0.000000
1.209348,-0.030866,2.000000,0.000000
1.211069,-0.030803,2.000000,0.000000
1.212786,-0.030740,2.000000,0.000000
1.214500,-0.030677,2.000000,0.000000
1.216210,-0.030614,2.000000,0.000000
1.217916,-0.030552,2.000000,0.000000
1.219619,-0.030489,2.000000,0.000000
1.221317,-0.030427,2.000000,0.000000
1.223012,-0.030365,2.000000,0.000000
1.224704,-0.030303,2.000000,0.000000
1.226392,-0.030241,2.000000,0.000000
1.228076,-0.030179,2.000000,0.000000
1.229756,-0.030118,2.000000,0.000000
1.231433,-0.030056,2.000000,0.000000
1.233106,-0.029995,2.000000,0.000000
1.234775,-0.029934,2.000000,0.000000
1.236441,-0.029873,2.000000,0.000000
1.238103,-0.029812,2.000000,0.000000
1.239762,-0.029751,2.000000,0.000000
1.241417,-0.029690,2.000000,0.000000
1.243068,-0.029630,2.000000,0.000000
1.244716,-0.029569,2.000000,0.000000
1.246360,-0.029509,2.000000,0.000000
1.248001,-0.029449,2.000000,0.000000
1.249638,-0.029389,2.000000,0.000000
1.251271,-0.029329,2.000000,0.000000
1.252901,-0.029269,2.000000,0.000000
1.254528,-0.029210,2.000000,0.000000
1.256150,-0.029150,2.000000,0.000000
1.257770,-0.029091,2.000000,0.000000
1.259385,-0.029032,2.000000,0.000000
1.260998,-0.028973,2.000000,0.000000
1.262607,-0.028914,2.000000,0.000000
1.264212,-0.028855,2.000000,0.000000
1.265814,-0.028796,2.000000,0.000000
1.267412,-0.028738,2.000000,0.000000
1.269007,-0.028680,2.000000,0.000000
1.270598,-0.028621,2.000000,0.000000
1.272186,-0.028563,2.000000,0.000000
1.273770,-0.028505,2.000000,0.000000
1.275351,-0.028447,2.000000,0.000000
1.276929,-0.028389,2.000000,0.000000
1.278503,-0.028332,2.000000,0.000000
1.280074,-0.028274,2.000000,0.000000
1.281641,-0.028217,2.000000,0.000000
1.283205,-0.028160,2.000000,0.000000
1.284766,-0.028102,2.000000,0.000000
1.286323,-0.028045,2.000000,0.000000
1.287876,-0.027989,2.000000,0.000000
1.289427,-0.027932,2.000000,0.000000
1.290974,-0.027875,2.000000,0.000000
1.292517,-0.027819,2.000000,0.000000
1.294057,-0.027762,2.000000,0.000000
1.295594,-0.027706,2.000000,0.000000
1.297128,-0.027650,2.000000,0.000000
1.298658,-0.027594,2.000000,0.000000
1.300185,-0.027538,2.000000,0.000000
1.301709,-0.027482,2.000000,0.000000
1.303229,-0.027426,2.000000,0.000000
1.304746,-0.027371,2.000000,0.000000
1.306259,-0.027315,2.000000,0.000000
1.307770,-0.027260,2.000000,0.000000
1.309277,-0.027205,2.000000,0.000000
1.310781,-0.027150,2.000000,0.000000
1.312281,-0.027095,2.000000,0.000000
1.313778,-0.027040,2.000000,0.000000
1.315272,-0.026985,2.000000,0.000000
1.316763,-0.026931,2.000000,0.000000
1.318251,-0.026876,2.000000,0.000000
1.319735,-0.026822,2.000000,0.000000
1.321216,-0.026768,2.000000,0.000000
1.322694,-0.026714,2.000000,0.000000
1.324168,-0.026660,2.000000,0.000000
1.325640,-0.026606,2.000000,0.000000
1.327108,-0.026552,2.000000,0.000000
1.328573,-0.026498,2.000000,0.000000
1.330035,-0.026445,2.000000,0.000000
1.331493,-0.026391,2.000000,0.000000
1.332949,-0.026338,2.000000,0.000000
1.334401,-0.026285,2.000000,0.000000
1.335850,-0.026232,2.000000,0.000000
1.337296,-0.026179,2.000000,0.000000
1.338739,-0.026126,2.000000,0.000000
1.340179,-0.026073,2.000000,0.000000
1.341615,-0.026021,2.000000,0.000000
1.343049,-0.025968,2.000000,0.000000
1.344479,-0.025916,2.000000,0.000000
