psi_in,u_in,x_in,y_in,psi_hat,x_hat,y_hat,u_hat,psi_d,x_d,y_d
3.128103,0.057972,0.671575,1.995866,3.128103,0.671554,1.996337,0.067687,3.128116,0.672325,1.995475
3.128115,0.057972,0.670995,1.995874,3.128114,0.670974,1.996344,0.067683,3.128128,0.671745,1.995482
3.128126,0.057972,0.670416,1.995882,3.128126,0.670395,1.996352,0.067679,3.128140,0.671166,1.995490
3.128138,0.057972,0.669836,1.995889,3.128138,0.669815,1.996360,0.067676,3.128151,0.670586,1.995498
3.128150,0.057972,0.669256,1.995897,3.128149,0.669235,1.996368,0.067672,3.128163,0.670006,1.995506
3.128161,0.057972,0.668677,1.995905,3.128161,0.668656,1.996375,0.067668,3.128175,0.669427,1.995514
3.128173,0.057972,0.668097,1.995913,3.128173,0.668076,1.996383,0.067664,3.128186,0.668847,1.995521
3.128185,0.057972,0.667517,1.995920,3.128184,0.667496,1.996391,0.067660,3.128198,0.668267,1.995529
3.128197,0.057972,0.666938,1.995928,3.128196,0.666917,1.996399,0.067656,3.128210,0.667688,1.995537
3.128208,0.057972,0.666358,1.995936,3.128208,0.666337,1.996406,0.067652,3.128222,0.667108,1.995545
3.128220,0.057972,0.665778,1.995944,3.128219,0.665757,1.996414,0.067648,3.128233,0.666528,1.995552
3.128232,0.057972,0.665199,1.995951,3.128231,0.665178,1.996422,0.067645,3.128245,0.665949,1.995560
3.128243,0.057972,0.664619,1.995959,3.128243,0.664598,1.996429,0.067641,3.128257,0.665369,1.995568
3.128255,0.057972,0.664039,1.995967,3.128254,0.664019,1.996437,0.067637,3.128268,0.664789,1.995576
3.128267,0.057972,0.663460,1.995974,3.128266,0.663439,1.996445,0.067633,3.128280,0.664210,1.995583
3.128278,0.057972,0.662880,1.995982,3.128278,0.662859,1.996453,0.067629,3.128292,0.663630,1.995591
3.128290,0.057972,0.662300,1.995990,3.128289,0.662280,1.996460,0.067625,3.128303,0.663050,1.995599
3.128302,0.057972,0.661721,1.995998,3.128301,0.661700,1.996468,0.067621,3.128315,0.662471,1.995606
3.128313,0.057972,0.661141,1.996005,3.128313,0.661120,1.996476,0.067618,3.128327,0.661891,1.995614
3.128325,0.057972,0.660561,1.996013,3.128324,0.660541,1.996483,0.067614,3.128338,0.661311,1.995622
3.128337,0.057972,0.659982,1.996021,3.128336,0.659961,1.996491,0.067610,3.128350,0.660732,1.995630
3.128348,0.057972,0.659402,1.996028,3.128348,0.659381,1.996498,0.067606,3.128362,0.660152,1.995637
3.128360,0.057972,0.658822,1.996036,3.128359,0.658802,1.996506,0.067602,3.128373,0.659572,1.995645
3.128372,0.057972,0.658243,1.996044,3.128371,0.658222,1.996514,0.067598,3.128385,0.658993,1.995653
3.128383,0.057972,0.657663,1.996051,3.128383,0.657642,1.996521,0.067594,3.128397,0.658413,1.995660
3.128395,0.057972,0.657083,1.996059,3.128394,0.657063,1.996529,0.067591,3.128408,0.657833,1.995668
3.128407,0.057972,0.656504,1.996066,3.128406,0.656483,1.996537,0.067587,3.128420,0.657254,1.995675
3.128418,0.057972,0.655924,1.996074,3.128418,0.655903,1.996544,0.067583,3.128432,0.656674,1.995683
3.128430,0.057972,0.655344,1.996082,3.128429,0.655324,1.996552,0.067579,3.128443,0.656094,1.995691
3.128442,0.057972,0.654765,1.996089,3.128441,0.654744,1.996559,0.067575,3.128455,0.655515,1.995698
3.128453,0.057972,0.654185,1.996097,3.128453,0.654164,1.996567,0.067571,3.128467,0.654935,1.995706
3.128465,0.057972,0.653605,1.996104,3.128464,0.653585,1.996575,0.067568,3.128478,0.654355,1.995714
3.128477,0.057972,0.653026,1.996112,3.128476,0.653005,1.996582,0.067564,3.128490,0.653776,1.995721
3.128488,0.057972,0.652446,1.996120,3.128488,0.652425,1.996590,0.067560,3.128502,0.653196,1.995729
3.128500,0.057972,0.651866,1.996127,3.128499,0.651846,1.996597,0.067556,3.128513,0.652616,1.995736
3.128512,0.057972,0.651287,1.996135,3.128511,0.651266,1.996605,0.067552,3.128525,0.652037,1.995744
3.128523,0.057972,0.650707,1.996142,3.128523,0.650686,1.996612,0.067548,3.128537,0.651457,1.995752
3.128535,0.057972,0.650127,1.996150,3.128534,0.650107,1.996620,0.067545,3.128548,0.650877,1.995759
3.128547,0.057972,0.649548,1.996157,3.128546,0.649527,1.996627,0.067541,3.128560,0.650298,1.995767
3.128558,0.057972,0.648968,1.996165,3.128558,0.648947,1.996635,0.067537,3.128572,0.649718,1.995774
3.128570,0.057972,0.648388,1.996172,3.128569,0.648368,1.996642,0.067533,3.128583,0.649138,1.995782
3.128582,0.057972,0.647809,1.996180,3.128581,0.647788,1.996650,0.067529,3.128595,0.648559,1.995789
3.128593,0.057972,0.647229,1.996188,3.128593,0.647208,1.996657,0.067526,3.128607,0.647979,1.995797
3.128605,0.057972,0.646649,1.996195,3.128604,0.646629,1.996665,0.067522,3.128618,0.647399,1.995804
3.128617,0.057972,0.646070,1.996203,3.128616,0.646049,1.996672,0.067518,3.128630,0.646820,1.995812
3.128628,0.057972,0.645490,1.996210,3.128628,0.645469,1.996680,0.067514,3.128642,0.646240,1.995819
3.128640,0.057972,0.644910,1.996218,3.128639,0.644890,1.996687,0.067510,3.128653,0.645660,1.995827
3.128652,0.057972,0.644331,1.996225,3.128651,0.644310,1.996695,0.067506,3.128665,0.645081,1.995834
3.128663,0.057972,0.643751,1.996232,3.128663,0.643731,1.996702,0.067503,3.128676,0.644501,1.995842
3.128675,0.057972,0.643171,1.996240,3.128674,0.643151,1.996710,0.067499,3.128688,0.643922,1.995849
3.128687,0.057972,0.642592,1.996247,3.128686,0.642571,1.996717,0.067495,3.128700,0.643342,1.995857
3.128698,0.057972,0.642012,1.996255,3.128698,0.641992,1.996725,0.067491,3.128711,0.642762,1.995864
3.128710,0.057972,0.641432,1.996262,3.128709,0.641412,1.996732,0.067487,3.128723,0.642183,1.995872
3.128721,0.057972,0.640853,1.996270,3.128721,0.640832,1.996739,0.067484,3.128735,0.641603,1.995879
3.128733,0.057972,0.640273,1.996277,3.128733,0.640253,1.996747,0.067480,3.128746,0.641023,1.995887
3.128745,0.057972,0.639693,1.996285,3.128744,0.639673,1.996754,0.067476,3.128758,0.640444,1.995894
3.128756,0.057972,0.639114,1.996292,3.128756,0.639093,1.996762,0.067472,3.128770,0.639864,1.995902
3.128768,0.057972,0.638534,1.996299,3.128768,0.638514,1.996769,0.067468,3.128781,0.639284,1.995909
3.128780,0.057972,0.637954,1.996307,3.128779,0.637934,1.996777,0.067465,3.128793,0.638705,1.995916
3.128791,0.057972,0.637375,1.996314,3.128791,0.637354,1.996784,0.067461,3.128805,0.638125,1.995924
3.128803,0.057972,0.636795,1.996322,3.128803,0.636775,1.996791,0.067457,3.128816,0.637545,1.995931
3.128815,0.057972,0.636215,1.996329,3.128814,0.636195,1.996799,0.067453,3.128828,0.636966,1.995939
3.128826,0.057972,0.635636,1.996336,3.128826,0.635615,1.996806,0.067450,3.128840,0.636386,1.995946
3.128838,0.057972,0.635056,1.996344,3.128838,0.635036,1.996813,0.067446,3.128851,0.635806,1.995953
3.128850,0.057972,0.634476,1.996351,3.128849,0.634456,1.996821,0.067442,3.128863,0.635227,1.995961
3.128861,0.057972,0.633897,1.996359,3.128861,0.633876,1.996828,0.067438,3.128875,0.634647,1.995968
3.128873,0.057972,0.633317,1.996366,3.128873,0.633297,1.996835,0.067434,3.128886,0.634067,1.995976
3.128885,0.057972,0.632737,1.996373,3.128884,0.632717,1.996843,0.067431,3.128898,0.633488,1.995983
3.128896,0.057972,0.632158,1.996381,3.128896,0.632137,1.996850,0.067427,3.128910,0.632908,1.995990
3.128908,0.057972,0.631578,1.996388,3.128908,0.631558,1.996857,0.067423,3.128921,0.632328,1.995998
3.128920,0.057972,0.630998,1.996395,3.128919,0.630978,1.996865,0.067419,3.128933,0.631749,1.996005
3.128931,0.057972,0.630419,1.996403,3.128931,0.630398,1.996872,0.067416,3.128945,0.631169,1.996012
3.128943,0.057972,0.629839,1.996410,3.128943,0.629819,1.996879,0.067412,3.128956,0.630589,1.996020
3.128955,0.057972,0.629259,1.996417,3.128954,0.629239,1.996887,0.067408,3.128968,0.630010,1.996027
3.128966,0.057972,0.628680,1.996424,3.128966,0.628659,1.996894,0.067404,3.128980,0.629430,1.996034
3.128978,0.057972,0.628100,1.996432,3.128978,0.628080,1.996901,0.067401,3.128991,0.628850,1.996042
3.128990,0.057972,0.627520,1.996439,3.128989,0.627500,1.996908,0.067397,3.129003,0.628271,1.996049
3.129001,0.057972,0.626941,1.996446,3.129001,0.626920,1.996916,0.067393,3.129015,0.627691,1.996056
3.129013,0.057972,0.626361,1.996454,3.129013,0.626341,1.996923,0.067389,3.129026,0.627111,1.996063
3.129025,0.057972,0.625781,1.996461,3.129024,0.625761,1.996930,0.067386,3.129038,0.626532,1.996071
3.129036,0.057972,0.625202,1.996468,3.129036,0.625181,1.996937,0.067382,3.129050,0.625952,1.996078
3.129048,0.057972,0.624622,1.996475,3.129048,0.624602,1.996945,0.067378,3.129061,0.625372,1.996085
3.129060,0.057972,0.624042,1.996483,3.129059,0.624022,1.996952,0.067374,3.129073,0.624793,1.996093
3.129071,0.057972,0.623463,1.996490,3.129071,0.623442,1.996959,0.067371,3.129085,0.624213,1.996100
3.129083,0.057972,0.622883,1.996497,3.129083,0.622863,1.996966,0.067367,3.129096,0.623633,1.996107
3.129095,0.057972,0.622303,1.996504,3.129094,0.622283,1.996974,0.067363,3.129108,0.623054,1.996114
3.129106,0.057972,0.621724,1.996512,3.129106,0.621703,1.996981,0.067359,3.129120,0.622474,1.996122
3.129118,0.057972,0.621144,1.996519,3.129118,0.621124,1.996988,0.067356,3.129131,0.621894,1.996129
3.129130,0.057972,0.620564,1.996526,3.129129,0.620544,1.996995,0.067352,3.129143,0.621315,1.996136
3.129141,0.057972,0.619985,1.996533,3.129141,0.619964,1.997002,0.067348,3.129155,0.620735,1.996143
3.129153,0.057972,0.619405,1.996540,3.129153,0.619385,1.997010,0.067344,3.129166,0.620155,1.996150
3.129165,0.057972,0.618825,1.996548,3.129164,0.618805,1.997017,0.067341,3.129178,0.619576,1.996158
3.129176,0.057972,0.618245,1.996555,3.129176,0.618225,1.997024,0.067337,3.129190,0.618996,1.996165
3.129188,0.057972,0.617666,1.996562,3.129188,0.617646,1.997031,0.067333,3.129201,0.618416,1.996172
3.129200,0.057972,0.617086,1.996569,3.129199,0.617066,1.997038,0.067330,3.129213,0.617837,1.996179
3.129211,0.057972,0.616506,1.996576,3.129211,0.616486,1.997045,0.067326,3.129225,0.617257,1.996186
3.129223,0.057972,0.615927,1.996583,3.129223,0.615907,1.997052,0.067322,3.129236,0.616677,1.996193
3.129235,0.057972,0.615347,1.996591,3.129234,0.615327,1.997060,0.067318,3.129248,0.616098,1.996201
3.129246,0.057972,0.614767,1.996598,3.129246,0.614747,1.997067,0.067315,3.129260,0.615518,1.996208
3.129258,0.057972,0.614188,1.996605,3.129258,0.614168,1.997074,0.067311,3.129271,0.614938,1.996215
3.129270,0.057972,0.613608,1.996612,3.129269,0.613588,1.997081,0.067307,3.129283,0.614359,1.996222
3.129281,0.057972,0.613028,1.996619,3.129281,0.613008,1.997088,0.067303,3.129295,0.613779,1.996229
3.129293,0.057972,0.612449,1.996626,3.129292,0.612429,1.997095,0.067300,3.129306,0.613199,1.996236
3.129305,0.057972,0.611869,1.996633,3.129304,0.611849,1.997102,0.067296,3.129318,0.612620,1.996243
3.129316,0.057972,0.611289,1.996640,3.129316,0.611270,1.997109,0.067292,3.129329,0.612040,1.996251
3.129328,0.057972,0.610710,1.996647,3.129327,0.610690,1.997116,0.067289,3.129341,0.611460,1.996258
3.129340,0.057972,0.610130,1.996655,3.129339,0.610110,1.997123,0.067285,3.129353,0.610880,1.996265
3.129351,0.057972,0.609550,1.996662,3.129351,0.609531,1.997130,0.067281,3.129364,0.610301,1.996272
3.129363,0.057972,0.608971,1.996669,3.129362,0.608951,1.997138,0.067278,3.129376,0.609721,1.996279
3.129374,0.057972,0.608391,1.996676,3.129374,0.608371,1.997145,0.067274,3.129388,0.609141,1.996286
3.129386,0.057972,0.607811,1.996683,3.129386,0.607792,1.997152,0.067270,3.129399,0.608562,1.996293
3.129398,0.057972,0.607232,1.996690,3.129397,0.607212,1.997159,0.067266,3.129411,0.607982,1.996300
3.129409,0.057972,0.606652,1.996697,3.129409,0.606632,1.997166,0.067263,3.129423,0.607402,1.996307
3.129421,0.057972,0.606072,1.996704,3.129421,0.606053,1.997173,0.067259,3.129434,0.606823,1.996314
3.129433,0.057972,0.605493,1.996711,3.129432,0.605473,1.997180,0.067255,3.129446,0.606243,1.996321
3.129444,0.057972,0.604913,1.996718,3.129444,0.604893,1.997187,0.067252,3.129458,0.605663,1.996328
3.129456,0.057972,0.604333,1.996725,3.129456,0.604314,1.997194,0.067248,3.129469,0.605084,1.996335
3.129468,0.057972,0.603754,1.996732,3.129467,0.603734,1.997201,0.067244,3.129481,0.604504,1.996342
3.129479,0.057972,0.603174,1.996739,3.129479,0.603154,1.997208,0.067241,3.129493,0.603924,1.996349
3.129491,0.057972,0.602594,1.996746,3.129491,0.602575,1.997215,0.067237,3.129504,0.603345,1.996356
3.129503,0.057972,0.602015,1.996753,3.129502,0.601995,1.997222,0.067233,3.129516,0.602765,1.996363
3.129514,0.057972,0.601435,1.996760,3.129514,0.601415,1.997229,0.067230,3.129528,0.602185,1.996370
3.129526,0.057972,0.600855,1.996767,3.129526,0.600836,1.997236,0.067226,3.129539,0.601606,1.996377
3.129538,0.057972,0.600276,1.996774,3.129537,0.600256,1.997243,0.067222,3.129551,0.601026,1.996384
3.129549,0.057972,0.599696,1.996781,3.129549,0.599676,1.997249,0.067218,3.129563,0.600446,1.996391
3.129561,0.057972,0.599116,1.996788,3.129561,0.599097,1.997256,0.067215,3.129574,0.599867,1.996398
3.129573,0.057972,0.598537,1.996795,3.129572,0.598517,1.997263,0.067211,3.129586,0.599287,1.996405
3.129584,0.057972,0.597957,1.996802,3.129584,0.597937,1.997270,0.067207,3.129598,0.598707,1.996412
3.129596,0.057972,0.597377,1.996809,3.129596,0.597358,1.997277,0.067204,3.129609,0.598128,1.996419
3.129608,0.057972,0.596798,1.996816,3.129607,0.596778,1.997284,0.067200,3.129621,0.597548,1.996426
3.129619,0.057972,0.596218,1.996823,3.129619,0.596198,1.997291,0.067196,3.129633,0.596968,1.996433
3.129631,0.057972,0.595638,1.996829,3.129630,0.595619,1.997298,0.067193,3.129644,0.596389,1.996440
3.129643,0.057972,0.595059,1.996836,3.129642,0.595039,1.997305,0.067189,3.129656,0.595809,1.996447
3.129654,0.057972,0.594479,1.996843,3.129654,0.594459,1.997312,0.067185,3.129667,0.595229,1.996454
3.129666,0.057972,0.593899,1.996850,3.129665,0.593880,1.997319,0.067182,3.129679,0.594650,1.996461
3.129678,0.057972,0.593319,1.996857,3.129677,0.593300,1.997325,0.067178,3.129691,0.594070,1.996468
3.129689,0.057972,0.592740,1.996864,3.129689,0.592720,1.997332,0.067174,3.129702,0.593490,1.996475
3.129701,0.057972,0.592160,1.996871,3.129700,0.592141,1.997339,0.067171,3.129714,0.592911,1.996481
3.129712,0.057972,0.591580,1.996878,3.129712,0.591561,1.997346,0.067167,3.129726,0.592331,1.996488
3.129724,0.057972,0.591001,1.996885,3.129724,0.590981,1.997353,0.067164,3.129737,0.591751,1.996495
3.129736,0.057972,0.590421,1.996891,3.129735,0.590402,1.997360,0.067160,3.129749,0.591172,1.996502
3.129747,0.057972,0.589841,1.996898,3.129747,0.589822,1.997367,0.067156,3.129761,0.590592,1.996509
3.129759,0.057972,0.589262,1.996905,3.129759,0.589242,1.997373,0.067153,3.129772,0.590012,1.996516
3.129771,0.057972,0.588682,1.996912,3.129770,0.588663,1.997380,0.067149,3.129784,0.589433,1.996523
3.129782,0.057972,0.588102,1.996919,3.129782,0.588083,1.997387,0.067145,3.129796,0.588853,1.996530
3.129794,0.057972,0.587523,1.996926,3.129794,0.587503,1.997394,0.067142,3.129807,0.588273,1.996536
3.129806,0.057972,0.586943,1.996932,3.129805,0.586924,1.997401,0.067138,3.129819,0.587694,1.996543
3.129817,0.057972,0.586363,1.996939,3.129817,0.586344,1.997407,0.067134,3.129831,0.587114,1.996550
3.129829,0.057972,0.585784,1.996946,3.129829,0.585764,1.997414,0.067131,3.129842,0.586534,1.996557
3.129841,0.057972,0.585204,1.996953,3.129840,0.585185,1.997421,0.067127,3.129854,0.585955,1.996564
3.129852,0.057972,0.584624,1.996960,3.129852,0.584605,1.997428,0.067123,3.129866,0.585375,1.996570
3.129864,0.057972,0.584045,1.996966,3.129864,0.584025,1.997435,0.067120,3.129877,0.584795,1.996577
3.129876,0.057972,0.583465,1.996973,3.129875,0.583446,1.997441,0.067116,3.129889,0.584216,1.996584
3.129887,0.057972,0.582885,1.996980,3.129887,0.582866,1.997448,0.067113,3.129901,0.583636,1.996591
3.129899,0.057972,0.582306,1.996987,3.129899,0.582286,1.997455,0.067109,3.129912,0.583056,1.996598
3.129911,0.057972,0.581726,1.996993,3.129910,0.581707,1.997462,0.067105,3.129924,0.582477,1.996604
3.129922,0.057972,0.581146,1.997000,3.129922,0.581127,1.997468,0.067102,3.129935,0.581897,1.996611
3.129934,0.057972,0.580567,1.997007,3.129933,0.580547,1.997475,0.067098,3.129947,0.581317,1.996618
3.129946,0.057972,0.579987,1.997014,3.129945,0.579968,1.997482,0.067094,3.129959,0.580738,1.996625
3.129957,0.057972,0.579407,1.997020,3.129957,0.579388,1.997488,0.067091,3.129970,0.580158,1.996631
3.129969,0.057972,0.578828,1.997027,3.129968,0.578808,1.997495,0.067087,3.129982,0.579578,1.996638
3.129980,0.057972,0.578248,1.997034,3.129980,0.578229,1.997502,0.067084,3.129994,0.578999,1.996645
3.129992,0.057972,0.577668,1.997040,3.129992,0.577649,1.997508,0.067080,3.130005,0.578419,1.996652
3.130004,0.057972,0.577089,1.997047,3.130003,0.577069,1.997515,0.067076,3.130017,0.577839,1.996658
3.130015,0.057972,0.576509,1.997054,3.130015,0.576490,1.997522,0.067073,3.130029,0.577260,1.996665
3.130027,0.057972,0.575929,1.997061,3.130027,0.575910,1.997529,0.067069,3.130040,0.576680,1.996672
3.130039,0.057972,0.575349,1.997067,3.130038,0.575330,1.997535,0.067066,3.130052,0.576100,1.996678
3.130050,0.057972,0.574770,1.997074,3.130050,0.574751,1.997542,0.067062,3.130064,0.575521,1.996685
3.130062,0.057972,0.574190,1.997081,3.130062,0.574171,1.997549,0.067058,3.130075,0.574941,1.996692
3.130074,0.057972,0.573610,1.997087,3.130073,0.573591,1.997555,0.067055,3.130087,0.574361,1.996698
3.130085,0.057972,0.573031,1.997094,3.130085,0.573012,1.997562,0.067051,3.130099,0.573781,1.996705
3.130097,0.057972,0.572451,1.997101,3.130097,0.572432,1.997568,0.067047,3.130110,0.573202,1.996712
3.130109,0.057972,0.571871,1.997107,3.130108,0.571852,1.997575,0.067044,3.130122,0.572622,1.996718
3.130120,0.057972,0.571292,1.997114,3.130120,0.571273,1.997582,0.067040,3.130134,0.572042,1.996725
3.130132,0.057972,0.570712,1.997120,3.130132,0.570693,1.997588,0.067037,3.130145,0.571463,1.996732
3.130144,0.057972,0.570132,1.997127,3.130143,0.570113,1.997595,0.067033,3.130157,0.570883,1.996738
3.130155,0.057972,0.569553,1.997134,3.130155,0.569534,1.997601,0.067030,3.130168,0.570303,1.996745
3.130167,0.057972,0.568973,1.997140,3.130166,0.568954,1.997608,0.067026,3.130180,0.569724,1.996752
3.130179,0.057972,0.568393,1.997147,3.130178,0.568374,1.997615,0.067022,3.130192,0.569144,1.996758
3.130190,0.057972,0.567814,1.997153,3.130190,0.567795,1.997621,0.067019,3.130203,0.568564,1.996765
3.130202,0.057972,0.567234,1.997160,3.130201,0.567215,1.997628,0.067015,3.130215,0.567985,1.996771
3.130213,0.057972,0.566654,1.997167,3.130213,0.566635,1.997634,0.067012,3.130227,0.567405,1.996778
3.130225,0.057972,0.566075,1.997173,3.130225,0.566056,1.997641,0.067008,3.130238,0.566825,1.996785
3.130237,0.057972,0.565495,1.997180,3.130236,0.565476,1.997647,0.067004,3.130250,0.566246,1.996791
3.130248,0.057972,0.564915,1.997186,3.130248,0.564896,1.997654,0.067001,3.130262,0.565666,1.996798
3.130260,0.057972,0.564336,1.997193,3.130260,0.564317,1.997661,0.066997,3.130273,0.565086,1.996804
3.130272,0.057972,0.563756,1.997199,3.130271,0.563737,1.997667,0.066994,3.130285,0.564507,1.996811
3.130283,0.057972,0.563176,1.997206,3.130283,0.563157,1.997674,0.066990,3.130297,0.563927,1.996817
3.130295,0.057972,0.562597,1.997212,3.130295,0.562578,1.997680,0.066987,3.130308,0.563347,1.996824
3.130307,0.057972,0.562017,1.997219,3.130306,0.561998,1.997687,0.066983,3.130320,0.562768,1.996830
3.130318,0.057972,0.561437,1.997226,3.130318,0.561418,1.997693,0.066979,3.130332,0.562188,1.996837
3.130330,0.057972,0.560857,1.997232,3.130330,0.560839,1.997700,0.066976,3.130343,0.561608,1.996843
3.130342,0.057972,0.560278,1.997239,3.130341,0.560259,1.997706,0.066972,3.130355,0.561029,1.996850
3.130353,0.057972,0.559698,1.997245,3.130353,0.559679,1.997713,0.066969,3.130367,0.560449,1.996856
3.130365,0.057972,0.559118,1.997252,3.130364,0.559099,1.997719,0.066965,3.130378,0.559869,1.996863
3.130377,0.057972,0.558539,1.997258,3.130376,0.558520,1.997726,0.066962,3.130390,0.559290,1.996870
3.130388,0.057972,0.557959,1.997264,3.130388,0.557940,1.997732,0.066958,3.130401,0.558710,1.996876
3.130400,0.057972,0.557379,1.997271,3.130399,0.557360,1.997738,0.066954,3.130413,0.558130,1.996882
3.130411,0.057972,0.556800,1.997277,3.130411,0.556781,1.997745,0.066951,3.130425,0.557551,1.996889
3.130423,0.057972,0.556220,1.997284,3.130423,0.556201,1.997751,0.066947,3.130436,0.556971,1.996895
3.130435,0.057972,0.555640,1.997290,3.130434,0.555621,1.997758,0.066944,3.130448,0.556391,1.996902
3.130446,0.057972,0.555061,1.997297,3.130446,0.555042,1.997764,0.066940,3.130460,0.555812,1.996908
3.130458,0.057972,0.554481,1.997303,3.130458,0.554462,1.997771,0.066937,3.130471,0.555232,1.996915
3.130470,0.057972,0.553901,1.997310,3.130469,0.553882,1.997777,0.066933,3.130483,0.554652,1.996921
3.130481,0.057972,0.553322,1.997316,3.130481,0.553303,1.997783,0.066930,3.130495,0.554073,1.996928
3.130493,0.057972,0.552742,1.997322,3.130493,0.552723,1.997790,0.066926,3.130506,0.553493,1.996934
3.130505,0.057972,0.552162,1.997329,3.130504,0.552143,1.997796,0.066922,3.130518,0.552913,1.996941
3.130516,0.057972,0.551583,1.997335,3.130516,0.551564,1.997803,0.066919,3.130530,0.552333,1.996947
3.130528,0.057972,0.551003,1.997342,3.130528,0.550984,1.997809,0.066915,3.130541,0.551754,1.996953
3.130540,0.057972,0.550423,1.997348,3.130539,0.550404,1.997815,0.066912,3.130553,0.551174,1.996960
3.130551,0.057972,0.549844,1.997354,3.130551,0.549825,1.997822,0.066908,3.130564,0.550594,1.996966
3.130563,0.057972,0.549264,1.997361,3.130562,0.549245,1.997828,0.066905,3.130576,0.550015,1.996973
3.130575,0.057972,0.548684,1.997367,3.130574,0.548665,1.997834,0.066901,3.130588,0.549435,1.996979
3.130586,0.057972,0.548104,1.997374,3.130586,0.548086,1.997841,0.066898,3.130599,0.548855,1.996985
3.130598,0.057972,0.547525,1.997380,3.130597,0.547506,1.997847,0.066894,3.130611,0.548276,1.996992
3.130609,0.057972,0.546945,1.997386,3.130609,0.546926,1.997853,0.066891,3.130623,0.547696,1.996998
3.130621,0.057972,0.546365,1.997393,3.130621,0.546347,1.997860,0.066887,3.130634,0.547116,1.997004
3.130633,0.057972,0.545786,1.997399,3.130632,0.545767,1.997866,0.066884,3.130646,0.546537,1.997011
3.130644,0.057972,0.545206,1.997405,3.130644,0.545187,1.997872,0.066880,3.130658,0.545957,1.997017
3.130656,0.057972,0.544626,1.997412,3.130656,0.544608,1.997879,0.066877,3.130669,0.545377,1.997023
3.130668,0.057972,0.544047,1.997418,3.130667,0.544028,1.997885,0.066873,3.130681,0.544798,1.997030
3.130679,0.057972,0.543467,1.997424,3.130679,0.543448,1.997891,0.066869,3.130693,0.544218,1.997036
3.130691,0.057972,0.542887,1.997431,3.130691,0.542869,1.997898,0.066866,3.130704,0.543638,1.997042
3.130703,0.057972,0.542308,1.997437,3.130702,0.542289,1.997904,0.066862,3.130716,0.543059,1.997049
3.130714,0.057972,0.541728,1.997443,3.130714,0.541709,1.997910,0.066859,3.130728,0.542479,1.997055
3.130726,0.057972,0.541148,1.997449,3.130726,0.541130,1.997916,0.066855,3.130739,0.541899,1.997061
3.130738,0.057972,0.540569,1.997456,3.130737,0.540550,1.997923,0.066852,3.130751,0.541320,1.997068
3.130749,0.057972,0.539989,1.997462,3.130749,0.539970,1.997929,0.066848,3.130762,0.540740,1.997074
3.130761,0.057972,0.539409,1.997468,3.130760,0.539391,1.997935,0.066845,3.130774,0.540160,1.997080
3.130772,0.057972,0.538830,1.997474,3.130772,0.538811,1.997941,0.066841,3.130786,0.539581,1.997086
3.130784,0.057972,0.538250,1.997481,3.130784,0.538231,1.997948,0.066838,3.130797,0.539001,1.997093
3.130796,0.057972,0.537670,1.997487,3.130795,0.537652,1.997954,0.066834,3.130809,0.538421,1.997099
3.130807,0.057972,0.537090,1.997493,3.130807,0.537072,1.997960,0.066831,3.130821,0.537842,1.997105
3.130819,0.057972,0.536511,1.997499,3.130819,0.536492,1.997966,0.066827,3.130832,0.537262,1.997111
3.130831,0.057972,0.535931,1.997506,3.130830,0.535913,1.997973,0.066824,3.130844,0.536682,1.997118
3.130842,0.057972,0.535351,1.997512,3.130842,0.535333,1.997979,0.066820,3.130856,0.536103,1.997124
3.130854,0.057972,0.534772,1.997518,3.130854,0.534753,1.997985,0.066817,3.130867,0.535523,1.997130
3.130866,0.057972,0.534192,1.997524,3.130865,0.534174,1.997991,0.066813,3.130879,0.534943,1.997136
3.130877,0.057972,0.533612,1.997530,3.130877,0.533594,1.997997,0.066810,3.130891,0.534363,1.997143
3.130889,0.057972,0.533033,1.997537,3.130889,0.533014,1.998003,0.066806,3.130902,0.533784,1.997149
3.130901,0.057972,0.532453,1.997543,3.130900,0.532435,1.998010,0.066803,3.130914,0.533204,1.997155
3.130912,0.057972,0.531873,1.997549,3.130912,0.531855,1.998016,0.066799,3.130925,0.532624,1.997161
3.130924,0.057972,0.531294,1.997555,3.130923,0.531275,1.998022,0.066796,3.130937,0.532045,1.997167
3.130935,0.057972,0.530714,1.997561,3.130935,0.530696,1.998028,0.066792,3.130949,0.531465,1.997173
3.130947,0.057972,0.530134,1.997567,3.130947,0.530116,1.998034,0.066789,3.130960,0.530885,1.997180
3.130959,0.057972,0.529555,1.997574,3.130958,0.529536,1.998040,0.066785,3.130972,0.530306,1.997186
3.130970,0.057972,0.528975,1.997580,3.130970,0.528957,1.998046,0.066782,3.130984,0.529726,1.997192
3.130982,0.057972,0.528395,1.997586,3.130982,0.528377,1.998053,0.066778,3.130995,0.529146,1.997198
3.130994,0.057972,0.527816,1.997592,3.130993,0.527797,1.998059,0.066775,3.131007,0.528567,1.997204
3.131005,0.057972,0.527236,1.997598,3.131005,0.527218,1.998065,0.066772,3.131019,0.527987,1.997210
3.131017,0.057972,0.526656,1.997604,3.131017,0.526638,1.998071,0.066768,3.131030,0.527407,1.997216
3.131029,0.057972,0.526076,1.997610,3.131028,0.526058,1.998077,0.066765,3.131042,0.526828,1.997223
3.131040,0.057972,0.525497,1.997616,3.131040,0.525478,1.998083,0.066761,3.131053,0.526248,1.997229
