psi_in,u_in,x_in,y_in,psi_hat,x_hat,y_hat,u_hat
0.132552,-0.402072,11.161201,1.488160,0.132583,11.164789,1.503235,-0.462878
0.132552,-0.402207,11.157215,1.487629,0.132583,11.160800,1.502702,-0.463011
0.132552,-0.402341,11.153227,1.487097,0.132583,11.156810,1.502168,-0.463143
0.132552,-0.402476,11.149238,1.486565,0.132583,11.152818,1.501635,-0.463275
0.132552,-0.402610,11.145248,1.486033,0.132583,11.148825,1.501101,-0.463407
0.132552,-0.402744,11.141257,1.485501,0.132583,11.144831,1.500567,-0.463539
0.132552,-0.402878,11.137264,1.484969,0.132583,11.140836,1.500033,-0.463671
0.132552,-0.403012,11.133270,1.484436,0.132583,11.136839,1.499499,-0.463803
0.132552,-0.403146,11.129274,1.483903,0.132583,11.132841,1.498964,-0.463934
0.132552,-0.403279,11.125278,1.483370,0.132583,11.128842,1.498430,-0.464065
0.132552,-0.403413,11.121280,1.482837,0.132583,11.124841,1.497895,-0.464196
0.132552,-0.403546,11.117280,1.482304,0.132583,11.120839,1.497360,-0.464327
0.132552,-0.403679,11.113279,1.481771,0.132583,11.116835,1.496825,-0.464458
0.132552,-0.403812,11.109277,1.481237,0.132583,11.112831,1.496289,-0.464588
0.132552,-0.403945,11.105274,1.480703,0.132583,11.108825,1.495754,-0.464719
0.132552,-0.404077,11.101269,1.480169,0.132583,11.104817,1.495218,-0.464849
0.132552,-0.404210,11.097263,1.479635,0.132583,11.100809,1.494682,-0.464979
0.132552,-0.404342,11.093256,1.479101,0.132583,11.096799,1.494146,-0.465109
0.132552,-0.404474,11.089247,1.478566,0.132583,11.092788,1.493610,-0.465238
0.132552,-0.404606,11.085238,1.478032,0.132583,11.088775,1.493073,-0.465368
0.132552,-0.404738,11.081226,1.477497,0.132583,11.084761,1.492536,-0.465497
0.132552,-0.404870,11.077214,1.476962,0.132583,11.080746,1.492000,-0.465626
0.132552,-0.405001,11.073200,1.476427,0.132582,11.076729,1.491462,-0.465755
0.132552,-0.405133,11.069185,1.475891,0.132582,11.072712,1.490925,-0.465884
0.132552,-0.405264,11.065168,1.475356,0.132582,11.068693,1.490388,-0.466013
0.132552,-0.405395,11.061151,1.474820,0.132582,11.064672,1.489850,-0.466142
0.132552,-0.405526,11.057132,1.474284,0.132582,11.060650,1.489313,-0.466270
0.132552,-0.405657,11.053111,1.473748,0.132582,11.056627,1.488775,-0.466398
0.132552,-0.405788,11.049090,1.473212,0.132582,11.052603,1.488237,-0.466526
0.132552,-0.405918,11.045067,1.472676,0.132582,11.048578,1.487698,-0.466654
0.132552,-0.406048,11.041043,1.472139,0.132582,11.044551,1.487160,-0.466782
0.132552,-0.406179,11.037017,1.471602,0.132582,11.040523,1.486621,-0.466909
0.132552,-0.406309,11.032990,1.471065,0.132582,11.036493,1.486082,-0.467037
0.132552,-0.406439,11.028962,1.470528,0.132582,11.032462,1.485543,-0.467164
0.132552,-0.406568,11.024933,1.469991,0.132582,11.028430,1.485004,-0.467291
0.132552,-0.406698,11.020902,1.469454,0.132582,11.024397,1.484465,-0.467418
0.132552,-0.406827,11.016870,1.468916,0.132582,11.020362,1.483925,-0.467545
0.132552,-0.406957,11.012837,1.468378,0.132582,11.016327,1.483385,-0.467671
0.132552,-0.407086,11.008802,1.467840,0.132582,11.012289,1.482846,-0.467798
0.132552,-0.407215,11.004767,1.467302,0.132582,11.008251,1.482305,-0.467924
0.132552,-0.407344,11.000730,1.466764,0.132582,11.004211,1.481765,-0.468050
0.132552,-0.407472,10.996691,1.466225,0.132582,11.000170,1.481225,-0.468176
0.132552,-0.407601,10.992652,1.465687,0.132582,10.996128,1.480684,-0.468301
0.132552,-0.407729,10.988611,1.465148,0.132582,10.992085,1.480143,-0.468427
0.132552,-0.407858,10.984569,1.464609,0.132582,10.988040,1.479602,-0.468552
0.132552,-0.407986,10.980525,1.464070,0.132582,10.983994,1.479061,-0.468678
0.132552,-0.408114,10.976480,1.463531,0.132582,10.979946,1.478520,-0.468803
0.132552,-0.408241,10.972434,1.462991,0.132582,10.975898,1.477978,-0.468928
0.132552,-0.408369,10.968387,1.462452,0.132582,10.971848,1.477437,-0.469052
0.132552,-0.408496,10.964339,1.461912,0.132582,10.967797,1.476895,-0.469177
0.132552,-0.408624,10.960289,1.461372,0.132582,10.963744,1.476353,-0.469301
0.132552,-0.408751,10.956238,1.460832,0.132582,10.959691,1.475811,-0.469426
0.132552,-0.408878,10.952186,1.460291,0.132582,10.955636,1.475268,-0.469550
0.132552,-0.409005,10.948132,1.459751,0.132582,10.951580,1.474726,-0.469673
0.132552,-0.409131,10.944077,1.459210,0.132582,10.947522,1.474183,-0.469797
0.132552,-0.409258,10.940021,1.458669,0.132582,10.943464,1.473640,-0.469921
0.132552,-0.409384,10.935964,1.458129,0.132582,10.939404,1.473097,-0.470044
0.132552,-0.409511,10.931905,1.457587,0.132582,10.935342,1.472554,-0.470167
0.132552,-0.409637,10.927846,1.457046,0.132582,10.931280,1.472010,-0.470290
0.132552,-0.409763,10.923785,1.456505,0.132582,10.927216,1.471467,-0.470413
0.132552,-0.409889,10.919722,1.455963,0.132582,10.923151,1.470923,-0.470536
0.132552,-0.410014,10.915659,1.455421,0.132582,10.919085,1.470379,-0.470659
0.132552,-0.410140,10.911594,1.454879,0.132582,10.915018,1.469835,-0.470781
0.132552,-0.410265,10.907528,1.454337,0.132582,10.910949,1.469291,-0.470903
0.132552,-0.410390,10.903461,1.453795,0.132582,10.906879,1.468746,-0.471025
0.132552,-0.410515,10.899392,1.453252,0.132582,10.902808,1.468202,-0.471147
0.132552,-0.410640,10.895322,1.452710,0.132582,10.898736,1.467657,-0.471269
0.132552,-0.410765,10.891251,1.452167,0.132582,10.894662,1.467112,-0.471391
0.132552,-0.410889,10.887179,1.451624,0.132582,10.890587,1.466567,-0.471512
0.132552,-0.411014,10.883106,1.451081,0.132582,10.886511,1.466021,-0.471633
0.132552,-0.411138,10.879031,1.450537,0.132582,10.882434,1.465476,-0.471754
0.132552,-0.411262,10.874955,1.449994,0.132582,10.878355,1.464930,-0.471875
0.132552,-0.411386,10.870878,1.449450,0.132582,10.874276,1.464384,-0.471996
0.132552,-0.411510,10.866799,1.448907,0.132582,10.870195,1.463838,-0.472117
0.132552,-0.411634,10.862720,1.448363,0.132582,10.866112,1.463292,-0.472237
0.132552,-0.411757,10.858639,1.447819,0.132582,10.862029,1.462746,-0.472357
0.132552,-0.411881,10.854557,1.447274,0.132581,10.857944,1.462199,-0.472477
0.132552,-0.412004,10.850474,1.446730,0.132581,10.853858,1.461652,-0.472597
0.132552,-0.412127,10.846389,1.446185,0.132581,10.849771,1.461106,-0.472717
0.132552,-0.412250,10.842303,1.445640,0.132581,10.845683,1.460559,-0.472837
0.132552,-0.412372,10.838216,1.445096,0.132581,10.841593,1.460011,-0.472956
0.132552,-0.412495,10.834128,1.444550,0.132581,10.837503,1.459464,-0.473075
0.132552,-0.412617,10.830039,1.444005,0.132581,10.833411,1.458916,-0.473194
0.132552,-0.412740,10.825948,1.443460,0.132581,10.829318,1.458369,-0.473313
0.132552,-0.412862,10.821856,1.442914,0.132581,10.825223,1.457821,-0.473432
0.132552,-0.412984,10.817763,1.442368,0.132581,10.821128,1.457273,-0.473551
0.132552,-0.413106,10.813669,1.441823,0.132581,10.817031,1.456725,-0.473669
0.132552,-0.413227,10.809574,1.441277,0.132581,10.812933,1.456176,-0.473787
0.132552,-0.413349,10.805477,1.440730,0.132581,10.808834,1.455628,-0.473905
0.132552,-0.413470,10.801379,1.440184,0.132581,10.804733,1.455079,-0.474023
0.132552,-0.413591,10.797280,1.439637,0.132581,10.800632,1.454530,-0.474141
0.132552,-0.413713,10.793180,1.439091,0.132581,10.796529,1.453981,-0.474259
0.132552,-0.413833,10.789079,1.438544,0.132581,10.792425,1.453432,-0.474376
0.132552,-0.413954,10.784976,1.437997,0.132581,10.788319,1.452882,-0.474493
0.132552,-0.414075,10.780872,1.437450,0.132581,10.784213,1.452333,-0.474610
0.132552,-0.414195,10.776767,1.436902,0.132581,10.780105,1.451783,-0.474727
0.132552,-0.414315,10.772661,1.436355,0.132581,10.775997,1.451233,-0.474844
0.132552,-0.414436,10.768554,1.435807,0.132581,10.771887,1.450683,-0.474961
0.132552,-0.414556,10.764445,1.435259,0.132581,10.767775,1.450133,-0.475077
0.132552,-0.414675,10.760335,1.434711,0.132581,10.763663,1.449583,-0.475193
0.132552,-0.414795,10.756224,1.434163,0.132581,10.759550,1.449032,-0.475309
0.132552,-0.414915,10.752112,1.433615,0.132581,10.755435,1.448481,-0.475425
0.132552,-0.415034,10.747999,1.433066,0.132581,10.751319,1.447930,-0.475541
0.132552,-0.415153,10.743884,1.432518,0.132581,10.747202,1.447379,-0.475657
0.132552,-0.415272,10.739768,1.431969,0.132581,10.743084,1.446828,-0.475772
0.132552,-0.415391,10.735652,1.431420,0.132581,10.738964,1.446277,-0.475887
0.132552,-0.415510,10.731534,1.430871,0.132581,10.734843,1.445725,-0.476002
0.132552,-0.415628,10.727414,1.430322,0.132581,10.730722,1.445174,-0.476117
0.132552,-0.415747,10.723294,1.429773,0.132581,10.726599,1.444622,-0.476232
0.132552,-0.415865,10.719172,1.429223,0.132581,10.722475,1.444070,-0.476347
0.132552,-0.415983,10.715050,1.428673,0.132581,10.718349,1.443517,-0.476461
0.132552,-0.416101,10.710926,1.428123,0.132581,10.714223,1.442965,-0.476575
0.132552,-0.416219,10.706801,1.427573,0.132581,10.710095,1.442413,-0.476689
0.132552,-0.416337,10.702674,1.427023,0.132581,10.705966,1.441860,-0.476803
0.132552,-0.416454,10.698547,1.426473,0.132581,10.701836,1.441307,-0.476917
0.132552,-0.416572,10.694418,1.425922,0.132581,10.697705,1.440754,-0.477031
0.132552,-0.416689,10.690288,1.425372,0.132581,10.693573,1.440201,-0.477144
0.132552,-0.416806,10.686158,1.424821,0.132581,10.689439,1.439648,-0.477257
0.132552,-0.416923,10.682025,1.424270,0.132581,10.685305,1.439094,-0.477370
0.132552,-0.417039,10.677892,1.423719,0.132581,10.681169,1.438540,-0.477483
0.132552,-0.417156,10.673758,1.423168,0.132581,10.677032,1.437987,-0.477596
0.132552,-0.417272,10.669622,1.422616,0.132581,10.672894,1.437433,-0.477709
0.132552,-0.417389,10.665486,1.422065,0.132581,10.668755,1.436878,-0.477821
0.132552,-0.417505,10.661348,1.421513,0.132581,10.664614,1.436324,-0.477933
0.132552,-0.417621,10.657209,1.420961,0.132581,10.660473,1.435770,-0.478045
0.132552,-0.417737,10.653069,1.420409,0.132581,10.656330,1.435215,-0.478157
0.132552,-0.417852,10.648927,1.419857,0.132581,10.652186,1.434660,-0.478269
0.132552,-0.417968,10.644785,1.419305,0.132581,10.648041,1.434105,-0.478381
0.132552,-0.418083,10.640641,1.418752,0.132581,10.643895,1.433550,-0.478492
0.132552,-0.418198,10.636497,1.418200,0.132580,10.639748,1.432995,-0.478603
0.132552,-0.418313,10.632351,1.417647,0.132580,10.635599,1.432440,-0.478714
0.132552,-0.418428,10.628204,1.417094,0.132580,10.631450,1.431884,-0.478825
0.132552,-0.418543,10.624056,1.416541,0.132580,10.627299,1.431328,-0.478936
0.132552,-0.418658,10.619906,1.415988,0.132580,10.623147,1.430772,-0.479047
0.132552,-0.418772,10.615756,1.415434,0.132580,10.618994,1.430216,-0.479157
0.132552,-0.418886,10.611604,1.414881,0.132580,10.614840,1.429660,-0.479267
0.132552,-0.419000,10.607452,1.414327,0.132580,10.610685,1.429104,-0.479377
0.132552,-0.419114,10.603298,1.413773,0.132580,10.606529,1.428547,-0.479487
0.132552,-0.419228,10.599143,1.413219,0.132580,10.602371,1.427990,-0.479597
0.132552,-0.419342,10.594987,1.412665,0.132580,10.598213,1.427434,-0.479707
0.132552,-0.419455,10.590830,1.412111,0.132580,10.594053,1.426877,-0.479816
0.132552,-0.419568,10.586671,1.411556,0.132580,10.589892,1.426319,-0.479925
0.132552,-0.419682,10.582512,1.411002,0.132580,10.585730,1.425762,-0.480034
0.132552,-0.419795,10.578351,1.410447,0.132580,10.581567,1.425205,-0.480143
0.132552,-0.419908,10.574190,1.409892,0.132580,10.577403,1.424647,-0.480252
0.132552,-0.420020,10.570027,1.409337,0.132580,10.573237,1.424089,-0.480361
0.132552,-0.420133,10.565863,1.408782,0.132580,10.569071,1.423531,-0.480469
0.132552,-0.420245,10.561698,1.408226,0.132580,10.564903,1.422973,-0.480577
0.132552,-0.420357,10.557532,1.407671,0.132580,10.560735,1.422415,-0.480685
0.132552,-0.420469,10.553364,1.407115,0.132580,10.556565,1.421857,-0.480793
0.132552,-0.420581,10.549196,1.406559,0.132580,10.552394,1.421298,-0.480901
0.132552,-0.420693,10.545027,1.406004,0.132580,10.548222,1.420739,-0.481008
0.132552,-0.420805,10.540856,1.405447,0.132580,10.544049,1.420180,-0.481116
0.132552,-0.420916,10.536684,1.404891,0.132580,10.539875,1.419621,-0.481223
0.132552,-0.421028,10.532512,1.404335,0.132580,10.535699,1.419062,-0.481330
0.132552,-0.421139,10.528338,1.403778,0.132580,10.531523,1.418503,-0.481437
0.132552,-0.421250,10.524163,1.403222,0.132580,10.527346,1.417943,-0.481544
0.132552,-0.421361,10.519987,1.402665,0.132580,10.523167,1.417384,-0.481650
0.132552,-0.421471,10.515809,1.402108,0.132580,10.518987,1.416824,-0.481757
0.132552,-0.421582,10.511631,1.401551,0.132580,10.514806,1.416264,-0.481863
0.132552,-0.421692,10.507452,1.400994,0.132580,10.510625,1.415704,-0.481969
0.132552,-0.421802,10.503271,1.400436,0.132580,10.506442,1.415144,-0.482075
0.132552,-0.421912,10.499090,1.399879,0.132580,10.502257,1.414583,-0.482181
0.132552,-0.422022,10.494907,1.399321,0.132580,10.498072,1.414023,-0.482286
0.132552,-0.422132,10.490723,1.398763,0.132580,10.493886,1.413462,-0.482392
0.132552,-0.422242,10.486538,1.398205,0.132580,10.489699,1.412901,-0.482497
0.132552,-0.422351,10.482353,1.397647,0.132580,10.485510,1.412340,-0.482602
0.132552,-0.422460,10.478166,1.397089,0.132580,10.481321,1.411779,-0.482707
0.132552,-0.422569,10.473977,1.396530,0.132580,10.477130,1.411218,-0.482812
0.132552,-0.422678,10.469788,1.395972,0.132580,10.472939,1.410656,-0.482916
0.132552,-0.422787,10.465598,1.395413,0.132580,10.468746,1.410094,-0.483020
0.132552,-0.422896,10.461407,1.394854,0.132580,10.464552,1.409533,-0.483125
0.132552,-0.423004,10.457214,1.394295,0.132580,10.460357,1.408971,-0.483229
0.132552,-0.423113,10.453021,1.393736,0.132580,10.456161,1.408409,-0.483333
0.132552,-0.423221,10.448826,1.393177,0.132580,10.451964,1.407846,-0.483436
0.132552,-0.423329,10.444631,1.392617,0.132580,10.447766,1.407284,-0.483540
0.132552,-0.423437,10.440434,1.392058,0.132580,10.443567,1.406722,-0.483643
0.132552,-0.423544,10.436236,1.391498,0.132580,10.439367,1.406159,-0.483747
0.132552,-0.423652,10.432037,1.390938,0.132580,10.435165,1.405596,-0.483850
0.132552,-0.423759,10.427838,1.390378,0.132579,10.430963,1.405033,-0.483952
0.132552,-0.423867,10.423637,1.389818,0.132579,10.426759,1.404470,-0.484055
0.132552,-0.423974,10.419435,1.389258,0.132579,10.422555,1.403907,-0.484158
0.132552,-0.424081,10.415231,1.388698,0.132579,10.418349,1.403343,-0.484260
0.132552,-0.424187,10.411027,1.388137,0.132579,10.414143,1.402780,-0.484362
0.132552,-0.424294,10.406822,1.387576,0.132579,10.409935,1.402216,-0.484464
0.132552,-0.424400,10.402616,1.387015,0.132579,10.405726,1.401652,-0.484566
0.132552,-0.424507,10.398409,1.386454,0.132579,10.401517,1.401088,-0.484668
0.132552,-0.424613,10.394200,1.385893,0.132579,10.397306,1.400524,-0.484769
0.132552,-0.424719,10.389991,1.385332,0.132579,10.393094,1.399960,-0.484871
0.132552,-0.424825,10.385780,1.384771,0.132579,10.388881,1.399395,-0.484972
0.132552,-0.424930,10.381569,1.384209,0.132579,10.384667,1.398831,-0.485073
0.132552,-0.425036,10.377356,1.383648,0.132579,10.380452,1.398266,-0.485174
0.132552,-0.425141,10.373143,1.383086,0.132579,10.376236,1.397701,-0.485275
0.132552,-0.425246,10.368928,1.382524,0.132579,10.372019,1.397136,-0.485375
0.132552,-0.425351,10.364712,1.381962,0.132579,10.367801,1.396571,-0.485475
0.132552,-0.425456,10.360496,1.381399,0.132579,10.363581,1.396005,-0.485576
0.132552,-0.425561,10.356278,1.380837,0.132579,10.359361,1.395440,-0.485676
0.132552,-0.425666,10.352059,1.380275,0.132579,10.355140,1.394874,-0.485776
0.132552,-0.425770,10.347839,1.379712,0.132579,10.350918,1.394309,-0.485875
0.132552,-0.425874,10.343618,1.379149,0.132579,10.346694,1.393743,-0.485975
0.132552,-0.425978,10.339397,1.378586,0.132579,10.342470,1.393177,-0.486074
0.132552,-0.426082,10.335174,1.378023,0.132579,10.338245,1.392610,-0.486173
0.132552,-0.426186,10.330950,1.377460,0.132579,10.334018,1.392044,-0.486272
0.132552,-0.426290,10.326725,1.376897,0.132579,10.329791,1.391478,-0.486371
0.132552,-0.426393,10.322499,1.376333,0.132579,10.325562,1.390911,-0.486470
0.132552,-0.426497,10.318272,1.375770,0.132579,10.321333,1.390344,-0.486568
0.132552,-0.426600,10.314044,1.375206,0.132579,10.317102,1.389777,-0.486667
0.132552,-0.426703,10.309814,1.374642,0.132579,10.312871,1.389210,-0.486765
0.132552,-0.426805,10.305584,1.374078,0.132579,10.308638,1.388643,-0.486863
0.132552,-0.426908,10.301353,1.373514,0.132579,10.304405,1.388076,-0.486961
0.132552,-0.427011,10.297121,1.372949,0.132579,10.300170,1.387508,-0.487058
0.132552,-0.427113,10.292888,1.372385,0.132579,10.295934,1.386940,-0.487156
0.132552,-0.427215,10.288654,1.371820,0.132579,10.291698,1.386373,-0.487253
0.132552,-0.427317,10.284419,1.371256,0.132579,10.287460,1.385805,-0.487350
0.132552,-0.427419,10.280182,1.370691,0.132579,10.283222,1.385237,-0.487447
0.132552,-0.427521,10.275945,1.370126,0.132579,10.278982,1.384669,-0.487544
0.132552,-0.427623,10.271707,1.369561,0.132579,10.274741,1.384100,-0.487641
0.132552,-0.427724,10.267468,1.368996,0.132579,10.270500,1.383532,-0.487737
0.132552,-0.427825,10.263227,1.368430,0.132579,10.266257,1.382963,-0.487834
0.132552,-0.427926,10.258986,1.367865,0.132579,10.262013,1.382394,-0.487930
0.132552,-0.428027,10.254744,1.367299,0.132579,10.257769,1.381825,-0.488026
0.132552,-0.428128,10.250501,1.366733,0.132579,10.253523,1.381256,-0.488122
0.132552,-0.428229,10.246257,1.366168,0.132579,10.249276,1.380687,-0.488217
0.132552,-0.428329,10.242011,1.365602,0.132579,10.245029,1.380118,-0.488313
0.132552,-0.428429,10.237765,1.365035,0.132579,10.240780,1.379548,-0.488408
0.132552,-0.428530,10.233518,1.364469,0.132579,10.236530,1.378979,-0.488503
0.132552,-0.428630,10.229270,1.363903,0.132579,10.232280,1.378409,-0.488598
0.132552,-0.428729,10.225021,1.363336,0.132579,10.228028,1.377839,-0.488693
0.132552,-0.428829,10.220770,1.362769,0.132579,10.223776,1.377269,-0.488788
0.132552,-0.428929,10.216519,1.362203,0.132578,10.219522,1.376699,-0.488882
0.132552,-0.429028,10.212267,1.361636,0.132578,10.215267,1.376129,-0.488977
0.132552,-0.429127,10.208014,1.361069,0.132578,10.211012,1.375558,-0.489071
0.132552,-0.429226,10.203760,1.360501,0.132578,10.206755,1.374988,-0.489165
0.132552,-0.429325,10.199505,1.359934,0.132578,10.202498,1.374417,-0.489259
0.132552,-0.429424,10.195249,1.359366,0.132578,10.198239,1.373846,-0.489352
0.132552,-0.429522,10.190992,1.358799,0.132578,10.193980,1.373275,-0.489446
0.132552,-0.429621,10.186734,1.358231,0.132578,10.189719,1.372704,-0.489539
0.132552,-0.429719,10.182475,1.357663,0.132578,10.185458,1.372133,-0.489632
0.132552,-0.429817,10.178215,1.357095,0.132578,10.181196,1.371561,-0.489725
0.132552,-0.429915,10.173954,1.356527,0.132578,10.176932,1.370990,-0.489818
0.132552,-0.430013,10.169692,1.355959,0.132578,10.172668,1.370418,-0.489911
0.132552,-0.430110,10.165429,1.355391,0.132578,10.168403,1.369846,-0.490003
0.132552,-0.430208,10.161165,1.354822,0.132578,10.164136,1.369274,-0.490095
0.132552,-0.430305,10.156900,1.354253,0.132578,10.159869,1.368702,-0.490187
0.132552,-0.430402,10.152634,1.353685,0.132578,10.155601,1.368130,-0.490279
0.132552,-0.430499,10.148368,1.353116,0.132578,10.151332,1.367558,-0.490371
0.132552,-0.430596,10.144100,1.352547,0.132578,10.147062,1.366985,-0.490463
0.132552,-0.430693,10.139831,1.351977,0.132578,10.142791,1.366413,-0.490554
0.132552,-0.430789,10.135562,1.351408,0.132578,10.138519,1.365840,-0.490646
0.132552,-0.430886,10.131291,1.350839,0.132578,10.134246,1.365267,-0.490737
0.132552,-0.430982,10.127019,1.350269,0.132578,10.129972,1.364694,-0.490828
0.132552,-0.431078,10.122747,1.349700,0.132578,10.125697,1.364121,-0.490918
0.132552,-0.431174,10.118474,1.349130,0.132578,10.121421,1.363548,-0.491009
0.132552,-0.431270,10.114199,1.348560,0.132578,10.117144,1.362974,-0.491099
0.132552,-0.431365,10.109924,1.347990,0.132578,10.112866,1.362401,-0.491190
0.132552,-0.431461,10.105647,1.347420,0.132578,10.108588,1.361827,-0.491280
0.132552,-0.431556,10.101370,1.346849,0.132578,10.104308,1.361253,-0.491370
0.132552,-0.431651,10.097092,1.346279,0.132578,10.100028,1.360679,-0.491460
0.132552,-0.431746,10.092813,1.345708,0.132578,10.095746,1.360105,-0.491549
0.132552,-0.431840,10.088533,1.345138,0.132578,10.091464,1.359531,-0.491639
0.132552,-0.431935,10.084252,1.344567,0.132578,10.087180,1.358956,-0.491728
0.132552,-0.432030,10.079970,1.343996,0.132578,10.082896,1.358382,-0.491817
0.132552,-0.432124,10.075687,1.343425,0.132578,10.078611,1.357807,-0.491906
0.132552,-0.432218,10.071403,1.342854,0.132578,10.074325,1.357233,-0.491995
0.132552,-0.432312,10.067119,1.342282,0.132578,10.070037,1.356658,-0.492083
0.132552,-0.432406,10.062833,1.341711,0.132578,10.065749,1.356083,-0.492172
0.132552,-0.432499,10.058546,1.341140,0.132578,10.061460,1.355508,-0.492260
0.132552,-0.432593,10.054259,1.340568,0.132578,10.057171,1.354932,-0.492348
0.132552,-0.432686,10.049970,1.339996,0.132578,10.052880,1.354357,-0.492436
0.132552,-0.432779,10.045681,1.339424,0.132578,10.048588,1.353781,-0.492524
0.132552,-0.432872,10.041391,1.338852,0.132578,10.044295,1.353206,-0.492611
0.132552,-0.432965,10.037100,1.338280,0.132578,10.040002,1.352630,-0.492699
0.132552,-0.433058,10.032807,1.337708,0.132578,10.035707,1.352054,-0.492786
0.132552,-0.433150,10.028514,1.337135,0.132578,10.031412,1.351478,-0.492873
0.132552,-0.433243,10.024220,1.336563,0.132578,10.027116,1.350902,-0.492960
0.132552,-0.433335,10.019925,1.335990,0.132578,10.022818,1.350325,-0.493047
0.132552,-0.433427,10.015630,1.335417,0.132578,10.018520,1.349749,-0.493133
0.132552,-0.433519,10.011333,1.334844,0.132577,10.014221,1.349172,-0.493220
0.132552,-0.433611,10.007035,1.334271,0.132577,10.009921,1.348596,-0.493306
0.132552,-0.433702,10.002737,1.333698,0.132577,10.005620,1.348019,-0.493392
0.132552,-0.433794,9.998437,1.333125,0.132577,10.001318,1.347442,-0.493478
0.132552,-0.433885,9.994137,1.332552,0.132577,9.997016,1.346865,-0.493563
0.132552,-0.433976,9.989836,1.331978,0.132577,9.992712,1.346288,-0.493649
0.132552,-0.434067,9.985534,1.331404,0.132577,9.988408,1.345710,-0.493734
0.132552,-0.434158,9.981231,1.330831,0.132577,9.984102,1.345133,-0.493820
0.132552,-0.434248,9.976927,1.330257,0.132577,9.979796,1.344555,-0.493905
0.132552,-0.434339,9.972622,1.329683,0.132577,9.975489,1.343978,-0.493989
0.132552,-0.434429,9.968316,1.329109,0.132577,9.971181,1.343400,-0.494074
0.132552,-0.434519,9.964010,1.328535,0.132577,9.966872,1.342822,-0.494159
0.132552,-0.434609,9.959702,1.327960,0.132577,9.962562,1.342244,-0.494243
0.132552,-0.434699,9.955394,1.327386,0.132577,9.958251,1.341666,-0.494327
0.132552,-0.434789,9.951084,1.326811,0.132577,9.953940,1.341087,-0.494411
0.132552,-0.434878,9.946774,1.326237,0.132577,9.949627,1.340509,-0.494495
0.132552,-0.434968,9.942463,1.325662,0.132577,9.945314,1.339930,-0.494579
0.132552,-0.435057,9.938151,1.325087,0.132577,9.940999,1.339351,-0.494662
0.132552,-0.435146,9.933838,1.324512,0.132577,9.936684,1.338773,-0.494746
0.132552,-0.435235,9.929524,1.323937,0.132577,9.932368,1.338194,-0.494829
0.132552,-0.435323,9.925210,1.323361,0.132577,9.928051,1.337615,-0.494912
0.132552,-0.435412,9.920894,1.322786,0.132577,9.923733,1.337035,-0.494995
0.132552,-0.435500,9.916578,1.322210,0.132577,9.919415,1.336456,-0.495078
0.132552,-0.435588,9.912261,1.321635,0.132577,9.915095,1.335877,-0.495160
0.132552,-0.435676,9.907943,1.321059,0.132577,9.910775,1.335297,-0.495242
0.132552,-0.435764,9.903624,1.320483,0.132577,9.906453,1.334717,-0.495325
0.132552,-0.435852,9.899304,1.319907,0.132577,9.902131,1.334137,-0.495407
0.132552,-0.435940,9.894983,1.319331,0.132577,9.897808,1.333558,-0.495488
0.132552,-0.436027,9.890662,1.318755,0.132577,9.893484,1.332977,-0.495570
0.132552,-0.436114,9.886339,1.318179,0.132577,9.889159,1.332397,-0.495652
0.132552,-0.436201,9.882016,1.317602,0.132577,9.884834,1.331817,-0.495733
0.132552,-0.436288,9.877692,1.317026,0.132577,9.880507,1.331237,-0.495814
0.132552,-0.436375,9.873367,1.316449,0.132577,9.876180,1.330656,-0.495895
0.132552,-0.436462,9.869041,1.315872,0.132577,9.871852,1.330075,-0.495976
0.132552,-0.436548,9.864714,1.315295,0.132577,9.867523,1.329494,-0.496057
0.132552,-0.436634,9.860386,1.314718,0.132577,9.863193,1.328914,-0.496137
0.132552,-0.436721,9.856058,1.314141,0.132577,9.858862,1.328333,-0.496217
0.132552,-0.436807,9.851728,1.313564,0.132577,9.854530,1.327751,-0.496298
0.132552,-0.436892,9.847398,1.312986,0.132577,9.850198,1.327170,-0.496378
0.132552,-0.436978,9.843067,1.312409,0.132577,9.845865,1.326589,-0.496457
0.132552,-0.437063,9.838735,1.311831,0.132577,9.841530,1.326007,-0.496537
0.132552,-0.437149,9.834403,1.311254,0.132577,9.837195,1.325425,-0.496616
0.132552,-0.437234,9.830069,1.310676,0.132577,9.832859,1.324844,-0.496696
0.132552,-0.437319,9.825735,1.310098,0.132577,9.828523,1.324262,-0.496775
0.132552,-0.437404,9.821399,1.309520,0.132577,9.824185,1.323680,-0.496854
0.132552,-0.437489,9.817063,1.308942,0.132577,9.819847,1.323098,-0.496933
0.132552,-0.437573,9.812726,1.308364,0.132577,9.815508,1.322515,-0.497011
0.132552,-0.437657,9.808389,1.307785,0.132577,9.811168,1.321933,-0.497090
0.132552,-0.437742,9.804050,1.307207,0.132576,9.806827,1.321351,-0.497168
0.132552,-0.437826,9.799711,1.306628,0.132576,9.802485,1.320768,-0.497246
0.132552,-0.437910,9.795370,1.306049,0.132576,9.798142,1.320185,-0.497324
0.132552,-0.437993,9.791029,1.305471,0.132576,9.793799,1.319603,-0.497402
0.132552,-0.438077,9.786687,1.304892,0.132576,9.789455,1.319020,-0.497480
0.132552,-0.438160,9.782345,1.304313,0.132576,9.785110,1.318437,-0.497557
0.132552,-0.438243,9.778001,1.303733,0.132576,9.780764,1.317853,-0.497634
