psi_in,u_in,x_in,y_in,psi_hat,x_hat,y_hat,u_hat
0.132552,0.127456,14.713819,1.961843,0.132581,14.717540,1.962172,0.101577
0.132552,0.127181,14.715081,1.962011,0.132581,14.718806,1.962355,0.101276
0.132552,0.126905,14.716341,1.962179,0.132581,14.720070,1.962538,0.100976
0.132552,0.126630,14.717597,1.962346,0.132581,14.721331,1.962720,0.100675
0.132552,0.126354,14.718851,1.962513,0.132581,14.722589,1.962902,0.100374
0.132552,0.126078,14.720102,1.962680,0.132581,14.723844,1.963083,0.100074
0.132552,0.125802,14.721350,1.962847,0.132581,14.725097,1.963265,0.099773
0.132552,0.125527,14.722596,1.963013,0.132581,14.726347,1.963445,0.099472
0.132552,0.125251,14.723839,1.963179,0.132581,14.727594,1.963626,0.099171
0.132552,0.124975,14.725079,1.963344,0.132581,14.728839,1.963806,0.098870
0.132552,0.124699,14.726317,1.963509,0.132581,14.730081,1.963986,0.098569
0.132552,0.124423,14.727551,1.963674,0.132581,14.731320,1.964165,0.098268
0.132552,0.124147,14.728783,1.963838,0.132581,14.732556,1.964344,0.097967
0.132552,0.123871,14.730012,1.964002,0.132581,14.733790,1.964522,0.097666
0.132552,0.123595,14.731239,1.964165,0.132581,14.735020,1.964701,0.097365
0.132552,0.123318,14.732463,1.964328,0.132581,14.736249,1.964878,0.097064
0.132552,0.123042,14.733684,1.964491,0.132581,14.737474,1.965056,0.096762
0.132552,0.122766,14.734902,1.964654,0.132581,14.738697,1.965233,0.096461
0.132552,0.122489,14.736117,1.964816,0.132581,14.739916,1.965410,0.096160
0.132552,0.122213,14.737330,1.964977,0.132581,14.741134,1.965586,0.095858
0.132552,0.121937,14.738540,1.965139,0.132581,14.742348,1.965762,0.095557
0.132552,0.121660,14.739747,1.965300,0.132581,14.743560,1.965938,0.095255
0.132552,0.121384,14.740952,1.965460,0.132581,14.744768,1.966113,0.094954
0.132552,0.121107,14.742154,1.965621,0.132581,14.745975,1.966288,0.094652
0.132552,0.120830,14.743353,1.965780,0.132581,14.747178,1.966462,0.094350
0.132552,0.120554,14.744549,1.965940,0.132581,14.748379,1.966636,0.094049
0.132552,0.120277,14.745743,1.966099,0.132581,14.749577,1.966810,0.093747
0.132552,0.120000,14.746934,1.966258,0.132581,14.750772,1.966983,0.093445
0.132552,0.119724,14.748122,1.966416,0.132581,14.751964,1.967156,0.093143
0.132552,0.119447,14.749307,1.966574,0.132581,14.753154,1.967329,0.092841
0.132552,0.119170,14.750490,1.966732,0.132581,14.754341,1.967501,0.092539
0.132552,0.118893,14.751670,1.966889,0.132581,14.755525,1.967673,0.092237
0.132552,0.118616,14.752847,1.967046,0.132581,14.756707,1.967845,0.091935
0.132552,0.118339,14.754021,1.967203,0.132581,14.757885,1.968016,0.091633
0.132552,0.118062,14.755193,1.967359,0.132581,14.759061,1.968187,0.091331
0.132552,0.117785,14.756362,1.967515,0.132581,14.760234,1.968357,0.091028
0.132552,0.117508,14.757528,1.967670,0.132581,14.761405,1.968527,0.090726
0.132552,0.117230,14.758691,1.967826,0.132581,14.762573,1.968697,0.090424
0.132552,0.116953,14.759852,1.967980,0.132581,14.763737,1.968866,0.090121
0.132552,0.116676,14.761010,1.968135,0.132581,14.764900,1.969035,0.089819
0.132552,0.116398,14.762165,1.968289,0.132581,14.766059,1.969203,0.089516
0.132552,0.116121,14.763317,1.968442,0.132581,14.767216,1.969372,0.089214
0.132552,0.115844,14.764467,1.968596,0.132581,14.768370,1.969539,0.088911
0.132552,0.115566,14.765614,1.968749,0.132581,14.769521,1.969707,0.088608
0.132552,0.115289,14.766758,1.968901,0.132582,14.770669,1.969874,0.088306
0.132552,0.115011,14.767899,1.969053,0.132582,14.771815,1.970040,0.088003
0.132552,0.114734,14.769038,1.969205,0.132582,14.772958,1.970207,0.087700
0.132552,0.114456,14.770174,1.969357,0.132582,14.774098,1.970373,0.087397
0.132552,0.114178,14.771307,1.969508,0.132582,14.775236,1.970538,0.087094
0.132552,0.113901,14.772438,1.969658,0.132582,14.776370,1.970703,0.086792
0.132552,0.113623,14.773565,1.969809,0.132582,14.777502,1.970868,0.086489
0.132552,0.113345,14.774690,1.969959,0.132582,14.778631,1.971032,0.086185
0.132552,0.113067,14.775812,1.970108,0.132582,14.779758,1.971197,0.085882
0.132552,0.112789,14.776932,1.970258,0.132582,14.780881,1.971360,0.085579
0.132552,0.112511,14.778048,1.970406,0.132582,14.782002,1.971523,0.085276
0.132552,0.112233,14.779162,1.970555,0.132582,14.783120,1.971686,0.084973
0.132552,0.111955,14.780273,1.970703,0.132582,14.784236,1.971849,0.084670
0.132552,0.111677,14.781381,1.970851,0.132582,14.785348,1.972011,0.084366
0.132552,0.111399,14.782487,1.970998,0.132582,14.786458,1.972173,0.084063
0.132552,0.111121,14.783590,1.971145,0.132582,14.787565,1.972334,0.083760
0.132552,0.110843,14.784690,1.971292,0.132582,14.788669,1.972495,0.083456
0.132552,0.110564,14.785787,1.971438,0.132582,14.789771,1.972656,0.083153
0.132552,0.110286,14.786882,1.971584,0.132582,14.790870,1.972816,0.082849
0.132552,0.110008,14.787974,1.971730,0.132582,14.791966,1.972976,0.082545
0.132552,0.109729,14.789063,1.971875,0.132582,14.793059,1.973136,0.082242
0.132552,0.109451,14.790149,1.972020,0.132582,14.794150,1.973295,0.081938
0.132552,0.109173,14.791233,1.972164,0.132582,14.795237,1.973454,0.081634
0.132552,0.108894,14.792313,1.972308,0.132582,14.796322,1.973612,0.081331
0.132552,0.108616,14.793391,1.972452,0.132582,14.797405,1.973770,0.081027
0.132552,0.108337,14.794467,1.972596,0.132582,14.798484,1.973928,0.080723
0.132552,0.108058,14.795539,1.972739,0.132582,14.799561,1.974085,0.080419
0.132552,0.107780,14.796609,1.972881,0.132582,14.800635,1.974242,0.080115
0.132552,0.107501,14.797676,1.973023,0.132582,14.801706,1.974399,0.079811
0.132552,0.107222,14.798740,1.973165,0.132582,14.802774,1.974555,0.079507
0.132552,0.106944,14.799801,1.973307,0.132582,14.803840,1.974711,0.079203
0.132552,0.106665,14.800860,1.973448,0.132582,14.804903,1.974866,0.078899
0.132552,0.106386,14.801916,1.973589,0.132582,14.805963,1.975021,0.078594
0.132552,0.106107,14.802969,1.973729,0.132582,14.807020,1.975176,0.078290
0.132552,0.105828,14.804019,1.973869,0.132582,14.808075,1.975330,0.077986
0.132552,0.105549,14.805067,1.974009,0.132582,14.809126,1.975484,0.077682
0.132552,0.105270,14.806112,1.974148,0.132582,14.810175,1.975638,0.077377
0.132552,0.104991,14.807154,1.974287,0.132582,14.811222,1.975791,0.077073
0.132552,0.104712,14.808193,1.974426,0.132582,14.812265,1.975944,0.076768
0.132552,0.104433,14.809230,1.974564,0.132582,14.813306,1.976096,0.076464
0.132552,0.104154,14.810264,1.974702,0.132582,14.814344,1.976248,0.076159
0.132552,0.103874,14.811295,1.974839,0.132582,14.815379,1.976400,0.075855
0.132552,0.103595,14.812323,1.974976,0.132582,14.816411,1.976551,0.075550
0.132552,0.103316,14.813348,1.975113,0.132582,14.817441,1.976702,0.075246
0.132552,0.103036,14.814371,1.975249,0.132582,14.818468,1.976853,0.074941
0.132552,0.102757,14.815391,1.975385,0.132582,14.819492,1.977003,0.074636
0.132552,0.102478,14.816408,1.975521,0.132582,14.820513,1.977153,0.074331
0.132552,0.102198,14.817423,1.975656,0.132583,14.821532,1.977302,0.074027
0.132552,0.101919,14.818434,1.975791,0.132583,14.822548,1.977451,0.073722
0.132552,0.101639,14.819443,1.975926,0.132583,14.823561,1.977600,0.073417
0.132552,0.101360,14.820449,1.976060,0.132583,14.824571,1.977748,0.073112
0.132552,0.101080,14.821453,1.976194,0.132583,14.825578,1.977896,0.072807
0.132552,0.100800,14.822453,1.976327,0.132583,14.826583,1.978043,0.072502
0.132552,0.100521,14.823451,1.976460,0.132583,14.827585,1.978191,0.072197
0.132552,0.100241,14.824446,1.976593,0.132583,14.828584,1.978337,0.071892
0.132552,0.099961,14.825438,1.976725,0.132583,14.829580,1.978484,0.071586
0.132552,0.099681,14.826428,1.976857,0.132583,14.830574,1.978630,0.071281
0.132552,0.099402,14.827414,1.976989,0.132583,14.831565,1.978775,0.070976
0.132552,0.099122,14.828398,1.977120,0.132583,14.832553,1.978921,0.070671
0.132552,0.098842,14.829379,1.977251,0.132583,14.833538,1.979066,0.070365
0.132552,0.098562,14.830358,1.977381,0.132583,14.834520,1.979210,0.070060
0.132552,0.098282,14.831333,1.977511,0.132583,14.835500,1.979354,0.069755
0.132552,0.098002,14.832306,1.977641,0.132583,14.836477,1.979498,0.069449
0.132552,0.097722,14.833276,1.977770,0.132583,14.837451,1.979642,0.069144
0.132552,0.097442,14.834243,1.977899,0.132583,14.838422,1.979785,0.068838
0.132552,0.097162,14.835208,1.978028,0.132583,14.839391,1.979927,0.068533
0.132552,0.096881,14.836170,1.978156,0.132583,14.840357,1.980069,0.068227
0.132552,0.096601,14.837128,1.978284,0.132583,14.841320,1.980211,0.067921
0.132552,0.096321,14.838085,1.978411,0.132583,14.842280,1.980353,0.067616
0.132552,0.096041,14.839038,1.978538,0.132583,14.843237,1.980494,0.067310
0.132552,0.095760,14.839989,1.978665,0.132583,14.844192,1.980635,0.067004
0.132552,0.095480,14.840936,1.978792,0.132583,14.845144,1.980775,0.066698
0.132552,0.095200,14.841881,1.978918,0.132583,14.846093,1.980915,0.066393
0.132552,0.094919,14.842824,1.979043,0.132583,14.847039,1.981055,0.066087
0.132552,0.094639,14.843763,1.979168,0.132583,14.847983,1.981194,0.065781
0.132552,0.094358,14.844700,1.979293,0.132583,14.848923,1.981333,0.065475
0.132552,0.094078,14.845634,1.979418,0.132583,14.849861,1.981471,0.065169
0.132552,0.093797,14.846565,1.979542,0.132583,14.850797,1.981609,0.064863
0.132552,0.093517,14.847493,1.979666,0.132583,14.851729,1.981747,0.064557
0.132552,0.093236,14.848419,1.979789,0.132583,14.852659,1.981885,0.064251
0.132552,0.092955,14.849342,1.979912,0.132583,14.853585,1.982022,0.063944
0.132552,0.092675,14.850262,1.980035,0.132583,14.854509,1.982158,0.063638
0.132552,0.092394,14.851179,1.980157,0.132583,14.855431,1.982294,0.063332
0.132552,0.092113,14.852093,1.980279,0.132583,14.856349,1.982430,0.063026
0.132552,0.091832,14.853005,1.980401,0.132583,14.857265,1.982566,0.062720
0.132552,0.091551,14.853914,1.980522,0.132583,14.858178,1.982701,0.062413
0.132552,0.091270,14.854820,1.980643,0.132583,14.859088,1.982836,0.062107
0.132552,0.090990,14.855723,1.980763,0.132583,14.859995,1.982970,0.061800
0.132552,0.090709,14.856624,1.980883,0.132583,14.860900,1.983104,0.061494
0.132552,0.090428,14.857521,1.981003,0.132583,14.861801,1.983237,0.061188
0.132552,0.090147,14.858416,1.981122,0.132583,14.862700,1.983371,0.060881
0.132552,0.089866,14.859309,1.981241,0.132583,14.863596,1.983503,0.060575
0.132552,0.089584,14.860198,1.981360,0.132583,14.864490,1.983636,0.060268
0.132552,0.089303,14.861085,1.981478,0.132583,14.865380,1.983768,0.059961
0.132552,0.089022,14.861968,1.981596,0.132584,14.866268,1.983900,0.059655
0.132552,0.088741,14.862849,1.981713,0.132584,14.867153,1.984031,0.059348
0.132552,0.088460,14.863728,1.981830,0.132584,14.868035,1.984162,0.059041
0.132552,0.088178,14.864603,1.981947,0.132584,14.868915,1.984292,0.058735
0.132552,0.087897,14.865476,1.982063,0.132584,14.869791,1.984423,0.058428
0.132552,0.087616,14.866346,1.982179,0.132584,14.870665,1.984552,0.058121
0.132552,0.087334,14.867213,1.982295,0.132584,14.871536,1.984682,0.057814
0.132552,0.087053,14.868077,1.982410,0.132584,14.872404,1.984811,0.057507
0.132552,0.086772,14.868938,1.982525,0.132584,14.873270,1.984940,0.057200
0.132552,0.086490,14.869797,1.982640,0.132584,14.874133,1.985068,0.056893
0.132552,0.086209,14.870653,1.982754,0.132584,14.874992,1.985196,0.056586
0.132552,0.085927,14.871506,1.982867,0.132584,14.875849,1.985323,0.056279
0.132552,0.085646,14.872357,1.982981,0.132584,14.876704,1.985450,0.055972
0.132552,0.085364,14.873204,1.983094,0.132584,14.877555,1.985577,0.055665
0.132552,0.085082,14.874049,1.983207,0.132584,14.878404,1.985704,0.055358
0.132552,0.084801,14.874891,1.983319,0.132584,14.879250,1.985830,0.055051
0.132552,0.084519,14.875730,1.983431,0.132584,14.880093,1.985955,0.054744
0.132552,0.084237,14.876566,1.983542,0.132584,14.880933,1.986080,0.054436
0.132552,0.083956,14.877400,1.983653,0.132584,14.881771,1.986205,0.054129
0.132552,0.083674,14.878231,1.983764,0.132584,14.882605,1.986330,0.053822
0.132552,0.083392,14.879059,1.983875,0.132584,14.883437,1.986454,0.053515
0.132552,0.083110,14.879884,1.983985,0.132584,14.884266,1.986578,0.053207
0.132552,0.082828,14.880706,1.984094,0.132584,14.885093,1.986701,0.052900
0.132552,0.082546,14.881526,1.984203,0.132584,14.885916,1.986824,0.052592
0.132552,0.082264,14.882343,1.984312,0.132584,14.886737,1.986947,0.052285
0.132552,0.081982,14.883157,1.984421,0.132584,14.887555,1.987069,0.051978
0.132552,0.081700,14.883968,1.984529,0.132584,14.888370,1.987191,0.051670
0.132552,0.081418,14.884777,1.984637,0.132584,14.889182,1.987312,0.051363
0.132552,0.081136,14.885582,1.984744,0.132584,14.889992,1.987433,0.051055
0.132552,0.080854,14.886385,1.984851,0.132584,14.890799,1.987554,0.050747
0.132552,0.080572,14.887185,1.984958,0.132584,14.891602,1.987674,0.050440
0.132552,0.080290,14.887982,1.985064,0.132584,14.892404,1.987794,0.050132
0.132552,0.080008,14.888777,1.985170,0.132584,14.893202,1.987914,0.049824
0.132552,0.079726,14.889568,1.985276,0.132584,14.893997,1.988033,0.049517
0.132552,0.079443,14.890357,1.985381,0.132584,14.894790,1.988152,0.049209
0.132552,0.079161,14.891143,1.985486,0.132584,14.895580,1.988270,0.048901
0.132552,0.078879,14.891927,1.985590,0.132584,14.896367,1.988388,0.048593
0.132552,0.078596,14.892707,1.985694,0.132584,14.897152,1.988506,0.048285
0.132552,0.078314,14.893485,1.985798,0.132584,14.897933,1.988623,0.047978
0.132552,0.078032,14.894260,1.985901,0.132584,14.898712,1.988740,0.047670
0.132552,0.077749,14.895032,1.986004,0.132584,14.899488,1.988857,0.047362
0.132552,0.077467,14.895801,1.986107,0.132584,14.900261,1.988973,0.047054
0.132552,0.077184,14.896567,1.986209,0.132584,14.901031,1.989089,0.046746
0.132552,0.076902,14.897331,1.986311,0.132584,14.901799,1.989204,0.046438
0.132552,0.076619,14.898092,1.986412,0.132584,14.902563,1.989319,0.046130
0.132552,0.076337,14.898850,1.986513,0.132584,14.903325,1.989434,0.045822
0.132552,0.076054,14.899605,1.986614,0.132584,14.904084,1.989548,0.045514
0.132552,0.075771,14.900358,1.986714,0.132584,14.904840,1.989662,0.045205
0.132552,0.075489,14.901107,1.986814,0.132584,14.905594,1.989775,0.044897
0.132552,0.075206,14.901854,1.986914,0.132584,14.906345,1.989888,0.044589
0.132552,0.074923,14.902598,1.987013,0.132585,14.907092,1.990001,0.044281
0.132552,0.074641,14.903340,1.987112,0.132585,14.907838,1.990113,0.043973
0.132552,0.074358,14.904078,1.987210,0.132585,14.908580,1.990225,0.043664
0.132552,0.074075,14.904814,1.987309,0.132585,14.909319,1.990337,0.043356
0.132552,0.073792,14.905547,1.987406,0.132585,14.910056,1.990448,0.043048
0.132552,0.073509,14.906277,1.987504,0.132585,14.910790,1.990559,0.042739
0.132552,0.073226,14.907004,1.987601,0.132585,14.911521,1.990669,0.042431
0.132552,0.072944,14.907728,1.987697,0.132585,14.912249,1.990779,0.042123
0.132552,0.072661,14.908450,1.987793,0.132585,14.912974,1.990889,0.041814
0.132552,0.072378,14.909169,1.987889,0.132585,14.913697,1.990998,0.041506
0.132552,0.072095,14.909885,1.987985,0.132585,14.914417,1.991107,0.041197
0.132552,0.071812,14.910598,1.988080,0.132585,14.915134,1.991216,0.040889
0.132552,0.071529,14.911308,1.988174,0.132585,14.915848,1.991324,0.040580
0.132552,0.071245,14.912016,1.988269,0.132585,14.916559,1.991432,0.040272
0.132552,0.070962,14.912721,1.988363,0.132585,14.917268,1.991539,0.039963
0.132552,0.070679,14.913423,1.988456,0.132585,14.917973,1.991646,0.039654
0.132552,0.070396,14.914122,1.988550,0.132585,14.918676,1.991753,0.039346
0.132552,0.070113,14.914818,1.988642,0.132585,14.919377,1.991859,0.039037
0.132552,0.069830,14.915512,1.988735,0.132585,14.920074,1.991965,0.038728
0.132552,0.069546,14.916203,1.988827,0.132585,14.920768,1.992070,0.038420
0.132552,0.069263,14.916891,1.988919,0.132585,14.921460,1.992175,0.038111
0.132552,0.068980,14.917576,1.989010,0.132585,14.922149,1.992280,0.037802
0.132552,0.068697,14.918258,1.989101,0.132585,14.922835,1.992385,0.037493
0.132552,0.068413,14.918938,1.989192,0.132585,14.923518,1.992489,0.037185
0.132552,0.068130,14.919615,1.989282,0.132585,14.924199,1.992592,0.036876
0.132552,0.067846,14.920288,1.989372,0.132585,14.924876,1.992695,0.036567
0.132552,0.067563,14.920960,1.989461,0.132585,14.925551,1.992798,0.036258
0.132552,0.067280,14.921628,1.989550,0.132585,14.926223,1.992901,0.035949
0.132552,0.066996,14.922293,1.989639,0.132585,14.926892,1.993003,0.035640
0.132552,0.066713,14.922956,1.989727,0.132585,14.927559,1.993104,0.035331
0.132552,0.066429,14.923616,1.989815,0.132585,14.928222,1.993206,0.035022
0.132552,0.066146,14.924273,1.989903,0.132585,14.928883,1.993307,0.034713
0.132552,0.065862,14.924927,1.989990,0.132585,14.929541,1.993407,0.034404
0.132552,0.065578,14.925579,1.990077,0.132585,14.930196,1.993507,0.034095
0.132552,0.065295,14.926227,1.990164,0.132585,14.930848,1.993607,0.033786
0.132552,0.065011,14.926873,1.990250,0.132585,14.931498,1.993706,0.033477
0.132552,0.064727,14.927516,1.990335,0.132585,14.932144,1.993805,0.033168
0.132552,0.064444,14.928156,1.990421,0.132585,14.932788,1.993904,0.032859
0.132552,0.064160,14.928794,1.990506,0.132585,14.933429,1.994002,0.032550
0.132552,0.063876,14.929428,1.990590,0.132585,14.934067,1.994100,0.032240
0.132552,0.063592,14.930060,1.990675,0.132585,14.934703,1.994198,0.031931
0.132552,0.063309,14.930689,1.990759,0.132585,14.935335,1.994295,0.031622
0.132552,0.063025,14.931315,1.990842,0.132585,14.935965,1.994391,0.031313
0.132552,0.062741,14.931938,1.990925,0.132585,14.936592,1.994488,0.031004
0.132552,0.062457,14.932559,1.991008,0.132585,14.937216,1.994584,0.030694
0.132552,0.062173,14.933177,1.991090,0.132585,14.937838,1.994679,0.030385
0.132552,0.061889,14.933791,1.991172,0.132585,14.938456,1.994774,0.030076
0.132552,0.061605,14.934403,1.991254,0.132585,14.939072,1.994869,0.029766
0.132552,0.061321,14.935013,1.991335,0.132585,14.939685,1.994964,0.029457
0.132552,0.061037,14.935619,1.991416,0.132585,14.940295,1.995058,0.029148
0.132552,0.060753,14.936223,1.991496,0.132585,14.940902,1.995151,0.028838
0.132552,0.060469,14.936824,1.991576,0.132585,14.941506,1.995245,0.028529
0.132552,0.060185,14.937422,1.991656,0.132585,14.942108,1.995337,0.028219
0.132552,0.059901,14.938017,1.991736,0.132585,14.942707,1.995430,0.027910
0.132552,0.059617,14.938609,1.991815,0.132586,14.943302,1.995522,0.027600
0.132552,0.059333,14.939199,1.991893,0.132586,14.943896,1.995614,0.027291
0.132552,0.059049,14.939785,1.991971,0.132586,14.944486,1.995705,0.026981
0.132552,0.058765,14.940369,1.992049,0.132586,14.945073,1.995796,0.026672
0.132552,0.058481,14.940950,1.992127,0.132586,14.945658,1.995887,0.026362
0.132552,0.058196,14.941529,1.992204,0.132586,14.946240,1.995977,0.026053
0.132552,0.057912,14.942104,1.992281,0.132586,14.946819,1.996067,0.025743
0.132552,0.057628,14.942677,1.992357,0.132586,14.947395,1.996156,0.025433
0.132552,0.057344,14.943246,1.992433,0.132586,14.947968,1.996245,0.025124
0.132552,0.057059,14.943813,1.992508,0.132586,14.948539,1.996334,0.024814
0.132552,0.056775,14.944378,1.992584,0.132586,14.949107,1.996422,0.024505
0.132552,0.056491,14.944939,1.992659,0.132586,14.949672,1.996510,0.024195
0.132552,0.056206,14.945497,1.992733,0.132586,14.950234,1.996598,0.023885
0.132552,0.055922,14.946053,1.992807,0.132586,14.950793,1.996685,0.023575
0.132552,0.055637,14.946606,1.992881,0.132586,14.951349,1.996772,0.023266
0.132552,0.055353,14.947156,1.992954,0.132586,14.951903,1.996858,0.022956
0.132552,0.055069,14.947703,1.993027,0.132586,14.952454,1.996944,0.022646
0.132552,0.054784,14.948248,1.993100,0.132586,14.953002,1.997030,0.022336
0.132552,0.054500,14.948790,1.993172,0.132586,14.953547,1.997115,0.022027
0.132552,0.054215,14.949328,1.993244,0.132586,14.954089,1.997200,0.021717
0.132552,0.053931,14.949864,1.993315,0.132586,14.954629,1.997284,0.021407
0.132552,0.053646,14.950397,1.993386,0.132586,14.955165,1.997368,0.021097
0.132552,0.053361,14.950928,1.993457,0.132586,14.955699,1.997452,0.020787
0.132552,0.053077,14.951455,1.993527,0.132586,14.956230,1.997536,0.020477
0.132552,0.052792,14.951980,1.993597,0.132586,14.956758,1.997618,0.020167
0.132552,0.052508,14.952502,1.993667,0.132586,14.957284,1.997701,0.019858
0.132552,0.052223,14.953021,1.993736,0.132586,14.957806,1.997783,0.019548
0.132552,0.051938,14.953537,1.993805,0.132586,14.958326,1.997865,0.019238
0.132552,0.051654,14.954051,1.993873,0.132586,14.958843,1.997946,0.018928
0.132552,0.051369,14.954561,1.993942,0.132586,14.959357,1.998027,0.018618
0.132552,0.051084,14.955069,1.994009,0.132586,14.959868,1.998108,0.018308
0.132552,0.050799,14.955574,1.994077,0.132586,14.960377,1.998188,0.017998
0.132552,0.050515,14.956076,1.994143,0.132586,14.960882,1.998268,0.017688
0.132552,0.050230,14.956575,1.994210,0.132586,14.961385,1.998348,0.017378
0.132552,0.049945,14.957072,1.994276,0.132586,14.961885,1.998427,0.017068
0.132552,0.049660,14.957566,1.994342,0.132586,14.962382,1.998506,0.016758
0.132552,0.049375,14.958056,1.994408,0.132586,14.962876,1.998584,0.016448
0.132552,0.049090,14.958544,1.994473,0.132586,14.963368,1.998662,0.016138
0.132552,0.048806,14.959030,1.994537,0.132586,14.963856,1.998739,0.015827
0.132552,0.048521,14.959512,1.994602,0.132586,14.964342,1.998817,0.015517
0.132552,0.048236,14.959991,1.994666,0.132586,14.964825,1.998893,0.015207
0.132552,0.047951,14.960468,1.994729,0.132586,14.965305,1.998970,0.014897
