x_in,y_in
2.071305,6.503093
2.068481,6.503806
2.065651,6.504522
2.062814,6.505244
2.059971,6.505970
2.057121,6.506700
2.054265,6.507435
2.051402,6.508175
2.048532,6.508919
2.045656,6.509669
2.042773,6.510423
2.039884,6.511182
2.036989,6.511946
2.034086,6.512715
2.031177,6.513488
2.028262,6.514268
2.025340,6.515052
2.022412,6.515841
2.019477,6.516636
2.016536,6.517436
2.013588,6.518241
2.010634,6.519051
2.007674,6.519868
2.004706,6.520689
2.001733,6.521516
1.998753,6.522349
1.995767,6.523187
1.992774,6.524031
1.989775,6.524881
1.986769,6.525736
1.983757,6.526597
1.980739,6.527464
1.977714,6.528337
1.974683,6.529216
1.971646,6.530101
1.968602,6.530992
1.965552,6.531889
1.962496,6.532792
1.959433,6.533701
1.956364,6.534616
1.953289,6.535538
1.950208,6.536465
1.947120,6.537399
1.944027,6.538340
1.940927,6.539286
1.937820,6.540239
1.934708,6.541199
1.931589,6.542165
1.928465,6.543137
1.925334,6.544116
1.922197,6.545101
1.919054,6.546093
1.915905,6.547091
1.912749,6.548097
1.909588,6.549108
1.906421,6.550127
1.903247,6.551152
1.900068,6.552184
1.896882,6.553223
1.893691,6.554268
1.890494,6.555320
1.887291,6.556379
1.884081,6.557445
1.880866,6.558518
1.877645,6.559597
1.874418,6.560684
1.871186,6.561777
1.867947,6.562877
1.864703,6.563985
1.861453,6.565099
1.858197,6.566220
1.854935,6.567348
1.851668,6.568483
1.848394,6.569626
1.845116,6.570775
1.841831,6.571931
1.838541,6.573094
1.835245,6.574264
1.831944,6.575442
1.828637,6.576626
1.825325,6.577817
1.822006,6.579016
1.818683,6.580221
1.815354,6.581434
1.812019,6.582653
1.808679,6.583880
1.805334,6.585114
1.801983,6.586355
1.798627,6.587602
1.795266,6.588857
1.791899,6.590119
1.788527,6.591388
1.785149,6.592665
1.781767,6.593948
1.778379,6.595238
1.774986,6.596535
1.771587,6.597839
1.768184,6.599151
1.764775,6.600469
1.761362,6.601794
1.757943,6.603127
1.754519,6.604466
1.751091,6.605812
1.747657,6.607165
1.744218,6.608526
1.740775,6.609893
1.737326,6.611267
1.733873,6.612648
1.730415,6.614035
1.726952,6.615430
1.723484,6.616832
1.720011,6.618240
1.716534,6.619655
1.713052,6.621077
1.709565,6.622506
1.706074,6.623941
1.702578,6.625383
1.699078,6.626832
1.695573,6.628288
1.692063,6.629750
1.688549,6.631219
1.685031,6.632694
1.681508,6.634176
1.677981,6.635664
1.674450,6.637159
1.670914,6.638661
1.667374,6.640168
1.663830,6.641682
1.660281,6.643203
1.656729,6.644730
1.653172,6.646263
1.649611,6.647802
1.646046,6.649348
1.642477,6.650899
1.638904,6.652457
1.635328,6.654021
1.631747,6.655591
1.628162,6.657167
1.624574,6.658749
1.620982,6.660336
1.617386,6.661930
1.613786,6.663529
1.610183,6.665135
1.606576,6.666745
1.602966,6.668362
1.599352,6.669984
1.595734,6.671612
1.592114,6.673245
1.588489,6.674883
1.584862,6.676527
1.581231,6.678176
1.577596,6.679831
1.573959,6.681491
1.570318,6.683156
1.566674,6.684826
1.563027,6.686501
1.559377,6.688181
1.555724,6.689866
1.552069,6.691555
1.548410,6.693250
1.544748,6.694949
1.541084,6.696653
1.537416,6.698362
1.533746,6.700075
1.530074,6.701792
1.526399,6.703514
1.522721,6.705240
1.519041,6.706971
1.515358,6.708705
1.511673,6.710444
1.507985,6.712187
1.504295,6.713933
1.500603,6.715684
1.496909,6.717438
1.493213,6.719197
1.489514,6.720958
1.485814,6.722724
1.482111,6.724493
1.478407,6.726265
1.474701,6.728041
1.470993,6.729820
1.467283,6.731602
1.463571,6.733387
1.459858,6.735175
1.456144,6.736967
1.452427,6.738761
1.448710,6.740558
1.444991,6.742358
1.441270,6.744160
1.437548,6.745965
1.433825,6.747772
1.430101,6.749582
1.426376,6.751394
1.422650,6.753209
1.418923,6.755025
1.415194,6.756844
1.411465,6.758664
1.407736,6.760487
1.404005,6.762311
1.400274,6.764137
1.396542,6.765965
1.392810,6.767794
1.389077,6.769625
1.385343,6.771457
1.381610,6.773291
1.377876,6.775125
1.374141,6.776961
1.370407,6.778798
1.366673,6.780636
1.362938,6.782475
1.359204,6.784315
1.355469,6.786155
1.351735,6.787997
1.348001,6.789838
1.344267,6.791681
1.340534,6.793523
1.336801,6.795366
1.333068,6.797209
1.329336,6.799053
1.325605,6.800896
1.321874,6.802740
1.318144,6.804583
1.314415,6.806427
1.310687,6.808270
1.306960,6.810113
1.303233,6.811955
1.299508,6.813797
1.295784,6.815639
1.292061,6.817480
1.288339,6.819320
1.284619,6.821159
1.280900,6.822998
1.277182,6.824836
1.273466,6.826672
1.269751,6.828508
1.266039,6.830343
1.262327,6.832176
1.258618,6.834008
1.254910,6.835839
1.251205,6.837668
1.247501,6.839496
1.243799,6.841323
1.240100,6.843147
1.236402,6.844971
1.232707,6.846792
1.229014,6.848611
1.225323,6.850429
1.221635,6.852245
1.217949,6.854059
1.214266,6.855870
1.210585,6.857680
1.206906,6.859487
1.203231,6.861292
1.199558,6.863095
1.195888,6.864896
1.192221,6.866694
1.188557,6.868489
1.184895,6.870282
1.181237,6.872072
1.177582,6.873860
1.173930,6.875645
1.170281,6.877427
1.166635,6.879207
1.162992,6.880983
1.159353,6.882757
1.155718,6.884528
1.152085,6.886295
1.148456,6.888060
1.144831,6.889821
1.141210,6.891580
1.137592,6.893335
1.133977,6.895087
1.130367,6.896835
1.126760,6.898580
1.123157,6.900322
1.119558,6.902060
1.115962,6.903795
1.112371,6.905526
1.108784,6.907254
1.105201,6.908978
1.101622,6.910698
1.098047,6.912415
1.094476,6.914128
1.090909,6.915837
1.087347,6.917542
1.083789,6.919244
1.080235,6.920941
1.076686,6.922635
1.073141,6.924325
1.069601,6.926010
1.066065,6.927692
1.062533,6.929370
1.059006,6.931043
1.055484,6.932712
1.051966,6.934377
1.048453,6.936038
1.044945,6.937695
1.041442,6.939347
1.037943,6.940995
1.034449,6.942639
1.030960,6.944278
1.027475,6.945913
1.023996,6.947544
1.020521,6.949170
1.017052,6.950792
1.013587,6.952409
1.010128,6.954021
1.006673,6.955629
1.003224,6.957232
0.999779,6.958831
0.996340,6.960425
0.992905,6.962014
0.989476,6.963599
0.986052,6.965179
0.982633,6.966754
0.979220,6.968324
0.975812,6.969890
0.972408,6.971451
0.969011,6.973006
0.965618,6.974557
0.962231,6.976103
0.958849,6.977644
0.955473,6.979180
0.952101,6.980711
0.948736,6.982238
0.945375,6.983759
0.942020,6.985275
0.938671,6.986785
0.935327,6.988291
0.931988,6.989792
0.928655,6.991287
0.925327,6.992778
0.922005,6.994263
0.918688,6.995743
0.915377,6.997217
0.912072,6.998687
0.908772,7.000151
0.905477,7.001609
0.902188,7.003063
0.898905,7.004511
0.895627,7.005953
0.892355,7.007391
0.889089,7.008822
0.885828,7.010249
0.882573,7.011670
0.879323,7.013085
0.876079,7.014495
0.872841,7.015899
0.869609,7.017298
0.866382,7.018691
0.863161,7.020079
0.859945,7.021461
0.856735,7.022837
0.853531,7.024207
0.850333,7.025572
0.847140,7.026931
0.843953,7.028285
0.840772,7.029632
0.837597,7.030974
0.834427,7.032310
0.831263,7.033641
0.828105,7.034965
0.824952,7.036283
0.821805,7.037596
0.818664,7.038902
0.815529,7.040203
0.812400,7.041498
0.809276,7.042786
0.806158,7.044069
0.803046,7.045346
0.799940,7.046616
0.796839,7.047881
0.793744,7.049139
0.790655,7.050391
0.787572,7.051637
0.784494,7.052877
0.781423,7.054111
0.778357,7.055338
0.775297,7.056559
0.772243,7.057774
0.769194,7.058983
0.766151,7.060185
0.763114,7.061381
0.760083,7.062570
0.757058,7.063754
0.754039,7.064930
0.751025,7.066100
0.748017,7.067264
0.745015,7.068421
0.742018,7.069572
0.739028,7.070716
0.736043,7.071854
0.733064,7.072985
0.730091,7.074109
0.727124,7.075227
0.724162,7.076338
0.721206,7.077443
0.718256,7.078540
0.715312,7.079631
0.712374,7.080715
0.709441,7.081793
0.706514,7.082863
0.703593,7.083927
0.700678,7.084984
0.697768,7.086034
0.694865,7.087077
0.691967,7.088113
0.689074,7.089142
0.686188,7.090164
0.683307,7.091179
0.680432,7.092187
0.677563,7.093188
0.674700,7.094182
0.671842,7.095169
0.668990,7.096148
0.666144,7.097121
0.663304,7.098086
0.660469,7.099044
0.657640,7.099995
0.654817,7.100939
0.652000,7.101875
0.649188,7.102804
0.646382,7.103725
0.643582,7.104640
0.640787,7.105547
0.637998,7.106446
0.635215,7.107338
0.632438,7.108223
0.629666,7.109100
0.626900,7.109969
0.624140,7.110831
0.621385,7.111686
0.618636,7.112533
0.615893,7.113372
0.613155,7.114203
0.610423,7.115027
0.607697,7.115844
0.604976,7.116652
0.602261,7.117453
0.599551,7.118246
0.596847,7.119032
0.594149,7.119809
0.591457,7.120579
0.588770,7.121341
0.586088,7.122095
0.583412,7.122841
0.580742,7.123579
0.578077,7.124310
0.575418,7.125032
0.572765,7.125747
0.570117,7.126453
0.567474,7.127151
0.564837,7.127842
0.562206,7.128524
0.559580,7.129198
0.556959,7.129864
0.554344,7.130522
0.551735,7.131172
0.549131,7.131813
0.546532,7.132447
0.543939,7.133072
0.541352,7.133689
0.538769,7.134298
0.536193,7.134898
0.533621,7.135490
0.531055,7.136074
0.528494,7.136650
0.525939,7.137217
0.523389,7.137776
0.520845,7.138326
0.518305,7.138868
0.515771,7.139401
0.513243,7.139927
0.510719,7.140443
0.508201,7.140951
0.505688,7.141451
0.503181,7.141942
0.500678,7.142425
0.498181,7.142898
0.495689,7.143364
0.493202,7.143821
0.490721,7.144269
0.488244,7.144709
0.485773,7.145140
0.483306,7.145562
0.480845,7.145975
0.478389,7.146380
0.475938,7.146777
0.473492,7.147164
0.471051,7.147543
0.468615,7.147913
0.466184,7.148274
0.463758,7.148627
0.461337,7.148970
0.458921,7.149305
0.456509,7.149631
0.454103,7.149948
0.451701,7.150257
0.449305,7.150556
0.446913,7.150847
0.444526,7.151129
0.442143,7.151402
0.439766,7.151665
0.437393,7.151921
0.435025,7.152167
0.432661,7.152404
0.430302,7.152632
0.427948,7.152851
0.425599,7.153061
0.423254,7.153263
0.420913,7.153455
0.418577,7.153638
0.416246,7.153812
0.413919,7.153978
0.411597,7.154134
0.409279,7.154281
0.406965,7.154419
0.404656,7.154548
0.402352,7.154668
0.400051,7.154778
0.397755,7.154880
0.395463,7.154973
0.393176,7.155056
0.390893,7.155130
0.388614,7.155196
0.386339,7.155252
0.384068,7.155299
0.381802,7.155336
0.379539,7.155365
0.377281,7.155384
0.375027,7.155395
