psi_bar,psi_hat,x_bar,x_hat,y_bar,y_hat,psi_m,x_m,y_m
-0.090828,0.091203,-0.017221,0.017339,-0.004936,0.004967,0.000000,0.000000,0.000000
-0.091203,0.091573,-0.017339,0.017456,-0.004967,0.004997,0.000000,0.000000,0.000000
-0.091573,0.091939,-0.017456,0.017573,-0.004997,0.005028,0.000000,0.000000,0.000000
-0.091939,0.092301,-0.017573,0.017690,-0.005028,0.005059,0.000000,0.000000,0.000000
-0.092301,0.092659,-0.017690,0.017807,-0.005059,0.005090,0.000000,0.000000,0.000000
-0.092659,0.093013,-0.017807,0.017924,-0.005090,0.005121,0.000000,0.000000,0.000000
-0.093013,0.093362,-0.017924,0.018041,-0.005121,0.005152,0.000000,0.000000,0.000000
-0.093362,0.093707,-0.018041,0.018158,-0.005152,0.005183,0.000000,0.000000,0.000000
-0.093707,0.094048,-0.018158,0.018274,-0.005183,0.005214,0.000000,0.000000,0.000000
-0.094048,0.094385,-0.018274,0.018391,-0.005214,0.005244,0.000000,0.000000,0.000000
-0.094385,0.094718,-0.018391,0.018507,-0.005244,0.005275,0.000000,0.000000,0.000000
-0.094718,0.095047,-0.018507,0.018623,-0.005275,0.005306,0.000000,0.000000,0.000000
-0.095047,0.095371,-0.018623,0.018740,-0.005306,0.005337,0.000000,0.000000,0.000000
-0.095371,0.095691,-0.018740,0.018856,-0.005337,0.005368,0.000000,0.000000,0.000000
-0.095691,0.096007,-0.018856,0.018971,-0.005368,0.005398,0.000000,0.000000,0.000000
-0.096007,0.096319,-0.018971,0.019087,-0.005398,0.005429,0.000000,0.000000,0.000000
-0.096319,0.096627,-0.019087,0.019203,-0.005429,0.005460,0.000000,0.000000,0.000000
-0.096627,0.096931,-0.019203,0.019318,-0.005460,0.005491,0.000000,0.000000,0.000000
-0.096931,0.097230,-0.019318,0.019434,-0.005491,0.005521,0.000000,0.000000,0.000000
-0.097230,0.097526,-0.019434,0.019549,-0.005521,0.005552,0.000000,0.000000,0.000000
-0.097526,0.097817,-0.019549,0.019664,-0.005552,0.005583,0.000000,0.000000,0.000000
-0.097817,0.098104,-0.019664,0.019779,-0.005583,0.005614,0.000000,0.000000,0.000000
-0.098104,0.098387,-0.019779,0.019894,-0.005614,0.005644,0.000000,0.000000,0.000000
-0.098387,0.098666,-0.019894,0.020008,-0.005644,0.005675,0.000000,0.000000,0.000000
-0.098666,0.098940,-0.020008,0.020123,-0.005675,0.005705,0.000000,0.000000,0.000000
-0.098940,0.099211,-0.020123,0.020237,-0.005705,0.005736,0.000000,0.000000,0.000000
-0.099211,0.099478,-0.020237,0.020351,-0.005736,0.005767,0.000000,0.000000,0.000000
-0.099478,0.099740,-0.020351,0.020465,-0.005767,0.005797,0.000000,0.000000,0.000000
-0.099740,0.099999,-0.020465,0.020579,-0.005797,0.005828,0.000000,0.000000,0.000000
-0.099999,0.100253,-0.020579,0.020692,-0.005828,0.005858,0.000000,0.000000,0.000000
-0.100253,0.100504,-0.020692,0.020806,-0.005858,0.005889,0.000000,0.000000,0.000000
-0.100504,0.100750,-0.020806,0.020919,-0.005889,0.005919,0.000000,0.000000,0.000000
-0.100750,0.100993,-0.020919,0.021032,-0.005919,0.005950,0.000000,0.000000,0.000000
-0.100993,0.101231,-0.021032,0.021145,-0.005950,0.005980,0.000000,0.000000,0.000000
-0.101231,0.101466,-0.021145,0.021258,-0.005980,0.006011,0.000000,0.000000,0.000000
-0.101466,0.101696,-0.021258,0.021371,-0.006011,0.006041,0.000000,0.000000,0.000000
-0.101696,0.101923,-0.021371,0.021483,-0.006041,0.006072,0.000000,0.000000,0.000000
-0.101923,0.102146,-0.021483,0.021595,-0.006072,0.006102,0.000000,0.000000,0.000000
-0.102146,0.102365,-0.021595,0.021707,-0.006102,0.006132,0.000000,0.000000,0.000000
-0.102365,0.102580,-0.021707,0.021819,-0.006132,0.006163,0.000000,0.000000,0.000000
-0.102580,0.102791,-0.021819,0.021931,-0.006163,0.006193,0.000000,0.000000,0.000000
-0.102791,0.102998,-0.021931,0.022042,-0.006193,0.006223,0.000000,0.000000,0.000000
-0.102998,0.103201,-0.022042,0.022153,-0.006223,0.006253,0.000000,0.000000,0.000000
-0.103201,0.103401,-0.022153,0.022264,-0.006253,0.006284,0.000000,0.000000,0.000000
-0.103401,0.103597,-0.022264,0.022375,-0.006284,0.006314,0.000000,0.000000,0.000000
-0.103597,0.103789,-0.022375,0.022486,-0.006314,0.006344,0.000000,0.000000,0.000000
-0.103789,0.103977,-0.022486,0.022596,-0.006344,0.006374,0.000000,0.000000,0.000000
-0.103977,0.104162,-0.022596,0.022706,-0.006374,0.006404,0.000000,0.000000,0.000000
-0.104162,0.104343,-0.022706,0.022816,-0.006404,0.006434,0.000000,0.000000,0.000000
-0.104343,0.104520,-0.022816,0.022926,-0.006434,0.006464,0.000000,0.000000,0.000000
-0.104520,0.104693,-0.022926,0.023036,-0.006464,0.006494,0.000000,0.000000,0.000000
-0.104693,0.104863,-0.023036,0.023145,-0.006494,0.006524,0.000000,0.000000,0.000000
-0.104863,0.105030,-0.023145,0.023254,-0.006524,0.006554,0.000000,0.000000,0.000000
-0.105030,0.105192,-0.023254,0.023363,-0.006554,0.006584,0.000000,0.000000,0.000000
-0.105192,0.105352,-0.023363,0.023472,-0.006584,0.006614,0.000000,0.000000,0.000000
-0.105352,0.105507,-0.023472,0.023580,-0.006614,0.006644,0.000000,0.000000,0.000000
-0.105507,0.105659,-0.023580,0.023689,-0.006644,0.006674,0.000000,0.000000,0.000000
-0.105659,0.105808,-0.023689,0.023797,-0.006674,0.006704,0.000000,0.000000,0.000000
-0.105808,0.105953,-0.023797,0.023904,-0.006704,0.006734,0.000000,0.000000,0.000000
-0.105953,0.106095,-0.023904,0.024012,-0.006734,0.006764,0.000000,0.000000,0.000000
-0.106095,0.106233,-0.024012,0.024119,-0.006764,0.006793,0.000000,0.000000,0.000000
-0.106233,0.106368,-0.024119,0.024226,-0.006793,0.006823,0.000000,0.000000,0.000000
-0.106368,0.106499,-0.024226,0.024333,-0.006823,0.006853,0.000000,0.000000,0.000000
-0.106499,0.106628,-0.024333,0.024440,-0.006853,0.006882,0.000000,0.000000,0.000000
-0.106628,0.106752,-0.024440,0.024546,-0.006882,0.006912,0.000000,0.000000,0.000000
-0.106752,0.106874,-0.024546,0.024653,-0.006912,0.006942,0.000000,0.000000,0.000000
-0.106874,0.106992,-0.024653,0.024758,-0.006942,0.006971,0.000000,0.000000,0.000000
-0.106992,0.107107,-0.024758,0.024864,-0.006971,0.007001,0.000000,0.000000,0.000000
-0.107107,0.107219,-0.024864,0.024970,-0.007001,0.007030,0.000000,0.000000,0.000000
-0.107219,0.107328,-0.024970,0.025075,-0.007030,0.007060,0.000000,0.000000,0.000000
-0.107328,0.107434,-0.025075,0.025180,-0.007060,0.007089,0.000000,0.000000,0.000000
-0.107434,0.107536,-0.025180,0.025284,-0.007089,0.007119,0.000000,0.000000,0.000000
-0.107536,0.107635,-0.025284,0.025389,-0.007119,0.007148,0.000000,0.000000,0.000000
-0.107635,0.107732,-0.025389,0.025493,-0.007148,0.007177,0.000000,0.000000,0.000000
-0.107732,0.107825,-0.025493,0.025597,-0.007177,0.007207,0.000000,0.000000,0.000000
-0.107825,0.107915,-0.025597,0.025701,-0.007207,0.007236,0.000000,0.000000,0.000000
-0.107915,0.108002,-0.025701,0.025804,-0.007236,0.007265,0.000000,0.000000,0.000000
-0.108002,0.108086,-0.025804,0.025908,-0.007265,0.007295,0.000000,0.000000,0.000000
-0.108086,0.108168,-0.025908,0.026010,-0.007295,0.007324,0.000000,0.000000,0.000000
-0.108168,0.108246,-0.026010,0.026113,-0.007324,0.007353,0.000000,0.000000,0.000000
-0.108246,0.108322,-0.026113,0.026216,-0.007353,0.007382,0.000000,0.000000,0.000000
-0.108322,0.108394,-0.026216,0.026318,-0.007382,0.007411,0.000000,0.000000,0.000000
-0.108394,0.108464,-0.026318,0.026420,-0.007411,0.007440,0.000000,0.000000,0.000000
-0.108464,0.108532,-0.026420,0.026521,-0.007440,0.007469,0.000000,0.000000,0.000000
-0.108532,0.108596,-0.026521,0.026623,-0.007469,0.007498,0.000000,0.000000,0.000000
-0.108596,0.108658,-0.026623,0.026724,-0.007498,0.007527,0.000000,0.000000,0.000000
-0.108658,0.108717,-0.026724,0.026825,-0.007527,0.007556,0.000000,0.000000,0.000000
-0.108717,0.108773,-0.026825,0.026926,-0.007556,0.007585,0.000000,0.000000,0.000000
-0.108773,0.108826,-0.026926,0.027026,-0.007585,0.007614,0.000000,0.000000,0.000000
-0.108826,0.108878,-0.027026,0.027126,-0.007614,0.007643,0.000000,0.000000,0.000000
-0.108878,0.108926,-0.027126,0.027226,-0.007643,0.007672,0.000000,0.000000,0.000000
-0.108926,0.108972,-0.027226,0.027325,-0.007672,0.007701,0.000000,0.000000,0.000000
-0.108972,0.109015,-0.027325,0.027425,-0.007701,0.007729,0.000000,0.000000,0.000000
-0.109015,0.109056,-0.027425,0.027524,-0.007729,0.007758,0.000000,0.000000,0.000000
-0.109056,0.109095,-0.027524,0.027623,-0.007758,0.007787,0.000000,0.000000,0.000000
-0.109095,0.109131,-0.027623,0.027721,-0.007787,0.007815,0.000000,0.000000,0.000000
-0.109131,0.109165,-0.027721,0.027819,-0.007815,0.007844,0.000000,0.000000,0.000000
-0.109165,0.109196,-0.027819,0.027917,-0.007844,0.007873,0.000000,0.000000,0.000000
-0.109196,0.109225,-0.027917,0.028015,-0.007873,0.007901,0.000000,0.000000,0.000000
-0.109225,0.109252,-0.028015,0.028112,-0.007901,0.007930,0.000000,0.000000,0.000000
-0.109252,0.109276,-0.028112,0.028210,-0.007930,0.007958,0.000000,0.000000,0.000000
-0.109276,0.109298,-0.028210,0.028306,-0.007958,0.007987,0.000000,0.000000,0.000000
-0.109298,0.109318,-0.028306,0.028403,-0.007987,0.008015,0.000000,0.000000,0.000000
-0.109318,0.109336,-0.028403,0.028499,-0.008015,0.008043,0.000000,0.000000,0.000000
-0.109336,0.109352,-0.028499,0.028595,-0.008043,0.008072,0.000000,0.000000,0.000000
-0.109352,0.109365,-0.028595,0.028691,-0.008072,0.008100,0.000000,0.000000,0.000000
-0.109365,0.109376,-0.028691,0.028787,-0.008100,0.008128,0.000000,0.000000,0.000000
-0.109376,0.109386,-0.028787,0.028882,-0.008128,0.008157,0.000000,0.000000,0.000000
-0.109386,0.109393,-0.028882,0.028977,-0.008157,0.008185,0.000000,0.000000,0.000000
-0.109393,0.109398,-0.028977,0.029072,-0.008185,0.008213,0.000000,0.000000,0.000000
-0.109398,0.109402,-0.029072,0.029166,-0.008213,0.008241,0.000000,0.000000,0.000000
-0.109402,0.109403,-0.029166,0.029260,-0.008241,0.008269,0.000000,0.000000,0.000000
-0.109403,0.109402,-0.029260,0.029354,-0.008269,0.008297,0.000000,0.000000,0.000000
-0.109402,0.109400,-0.029354,0.029447,-0.008297,0.008325,0.000000,0.000000,0.000000
-0.109400,0.109396,-0.029447,0.029541,-0.008325,0.008353,0.000000,0.000000,0.000000
-0.109396,0.109389,-0.029541,0.029634,-0.008353,0.008381,0.000000,0.000000,0.000000
-0.109389,0.109379,-0.029634,0.029726,-0.008381,0.008409,0.000000,-0.000000,0.000000
-0.109379,0.109367,-0.029726,0.029818,-0.008409,0.008437,0.000000,-0.000000,0.000000
-0.109367,0.109353,-0.029819,0.029910,-0.008437,0.008464,0.000000,-0.000001,0.000000
-0.109353,0.109335,-0.029911,0.030001,-0.008464,0.008492,0.000000,-0.000001,0.000000
-0.109335,0.109315,-0.030003,0.030092,-0.008492,0.008519,0.000000,-0.000002,0.000000
-0.109315,0.109292,-0.030094,0.030182,-0.008519,0.008546,0.000000,-0.000002,0.000000
-0.109292,0.109266,-0.030185,0.030271,-0.008546,0.008573,0.000000,-0.000004,0.000000
-0.109266,0.109237,-0.030276,0.030360,-0.008573,0.008600,0.000000,-0.000005,0.000000
-0.109237,0.109206,-0.030367,0.030449,-0.008600,0.008627,0.000000,-0.000006,0.000000
-0.109206,0.109171,-0.030457,0.030537,-0.008627,0.008654,0.000000,-0.000008,0.000000
-0.109171,0.109134,-0.030547,0.030625,-0.008654,0.008680,0.000000,-0.000010,0.000000
-0.109134,0.109095,-0.030637,0.030712,-0.008680,0.008707,0.000000,-0.000012,0.000000
-0.109095,0.109053,-0.030727,0.030798,-0.008707,0.008733,0.000000,-0.000015,0.000000
-0.109053,0.109009,-0.030816,0.030884,-0.008733,0.008760,0.000000,-0.000018,0.000000
-0.109009,0.108962,-0.030905,0.030970,-0.008760,0.008786,0.000000,-0.000021,0.000000
-0.108962,0.108913,-0.030994,0.031055,-0.008786,0.008812,0.000000,-0.000024,0.000000
-0.108913,0.108862,-0.031082,0.031139,-0.008812,0.008838,0.000000,-0.000027,0.000000
-0.108862,0.108808,-0.031170,0.031223,-0.008838,0.008864,0.000000,-0.000031,0.000000
-0.108808,0.108753,-0.031258,0.031306,-0.008864,0.008890,0.000000,-0.000035,0.000000
-0.108753,0.108695,-0.031346,0.031389,-0.008890,0.008916,0.000000,-0.000039,0.000000
-0.108695,0.108636,-0.031433,0.031471,-0.008916,0.008942,0.000000,-0.000044,0.000000
-0.108636,0.108575,-0.031520,0.031553,-0.008942,0.008968,0.000000,-0.000049,0.000000
-0.108575,0.108512,-0.031607,0.031635,-0.008968,0.008993,0.000000,-0.000054,0.000000
-0.108512,0.108447,-0.031693,0.031715,-0.008993,0.009019,0.000000,-0.000059,0.000000
-0.108447,0.108380,-0.031780,0.031796,-0.009019,0.009044,0.000000,-0.000064,0.000000
-0.108380,0.108312,-0.031865,0.031875,-0.009044,0.009070,0.000000,-0.000070,0.000000
-0.108312,0.108242,-0.031951,0.031955,-0.009070,0.009096,0.000000,-0.000076,0.000000
-0.108242,0.108170,-0.032037,0.032033,-0.009096,0.009121,0.000000,-0.000082,0.000000
-0.108170,0.108086,-0.032122,0.032110,-0.009121,0.009146,0.000000,-0.000088,0.000000
-0.108086,0.107988,-0.032206,0.032183,-0.009146,0.009169,0.000000,-0.000096,0.000000
-0.107988,0.107877,-0.032289,0.032255,-0.009169,0.009191,0.000000,-0.000106,0.000000
-0.107877,0.107754,-0.032372,0.032323,-0.009191,0.009212,0.000000,-0.000118,0.000000
-0.107754,0.107619,-0.032456,0.032390,-0.009212,0.009233,0.000000,-0.000132,0.000000
-0.107619,0.107473,-0.032538,0.032454,-0.009233,0.009252,0.000000,-0.000149,0.000000
-0.107473,0.107316,-0.032621,0.032515,-0.009252,0.009271,0.000000,-0.000167,0.000000
-0.107316,0.107148,-0.032704,0.032575,-0.009271,0.009289,0.000000,-0.000188,0.000000
-0.107148,0.106970,-0.032786,0.032631,-0.009289,0.009307,0.000000,-0.000211,0.000000
-0.106970,0.106782,-0.032868,0.032686,-0.009307,0.009324,0.000000,-0.000237,0.000000
-0.106782,0.106585,-0.032950,0.032738,-0.009324,0.009340,0.000000,-0.000264,0.000000
-0.106585,0.106379,-0.033031,0.032787,-0.009340,0.009356,0.000000,-0.000294,0.000000
-0.106379,0.106164,-0.033113,0.032834,-0.009356,0.009372,0.000000,-0.000326,0.000000
-0.106164,0.105941,-0.033194,0.032879,-0.009372,0.009387,0.000000,-0.000360,0.000000
-0.105941,0.105710,-0.033275,0.032921,-0.009387,0.009401,0.000000,-0.000396,0.000000
-0.105710,0.105471,-0.033355,0.032961,-0.009401,0.009416,0.000000,-0.000434,0.000000
-0.105471,0.105226,-0.033436,0.032998,-0.009416,0.009430,0.000000,-0.000475,0.000000
-0.105226,0.104973,-0.033516,0.033034,-0.009430,0.009443,0.000000,-0.000518,0.000000
-0.104973,0.104713,-0.033597,0.033066,-0.009443,0.009457,0.000000,-0.000563,0.000000
-0.104713,0.104448,-0.033676,0.033097,-0.009457,0.009470,0.000000,-0.000610,0.000000
-0.104448,0.104176,-0.033756,0.033124,-0.009470,0.009483,0.000000,-0.000660,0.000000
-0.104176,0.103899,-0.033836,0.033150,-0.009483,0.009496,0.000000,-0.000711,0.000000
-0.103899,0.103617,-0.033915,0.033173,-0.009496,0.009509,0.000000,-0.000765,0.000000
-0.103617,0.103329,-0.033994,0.033194,-0.009509,0.009522,0.000000,-0.000821,0.000000
-0.103329,0.103037,-0.034073,0.033212,-0.009522,0.009535,0.000000,-0.000879,0.000000
-0.103037,0.102740,-0.034152,0.033228,-0.009535,0.009548,0.000000,-0.000940,0.000000
-0.102740,0.102439,-0.034230,0.033242,-0.009548,0.009560,0.000000,-0.001002,0.000000
-0.102439,0.102135,-0.034309,0.033253,-0.009560,0.009573,0.000000,-0.001067,0.000000
-0.102135,0.101826,-0.034387,0.033262,-0.009573,0.009585,0.000000,-0.001134,0.000000
-0.101826,0.101515,-0.034465,0.033268,-0.009585,0.009598,0.000000,-0.001203,0.000000
-0.101515,0.101200,-0.034543,0.033273,-0.009598,0.009610,0.000000,-0.001274,0.000000
-0.101200,0.100882,-0.034620,0.033274,-0.009610,0.009623,0.000000,-0.001348,0.000000
-0.100882,0.100562,-0.034698,0.033274,-0.009623,0.009636,0.000000,-0.001423,0.000000
-0.100562,0.100239,-0.034775,0.033271,-0.009636,0.009649,0.000000,-0.001501,0.000000
-0.100239,0.099914,-0.034852,0.033265,-0.009649,0.009661,0.000000,-0.001581,0.000000
-0.099914,0.099587,-0.034929,0.033258,-0.009661,0.009674,0.000000,-0.001664,0.000000
-0.099587,0.099258,-0.035006,0.033247,-0.009674,0.009687,0.000000,-0.001748,0.000000
-0.099258,0.098928,-0.035082,0.033235,-0.009687,0.009700,0.000000,-0.001834,0.000000
-0.098928,0.098597,-0.035158,0.033220,-0.009700,0.009713,0.000000,-0.001923,0.000000
-0.098597,0.098264,-0.035234,0.033203,-0.009713,0.009727,0.000000,-0.002014,0.000000
-0.098264,0.097931,-0.035310,0.033183,-0.009727,0.009740,0.000000,-0.002107,0.000000
-0.097931,0.097597,-0.035386,0.033162,-0.009740,0.009753,0.000000,-0.002202,0.000000
-0.097597,0.097262,-0.035461,0.033137,-0.009753,0.009767,0.000000,-0.002300,0.000000
-0.097262,0.096927,-0.035537,0.033111,-0.009767,0.009781,0.000000,-0.002400,0.000000
-0.096927,0.096592,-0.035612,0.033082,-0.009781,0.009794,0.000000,-0.002501,0.000000
-0.096592,0.096257,-0.035687,0.033050,-0.009794,0.009808,0.000000,-0.002605,0.000000
-0.096257,0.095922,-0.035762,0.033017,-0.009808,0.009822,0.000000,-0.002711,0.000000
-0.095922,0.095588,-0.035836,0.032981,-0.009822,0.009837,0.000000,-0.002820,0.000000
-0.095588,0.095254,-0.035911,0.032942,-0.009837,0.009851,0.000000,-0.002930,0.000000
-0.095254,0.094920,-0.035985,0.032901,-0.009851,0.009865,0.000000,-0.003043,0.000000
