psi_bar,psi_hat,x_bar,x_hat,y_bar,y_hat,psi_m,x_m,y_m
-0.038711,0.011448,-0.019700,-0.003086,-0.022340,-0.011098,-0.026057,-0.021907,-0.032357
-0.053650,0.010263,0.006939,-0.003936,0.012317,-0.012136,-0.042203,0.003853,0.001218
-0.052466,0.008615,0.007789,-0.003723,0.013354,-0.011789,-0.042203,0.003853,0.001218
-0.050818,0.006988,0.007576,-0.003484,0.013007,-0.011401,-0.042203,0.003853,0.001218
-0.049190,0.005388,0.007337,-0.003250,0.012619,-0.011021,-0.042203,0.003853,0.001218
-0.047591,0.003817,0.007103,-0.003025,0.012239,-0.010649,-0.042203,0.003853,0.001218
-0.046019,0.002272,0.006878,-0.002807,0.011868,-0.010287,-0.042203,0.003853,0.001218
-0.044475,0.000754,0.006660,-0.002595,0.011505,-0.009933,-0.042203,0.003853,0.001218
-0.042957,-0.000737,0.006448,-0.002391,0.011151,-0.009588,-0.042203,0.003853,0.001218
-0.041466,-0.002202,0.006244,-0.002194,0.010806,-0.009251,-0.042203,0.003853,0.001218
-0.040001,-0.003641,0.006047,-0.002003,0.010469,-0.008922,-0.042203,0.003853,0.001218
0.029337,-0.005054,-0.012923,-0.001818,-0.067225,-0.008602,0.025696,-0.014926,-0.076147
0.030750,-0.004405,-0.013108,-0.002396,-0.067545,-0.011380,0.025696,-0.014926,-0.076147
0.030101,-0.003730,-0.012530,-0.002980,-0.064767,-0.014167,0.025696,-0.014926,-0.076147
0.029427,-0.003064,-0.011946,-0.003545,-0.061980,-0.016854,0.025696,-0.014926,-0.076147
0.028761,-0.002407,-0.011381,-0.004090,-0.059293,-0.019442,0.025696,-0.014926,-0.076147
0.028103,-0.001758,-0.010836,-0.004616,-0.056705,-0.021933,0.025696,-0.014926,-0.076147
0.027454,-0.001118,-0.010310,-0.005124,-0.054214,-0.024331,0.025696,-0.014926,-0.076147
0.026815,-0.000487,-0.009802,-0.005614,-0.051817,-0.026638,0.025696,-0.014926,-0.076147
0.026184,0.000135,-0.009312,-0.006087,-0.049509,-0.028858,0.025696,-0.014926,-0.076147
0.025562,0.000748,-0.008839,-0.006543,-0.047289,-0.030994,0.025696,-0.014926,-0.076147
-0.034407,0.001352,0.009311,-0.006983,0.034512,-0.033048,-0.033659,0.002768,0.003518
-0.035011,0.000166,0.009752,-0.006690,0.036566,-0.031842,-0.033659,0.002768,0.003518
-0.033825,-0.001028,0.009458,-0.006381,0.035360,-0.030560,-0.033659,0.002768,0.003518
-0.032630,-0.002204,0.009150,-0.006082,0.034077,-0.029314,-0.033659,0.002768,0.003518
-0.031455,-0.003360,0.008850,-0.005792,0.032832,-0.028108,-0.033659,0.002768,0.003518
-0.030299,-0.004496,0.008560,-0.005512,0.031626,-0.026941,-0.033659,0.002768,0.003518
-0.029163,-0.005613,0.008280,-0.005241,0.030458,-0.025811,-0.033659,0.002768,0.003518
-0.028046,-0.006711,0.008009,-0.004978,0.029329,-0.024718,-0.033659,0.002768,0.003518
-0.026948,-0.007790,0.007746,-0.004724,0.028235,-0.023660,-0.033659,0.002768,0.003518
-0.025869,-0.008850,0.007493,-0.004479,0.027177,-0.022636,-0.033659,0.002768,0.003518
0.024563,-0.009891,-0.051510,-0.004241,0.076129,-0.021647,0.015713,-0.055989,0.053492
0.025605,-0.009433,-0.051748,-0.006365,0.075139,-0.018688,0.015713,-0.055989,0.053492
0.025146,-0.008956,-0.049623,-0.008497,0.072180,-0.015761,0.015713,-0.055989,0.053492
0.024669,-0.008489,-0.047492,-0.010559,0.069253,-0.012935,0.015713,-0.055989,0.053492
0.024202,-0.008032,-0.045429,-0.012552,0.066427,-0.010209,0.015713,-0.055989,0.053492
0.023745,-0.007585,-0.043437,-0.014477,0.063701,-0.007581,0.015713,-0.055989,0.053492
0.023298,-0.007147,-0.041512,-0.016337,0.061073,-0.005047,0.015713,-0.055989,0.053492
0.022860,-0.006719,-0.039652,-0.018134,0.058539,-0.002604,0.015713,-0.055989,0.053492
0.022432,-0.006299,-0.037855,-0.019870,0.056096,-0.000250,0.015713,-0.055989,0.053492
0.022012,-0.005887,-0.036119,-0.021546,0.053742,0.002019,0.015713,-0.055989,0.053492
0.002577,-0.005484,-0.021623,-0.023165,0.007009,0.004204,-0.003311,-0.043169,0.009028
0.002173,-0.005659,-0.020003,-0.024217,0.004824,0.004528,-0.003311,-0.043169,0.009028
0.002348,-0.005841,-0.018952,-0.025215,0.004500,0.004773,-0.003311,-0.043169,0.009028
0.002531,-0.006019,-0.017953,-0.026179,0.004255,0.005006,-0.003311,-0.043169,0.009028
0.002708,-0.006191,-0.016990,-0.027108,0.004022,0.005228,-0.003311,-0.043169,0.009028
0.002880,-0.006358,-0.016061,-0.028005,0.003800,0.005440,-0.003311,-0.043169,0.009028
0.003047,-0.006520,-0.015164,-0.028870,0.003588,0.005643,-0.003311,-0.043169,0.009028
0.003210,-0.006678,-0.014298,-0.029705,0.003385,0.005837,-0.003311,-0.043169,0.009028
0.003367,-0.006830,-0.013463,-0.030511,0.003191,0.006021,-0.003311,-0.043169,0.009028
0.003519,-0.006978,-0.012658,-0.031288,0.003007,0.006198,-0.003311,-0.043169,0.009028
-0.114358,-0.007121,0.006167,-0.032038,-0.068606,0.006366,-0.121335,-0.025121,-0.062408
-0.114215,-0.010800,0.006916,-0.032042,-0.068774,0.003640,-0.121335,-0.025121,-0.062408
-0.110536,-0.014474,0.006921,-0.032021,-0.066048,0.000905,-0.121335,-0.025121,-0.062408
-0.106861,-0.018078,0.006900,-0.031999,-0.063314,-0.001735,-0.121335,-0.025121,-0.062408
-0.103257,-0.021611,0.006878,-0.031977,-0.060674,-0.004279,-0.121335,-0.025121,-0.062408
-0.099724,-0.025075,0.006856,-0.031955,-0.058129,-0.006732,-0.121335,-0.025121,-0.062408
-0.096260,-0.028470,0.006834,-0.031933,-0.055677,-0.009095,-0.121335,-0.025121,-0.062408
-0.092865,-0.031799,0.006811,-0.031911,-0.053314,-0.011371,-0.121335,-0.025121,-0.062408
-0.089536,-0.035062,0.006789,-0.031889,-0.051037,-0.013565,-0.121335,-0.025121,-0.062408
-0.086273,-0.038260,0.006767,-0.031867,-0.048844,-0.015677,-0.121335,-0.025121,-0.062408
0.010751,-0.041394,0.028013,-0.031845,0.020415,-0.017711,-0.027508,-0.003853,0.004738
0.013886,-0.041652,0.027991,-0.030979,0.022449,-0.016960,-0.027508,-0.003853,0.004738
0.014143,-0.041847,0.027126,-0.030115,0.021698,-0.016135,-0.027508,-0.003853,0.004738
0.014339,-0.042036,0.026261,-0.029277,0.020874,-0.015336,-0.027508,-0.003853,0.004738
0.014527,-0.042218,0.025423,-0.028466,0.020074,-0.014563,-0.027508,-0.003853,0.004738
0.014709,-0.042393,0.024612,-0.027680,0.019302,-0.013817,-0.027508,-0.003853,0.004738
0.014885,-0.042563,0.023826,-0.026919,0.018555,-0.013096,-0.027508,-0.003853,0.004738
0.015054,-0.042725,0.023066,-0.026183,0.017835,-0.012400,-0.027508,-0.003853,0.004738
0.015217,-0.042882,0.022329,-0.025469,0.017139,-0.011728,-0.027508,-0.003853,0.004738
0.015373,-0.043032,0.021616,-0.024779,0.016467,-0.011080,-0.027508,-0.003853,0.004738
0.064765,-0.043176,0.016367,-0.024110,0.028718,-0.010454,0.021733,-0.008411,0.017638
0.064909,-0.041837,0.015699,-0.023646,0.028092,-0.009325,0.021733,-0.008411,0.017638
0.063569,-0.040491,0.015235,-0.023202,0.026963,-0.008217,0.021733,-0.008411,0.017638
0.062224,-0.039166,0.014791,-0.022773,0.025855,-0.007149,0.021733,-0.008411,0.017638
0.060899,-0.037862,0.014361,-0.022356,0.024787,-0.006120,0.021733,-0.008411,0.017638
0.059595,-0.036578,0.013945,-0.021953,0.023758,-0.005128,0.021733,-0.008411,0.017638
0.058311,-0.035315,0.013541,-0.021562,0.022767,-0.004173,0.021733,-0.008411,0.017638
0.057048,-0.034071,0.013150,-0.021183,0.021812,-0.003254,0.021733,-0.008411,0.017638
0.055804,-0.032847,0.012771,-0.020816,0.020892,-0.002368,0.021733,-0.008411,0.017638
0.054580,-0.031642,0.012404,-0.020460,0.020006,-0.001515,0.021733,-0.008411,0.017638
0.073733,-0.030455,0.109721,-0.020115,-0.039144,-0.000695,0.042091,0.089261,-0.040659
0.072546,-0.028677,0.109376,-0.015873,-0.039964,-0.002234,0.042091,0.089261,-0.040659
0.070767,-0.026916,0.105134,-0.011642,-0.038425,-0.003803,0.042091,0.089261,-0.040659
0.069007,-0.025182,0.100903,-0.007548,-0.036856,-0.005320,0.042091,0.089261,-0.040659
0.067273,-0.023474,0.096808,-0.003590,-0.035339,-0.006784,0.042091,0.089261,-0.040659
0.065565,-0.021792,0.092851,0.000235,-0.033875,-0.008197,0.042091,0.089261,-0.040659
0.063883,-0.020136,0.089026,0.003932,-0.032462,-0.009560,0.042091,0.089261,-0.040659
0.062227,-0.018506,0.085329,0.007505,-0.031099,-0.010875,0.042091,0.089261,-0.040659
0.060597,-0.016901,0.081756,0.010958,-0.029784,-0.012144,0.042091,0.089261,-0.040659
0.058992,-0.015321,0.078303,0.014295,-0.028516,-0.013367,0.042091,0.089261,-0.040659
0.013223,-0.013766,-0.049720,0.017519,0.016956,-0.014546,-0.002098,-0.035425,0.003590
0.011668,-0.013562,-0.052944,0.015649,0.018135,-0.013907,-0.002098,-0.035425,0.003590
0.011464,-0.013382,-0.051074,0.013674,0.017497,-0.013226,-0.002098,-0.035425,0.003590
0.011284,-0.013204,-0.049099,0.011759,0.016816,-0.012567,-0.002098,-0.035425,0.003590
0.011106,-0.013028,-0.047184,0.009908,0.016156,-0.011930,-0.002098,-0.035425,0.003590
0.010930,-0.012855,-0.045333,0.008118,0.015520,-0.011316,-0.002098,-0.035425,0.003590
0.010756,-0.012683,-0.043543,0.006388,0.014906,-0.010723,-0.002098,-0.035425,0.003590
0.010585,-0.012513,-0.041813,0.004716,0.014313,-0.010151,-0.002098,-0.035425,0.003590
0.010415,-0.012344,-0.040141,0.003100,0.013741,-0.009600,-0.002098,-0.035425,0.003590
0.010246,-0.012178,-0.038525,0.001538,0.013189,-0.009068,-0.002098,-0.035425,0.003590
0.026654,-0.012013,-0.077222,0.000028,0.007540,-0.008555,0.014477,-0.075684,-0.001527
0.026489,-0.011352,-0.075712,-0.003042,0.007027,-0.008265,0.014477,-0.075684,-0.001527
0.025829,-0.010693,-0.072643,-0.006062,0.006738,-0.007993,0.014477,-0.075684,-0.001527
0.025169,-0.010044,-0.069622,-0.008983,0.006466,-0.007732,0.014477,-0.075684,-0.001527
0.024520,-0.009405,-0.066701,-0.011805,0.006204,-0.007480,0.014477,-0.075684,-0.001527
0.023881,-0.008776,-0.063879,-0.014533,0.005952,-0.007237,0.014477,-0.075684,-0.001527
0.023252,-0.008157,-0.061152,-0.017168,0.005709,-0.007003,0.014477,-0.075684,-0.001527
0.022633,-0.007547,-0.058517,-0.019713,0.005476,-0.006778,0.014477,-0.075684,-0.001527
0.022024,-0.006947,-0.055971,-0.022173,0.005250,-0.006561,0.014477,-0.075684,-0.001527
0.021423,-0.006356,-0.053512,-0.024549,0.005034,-0.006352,0.014477,-0.075684,-0.001527
0.059414,-0.005775,0.061333,-0.026844,-0.012060,-0.006151,0.053058,0.036784,-0.018413
0.058833,-0.004045,0.063628,-0.024562,-0.012261,-0.006627,0.053058,0.036784,-0.018413
0.057103,-0.002325,0.061346,-0.022204,-0.011786,-0.007109,0.053058,0.036784,-0.018413
0.055382,-0.000633,0.058988,-0.019920,-0.011304,-0.007576,0.053058,0.036784,-0.018413
0.053691,0.001029,0.056703,-0.017711,-0.010837,-0.008027,0.053058,0.036784,-0.018413
0.052028,0.002663,0.054494,-0.015575,-0.010386,-0.008462,0.053058,0.036784,-0.018413
0.050395,0.004269,0.052359,-0.013510,-0.009950,-0.008883,0.053058,0.036784,-0.018413
0.048789,0.005846,0.050294,-0.011514,-0.009530,-0.009289,0.053058,0.036784,-0.018413
0.047211,0.007396,0.048298,-0.009584,-0.009123,-0.009682,0.053058,0.036784,-0.018413
0.045661,0.008919,0.046368,-0.007719,-0.008731,-0.010060,0.053058,0.036784,-0.018413
-0.004481,0.010415,-0.055874,-0.005916,0.041137,-0.010426,0.004438,-0.063593,0.031077
-0.005977,0.010425,-0.057677,-0.008187,0.041502,-0.008800,0.004438,-0.063593,0.031077
-0.005987,0.010410,-0.055406,-0.010516,0.039877,-0.007162,0.004438,-0.063593,0.031077
-0.005972,0.010392,-0.053077,-0.012771,0.038239,-0.005580,0.004438,-0.063593,0.031077
-0.005954,0.010373,-0.050822,-0.014950,0.036657,-0.004055,0.004438,-0.063593,0.031077
-0.005935,0.010353,-0.048643,-0.017056,0.035132,-0.002586,0.004438,-0.063593,0.031077
-0.005915,0.010331,-0.046537,-0.019090,0.033662,-0.001169,0.004438,-0.063593,0.031077
-0.005893,0.010309,-0.044503,-0.021055,0.032246,0.000196,0.004438,-0.063593,0.031077
-0.005871,0.010285,-0.042538,-0.022953,0.030881,0.001511,0.004438,-0.063593,0.031077
-0.005847,0.010261,-0.040640,-0.024787,0.029566,0.002777,0.004438,-0.063593,0.031077
0.013801,0.010236,-0.019549,-0.026558,0.006241,0.003997,0.024062,-0.044336,0.009019
0.013826,0.010798,-0.017778,-0.027497,0.005022,0.004292,0.024062,-0.044336,0.009019
0.013263,0.011361,-0.016839,-0.028378,0.004727,0.004543,0.024062,-0.044336,0.009019
0.012701,0.011913,-0.015958,-0.029227,0.004475,0.004783,0.024062,-0.044336,0.009019
0.012149,0.012455,-0.015109,-0.030047,0.004236,0.005012,0.024062,-0.044336,0.009019
0.011606,0.012988,-0.014290,-0.030837,0.004007,0.005231,0.024062,-0.044336,0.009019
0.011074,0.013511,-0.013499,-0.031600,0.003788,0.005440,0.024062,-0.044336,0.009019
0.010551,0.014024,-0.012736,-0.032336,0.003578,0.005640,0.024062,-0.044336,0.009019
0.010038,0.014527,-0.012000,-0.033047,0.003378,0.005832,0.024062,-0.044336,0.009019
0.009534,0.015022,-0.011289,-0.033732,0.003187,0.006014,0.024062,-0.044336,0.009019
-0.034647,0.015507,-0.022038,-0.034392,-0.036759,0.006188,-0.019626,-0.055770,-0.030744
-0.035132,0.014672,-0.021378,-0.035488,-0.036933,0.004755,-0.019626,-0.055770,-0.030744
-0.034298,0.013828,-0.020281,-0.036562,-0.035499,0.003314,-0.019626,-0.055770,-0.030744
-0.033454,0.013001,-0.019208,-0.037598,-0.034058,0.001922,-0.019626,-0.055770,-0.030744
-0.032626,0.012189,-0.018172,-0.038599,-0.032666,0.000579,-0.019626,-0.055770,-0.030744
-0.031815,0.011394,-0.017171,-0.039564,-0.031323,-0.000717,-0.019626,-0.055770,-0.030744
-0.031019,0.010613,-0.016206,-0.040495,-0.030028,-0.001966,-0.019626,-0.055770,-0.030744
-0.030239,0.009848,-0.015275,-0.041393,-0.028779,-0.003170,-0.019626,-0.055770,-0.030744
-0.029474,0.009098,-0.014377,-0.042260,-0.027575,-0.004330,-0.019626,-0.055770,-0.030744
-0.028724,0.008362,-0.013510,-0.043095,-0.026414,-0.005449,-0.019626,-0.055770,-0.030744
-0.001538,0.007640,-0.014654,-0.043901,-0.001638,-0.006527,0.006824,-0.057749,-0.007087
-0.000817,0.007726,-0.013848,-0.044758,-0.000560,-0.006611,0.006824,-0.057749,-0.007087
-0.000902,0.007825,-0.012991,-0.045588,-0.000475,-0.006658,0.006824,-0.057749,-0.007087
-0.001001,0.007922,-0.012162,-0.046387,-0.000429,-0.006701,0.006824,-0.057749,-0.007087
-0.001099,0.008017,-0.011362,-0.047158,-0.000385,-0.006742,0.006824,-0.057749,-0.007087
-0.001194,0.008110,-0.010591,-0.047901,-0.000344,-0.006781,0.006824,-0.057749,-0.007087
-0.001286,0.008201,-0.009848,-0.048618,-0.000305,-0.006818,0.006824,-0.057749,-0.007087
-0.001377,0.008289,-0.009132,-0.049308,-0.000268,-0.006853,0.006824,-0.057749,-0.007087
-0.001466,0.008376,-0.008441,-0.049973,-0.000233,-0.006887,0.006824,-0.057749,-0.007087
-0.001552,0.008460,-0.007776,-0.050614,-0.000200,-0.006918,0.006824,-0.057749,-0.007087
0.006318,0.008543,0.041920,-0.051231,-0.017303,-0.006948,0.014778,-0.008694,-0.024221
0.006235,0.008861,0.042538,-0.049864,-0.017273,-0.007659,0.014778,-0.008694,-0.024221
0.005917,0.009178,0.041170,-0.048474,-0.016562,-0.008369,0.014778,-0.008694,-0.024221
0.005600,0.009490,0.039780,-0.047127,-0.015852,-0.009053,0.014778,-0.008694,-0.024221
0.005288,0.009796,0.038433,-0.045823,-0.015168,-0.009712,0.014778,-0.008694,-0.024221
0.004982,0.010096,0.037130,-0.044561,-0.014509,-0.010347,0.014778,-0.008694,-0.024221
0.004682,0.010391,0.035868,-0.043340,-0.013874,-0.010958,0.014778,-0.008694,-0.024221
0.004387,0.010680,0.034646,-0.042158,-0.013262,-0.011547,0.014778,-0.008694,-0.024221
0.004098,0.010964,0.033465,-0.041014,-0.012674,-0.012114,0.014778,-0.008694,-0.024221
0.003814,0.011242,0.032321,-0.039907,-0.012107,-0.012659,0.014778,-0.008694,-0.024221
0.027728,0.011515,0.040336,-0.038836,0.019150,-0.013183,0.038970,0.000429,0.006492
0.027455,0.012508,0.039265,-0.037435,0.019675,-0.012455,0.038970,0.000429,0.006492
0.026461,0.013496,0.037864,-0.036068,0.018946,-0.011707,0.038970,0.000429,0.006492
0.025474,0.014464,0.036497,-0.034745,0.018198,-0.010983,0.038970,0.000429,0.006492
0.024505,0.015413,0.035174,-0.033465,0.017475,-0.010286,0.038970,0.000429,0.006492
0.023557,0.016343,0.033894,-0.032227,0.016777,-0.009613,0.038970,0.000429,0.006492
0.022627,0.017253,0.032656,-0.031029,0.016104,-0.008964,0.038970,0.000429,0.006492
0.021716,0.018145,0.031458,-0.029871,0.015455,-0.008338,0.038970,0.000429,0.006492
0.020824,0.019019,0.030300,-0.028750,0.014829,-0.007734,0.038970,0.000429,0.006492
0.019950,0.019875,0.029179,-0.027667,0.014226,-0.007153,0.038970,0.000429,0.006492
0.001019,0.020714,0.034618,-0.026619,0.036164,-0.006592,0.020895,0.006952,0.029011
0.000181,0.020993,0.033570,-0.025344,0.035603,-0.005153,0.020895,0.006952,0.029011
-0.000098,0.021255,0.032296,-0.024103,0.034164,-0.003734,0.020895,0.006952,0.029011
-0.000360,0.021509,0.031054,-0.022902,0.032745,-0.002365,0.020895,0.006952,0.029011
-0.000614,0.021756,0.029854,-0.021741,0.031376,-0.001045,0.020895,0.006952,0.029011
-0.000861,0.021995,0.028693,-0.020619,0.030057,0.000226,0.020895,0.006952,0.029011
-0.001100,0.022227,0.027571,-0.019534,0.028785,0.001450,0.020895,0.006952,0.029011
-0.001332,0.022452,0.026486,-0.018485,0.027561,0.002630,0.020895,0.006952,0.029011
-0.001557,0.022670,0.025437,-0.017471,0.026382,0.003765,0.020895,0.006952,0.029011
-0.001775,0.022882,0.024423,-0.016491,0.025246,0.004859,0.020895,0.006952,0.029011
0.024616,0.023087,0.033740,-0.015543,-0.001019,0.005911,0.047498,0.017249,0.003840
0.024411,0.024085,0.032792,-0.014214,-0.002071,0.005918,0.047498,0.017249,0.003840
0.023413,0.025076,0.031463,-0.012915,-0.002078,0.005886,0.047498,0.017249,0.003840
0.022422,0.026048,0.030164,-0.011659,-0.002046,0.005852,0.047498,0.017249,0.003840
0.021450,0.027001,0.028909,-0.010446,-0.002012,0.005817,0.047498,0.017249,0.003840
0.020497,0.027936,0.027695,-0.009273,-0.001977,0.005781,0.047498,0.017249,0.003840
0.019562,0.028852,0.026523,-0.008140,-0.001942,0.005745,0.047498,0.017249,0.003840
0.018646,0.029750,0.025389,-0.007045,-0.001905,0.005708,0.047498,0.017249,0.003840
0.017748,0.030629,0.024294,-0.005987,-0.001868,0.005670,0.047498,0.017249,0.003840
0.016868,0.031492,0.023236,-0.004965,-0.001831,0.005632,0.047498,0.017249,0.003840
-0.046965,0.032336,0.007614,-0.003977,-0.074942,0.005594,-0.015473,0.002649,-0.069310
-0.047809,0.031274,0.006626,-0.003609,-0.074904,0.002634,-0.015473,0.002649,-0.069310
-0.046748,0.030196,0.006259,-0.003274,-0.071944,-0.000326,-0.015473,0.002649,-0.069310
-0.045669,0.029137,0.005923,-0.002950,-0.068984,-0.003184,-0.015473,0.002649,-0.069310
-0.044610,0.028098,0.005600,-0.002638,-0.066126,-0.005939,-0.015473,0.002649,-0.069310
-0.043571,0.027079,0.005288,-0.002337,-0.063371,-0.008594,-0.015473,0.002649,-0.069310
-0.042552,0.026079,0.004986,-0.002047,-0.060716,-0.011154,-0.015473,0.002649,-0.069310
-0.041553,0.025098,0.004696,-0.001766,-0.058156,-0.013619,-0.015473,0.002649,-0.069310
-0.040571,0.024135,0.004416,-0.001496,-0.055691,-0.015995,-0.015473,0.002649,-0.069310
-0.039608,0.023190,0.004145,-0.001235,-0.053315,-0.018283,-0.015473,0.002649,-0.069310
0.017860,0.022262,-0.030312,-0.000984,-0.040728,-0.020487,0.041050,-0.031547,-0.059011
0.018788,0.023046,-0.030564,-0.002113,-0.038524,-0.022201,0.041050,-0.031547,-0.059011
0.018004,0.023847,-0.029434,-0.003253,-0.036810,-0.023837,0.041050,-0.031547,-0.059011
0.017203,0.024633,-0.028295,-0.004355,-0.035174,-0.025410,0.041050,-0.031547,-0.059011
0.016417,0.025404,-0.027192,-0.005420,-0.033601,-0.026924,0.041050,-0.031547,-0.059011
0.015646,0.026160,-0.026127,-0.006450,-0.032087,-0.028380,0.041050,-0.031547,-0.059011
0.014890,0.026901,-0.025097,-0.007445,-0.030631,-0.029781,0.041050,-0.031547,-0.059011
0.014149,0.027627,-0.024102,-0.008406,-0.029230,-0.031128,0.041050,-0.031547,-0.059011
0.013423,0.028338,-0.023141,-0.009335,-0.027883,-0.032423,0.041050,-0.031547,-0.059011
0.012712,0.029035,-0.022212,-0.010232,-0.026588,-0.033667,0.041050,-0.031547,-0.059011
-0.136019,0.029718,-0.015913,-0.011099,0.023576,-0.034863,-0.106984,-0.026145,-0.010091
-0.136702,0.025945,-0.015046,-0.011701,0.024772,-0.034052,-0.106984,-0.026145,-0.010091
-0.132929,0.022158,-0.014444,-0.012274,0.023961,-0.033196,-0.106984,-0.026145,-0.010091
-0.129142,0.018435,-0.013871,-0.012827,0.023105,-0.032365,-0.106984,-0.026145,-0.010091
-0.125418,0.014774,-0.013318,-0.013362,0.022274,-0.031558,-0.106984,-0.026145,-0.010091
-0.121758,0.011177,-0.012783,-0.013880,0.021467,-0.030776,-0.106984,-0.026145,-0.010091
-0.118160,0.007641,-0.012265,-0.014380,0.020685,-0.030019,-0.106984,-0.026145,-0.010091
-0.114624,0.004166,-0.011765,-0.014864,0.019927,-0.029284,-0.106984,-0.026145,-0.010091
-0.111150,0.000752,-0.011281,-0.015331,0.019193,-0.028573,-0.106984,-0.026145,-0.010091
