PosXRight,PosYRight,Absolute Time
1.000000,-0.670125,3568988198.347573
1.000000,-0.649525,3568988198.357572
1.000000,-0.618580,3568988198.367572
1.000000,-0.567034,3568988198.377573
1.000000,-0.567034,3568988198.387573
1.000000,-0.546434,3568988198.397574
1.000000,-0.536119,3568988198.407576
1.000000,-0.505173,3568988198.417575
1.000000,-0.474258,3568988198.427575
1.000000,-0.433027,3568988198.437574
1.000000,-0.412397,3568988198.447575
1.000000,-0.381481,3568988198.457575
1.000000,-0.350536,3568988198.467577
1.000000,-0.350536,3568988198.477576
1.000000,-0.309305,3568988198.487576
1.000000,-0.268075,3568988198.497576
1.000000,-0.226814,3568988198.507576
1.000000,-0.185583,3568988198.517577
1.000000,-0.134037,3568988198.527580
1.000000,-0.113407,3568988198.537578
1.000000,-0.072176,3568988198.547579
1.000000,-0.041261,3568988198.557578
1.000000,-0.041261,3568988198.567579
1.000000,-0.010315,3568988198.577579
1.000000,0.000000,3568988198.587580
1.000000,0.000000,3568988198.597579
1.000000,0.000000,3568988198.607580
1.000000,0.000000,3568988198.617580
1.000000,0.000000,3568988198.627581
1.000000,0.000000,3568988198.637584
1.000000,0.000000,3568988198.647583
1.000000,0.000000,3568988198.657582
1.000000,0.000000,3568988198.667582
1.000000,0.000000,3568988198.677582
1.000000,0.000000,3568988198.687583
1.000000,0.000000,3568988198.697585
1.000000,0.000000,3568988198.707586
1.000000,0.000000,3568988198.717584
1.000000,0.000000,3568988198.727585
1.000000,0.000000,3568988198.737585
1.000000,0.000000,3568988198.747585
1.000000,0.000000,3568988198.757586
1.000000,0.000000,3568988198.767587
1.000000,0.000000,3568988198.777585
1.000000,0.000000,3568988198.787586
1.000000,0.000000,3568988198.797585
1.000000,0.000000,3568988198.807586
1.000000,0.000000,3568988198.817588
1.000000,0.000000,3568988198.827589
1.000000,0.000000,3568988198.837587
1.000000,0.000000,3568988198.847589
1.000000,0.000000,3568988198.857588
1.000000,0.000000,3568988198.867589
1.000000,0.000000,3568988198.877589
1.000000,0.000000,3568988198.887590
1.000000,0.000000,3568988198.897589
1.000000,0.000000,3568988198.907589
1.000000,0.000000,3568988198.917589
1.000000,0.000000,3568988198.927591
1.000000,0.000000,3568988198.937591
1.000000,0.000000,3568988198.947593
1.000000,0.000000,3568988198.957592
1.000000,0.000000,3568988198.967592
1.000000,0.000000,3568988198.977595
1.000000,0.000000,3568988198.987593
1.000000,0.000000,3568988198.997591
1.000000,0.000000,3568988199.007595
1.000000,0.000000,3568988199.017594
1.000000,0.000000,3568988199.027595
1.000000,0.000000,3568988199.037593
1.000000,0.000000,3568988199.047594
1.000000,0.000000,3568988199.057596
1.000000,0.000000,3568988199.067597
1.000000,0.000000,3568988199.077596
1.000000,0.000000,3568988199.087595
1.000000,0.000000,3568988199.097596
1.000000,0.000000,3568988199.107597
1.000000,0.000000,3568988199.117596
1.000000,0.000000,3568988199.127600
1.000000,0.000000,3568988199.137598
1.000000,0.000000,3568988199.147599
1.000000,0.000000,3568988199.157599
1.000000,0.000000,3568988199.167598
1.000000,0.000000,3568988199.177599
1.000000,0.000000,3568988199.187600
1.000000,0.000000,3568988199.197599
1.000000,0.000000,3568988199.207600
1.000000,0.000000,3568988199.217601
1.000000,0.000000,3568988199.227601
1.000000,0.000000,3568988199.237601
1.000000,0.000000,3568988199.247603
1.000000,0.000000,3568988199.257601
1.000000,0.000000,3568988199.267602
1.000000,0.000000,3568988199.277602
1.000000,0.000000,3568988199.287601
1.000000,0.000000,3568988199.297603
1.000000,0.000000,3568988199.307604
1.000000,0.000000,3568988199.317605
1.000000,0.000000,3568988199.327604
1.000000,0.000000,3568988199.337604
1.000000,0.000000,3568988199.347604
1.000000,0.000000,3568988199.357606
1.000000,0.020600,3568988199.367606
1.000000,0.041231,3568988199.377605
1.000000,0.051546,3568988199.387606
1.000000,0.051546,3568988199.397606
1.000000,0.061831,3568988199.407607
1.000000,0.061831,3568988199.417608
1.000000,0.061831,3568988199.427609
1.000000,0.072146,3568988199.437608
1.000000,0.103092,3568988199.447608
1.000000,0.103092,3568988199.457607
1.000000,0.113376,3568988199.467609
1.000000,0.134007,3568988199.477611
1.000000,0.144322,3568988199.487610
1.000000,0.144322,3568988199.497609
1.000000,0.154637,3568988199.507610
1.000000,0.154637,3568988199.517610
1.000000,0.195868,3568988199.527611
1.000000,0.195868,3568988199.537611
1.000000,0.237098,3568988199.547612
1.000000,0.288644,3568988199.557610
1.000000,0.371136,3568988199.567612
1.000000,0.402051,3568988199.577612
1.000000,0.422681,3568988199.587611
1.000000,0.453597,3568988199.597613
1.000000,0.474227,3568988199.607615
1.000000,0.494858,3568988199.617612
1.000000,0.525773,3568988199.627614
1.000000,0.556688,3568988199.637613
1.000000,0.556688,3568988199.647614
1.000000,0.556688,3568988199.657616
1.000000,0.556688,3568988199.667617
1.000000,0.556688,3568988199.677616
1.000000,0.556688,3568988199.687616
1.000000,0.556688,3568988199.697616
1.000000,0.567003,3568988199.707615
1.000000,0.567003,3568988199.717617
1.000000,0.628864,3568988199.727618
1.000000,0.701041,3568988199.737617
1.000000,0.752586,3568988199.747619
1.000000,0.804132,3568988199.757616
1.000000,0.804132,3568988199.767619
1.000000,0.835047,3568988199.777618
1.000000,0.845363,3568988199.787621
1.000000,0.876308,3568988199.797618
1.000000,0.896908,3568988199.807619
1.000000,0.927854,3568988199.817619
1.000000,0.948454,3568988199.827620
1.000000,0.958769,3568988199.837622
1.000000,0.958769,3568988199.847622
1.000000,0.969085,3568988199.857621
1.000000,0.969085,3568988199.867622
1.000000,0.979400,3568988199.877621
1.000000,0.989715,3568988199.887621
1.000000,1.000000,3568988199.897624
1.000000,1.000000,3568988199.907623
1.000000,1.000000,3568988199.917623
1.000000,1.000000,3568988199.927625
1.000000,1.000000,3568988199.937624
1.000000,1.000000,3568988199.947624
1.000000,1.000000,3568988199.957626
1.000000,1.000000,3568988199.967626
1.000000,1.000000,3568988199.977628
1.000000,1.000000,3568988199.987626
1.000000,1.000000,3568988199.997626
1.000000,1.000000,3568988200.007626
1.000000,1.000000,3568988200.017628
1.000000,1.000000,3568988200.027628
0.979400,1.000000,3568988200.037626
0.948454,1.000000,3568988200.047628
0.907224,1.000000,3568988200.057627
0.876308,1.000000,3568988200.067627
0.865993,1.000000,3568988200.077628
0.845363,1.000000,3568988200.087630
0.845363,1.000000,3568988200.097629
0.824763,1.000000,3568988200.107630
0.824763,1.000000,3568988200.117629
0.783502,1.000000,3568988200.127630
0.752586,1.000000,3568988200.137631
0.752586,1.000000,3568988200.147633
0.721671,1.000000,3568988200.157632
0.690725,1.000000,3568988200.167630
0.670095,1.000000,3568988200.177632
0.670095,1.000000,3568988200.187631
0.639180,1.000000,3568988200.197632
0.567003,1.000000,3568988200.207633
0.536088,1.000000,3568988200.217633
0.525773,1.000000,3568988200.227635
