psi_m,x_m,y_m,x_d,psi_d,y_d
22.231035,6.035070,3.208673,5.448152,-3.075062,2.981672
22.233375,6.031646,3.208436,5.445658,-3.074759,2.981505
22.235711,6.028218,3.208201,5.443164,-3.074455,2.981338
22.238043,6.024789,3.207967,5.440669,-3.074151,2.981170
22.240371,6.021356,3.207734,5.438175,-3.073848,2.981001
22.242696,6.017921,3.207503,5.435681,-3.073544,2.980831
22.245017,6.014483,3.207273,5.433186,-3.073240,2.980661
22.247334,6.011042,3.207044,5.430692,-3.072937,2.980490
22.249648,6.007599,3.206817,5.428198,-3.072633,2.980318
22.251958,6.004154,3.206591,5.425704,-3.072329,2.980145
22.254265,6.000705,3.206367,5.423210,-3.072025,2.979972
22.256568,5.997254,3.206144,5.420716,-3.071721,2.979798
22.258868,5.993801,3.205922,5.418222,-3.071417,2.979623
22.261164,5.990345,3.205702,5.415729,-3.071113,2.979447
22.263457,5.986887,3.205483,5.413235,-3.070809,2.979271
22.265746,5.983426,3.205265,5.410741,-3.070505,2.979094
22.268032,5.979962,3.205049,5.408247,-3.070201,2.978916
22.270315,5.976497,3.204834,5.405754,-3.069897,2.978737
22.272594,5.973029,3.204621,5.403260,-3.069593,2.978557
22.274871,5.969558,3.204408,5.400767,-3.069289,2.978377
22.277144,5.966085,3.204198,5.398273,-3.068985,2.978196
22.279413,5.962610,3.203988,5.395780,-3.068680,2.978015
22.281680,5.959132,3.203780,5.393287,-3.068376,2.977832
22.283943,5.955652,3.203574,5.390793,-3.068072,2.977649
22.286204,5.952170,3.203368,5.388300,-3.067768,2.977465
22.288461,5.948686,3.203165,5.385807,-3.067463,2.977280
22.290715,5.945199,3.202962,5.383314,-3.067159,2.977094
22.292967,5.941710,3.202761,5.380821,-3.066854,2.976908
22.295215,5.938219,3.202561,5.378328,-3.066550,2.976721
22.297460,5.934725,3.202363,5.375835,-3.066245,2.976533
22.299702,5.931230,3.202166,5.373342,-3.065941,2.976345
22.301942,5.927732,3.201971,5.370849,-3.065636,2.976155
22.304179,5.924232,3.201777,5.368356,-3.065331,2.975965
22.306412,5.920730,3.201584,5.365864,-3.065027,2.975774
22.308643,5.917226,3.201393,5.363371,-3.064722,2.975583
22.310872,5.913720,3.201203,5.360879,-3.064417,2.975390
22.313097,5.910212,3.201015,5.358386,-3.064113,2.975197
22.315320,5.906702,3.200828,5.355894,-3.063808,2.975003
22.317540,5.903190,3.200642,5.353401,-3.063503,2.974809
22.319757,5.899676,3.200458,5.350909,-3.063198,2.974613
22.321972,5.896159,3.200275,5.348416,-3.062893,2.974417
22.324184,5.892641,3.200094,5.345924,-3.062588,2.974220
22.326394,5.889121,3.199915,5.343432,-3.062283,2.974023
22.328601,5.885599,3.199736,5.340940,-3.061978,2.973824
22.330805,5.882075,3.199560,5.338448,-3.061673,2.973625
22.333007,5.878550,3.199384,5.335956,-3.061368,2.973425
22.335207,5.875022,3.199210,5.333464,-3.061063,2.973224
22.337404,5.871493,3.199038,5.330972,-3.060757,2.973023
22.339598,5.867961,3.198867,5.328480,-3.060452,2.972821
22.341790,5.864428,3.198698,5.325989,-3.060147,2.972618
22.343980,5.860893,3.198530,5.323497,-3.059841,2.972414
22.346168,5.857357,3.198364,5.321005,-3.059536,2.972209
22.348353,5.853818,3.198199,5.318514,-3.059231,2.972004
22.350536,5.850278,3.198036,5.316022,-3.058925,2.971798
22.352716,5.846736,3.197874,5.313531,-3.058620,2.971591
22.354895,5.843193,3.197714,5.311039,-3.058314,2.971384
22.357071,5.839647,3.197555,5.308548,-3.058009,2.971175
22.359244,5.836101,3.197398,5.306057,-3.057703,2.970966
22.361416,5.832552,3.197242,5.303566,-3.057397,2.970756
22.363586,5.829002,3.197089,5.301075,-3.057092,2.970546
22.365753,5.825450,3.196936,5.298584,-3.056786,2.970334
22.367918,5.821897,3.196785,5.296093,-3.056480,2.970122
22.370081,5.818342,3.196636,5.293602,-3.056174,2.969909
22.372242,5.814785,3.196489,5.291111,-3.055868,2.969696
22.374401,5.811227,3.196343,5.288620,-3.055563,2.969481
22.376558,5.807668,3.196198,5.286129,-3.055257,2.969266
22.378713,5.804107,3.196055,5.283639,-3.054951,2.969050
22.380866,5.800544,3.195914,5.281148,-3.054645,2.968833
22.383017,5.796980,3.195775,5.278658,-3.054339,2.968616
22.385166,5.793415,3.195637,5.276167,-3.054032,2.968397
22.387313,5.789848,3.195501,5.273677,-3.053726,2.968178
22.389458,5.786280,3.195366,5.271186,-3.053420,2.967959
22.391601,5.782710,3.195234,5.268696,-3.053114,2.967738
22.393742,5.779139,3.195103,5.266206,-3.052808,2.967517
22.395882,5.775567,3.194973,5.263716,-3.052501,2.967295
22.398019,5.771993,3.194845,5.261226,-3.052195,2.967072
22.400155,5.768418,3.194719,5.258736,-3.051888,2.966848
22.402289,5.764842,3.194595,5.256246,-3.051582,2.966624
22.404421,5.761264,3.194473,5.253756,-3.051275,2.966399
22.406551,5.757685,3.194352,5.251266,-3.050969,2.966173
22.408680,5.754105,3.194233,5.248776,-3.050662,2.965947
22.410807,5.750524,3.194116,5.246287,-3.050356,2.965719
22.412932,5.746941,3.194000,5.243797,-3.050049,2.965491
22.415055,5.743357,3.193887,5.241308,-3.049742,2.965262
22.417177,5.739772,3.193775,5.238818,-3.049435,2.965032
22.419297,5.736186,3.193665,5.236329,-3.049129,2.964802
22.421415,5.732598,3.193557,5.233840,-3.048822,2.964571
22.423531,5.729010,3.193450,5.231351,-3.048515,2.964339
22.425646,5.725420,3.193346,5.228861,-3.048208,2.964106
22.427759,5.721830,3.193243,5.226372,-3.047901,2.963872
22.429871,5.718238,3.193142,5.223883,-3.047594,2.963638
22.431981,5.714645,3.193043,5.221394,-3.047287,2.963403
22.434089,5.711051,3.192946,5.218906,-3.046980,2.963167
22.436196,5.707456,3.192851,5.216417,-3.046672,2.962931
22.438301,5.703860,3.192758,5.213928,-3.046365,2.962693
22.440405,5.700263,3.192666,5.211439,-3.046058,2.962455
22.442507,5.696665,3.192577,5.208951,-3.045751,2.962217
22.444607,5.693066,3.192490,5.206462,-3.045443,2.961977
22.446706,5.689466,3.192404,5.203974,-3.045136,2.961737
22.448804,5.685865,3.192321,5.201486,-3.044828,2.961495
22.450899,5.682263,3.192239,5.198997,-3.044521,2.961253
22.452994,5.678660,3.192160,5.196509,-3.044213,2.961011
22.455086,5.675056,3.192082,5.194021,-3.043906,2.960767
22.457178,5.671452,3.192007,5.191533,-3.043598,2.960523
22.459267,5.667846,3.191933,5.189045,-3.043290,2.960278
22.461356,5.664240,3.191862,5.186557,-3.042982,2.960032
22.463442,5.660633,3.191792,5.184069,-3.042675,2.959786
22.465528,5.657025,3.191725,5.181582,-3.042367,2.959539
22.467611,5.653416,3.191660,5.179094,-3.042059,2.959291
22.469694,5.649806,3.191597,5.176606,-3.041751,2.959042
22.471774,5.646196,3.191536,5.174119,-3.041443,2.958792
22.473854,5.642585,3.191477,5.171631,-3.041135,2.958542
22.475932,5.638973,3.191420,5.169144,-3.040827,2.958291
22.478008,5.635360,3.191366,5.166657,-3.040518,2.958039
22.480083,5.631747,3.191313,5.164170,-3.040210,2.957786
22.482156,5.628132,3.191263,5.161682,-3.039902,2.957533
22.484228,5.624518,3.191215,5.159195,-3.039594,2.957279
22.486299,5.620902,3.191169,5.156708,-3.039285,2.957024
22.488368,5.617286,3.191125,5.154221,-3.038977,2.956768
22.490436,5.613669,3.191084,5.151735,-3.038669,2.956512
22.492502,5.610052,3.191045,5.149248,-3.038360,2.956254
22.494567,5.606434,3.191008,5.146761,-3.038051,2.955996
22.496630,5.602815,3.190973,5.144275,-3.037743,2.955738
22.498692,5.599195,3.190941,5.141788,-3.037434,2.955478
22.500752,5.595576,3.190910,5.139302,-3.037125,2.955218
22.502811,5.591955,3.190883,5.136815,-3.036817,2.954957
22.504868,5.588334,3.190857,5.134329,-3.036508,2.954695
22.506924,5.584712,3.190834,5.131843,-3.036199,2.954432
22.508978,5.581090,3.190813,5.129357,-3.035890,2.954169
22.511031,5.577468,3.190795,5.126871,-3.035581,2.953905
22.513083,5.573845,3.190779,5.124385,-3.035272,2.953640
22.515133,5.570221,3.190765,5.121899,-3.034963,2.953374
22.517181,5.566597,3.190754,5.119413,-3.034654,2.953108
22.519228,5.562972,3.190745,5.116928,-3.034345,2.952840
22.521274,5.559347,3.190739,5.114442,-3.034035,2.952572
22.523317,5.555722,3.190735,5.111957,-3.033726,2.952304
22.525360,5.552096,3.190733,5.109471,-3.033417,2.952034
22.527401,5.548469,3.190734,5.106986,-3.033107,2.951764
22.529440,5.544843,3.190738,5.104501,-3.032798,2.951493
22.531478,5.541215,3.190744,5.102015,-3.032488,2.951221
22.533514,5.537588,3.190752,5.099530,-3.032179,2.950948
22.535549,5.533960,3.190764,5.097045,-3.031869,2.950675
22.537582,5.530332,3.190777,5.094560,-3.031560,2.950401
22.539613,5.526703,3.190793,5.092076,-3.031250,2.950126
22.541643,5.523074,3.190812,5.089591,-3.030940,2.949850
22.543672,5.519445,3.190833,5.087106,-3.030630,2.949574
22.545698,5.515815,3.190857,5.084622,-3.030320,2.949296
22.547723,5.512185,3.190884,5.082137,-3.030010,2.949018
22.549747,5.508555,3.190913,5.079653,-3.029700,2.948740
22.551768,5.504925,3.190945,5.077168,-3.029390,2.948460
22.553789,5.501294,3.190979,5.074684,-3.029080,2.948180
22.555807,5.497663,3.191017,5.072200,-3.028770,2.947899
22.557824,5.494032,3.191057,5.069716,-3.028460,2.947617
22.559839,5.490400,3.191099,5.067232,-3.028150,2.947334
22.561852,5.486768,3.191144,5.064748,-3.027839,2.947051
22.563863,5.483136,3.191193,5.062264,-3.027529,2.946767
22.565873,5.479504,3.191243,5.059781,-3.027218,2.946482
22.567881,5.475872,3.191297,5.057297,-3.026908,2.946196
22.569887,5.472239,3.191353,5.054813,-3.026597,2.945910
22.571891,5.468607,3.191412,5.052330,-3.026287,2.945622
22.573894,5.464974,3.191474,5.049847,-3.025976,2.945334
22.575894,5.461341,3.191539,5.047363,-3.025665,2.945046
22.577893,5.457707,3.191607,5.044880,-3.025354,2.944756
22.579890,5.454074,3.191677,5.042397,-3.025044,2.944466
22.581885,5.450441,3.191750,5.039914,-3.024733,2.944175
22.583878,5.446807,3.191827,5.037431,-3.024422,2.943883
22.585869,5.443173,3.191906,5.034948,-3.024111,2.943590
22.587858,5.439540,3.191988,5.032466,-3.023800,2.943297
22.589845,5.435906,3.192073,5.029983,-3.023488,2.943003
22.591830,5.432272,3.192161,5.027500,-3.023177,2.942708
22.593812,5.428638,3.192251,5.025018,-3.022866,2.942412
22.595793,5.425003,3.192345,5.022536,-3.022555,2.942115
22.597772,5.421369,3.192442,5.020053,-3.022243,2.941818
22.599749,5.417735,3.192542,5.017571,-3.021932,2.941520
22.601723,5.414101,3.192644,5.015089,-3.021620,2.941221
22.603695,5.410466,3.192750,5.012607,-3.021309,2.940922
22.605666,5.406832,3.192859,5.010125,-3.020997,2.940621
22.607633,5.403198,3.192971,5.007643,-3.020685,2.940320
22.609599,5.399563,3.193086,5.005162,-3.020374,2.940018
22.611562,5.395929,3.193204,5.002680,-3.020062,2.939715
22.613523,5.392295,3.193325,5.000199,-3.019750,2.939412
22.615482,5.388660,3.193449,4.997717,-3.019438,2.939108
22.617438,5.385026,3.193576,4.995236,-3.019126,2.938803
22.619392,5.381392,3.193707,4.992755,-3.018814,2.938497
22.621344,5.377757,3.193840,4.990274,-3.018502,2.938190
22.623293,5.374123,3.193977,4.987793,-3.018190,2.937883
22.625239,5.370489,3.194117,4.985312,-3.017878,2.937575
22.627183,5.366854,3.194260,4.982831,-3.017565,2.937266
22.629125,5.363220,3.194406,4.980350,-3.017253,2.936956
22.631063,5.359586,3.194556,4.977869,-3.016941,2.936646
22.633000,5.355952,3.194708,4.975389,-3.016628,2.936335
22.634933,5.352318,3.194864,4.972908,-3.016315,2.936023
22.636864,5.348684,3.195023,4.970428,-3.016003,2.935710
22.638792,5.345051,3.195186,4.967948,-3.015690,2.935396
22.640718,5.341417,3.195351,4.965468,-3.015377,2.935082
22.642640,5.337783,3.195520,4.962987,-3.015065,2.934767
22.644560,5.334150,3.195693,4.960508,-3.014752,2.934451
22.646477,5.330517,3.195868,4.958028,-3.014439,2.934135
22.648391,5.326883,3.196047,4.955548,-3.014126,2.933817
22.650302,5.323250,3.196229,4.953068,-3.013813,2.933499
22.652210,5.319617,3.196415,4.950589,-3.013500,2.933180
22.654116,5.315984,3.196604,4.948109,-3.013187,2.932860
22.656018,5.312351,3.196796,4.945630,-3.012873,2.932540
22.657917,5.308719,3.196991,4.943151,-3.012560,2.932218
22.659812,5.305086,3.197190,4.940671,-3.012247,2.931896
22.661705,5.301454,3.197393,4.938192,-3.011933,2.931574
22.663595,5.297821,3.197599,4.935713,-3.011620,2.931250
22.665481,5.294189,3.197808,4.933234,-3.011306,2.930925
22.667364,5.290557,3.198020,4.930756,-3.010992,2.930600
22.669243,5.286925,3.198236,4.928277,-3.010679,2.930274
22.671120,5.283294,3.198456,4.925799,-3.010365,2.929948
22.672993,5.279662,3.198679,4.923320,-3.010051,2.929620
22.674862,5.276031,3.198905,4.920842,-3.009737,2.929292
22.676728,5.272400,3.199135,4.918363,-3.009423,2.928963
22.678590,5.268769,3.199369,4.915885,-3.009109,2.928633
22.680449,5.265138,3.199606,4.913407,-3.008795,2.928302
22.682304,5.261507,3.199846,4.910929,-3.008481,2.927971
22.684156,5.257876,3.200090,4.908451,-3.008167,2.927639
22.686004,5.254246,3.200337,4.905974,-3.007852,2.927306
22.687848,5.250616,3.200588,4.903496,-3.007538,2.926972
22.689688,5.246986,3.200843,4.901019,-3.007224,2.926637
22.691524,5.243356,3.201101,4.898541,-3.006909,2.926302
22.693357,5.239726,3.201363,4.896064,-3.006595,2.925966
22.695185,5.236097,3.201628,4.893587,-3.006280,2.925629
22.697010,5.232467,3.201896,4.891110,-3.005965,2.925291
22.698830,5.228838,3.202169,4.888633,-3.005650,2.924953
22.700647,5.225209,3.202445,4.886156,-3.005336,2.924614
22.702459,5.221581,3.202724,4.883679,-3.005021,2.924274
22.704267,5.217952,3.203007,4.881202,-3.004706,2.923933
22.706071,5.214324,3.203294,4.878726,-3.004391,2.923592
22.707871,5.210695,3.203584,4.876249,-3.004076,2.923249
22.709666,5.207067,3.203878,4.873773,-3.003760,2.922906
22.711457,5.203439,3.204176,4.871297,-3.003445,2.922562
22.713244,5.199812,3.204477,4.868821,-3.003130,2.922218
22.715026,5.196184,3.204782,4.866345,-3.002814,2.921872
22.716803,5.192557,3.205091,4.863869,-3.002499,2.921526
22.718576,5.188930,3.205403,4.861393,-3.002183,2.921179
22.720345,5.185303,3.205719,4.858917,-3.001868,2.920831
22.722108,5.181676,3.206038,4.856442,-3.001552,2.920483
22.723867,5.178049,3.206361,4.853966,-3.001236,2.920133
22.725621,5.174423,3.206688,4.851491,-3.000920,2.919783
22.727371,5.170797,3.207019,4.849015,-3.000605,2.919432
22.729115,5.167170,3.207353,4.846540,-3.000289,2.919081
22.730855,5.163545,3.207691,4.844065,-2.999973,2.918728
22.732589,5.159919,3.208032,4.841590,-2.999656,2.918375
22.734319,5.156293,3.208377,4.839116,-2.999340,2.918021
22.736043,5.152668,3.208726,4.836641,-2.999024,2.917666
22.737762,5.149042,3.209079,4.834166,-2.998708,2.917310
22.739476,5.145417,3.209435,4.831692,-2.998391,2.916954
22.741185,5.141792,3.209795,4.829218,-2.998075,2.916597
22.742889,5.138167,3.210159,4.826743,-2.997758,2.916239
22.744587,5.134543,3.210526,4.824269,-2.997442,2.915880
22.746280,5.130918,3.210897,4.821795,-2.997125,2.915521
22.747967,5.127294,3.211272,4.819321,-2.996808,2.915160
22.749649,5.123669,3.211651,4.816847,-2.996491,2.914799
22.751325,5.120045,3.212033,4.814374,-2.996174,2.914437
22.752995,5.116421,3.212419,4.811900,-2.995857,2.914075
22.754660,5.112797,3.212809,4.809427,-2.995540,2.913711
22.756319,5.109174,3.213202,4.806953,-2.995223,2.913347
22.757973,5.105550,3.213599,4.804480,-2.994906,2.912982
22.759620,5.101926,3.214000,4.802007,-2.994589,2.912616
22.761261,5.098303,3.214404,4.799534,-2.994271,2.912250
22.762897,5.094680,3.214812,4.797061,-2.993954,2.911882
22.764527,5.091056,3.215224,4.794589,-2.993636,2.911514
22.766150,5.087433,3.215640,4.792116,-2.993319,2.911145
22.767767,5.083810,3.216059,4.789643,-2.993001,2.910775
22.769379,5.080187,3.216482,4.787171,-2.992683,2.910405
22.770983,5.076564,3.216909,4.784699,-2.992366,2.910034
22.772582,5.072942,3.217339,4.782227,-2.992048,2.909662
22.774174,5.069319,3.217773,4.779755,-2.991730,2.909289
22.775760,5.065696,3.218211,4.777283,-2.991412,2.908915
22.777339,5.062074,3.218652,4.774811,-2.991093,2.908541
22.778912,5.058451,3.219097,4.772339,-2.990775,2.908165
22.780478,5.054829,3.219546,4.769868,-2.990457,2.907789
22.782038,5.051206,3.219998,4.767396,-2.990139,2.907413
22.783591,5.047584,3.220454,4.764925,-2.989820,2.907035
22.785137,5.043961,3.220914,4.762454,-2.989502,2.906657
22.786676,5.040339,3.221377,4.759983,-2.989183,2.906277
22.788209,5.036716,3.221844,4.757512,-2.988864,2.905897
22.789734,5.033094,3.222315,4.755041,-2.988546,2.905517
22.791253,5.029472,3.222789,4.752570,-2.988227,2.905135
22.792764,5.025849,3.223267,4.750099,-2.987908,2.904753
22.794269,5.022227,3.223748,4.747629,-2.987589,2.904370
22.795766,5.018605,3.224233,4.745159,-2.987270,2.903986
22.797256,5.014982,3.224722,4.742688,-2.986951,2.903601
22.798739,5.011360,3.225214,4.740218,-2.986632,2.903216
22.800214,5.007737,3.225710,4.737748,-2.986312,2.902830
22.801682,5.004115,3.226209,4.735278,-2.985993,2.902443
22.803143,5.000492,3.226712,4.732809,-2.985673,2.902055
22.804596,4.996869,3.227219,4.730339,-2.985354,2.901666
22.806041,4.993247,3.227729,4.727870,-2.985034,2.901277
22.807479,4.989624,3.228242,4.725400,-2.984715,2.900886
22.808909,4.986001,3.228759,4.722931,-2.984395,2.900495
22.810332,4.982378,3.229280,4.720462,-2.984075,2.900104
22.811747,4.978755,3.229804,4.717993,-2.983755,2.899711
22.813154,4.975131,3.230332,4.715524,-2.983435,2.899318
22.814553,4.971508,3.230863,4.713055,-2.983115,2.898924
22.815944,4.967885,3.231397,4.710587,-2.982795,2.898529
22.817327,4.964261,3.231935,4.708118,-2.982474,2.898133
22.818702,4.960637,3.232477,4.705650,-2.982154,2.897736
22.820069,4.957013,3.233021,4.703182,-2.981834,2.897339
22.821428,4.953389,3.233570,4.700714,-2.981513,2.896941
22.822779,4.949765,3.234121,4.698246,-2.981193,2.896542
22.824121,4.946141,3.234676,4.695778,-2.980872,2.896143
22.825455,4.942516,3.235235,4.693310,-2.980551,2.895742
22.826781,4.938891,3.235796,4.690842,-2.980230,2.895341
22.828098,4.935266,3.236361,4.688375,-2.979909,2.894939
22.829407,4.931641,3.236930,4.685908,-2.979588,2.894536
22.830707,4.928015,3.237501,4.683440,-2.979267,2.894132
22.831998,4.924390,3.238076,4.680973,-2.978946,2.893728
22.833281,4.920764,3.238655,4.678506,-2.978625,2.893323
22.834556,4.917137,3.239236,4.676040,-2.978303,2.892917
22.835821,4.913511,3.239821,4.673573,-2.977982,2.892510
22.837078,4.909884,3.240409,4.671106,-2.977661,2.892102
22.838326,4.906257,3.241000,4.668640,-2.977339,2.891694
22.839565,4.902630,3.241594,4.666174,-2.977017,2.891285
22.840795,4.899002,3.242192,4.663708,-2.976695,2.890875
22.842016,4.895374,3.242792,4.661242,-2.976374,2.890464
22.843228,4.891746,3.243396,4.658776,-2.976052,2.890052
22.844431,4.888117,3.244003,4.656310,-2.975730,2.889640
22.845624,4.884488,3.244613,4.653844,-2.975408,2.889227
22.846809,4.880859,3.245226,4.651379,-2.975085,2.888813
22.847984,4.877229,3.245842,4.648913,-2.974763,2.888398
22.849150,4.873599,3.246461,4.646448,-2.974441,2.887983
22.850307,4.869969,3.247083,4.643983,-2.974118,2.887566
22.851454,4.866338,3.247708,4.641518,-2.973796,2.887149
22.852592,4.862707,3.248336,4.639053,-2.973473,2.886731
22.853720,4.859075,3.248967,4.636589,-2.973150,2.886312
22.854839,4.855443,3.249601,4.634124,-2.972828,2.885893
22.855948,4.851811,3.250238,4.631660,-2.972505,2.885473
22.857048,4.848178,3.250877,4.629195,-2.972182,2.885051
22.858138,4.844544,3.251520,4.626731,-2.971859,2.884630
22.859218,4.840910,3.252165,4.624267,-2.971535,2.884207
22.860288,4.837276,3.252813,4.621803,-2.971212,2.883783
22.861349,4.833641,3.253464,4.619340,-2.970889,2.883359
22.862400,4.830006,3.254118,4.616876,-2.970565,2.882934
22.863441,4.826370,3.254774,4.614413,-2.970242,2.882508
22.864472,4.822733,3.255433,4.611949,-2.969918,2.882081
22.865493,4.819096,3.256095,4.609486,-2.969595,2.881654
22.866504,4.815459,3.256759,4.607023,-2.969271,2.881226
22.867505,4.811821,3.257426,4.604560,-2.968947,2.880797
22.868495,4.808182,3.258096,4.602097,-2.968623,2.880367
22.869476,4.804543,3.258768,4.599635,-2.968299,2.879936
22.870447,4.800903,3.259443,4.597172,-2.967975,2.879505
22.871407,4.797263,3.260120,4.594710,-2.967651,2.879072
22.872357,4.793622,3.260799,4.592248,-2.967326,2.878639
22.873297,4.789980,3.261482,4.589786,-2.967002,2.878205
22.874226,4.786338,3.262166,4.587324,-2.966677,2.877771
22.875145,4.782695,3.262853,4.584862,-2.966353,2.877335
22.876054,4.779051,3.263542,4.582400,-2.966028,2.876899
22.876952,4.775407,3.264234,4.579939,-2.965703,2.876462
22.877840,4.771762,3.264928,4.577477,-2.965378,2.876024
22.878717,4.768117,3.265624,4.575016,-2.965053,2.875585
22.879584,4.764470,3.266323,4.572555,-2.964728,2.875146
22.880440,4.760823,3.267024,4.570094,-2.964403,2.874706
22.881286,4.757176,3.267727,4.567633,-2.964078,2.874265
22.882121,4.753527,3.268432,4.565173,-2.963753,2.873823
22.882945,4.749878,3.269139,4.562712,-2.963427,2.873380
22.883759,4.746228,3.269848,4.560252,-2.963102,2.872937
22.884562,4.742577,3.270560,4.557792,-2.962776,2.872492
22.885354,4.738926,3.271273,4.555332,-2.962450,2.872047
22.886135,4.735274,3.271989,4.552872,-2.962125,2.871601
22.886906,4.731621,3.272706,4.550412,-2.961799,2.871155
22.887666,4.727967,3.273425,4.547952,-2.961473,2.870707
22.888414,4.724312,3.274147,4.545493,-2.961147,2.870259
22.889152,4.720657,3.274869,4.543034,-2.960820,2.869810
22.889879,4.717001,3.275594,4.540574,-2.960494,2.869360
22.890595,4.713344,3.276320,4.538115,-2.960168,2.868909
22.891300,4.709687,3.277048,4.535656,-2.959841,2.868458
22.891994,4.706029,3.277778,4.533198,-2.959515,2.868006
22.892677,4.702371,3.278509,4.530739,-2.959188,2.867553
22.893349,4.698712,3.279241,4.528281,-2.958861,2.867099
22.894009,4.695052,3.279975,4.525822,-2.958534,2.866644
22.894659,4.691392,3.280710,4.523364,-2.958208,2.866189
22.895297,4.687731,3.281446,4.520906,-2.957880,2.865732
22.895924,4.684069,3.282184,4.518448,-2.957553,2.865275
22.896539,4.680408,3.282922,4.515991,-2.957226,2.864817
22.897144,4.676745,3.283662,4.513533,-2.956899,2.864359
22.897737,4.673082,3.284403,4.511076,-2.956571,2.863899
22.898319,4.669419,3.285145,4.508618,-2.956244,2.863439
22.898889,4.665755,3.285887,4.506161,-2.955916,2.862978
22.899448,4.662091,3.286631,4.503704,-2.955588,2.862516
22.899996,4.658426,3.287375,4.501247,-2.955261,2.862053
22.900533,4.654761,3.288120,4.498791,-2.954933,2.861589
22.901057,4.651096,3.288866,4.496334,-2.954605,2.861125
22.901571,4.647430,3.289612,4.493878,-2.954277,2.860660
22.902073,4.643764,3.290360,4.491422,-2.953948,2.860194
22.902563,4.640097,3.291107,4.488966,-2.953620,2.859727
22.903042,4.636430,3.291855,4.486510,-2.953292,2.859260
22.903510,4.632763,3.292604,4.484054,-2.952963,2.858791
22.903965,4.629095,3.293352,4.481599,-2.952635,2.858322
22.904410,4.625427,3.294102,4.479143,-2.952306,2.857852
22.904843,4.621759,3.294851,4.476688,-2.951977,2.857381
22.905264,4.618090,3.295601,4.474233,-2.951648,2.856910
22.905673,4.614421,3.296350,4.471778,-2.951319,2.856437
22.906071,4.610751,3.297100,4.469323,-2.950990,2.855964
22.906458,4.607082,3.297850,4.466868,-2.950661,2.855490
22.906833,4.603412,3.298600,4.464414,-2.950331,2.855015
22.907196,4.599742,3.299350,4.461960,-2.950002,2.854539
22.907547,4.596071,3.300100,4.459505,-2.949672,2.854063
22.907887,4.592400,3.300849,4.457051,-2.949343,2.853586
22.908215,4.588729,3.301598,4.454597,-2.949013,2.853108
22.908532,4.585058,3.302348,4.452144,-2.948683,2.852629
22.908837,4.581386,3.303096,4.449690,-2.948353,2.852149
22.909130,4.577714,3.303845,4.447237,-2.948023,2.851669
22.909412,4.574042,3.304593,4.444784,-2.947693,2.851187
22.909682,4.570370,3.305340,4.442331,-2.947363,2.850705
22.909940,4.566697,3.306087,4.439878,-2.947033,2.850222
22.910187,4.563024,3.306834,4.437425,-2.946702,2.849738
22.910422,4.559351,3.307579,4.434972,-2.946372,2.849254
22.910645,4.555677,3.308324,4.432520,-2.946041,2.848769
22.910857,4.552004,3.309069,4.430068,-2.945710,2.848282
22.911057,4.548330,3.309813,4.427615,-2.945379,2.847795
22.911246,4.544655,3.310555,4.425164,-2.945048,2.847308
22.911423,4.540981,3.311297,4.422712,-2.944717,2.846819
22.911588,4.537306,3.312038,4.420260,-2.944386,2.846330
22.911742,4.533631,3.312778,4.417809,-2.944055,2.845839
22.911884,4.529956,3.313517,4.415357,-2.943723,2.845348
22.912014,4.526280,3.314255,4.412906,-2.943392,2.844856
22.912133,4.522604,3.314992,4.410455,-2.943060,2.844364
22.912240,4.518928,3.315728,4.408004,-2.942729,2.843870
22.912336,4.515252,3.316462,4.405554,-2.942397,2.843376
22.912420,4.511575,3.317196,4.403103,-2.942065,2.842881
22.912493,4.507898,3.317928,4.400653,-2.941733,2.842385
22.912554,4.504221,3.318658,4.398203,-2.941401,2.841888
22.912604,4.500543,3.319388,4.395753,-2.941069,2.841391
22.912642,4.496865,3.320115,4.393303,-2.940736,2.840892
22.912669,4.493187,3.320842,4.390853,-2.940404,2.840393
22.912684,4.489509,3.321567,4.388404,-2.940071,2.839893
22.912688,4.485830,3.322290,4.385955,-2.939739,2.839392
22.912681,4.482151,3.323011,4.383505,-2.939406,2.838891
22.912662,4.478471,3.323731,4.381056,-2.939073,2.838388
22.912632,4.474791,3.324450,4.378608,-2.938740,2.837885
22.912590,4.471111,3.325166,4.376159,-2.938407,2.837381
22.912537,4.467430,3.325881,4.373710,-2.938074,2.836876
22.912473,4.463750,3.326594,4.371262,-2.937740,2.836370
22.912398,4.460068,3.327305,4.368814,-2.937407,2.835864
22.912311,4.456387,3.328014,4.366366,-2.937073,2.835356
22.912214,4.452705,3.328721,4.363918,-2.936740,2.834848
22.912105,4.449022,3.329427,4.361471,-2.936406,2.834339
22.911985,4.445339,3.330130,4.359023,-2.936072,2.833830
22.911854,4.441656,3.330831,4.356576,-2.935738,2.833319
22.911712,4.437972,3.331530,4.354129,-2.935404,2.832808
22.911559,4.434288,3.332226,4.351682,-2.935070,2.832295
22.911394,4.430604,3.332921,4.349235,-2.934735,2.831782
22.911219,4.426919,3.333613,4.346788,-2.934401,2.831268
22.911034,4.423233,3.334303,4.344342,-2.934066,2.830754
22.910837,4.419547,3.334991,4.341896,-2.933732,2.830238
22.910629,4.415861,3.335676,4.339449,-2.933397,2.829722
22.910411,4.412174,3.336359,4.337003,-2.933062,2.829205
