psi_m,x_m,y_m,x_d,psi_d,y_d
18.438874,6.847131,-3.373548,6.824388,0.099965,-2.958942
18.440891,6.848822,-3.371452,6.826876,0.100273,-2.958692
18.442918,6.850515,-3.369360,6.829363,0.100581,-2.958442
18.444955,6.852208,-3.367272,6.831850,0.100889,-2.958190
18.447004,6.853903,-3.365189,6.834338,0.101197,-2.957938
18.449062,6.855599,-3.363109,6.836825,0.101506,-2.957685
18.451131,6.857296,-3.361033,6.839312,0.101814,-2.957431
18.453210,6.858995,-3.358961,6.841799,0.102122,-2.957177
18.455299,6.860694,-3.356894,6.844286,0.102431,-2.956922
18.457397,6.862395,-3.354830,6.846773,0.102739,-2.956666
18.459505,6.864098,-3.352770,6.849259,0.103047,-2.956409
18.461623,6.865802,-3.350715,6.851746,0.103356,-2.956151
18.463750,6.867507,-3.348663,6.854233,0.103665,-2.955893
18.465887,6.869214,-3.346615,6.856719,0.103973,-2.955634
18.468032,6.870922,-3.344572,6.859206,0.104282,-2.955374
18.470187,6.872632,-3.342532,6.861692,0.104591,-2.955113
18.472350,6.874344,-3.340497,6.864178,0.104899,-2.954852
18.474522,6.876057,-3.338466,6.866665,0.105208,-2.954590
18.476703,6.877772,-3.336438,6.869151,0.105517,-2.954327
18.478892,6.879489,-3.334415,6.871637,0.105826,-2.954063
18.481089,6.881207,-3.332395,6.874123,0.106135,-2.953799
18.483295,6.882928,-3.330380,6.876609,0.106444,-2.953534
18.485508,6.884650,-3.328369,6.879095,0.106753,-2.953268
18.487729,6.886374,-3.326361,6.881580,0.107062,-2.953001
18.489958,6.888099,-3.324358,6.884066,0.107372,-2.952733
18.492195,6.889827,-3.322359,6.886551,0.107681,-2.952465
18.494439,6.891557,-3.320363,6.889037,0.107990,-2.952196
18.496690,6.893289,-3.318372,6.891522,0.108300,-2.951926
18.498948,6.895023,-3.316384,6.894008,0.108609,-2.951655
18.501213,6.896758,-3.314401,6.896493,0.108918,-2.951384
18.503486,6.898496,-3.312421,6.898978,0.109228,-2.951112
18.505764,6.900236,-3.310445,6.901463,0.109538,-2.950839
18.508050,6.901979,-3.308473,6.903948,0.109847,-2.950565
18.510342,6.903723,-3.306505,6.906433,0.110157,-2.950291
18.512640,6.905470,-3.304541,6.908918,0.110467,-2.950016
18.514944,6.907219,-3.302581,6.911402,0.110776,-2.949740
18.517255,6.908970,-3.300624,6.913887,0.111086,-2.949463
18.519571,6.910724,-3.298671,6.916372,0.111396,-2.949185
18.521893,6.912480,-3.296722,6.918856,0.111706,-2.948907
18.524221,6.914238,-3.294777,6.921340,0.112016,-2.948628
18.526554,6.915999,-3.292836,6.923825,0.112326,-2.948348
18.528892,6.917762,-3.290898,6.926309,0.112636,-2.948068
18.531236,6.919528,-3.288965,6.928793,0.112947,-2.947786
18.533584,6.921296,-3.287035,6.931277,0.113257,-2.947504
18.535938,6.923066,-3.285109,6.933761,0.113567,-2.947221
18.538297,6.924839,-3.283186,6.936245,0.113878,-2.946937
18.540660,6.926615,-3.281268,6.938729,0.114188,-2.946653
18.543027,6.928393,-3.279353,6.941212,0.114498,-2.946368
18.545400,6.930173,-3.277442,6.943696,0.114809,-2.946082
18.547776,6.931957,-3.275536,6.946179,0.115120,-2.945795
18.550157,6.933742,-3.273632,6.948663,0.115430,-2.945507
18.552541,6.935531,-3.271733,6.951146,0.115741,-2.945219
18.554930,6.937321,-3.269838,6.953629,0.116052,-2.944930
18.557322,6.939115,-3.267946,6.956113,0.116362,-2.944640
18.559718,6.940911,-3.266059,6.958596,0.116673,-2.944350
18.562118,6.942710,-3.264175,6.961079,0.116984,-2.944058
18.564520,6.944511,-3.262295,6.963561,0.117295,-2.943766
18.566927,6.946316,-3.260419,6.966044,0.117606,-2.943473
18.569336,6.948123,-3.258546,6.968527,0.117917,-2.943179
18.571748,6.949932,-3.256678,6.971009,0.118229,-2.942885
18.574164,6.951744,-3.254813,6.973492,0.118540,-2.942589
18.576582,6.953559,-3.252953,6.975974,0.118851,-2.942293
18.579002,6.955377,-3.251096,6.978457,0.119162,-2.941997
18.581426,6.957198,-3.249243,6.980939,0.119474,-2.941699
18.583851,6.959021,-3.247393,6.983421,0.119785,-2.941401
18.586280,6.960847,-3.245548,6.985903,0.120097,-2.941102
18.588710,6.962676,-3.243706,6.988385,0.120408,-2.940802
18.591142,6.964508,-3.241868,6.990867,0.120720,-2.940501
18.593576,6.966342,-3.240035,6.993349,0.121032,-2.940199
18.596012,6.968180,-3.238204,6.995830,0.121344,-2.939897
18.598450,6.970020,-3.236378,6.998312,0.121655,-2.939594
18.600889,6.971863,-3.234555,7.000793,0.121967,-2.939290
18.603330,6.973709,-3.232737,7.003275,0.122279,-2.938986
18.605772,6.975558,-3.230922,7.005756,0.122591,-2.938681
18.608216,6.977409,-3.229111,7.008237,0.122903,-2.938375
18.610661,6.979264,-3.227303,7.010718,0.123215,-2.938068
18.613106,6.981121,-3.225500,7.013199,0.123528,-2.937760
18.615553,6.982981,-3.223700,7.015680,0.123840,-2.937452
18.618000,6.984845,-3.221904,7.018161,0.124152,-2.937142
18.620448,6.986711,-3.220111,7.020642,0.124465,-2.936832
18.622897,6.988580,-3.218323,7.023122,0.124777,-2.936522
18.625346,6.990452,-3.216538,7.025603,0.125090,-2.936210
18.627796,6.992327,-3.214756,7.028083,0.125402,-2.935898
18.630246,6.994204,-3.212979,7.030564,0.125715,-2.935585
18.632696,6.996085,-3.211205,7.033044,0.126027,-2.935271
18.635146,6.997969,-3.209435,7.035524,0.126340,-2.934956
18.637596,6.999856,-3.207668,7.038004,0.126653,-2.934641
18.640046,7.001745,-3.205906,7.040484,0.126966,-2.934325
18.642495,7.003638,-3.204147,7.042964,0.127279,-2.934008
18.644945,7.005534,-3.202391,7.045443,0.127592,-2.933690
18.647394,7.007432,-3.200639,7.047923,0.127905,-2.933372
18.649842,7.009334,-3.198891,7.050403,0.128218,-2.933052
18.652289,7.011238,-3.197146,7.052882,0.128531,-2.932732
18.654736,7.013146,-3.195405,7.055361,0.128845,-2.932411
18.657182,7.015056,-3.193668,7.057841,0.129158,-2.932090
18.659628,7.016970,-3.191934,7.060320,0.129471,-2.931767
18.662072,7.018886,-3.190204,7.062799,0.129785,-2.931444
18.664515,7.020806,-3.188477,7.065278,0.130098,-2.931120
18.666956,7.022728,-3.186754,7.067756,0.130412,-2.930796
18.669397,7.024653,-3.185034,7.070235,0.130726,-2.930470
18.671836,7.026582,-3.183318,7.072714,0.131039,-2.930144
18.674273,7.028513,-3.181606,7.075192,0.131353,-2.929817
18.676709,7.030448,-3.179896,7.077671,0.131667,-2.929489
18.679144,7.032385,-3.178191,7.080149,0.131981,-2.929160
18.681576,7.034326,-3.176488,7.082627,0.132295,-2.928831
18.684007,7.036269,-3.174790,7.085105,0.132609,-2.928501
18.686435,7.038215,-3.173094,7.087583,0.132923,-2.928170
18.688862,7.040165,-3.171402,7.090061,0.133237,-2.927838
18.691287,7.042117,-3.169714,7.092539,0.133552,-2.927506
18.693709,7.044073,-3.168029,7.095017,0.133866,-2.927172
18.696129,7.046031,-3.166347,7.097494,0.134180,-2.926838
18.698547,7.047993,-3.164669,7.099972,0.134495,-2.926503
18.700962,7.049957,-3.162994,7.102449,0.134809,-2.926168
18.703375,7.051924,-3.161322,7.104926,0.135124,-2.925831
18.705785,7.053895,-3.159653,7.107404,0.135439,-2.925494
18.708192,7.055868,-3.157988,7.109881,0.135753,-2.925156
18.710597,7.057844,-3.156327,7.112358,0.136068,-2.924818
18.712999,7.059824,-3.154668,7.114834,0.136383,-2.924478
18.715398,7.061806,-3.153013,7.117311,0.136698,-2.924138
18.717794,7.063791,-3.151361,7.119788,0.137013,-2.923797
18.720187,7.065779,-3.149712,7.122264,0.137328,-2.923455
18.722576,7.067771,-3.148066,7.124741,0.137643,-2.923112
18.724963,7.069765,-3.146424,7.127217,0.137958,-2.922769
18.727346,7.071762,-3.144785,7.129693,0.138274,-2.922425
18.729726,7.073762,-3.143149,7.132169,0.138589,-2.922080
18.732102,7.075765,-3.141516,7.134645,0.138904,-2.921734
18.734475,7.077771,-3.139886,7.137121,0.139220,-2.921387
18.736844,7.079780,-3.138259,7.139597,0.139536,-2.921040
18.739210,7.081792,-3.136636,7.142073,0.139851,-2.920692
18.741572,7.083806,-3.135015,7.144548,0.140167,-2.920343
18.743930,7.085824,-3.133398,7.147023,0.140483,-2.919993
18.746285,7.087845,-3.131784,7.149499,0.140799,-2.919643
18.748635,7.089868,-3.130172,7.151974,0.141114,-2.919292
18.750982,7.091895,-3.128564,7.154449,0.141430,-2.918940
18.753324,7.093924,-3.126959,7.156924,0.141747,-2.918587
18.755662,7.095956,-3.125356,7.159399,0.142063,-2.918233
18.757997,7.097991,-3.123757,7.161874,0.142379,-2.917879
18.760327,7.100029,-3.122161,7.164348,0.142695,-2.917524
18.762652,7.102070,-3.120567,7.166823,0.143012,-2.917168
18.764974,7.104114,-3.118977,7.169297,0.143328,-2.916811
18.767291,7.106160,-3.117389,7.171772,0.143644,-2.916454
18.769603,7.108210,-3.115804,7.174246,0.143961,-2.916095
18.771911,7.110262,-3.114223,7.176720,0.144278,-2.915736
18.774215,7.112317,-3.112644,7.179194,0.144594,-2.915377
18.776514,7.114375,-3.111067,7.181668,0.144911,-2.915016
18.778808,7.116436,-3.109494,7.184141,0.145228,-2.914655
18.781097,7.118499,-3.107924,7.186615,0.145545,-2.914292
18.783382,7.120566,-3.106356,7.189089,0.145862,-2.913929
18.785662,7.122635,-3.104791,7.191562,0.146179,-2.913566
18.787937,7.124707,-3.103229,7.194035,0.146496,-2.913201
18.790207,7.126781,-3.101669,7.196508,0.146814,-2.912836
18.792472,7.128859,-3.100113,7.198981,0.147131,-2.912470
18.794732,7.130939,-3.098559,7.201454,0.147448,-2.912103
18.796986,7.133022,-3.097007,7.203927,0.147766,-2.911735
18.799236,7.135108,-3.095459,7.206400,0.148083,-2.911367
18.801481,7.137196,-3.093913,7.208873,0.148401,-2.910997
18.803720,7.139288,-3.092370,7.211345,0.148719,-2.910627
18.805954,7.141382,-3.090829,7.213817,0.149036,-2.910257
18.808183,7.143478,-3.089291,7.216290,0.149354,-2.909885
18.810406,7.145578,-3.087755,7.218762,0.149672,-2.909513
18.812624,7.147680,-3.086222,7.221234,0.149990,-2.909139
18.814836,7.149784,-3.084692,7.223706,0.150308,-2.908765
18.817043,7.151892,-3.083164,7.226177,0.150626,-2.908391
18.819245,7.154002,-3.081639,7.228649,0.150945,-2.908015
18.821441,7.156114,-3.080116,7.231120,0.151263,-2.907639
18.823631,7.158230,-3.078596,7.233592,0.151581,-2.907262
18.825816,7.160348,-3.077078,7.236063,0.151900,-2.906884
18.827994,7.162468,-3.075563,7.238534,0.152218,-2.906505
18.830168,7.164591,-3.074050,7.241005,0.152537,-2.906126
18.832335,7.166717,-3.072540,7.243476,0.152856,-2.905745
18.834497,7.168846,-3.071032,7.245947,0.153174,-2.905364
18.836652,7.170977,-3.069527,7.248418,0.153493,-2.904982
18.838802,7.173110,-3.068023,7.250888,0.153812,-2.904600
18.840946,7.175246,-3.066523,7.253359,0.154131,-2.904216
18.843084,7.177385,-3.065024,7.255829,0.154450,-2.903832
18.845216,7.179526,-3.063528,7.258299,0.154769,-2.903447
18.847342,7.181670,-3.062034,7.260769,0.155089,-2.903061
18.849462,7.183816,-3.060543,7.263239,0.155408,-2.902675
18.851575,7.185965,-3.059054,7.265709,0.155727,-2.902288
18.853683,7.188116,-3.057567,7.268179,0.156047,-2.901899
18.855784,7.190270,-3.056082,7.270648,0.156367,-2.901511
18.857880,7.192426,-3.054600,7.273118,0.156686,-2.901121
18.859969,7.194585,-3.053120,7.275587,0.157006,-2.900730
18.862052,7.196746,-3.051642,7.278056,0.157326,-2.900339
18.864128,7.198909,-3.050166,7.280525,0.157646,-2.899947
18.866199,7.201075,-3.048692,7.282994,0.157966,-2.899554
18.868263,7.203244,-3.047221,7.285463,0.158286,-2.899160
18.870320,7.205415,-3.045752,7.287932,0.158606,-2.898766
18.872371,7.207588,-3.044285,7.290400,0.158926,-2.898371
18.874416,7.209764,-3.042820,7.292869,0.159246,-2.897975
18.876454,7.211942,-3.041357,7.295337,0.159567,-2.897578
18.878486,7.214122,-3.039896,7.297805,0.159887,-2.897180
18.880512,7.216305,-3.038438,7.300273,0.160208,-2.896782
18.882531,7.218490,-3.036981,7.302741,0.160528,-2.896383
18.884543,7.220677,-3.035527,7.305209,0.160849,-2.895983
18.886549,7.222867,-3.034074,7.307676,0.161170,-2.895582
18.888548,7.225059,-3.032624,7.310144,0.161491,-2.895180
18.890541,7.227253,-3.031175,7.312611,0.161812,-2.894778
18.892527,7.229450,-3.029729,7.315079,0.162133,-2.894375
18.894506,7.231649,-3.028284,7.317546,0.162454,-2.893971
18.896479,7.233850,-3.026842,7.320013,0.162775,-2.893566
18.898445,7.236053,-3.025401,7.322480,0.163096,-2.893160
18.900404,7.238259,-3.023963,7.324947,0.163418,-2.892754
18.902357,7.240467,-3.022526,7.327413,0.163739,-2.892347
18.904302,7.242677,-3.021091,7.329880,0.164061,-2.891939
18.906241,7.244889,-3.019658,7.332346,0.164382,-2.891530
18.908174,7.247103,-3.018227,7.334812,0.164704,-2.891121
18.910099,7.249320,-3.016798,7.337278,0.165026,-2.890711
18.912018,7.251539,-3.015371,7.339744,0.165348,-2.890299
18.913930,7.253760,-3.013946,7.342210,0.165670,-2.889888
18.915835,7.255983,-3.012522,7.344676,0.165992,-2.889475
18.917733,7.258208,-3.011100,7.347141,0.166314,-2.889061
18.919624,7.260436,-3.009680,7.349607,0.166636,-2.888647
18.921508,7.262665,-3.008262,7.352072,0.166958,-2.888232
18.923386,7.264897,-3.006846,7.354537,0.167281,-2.887816
18.925256,7.267131,-3.005431,7.357002,0.167603,-2.887400
18.927120,7.269366,-3.004018,7.359467,0.167926,-2.886982
18.928976,7.271604,-3.002607,7.361932,0.168249,-2.886564
18.930826,7.273844,-3.001197,7.364397,0.168571,-2.886145
18.932668,7.276086,-2.999789,7.366861,0.168894,-2.885725
18.934504,7.278330,-2.998383,7.369326,0.169217,-2.885304
18.936333,7.280576,-2.996979,7.371790,0.169540,-2.884883
18.938154,7.282825,-2.995576,7.374254,0.169863,-2.884461
18.939969,7.285075,-2.994175,7.376718,0.170186,-2.884038
18.941776,7.287327,-2.992776,7.379182,0.170510,-2.883614
18.943577,7.289581,-2.991378,7.381645,0.170833,-2.883189
18.945370,7.291837,-2.989982,7.384109,0.171157,-2.882764
18.947157,7.294095,-2.988587,7.386572,0.171480,-2.882338
18.948936,7.296355,-2.987194,7.389035,0.171804,-2.881911
18.950708,7.298617,-2.985802,7.391499,0.172127,-2.881483
18.952473,7.300880,-2.984413,7.393962,0.172451,-2.881054
18.954231,7.303146,-2.983024,7.396424,0.172775,-2.880625
18.955982,7.305414,-2.981637,7.398887,0.173099,-2.880195
18.957726,7.307683,-2.980252,7.401350,0.173423,-2.879764
18.959462,7.309955,-2.978868,7.403812,0.173747,-2.879332
18.961192,7.312228,-2.977486,7.406274,0.174072,-2.878899
18.962914,7.314503,-2.976105,7.408737,0.174396,-2.878466
18.964629,7.316780,-2.974726,7.411199,0.174721,-2.878032
18.966337,7.319059,-2.973348,7.413660,0.175045,-2.877597
18.968038,7.321340,-2.971972,7.416122,0.175370,-2.877161
18.969731,7.323622,-2.970597,7.418584,0.175694,-2.876724
18.971418,7.325907,-2.969223,7.421045,0.176019,-2.876287
18.973097,7.328193,-2.967851,7.423507,0.176344,-2.875849
18.974769,7.330481,-2.966481,7.425968,0.176669,-2.875410
18.976434,7.332770,-2.965111,7.428429,0.176994,-2.874970
18.978092,7.335062,-2.963743,7.430890,0.177319,-2.874529
18.979742,7.337355,-2.962377,7.433350,0.177645,-2.874088
18.981385,7.339650,-2.961012,7.435811,0.177970,-2.873646
18.983021,7.341946,-2.959648,7.438271,0.178296,-2.873203
18.984650,7.344245,-2.958285,7.440732,0.178621,-2.872759
18.986272,7.346545,-2.956924,7.443192,0.178947,-2.872315
18.987886,7.348847,-2.955564,7.445652,0.179273,-2.871869
18.989493,7.351150,-2.954206,7.448112,0.179598,-2.871423
18.991093,7.353455,-2.952848,7.450571,0.179924,-2.870976
18.992686,7.355762,-2.951492,7.453031,0.180250,-2.870528
18.994271,7.358071,-2.950137,7.455490,0.180576,-2.870080
18.995849,7.360381,-2.948784,7.457950,0.180903,-2.869630
18.997420,7.362693,-2.947432,7.460409,0.181229,-2.869180
18.998984,7.365006,-2.946081,7.462868,0.181555,-2.868729
19.000540,7.367321,-2.944731,7.465327,0.181882,-2.868277
19.002090,7.369638,-2.943382,7.467785,0.182209,-2.867825
19.003632,7.371956,-2.942035,7.470244,0.182535,-2.867371
19.005166,7.374276,-2.940689,7.472702,0.182862,-2.866917
19.006694,7.376598,-2.939344,7.475160,0.183189,-2.866462
19.008214,7.378921,-2.938000,7.477619,0.183516,-2.866006
19.009727,7.381245,-2.936657,7.480076,0.183843,-2.865550
19.011233,7.383572,-2.935316,7.482534,0.184170,-2.865092
19.012731,7.385899,-2.933975,7.484992,0.184497,-2.864634
19.014222,7.388229,-2.932636,7.487449,0.184825,-2.864175
19.015706,7.390559,-2.931298,7.489907,0.185152,-2.863715
19.017183,7.392892,-2.929961,7.492364,0.185480,-2.863254
19.018652,7.395226,-2.928625,7.494821,0.185807,-2.862793
19.020115,7.397561,-2.927290,7.497278,0.186135,-2.862331
19.021569,7.399898,-2.925956,7.499735,0.186463,-2.861868
19.023017,7.402236,-2.924623,7.502191,0.186791,-2.861404
19.024458,7.404576,-2.923291,7.504648,0.187119,-2.860939
19.025891,7.406917,-2.921961,7.507104,0.187447,-2.860474
19.027317,7.409260,-2.920631,7.509560,0.187776,-2.860007
19.028736,7.411604,-2.919302,7.512016,0.188104,-2.859540
19.030147,7.413949,-2.917975,7.514472,0.188432,-2.859072
19.031551,7.416296,-2.916648,7.516928,0.188761,-2.858604
19.032948,7.418645,-2.915322,7.519383,0.189090,-2.858134
19.034338,7.420994,-2.913998,7.521838,0.189418,-2.857664
19.035721,7.423346,-2.912674,7.524294,0.189747,-2.857193
19.037096,7.425698,-2.911351,7.526749,0.190076,-2.856721
19.038464,7.428052,-2.910030,7.529204,0.190405,-2.856248
19.039825,7.430407,-2.908709,7.531658,0.190734,-2.855775
19.041179,7.432764,-2.907389,7.534113,0.191064,-2.855300
19.042526,7.435122,-2.906070,7.536567,0.191393,-2.854825
19.043865,7.437482,-2.904752,7.539022,0.191722,-2.854349
19.045197,7.439842,-2.903435,7.541476,0.192052,-2.853872
19.046522,7.442204,-2.902118,7.543930,0.192382,-2.853395
19.047840,7.444568,-2.900803,7.546383,0.192711,-2.852916
19.049150,7.446933,-2.899488,7.548837,0.193041,-2.852437
19.050453,7.449299,-2.898175,7.551291,0.193371,-2.851957
19.051749,7.451666,-2.896862,7.553744,0.193701,-2.851476
19.053038,7.454034,-2.895550,7.556197,0.194031,-2.850995
19.054320,7.456404,-2.894239,7.558650,0.194362,-2.850512
19.055595,7.458775,-2.892929,7.561103,0.194692,-2.850029
19.056862,7.461148,-2.891619,7.563556,0.195023,-2.849545
19.058123,7.463521,-2.890310,7.566008,0.195353,-2.849060
19.059376,7.465896,-2.889002,7.568461,0.195684,-2.848574
19.060622,7.468272,-2.887695,7.570913,0.196015,-2.848088
19.061860,7.470650,-2.886389,7.573365,0.196346,-2.847600
19.063092,7.473028,-2.885083,7.575817,0.196677,-2.847112
19.064317,7.475408,-2.883779,7.578268,0.197008,-2.846623
19.065534,7.477789,-2.882475,7.580720,0.197339,-2.846134
19.066744,7.480171,-2.881171,7.583171,0.197670,-2.845643
19.067948,7.482555,-2.879869,7.585623,0.198002,-2.845152
19.069144,7.484939,-2.878567,7.588074,0.198333,-2.844660
19.070333,7.487325,-2.877266,7.590525,0.198665,-2.844167
19.071514,7.489712,-2.875965,7.592975,0.198997,-2.843673
19.072689,7.492100,-2.874666,7.595426,0.199328,-2.843178
19.073857,7.494489,-2.873366,7.597876,0.199660,-2.842683
19.075017,7.496880,-2.872068,7.600327,0.199993,-2.842186
19.076171,7.499271,-2.870770,7.602777,0.200325,-2.841689
19.077317,7.501664,-2.869473,7.605227,0.200657,-2.841192
19.078457,7.504058,-2.868177,7.607676,0.200989,-2.840693
19.079589,7.506453,-2.866881,7.610126,0.201322,-2.840193
19.080714,7.508849,-2.865586,7.612575,0.201654,-2.839693
19.081832,7.511246,-2.864292,7.615025,0.201987,-2.839192
19.082944,7.513644,-2.862998,7.617474,0.202320,-2.838690
19.084048,7.516043,-2.861704,7.619923,0.202653,-2.838187
19.085145,7.518443,-2.860412,7.622371,0.202986,-2.837684
19.086235,7.520845,-2.859120,7.624820,0.203319,-2.837179
19.087318,7.523247,-2.857828,7.627268,0.203652,-2.836674
19.088394,7.525651,-2.856537,7.629717,0.203986,-2.836168
19.089463,7.528056,-2.855247,7.632165,0.204319,-2.835661
19.090525,7.530461,-2.853957,7.634613,0.204653,-2.835153
19.091580,7.532868,-2.852668,7.637060,0.204986,-2.834645
19.092628,7.535276,-2.851379,7.639508,0.205320,-2.834136
19.093669,7.537684,-2.850091,7.641955,0.205654,-2.833626
19.094703,7.540094,-2.848803,7.644403,0.205988,-2.833115
19.095731,7.542505,-2.847516,7.646850,0.206322,-2.832603
19.096751,7.544917,-2.846230,7.649297,0.206657,-2.832090
19.097764,7.547329,-2.844943,7.651743,0.206991,-2.831577
19.098771,7.549743,-2.843658,7.654190,0.207325,-2.831063
19.099770,7.552158,-2.842373,7.656636,0.207660,-2.830548
19.100763,7.554574,-2.841088,7.659082,0.207995,-2.830032
19.101748,7.556990,-2.839804,7.661528,0.208330,-2.829515
19.102727,7.559408,-2.838520,7.663974,0.208664,-2.828998
19.103699,7.561827,-2.837237,7.666420,0.208999,-2.828479
19.104664,7.564246,-2.835954,7.668865,0.209335,-2.827960
19.105622,7.566667,-2.834671,7.671311,0.209670,-2.827440
19.106573,7.569088,-2.833389,7.673756,0.210005,-2.826920
19.107517,7.571510,-2.832108,7.676201,0.210341,-2.826398
19.108455,7.573934,-2.830826,7.678646,0.210676,-2.825876
19.109385,7.576358,-2.829546,7.681090,0.211012,-2.825352
19.110309,7.578783,-2.828265,7.683535,0.211348,-2.824828
19.111226,7.581209,-2.826985,7.685979,0.211684,-2.824304
19.112136,7.583636,-2.825705,7.688423,0.212020,-2.823778
19.113039,7.586064,-2.824426,7.690867,0.212356,-2.823251
19.113936,7.588493,-2.823147,7.693311,0.212692,-2.822724
19.114826,7.590922,-2.821869,7.695755,0.213029,-2.822196
19.115708,7.593353,-2.820590,7.698198,0.213365,-2.821667
19.116585,7.595784,-2.819312,7.700641,0.213702,-2.821137
19.117454,7.598216,-2.818035,7.703084,0.214039,-2.820607
19.118316,7.600650,-2.816758,7.705527,0.214376,-2.820075
19.119172,7.603084,-2.815481,7.707970,0.214713,-2.819543
19.120021,7.605518,-2.814204,7.710412,0.215050,-2.819010
19.120864,7.607954,-2.812928,7.712855,0.215387,-2.818476
19.121699,7.610390,-2.811652,7.715297,0.215724,-2.817941
19.122528,7.612828,-2.810376,7.717739,0.216062,-2.817406
19.123350,7.615266,-2.809100,7.720180,0.216399,-2.816869
19.124166,7.617705,-2.807825,7.722622,0.216737,-2.816332
19.124974,7.620145,-2.806550,7.725063,0.217075,-2.815794
19.125776,7.622585,-2.805275,7.727505,0.217413,-2.815255
19.126572,7.625027,-2.804001,7.729946,0.217751,-2.814716
19.127360,7.627469,-2.802727,7.732387,0.218089,-2.814175
19.128142,7.629912,-2.801453,7.734827,0.218427,-2.813634
19.128918,7.632355,-2.800179,7.737268,0.218765,-2.813092
19.129686,7.634800,-2.798905,7.739708,0.219104,-2.812549
19.130449,7.637245,-2.797632,7.742148,0.219443,-2.812005
19.131204,7.639691,-2.796359,7.744588,0.219781,-2.811460
19.131953,7.642138,-2.795086,7.747028,0.220120,-2.810915
19.132695,7.644586,-2.793813,7.749468,0.220459,-2.810368
19.133431,7.647034,-2.792540,7.751907,0.220798,-2.809821
19.134160,7.649483,-2.791268,7.754346,0.221138,-2.809273
19.134882,7.651933,-2.789995,7.756785,0.221477,-2.808725
19.135598,7.654384,-2.788723,7.759224,0.221816,-2.808175
19.136307,7.656835,-2.787451,7.761663,0.222156,-2.807625
19.137010,7.659287,-2.786179,7.764101,0.222496,-2.807073
19.137706,7.661740,-2.784907,7.766540,0.222836,-2.806521
19.138396,7.664193,-2.783636,7.768978,0.223176,-2.805968
19.139079,7.666647,-2.782364,7.771415,0.223516,-2.805415
19.139755,7.669102,-2.781093,7.773853,0.223856,-2.804860
19.140425,7.671558,-2.779822,7.776291,0.224196,-2.804305
19.141089,7.674014,-2.778550,7.778728,0.224537,-2.803748
19.141746,7.676471,-2.777279,7.781165,0.224877,-2.803191
19.142396,7.678929,-2.776008,7.783602,0.225218,-2.802634
19.143041,7.681387,-2.774737,7.786039,0.225559,-2.802075
19.143678,7.683846,-2.773466,7.788476,0.225900,-2.801515
19.144309,7.686306,-2.772195,7.790912,0.226241,-2.800955
19.144934,7.688766,-2.770925,7.793348,0.226582,-2.800394
19.145552,7.691227,-2.769654,7.795784,0.226923,-2.799832
19.146164,7.693689,-2.768383,7.798220,0.227265,-2.799269
19.146769,7.696151,-2.767112,7.800656,0.227606,-2.798705
19.147368,7.698614,-2.765842,7.803091,0.227948,-2.798141
19.147961,7.701078,-2.764571,7.805526,0.228290,-2.797575
19.148547,7.703542,-2.763300,7.807961,0.228632,-2.797009
19.149127,7.706007,-2.762030,7.810396,0.228974,-2.796442
19.149700,7.708473,-2.760759,7.812831,0.229316,-2.795874
19.150267,7.710939,-2.759488,7.815265,0.229659,-2.795305
19.150828,7.713406,-2.758218,7.817699,0.230001,-2.794736
19.151382,7.715873,-2.756947,7.820134,0.230344,-2.794166
19.151930,7.718341,-2.755676,7.822567,0.230686,-2.793594
19.152472,7.720810,-2.754405,7.825001,0.231029,-2.793022
19.153007,7.723279,-2.753134,7.827435,0.231372,-2.792449
19.153536,7.725749,-2.751864,7.829868,0.231715,-2.791876
19.154059,7.728219,-2.750593,7.832301,0.232058,-2.791301
19.154576,7.730690,-2.749321,7.834734,0.232402,-2.790726
19.155086,7.733162,-2.748050,7.837167,0.232745,-2.790150
19.155589,7.735634,-2.746779,7.839599,0.233089,-2.789573
19.156087,7.738106,-2.745508,7.842031,0.233433,-2.788995
19.156578,7.740580,-2.744236,7.844463,0.233777,-2.788416
19.157063,7.743053,-2.742965,7.846895,0.234121,-2.787836
19.157542,7.745528,-2.741693,7.849327,0.234465,-2.787256
19.158015,7.748003,-2.740422,7.851758,0.234809,-2.786675
19.158481,7.750478,-2.739150,7.854190,0.235153,-2.786093
19.158941,7.752954,-2.737878,7.856621,0.235498,-2.785510
19.159395,7.755431,-2.736606,7.859052,0.235843,-2.784926
19.159843,7.757908,-2.735333,7.861482,0.236187,-2.784342
19.160285,7.760386,-2.734061,7.863913,0.236532,-2.783756
19.160720,7.762864,-2.732788,7.866343,0.236877,-2.783170
19.161149,7.765343,-2.731516,7.868773,0.237222,-2.782583
19.161572,7.767822,-2.730243,7.871203,0.237568,-2.781995
19.161989,7.770302,-2.728970,7.873633,0.237913,-2.781406
19.162400,7.772782,-2.727696,7.876062,0.238259,-2.780816
19.162805,7.775263,-2.726423,7.878492,0.238604,-2.780226
19.163203,7.777744,-2.725149,7.880921,0.238950,-2.779635
19.163595,7.780225,-2.723875,7.883350,0.239296,-2.779043
19.163982,7.782708,-2.722601,7.885778,0.239642,-2.778450
19.164362,7.785190,-2.721327,7.888207,0.239989,-2.777856
19.164736,7.787674,-2.720052,7.890635,0.240335,-2.777261
19.165104,7.790157,-2.718778,7.893063,0.240682,-2.776666
19.165466,7.792642,-2.717503,7.895491,0.241028,-2.776069
