psi_m,x_m,y_m,psi_d,x_d,y_d
3.039042,8.028560,1.339822,-3.059414,5.320012,2.972128
3.039643,8.028827,1.343239,-3.059109,5.317520,2.971922
3.040249,8.029092,1.346656,-3.058803,5.315029,2.971716
3.040860,8.029353,1.350075,-3.058498,5.312538,2.971508
3.041477,8.029611,1.353496,-3.058192,5.310046,2.971301
3.042100,8.029865,1.356917,-3.057887,5.307555,2.971092
3.042728,8.030117,1.360340,-3.057581,5.305064,2.970883
3.043362,8.030365,1.363765,-3.057276,5.302573,2.970672
3.044001,8.030610,1.367190,-3.056970,5.300082,2.970461
3.044646,8.030851,1.370617,-3.056664,5.297591,2.970250
3.045296,8.031090,1.374045,-3.056358,5.295100,2.970037
3.045952,8.031325,1.377475,-3.056052,5.292609,2.969824
3.046613,8.031557,1.380906,-3.055747,5.290118,2.969610
3.047280,8.031785,1.384338,-3.055441,5.287627,2.969395
3.047952,8.032011,1.387772,-3.055135,5.285136,2.969180
3.048630,8.032233,1.391207,-3.054829,5.282646,2.968964
3.049313,8.032453,1.394643,-3.054523,5.280155,2.968747
3.050001,8.032669,1.398080,-3.054217,5.277665,2.968529
3.050695,8.032882,1.401519,-3.053910,5.275174,2.968310
3.051395,8.033092,1.404960,-3.053604,5.272684,2.968091
3.052100,8.033298,1.408402,-3.053298,5.270194,2.967871
3.052810,8.033502,1.411845,-3.052992,5.267703,2.967650
3.053526,8.033702,1.415289,-3.052685,5.265213,2.967428
3.054247,8.033900,1.418735,-3.052379,5.262723,2.967206
3.054973,8.034094,1.422182,-3.052073,5.260233,2.966983
3.055705,8.034285,1.425631,-3.051766,5.257743,2.966759
3.056442,8.034473,1.429081,-3.051460,5.255253,2.966534
3.057184,8.034659,1.432532,-3.051153,5.252763,2.966309
3.057932,8.034841,1.435985,-3.050847,5.250274,2.966083
3.058685,8.035020,1.439439,-3.050540,5.247784,2.965856
3.059443,8.035196,1.442894,-3.050233,5.245294,2.965628
3.060207,8.035369,1.446351,-3.049927,5.242805,2.965400
3.060975,8.035539,1.449809,-3.049620,5.240315,2.965171
3.061749,8.035706,1.453269,-3.049313,5.237826,2.964941
3.062528,8.035870,1.456730,-3.049006,5.235337,2.964710
3.063313,8.036031,1.460193,-3.048699,5.232847,2.964478
3.064102,8.036189,1.463656,-3.048392,5.230358,2.964246
3.064897,8.036344,1.467122,-3.048085,5.227869,2.964013
3.065697,8.036496,1.470588,-3.047778,5.225380,2.963779
3.066502,8.036646,1.474056,-3.047471,5.222891,2.963545
3.067312,8.036792,1.477526,-3.047164,5.220402,2.963309
3.068127,8.036935,1.480996,-3.046857,5.217913,2.963073
3.068947,8.037076,1.484469,-3.046550,5.215425,2.962836
3.069772,8.037213,1.487942,-3.046243,5.212936,2.962599
3.070602,8.037348,1.491417,-3.045935,5.210447,2.962360
3.071437,8.037480,1.494894,-3.045628,5.207959,2.962121
3.072277,8.037609,1.498371,-3.045321,5.205470,2.961881
3.073122,8.037735,1.501851,-3.045013,5.202982,2.961640
3.073971,8.037858,1.505331,-3.044706,5.200494,2.961399
3.074826,8.037979,1.508813,-3.044398,5.198005,2.961157
3.075685,8.038096,1.512297,-3.044091,5.195517,2.960914
3.076550,8.038211,1.515781,-3.043783,5.193029,2.960670
3.077419,8.038323,1.519267,-3.043475,5.190541,2.960426
3.078293,8.038432,1.522755,-3.043167,5.188053,2.960180
3.079171,8.038538,1.526244,-3.042860,5.185565,2.959934
3.080054,8.038642,1.529734,-3.042552,5.183078,2.959687
3.080942,8.038742,1.533226,-3.042244,5.180590,2.959440
3.081835,8.038840,1.536719,-3.041936,5.178102,2.959191
3.082732,8.038935,1.540214,-3.041628,5.175615,2.958942
3.083634,8.039028,1.543709,-3.041320,5.173127,2.958692
3.084540,8.039117,1.547207,-3.041012,5.170640,2.958442
3.085451,8.039204,1.550705,-3.040704,5.168152,2.958190
3.086366,8.039288,1.554205,-3.040396,5.165665,2.957938
3.087286,8.039369,1.557707,-3.040087,5.163178,2.957685
3.088210,8.039448,1.561210,-3.039779,5.160691,2.957432
3.089139,8.039524,1.564714,-3.039471,5.158204,2.957177
3.090072,8.039597,1.568219,-3.039162,5.155717,2.956922
3.091009,8.039668,1.571726,-3.038854,5.153230,2.956666
3.091951,8.039735,1.575234,-3.038546,5.150743,2.956409
3.092896,8.039800,1.578744,-3.038237,5.148257,2.956152
3.093846,8.039863,1.582255,-3.037928,5.145770,2.955893
3.094801,8.039923,1.585767,-3.037620,5.143283,2.955634
3.095759,8.039980,1.589281,-3.037311,5.140797,2.955374
3.096722,8.040034,1.592796,-3.037002,5.138311,2.955114
3.097688,8.040086,1.596313,-3.036694,5.135824,2.954852
3.098659,8.040135,1.599830,-3.036385,5.133338,2.954590
3.099633,8.040181,1.603350,-3.036076,5.130852,2.954327
3.100612,8.040225,1.606870,-3.035767,5.128366,2.954064
3.101594,8.040267,1.610392,-3.035458,5.125880,2.953799
3.102581,8.040305,1.613915,-3.035149,5.123394,2.953534
3.103571,8.040341,1.617439,-3.034840,5.120908,2.953268
3.104565,8.040374,1.620965,-3.034531,5.118423,2.953001
3.105563,8.040405,1.624492,-3.034221,5.115937,2.952734
3.106565,8.040433,1.628021,-3.033912,5.113451,2.952465
3.107570,8.040459,1.631550,-3.033603,5.110966,2.952196
3.108579,8.040482,1.635081,-3.033293,5.108480,2.951926
3.109591,8.040502,1.638614,-3.032984,5.105995,2.951656
3.110607,8.040520,1.642147,-3.032675,5.103510,2.951384
3.111627,8.040536,1.645682,-3.032365,5.101025,2.951112
3.112650,8.040548,1.649218,-3.032055,5.098540,2.950839
3.113677,8.040558,1.652756,-3.031746,5.096055,2.950566
3.114707,8.040566,1.656295,-3.031436,5.093570,2.950291
3.115740,8.040571,1.659835,-3.031126,5.091085,2.950016
3.116777,8.040574,1.663376,-3.030817,5.088600,2.949740
3.117817,8.040574,1.666919,-3.030507,5.086116,2.949463
3.118860,8.040571,1.670462,-3.030197,5.083631,2.949186
3.119906,8.040566,1.674008,-3.029887,5.081147,2.948907
3.120956,8.040559,1.677554,-3.029577,5.078662,2.948628
3.122008,8.040549,1.681101,-3.029267,5.076178,2.948349
3.123064,8.040536,1.684650,-3.028957,5.073694,2.948068
3.124123,8.040521,1.688200,-3.028646,5.071210,2.947787
3.125184,8.040504,1.691752,-3.028336,5.068726,2.947504
3.126249,8.040484,1.695304,-3.028026,5.066242,2.947221
3.127316,8.040461,1.698858,-3.027715,5.063758,2.946938
3.128387,8.040436,1.702413,-3.027405,5.061274,2.946653
3.129460,8.040409,1.705969,-3.027095,5.058790,2.946368
3.130536,8.040379,1.709526,-3.026784,5.056307,2.946082
3.131614,8.040346,1.713085,-3.026473,5.053823,2.945795
3.132695,8.040312,1.716644,-3.026163,5.051340,2.945508
3.133779,8.040274,1.720205,-3.025852,5.048857,2.945219
3.134865,8.040234,1.723767,-3.025541,5.046373,2.944930
3.135954,8.040192,1.727330,-3.025231,5.043890,2.944640
3.137045,8.040148,1.730895,-3.024920,5.041407,2.944350
3.138139,8.040100,1.734460,-3.024609,5.038924,2.944058
3.139235,8.040051,1.738027,-3.024298,5.036441,2.943766
3.140333,8.039999,1.741595,-3.023987,5.033959,2.943473
3.141434,8.039945,1.745163,-3.023676,5.031476,2.943180
3.142537,8.039888,1.748733,-3.023364,5.028993,2.942885
3.143642,8.039829,1.752305,-3.023053,5.026511,2.942590
3.144749,8.039767,1.755877,-3.022742,5.024028,2.942294
3.145858,8.039703,1.759450,-3.022431,5.021546,2.941997
3.146969,8.039636,1.763024,-3.022119,5.019064,2.941699
3.148082,8.039567,1.766600,-3.021808,5.016582,2.941401
3.149197,8.039496,1.770176,-3.021496,5.014100,2.941102
3.150314,8.039422,1.773754,-3.021185,5.011618,2.940802
3.151433,8.039346,1.777333,-3.020873,5.009136,2.940501
3.152553,8.039268,1.780912,-3.020561,5.006654,2.940200
3.153676,8.039187,1.784493,-3.020249,5.004173,2.939898
3.154800,8.039104,1.788075,-3.019938,5.001691,2.939595
3.155925,8.039018,1.791657,-3.019626,4.999209,2.939291
3.157052,8.038930,1.795241,-3.019314,4.996728,2.938986
3.158181,8.038840,1.798826,-3.019002,4.994247,2.938681
3.159311,8.038747,1.802412,-3.018690,4.991766,2.938375
3.160442,8.038652,1.805999,-3.018378,4.989285,2.938068
3.161575,8.038554,1.809586,-3.018065,4.986804,2.937760
3.162710,8.038454,1.813175,-3.017753,4.984323,2.937452
3.163845,8.038352,1.816765,-3.017441,4.981842,2.937143
3.164982,8.038247,1.820355,-3.017128,4.979361,2.936833
3.166119,8.038140,1.823947,-3.016816,4.976880,2.936522
3.167258,8.038031,1.827539,-3.016503,4.974400,2.936210
3.168398,8.037919,1.831132,-3.016191,4.971920,2.935898
3.169539,8.037805,1.834727,-3.015878,4.969439,2.935585
3.170681,8.037688,1.838322,-3.015566,4.966959,2.935271
3.171824,8.037569,1.841918,-3.015253,4.964479,2.934957
3.172968,8.037448,1.845515,-3.014940,4.961999,2.934641
3.174113,8.037325,1.849113,-3.014627,4.959519,2.934325
3.175258,8.037199,1.852711,-3.014314,4.957039,2.934008
3.176404,8.037070,1.856311,-3.014001,4.954559,2.933690
3.177551,8.036940,1.859911,-3.013688,4.952080,2.933372
3.178698,8.036807,1.863513,-3.013375,4.949600,2.933053
3.179846,8.036672,1.867115,-3.013062,4.947121,2.932733
3.180994,8.036534,1.870717,-3.012748,4.944641,2.932412
3.182143,8.036394,1.874321,-3.012435,4.942162,2.932090
3.183292,8.036251,1.877925,-3.012122,4.939683,2.931768
3.184441,8.036107,1.881531,-3.011808,4.937204,2.931445
3.185591,8.035960,1.885137,-3.011495,4.934725,2.931121
3.186741,8.035810,1.888743,-3.011181,4.932246,2.930796
3.187891,8.035659,1.892351,-3.010867,4.929768,2.930470
3.189042,8.035504,1.895959,-3.010554,4.927289,2.930144
3.190192,8.035348,1.899568,-3.010240,4.924810,2.929817
3.191342,8.035189,1.903177,-3.009926,4.922332,2.929489
3.192493,8.035028,1.906788,-3.009612,4.919854,2.929161
3.193643,8.034865,1.910399,-3.009298,4.917376,2.928831
3.194794,8.034699,1.914010,-3.008984,4.914897,2.928501
3.195944,8.034531,1.917623,-3.008670,4.912419,2.928170
3.197093,8.034360,1.921236,-3.008356,4.909942,2.927838
3.198243,8.034187,1.924849,-3.008041,4.907464,2.927506
3.199392,8.034012,1.928464,-3.007727,4.904986,2.927173
3.200541,8.033835,1.932079,-3.007413,4.902509,2.926839
3.201690,8.033655,1.935694,-3.007098,4.900031,2.926504
3.202838,8.033473,1.939310,-3.006784,4.897554,2.926168
3.203985,8.033288,1.942927,-3.006469,4.895076,2.925832
3.205132,8.033101,1.946544,-3.006154,4.892599,2.925495
3.206278,8.032912,1.950162,-3.005840,4.890122,2.925157
3.207424,8.032720,1.953781,-3.005525,4.887645,2.924818
3.208569,8.032526,1.957400,-3.005210,4.885168,2.924478
3.209713,8.032330,1.961019,-3.004895,4.882692,2.924138
3.210856,8.032131,1.964639,-3.004580,4.880215,2.923797
3.211999,8.031931,1.968259,-3.004265,4.877739,2.923455
3.213140,8.031727,1.971880,-3.003950,4.875262,2.923113
3.214281,8.031521,1.975502,-3.003635,4.872786,2.922769
3.215420,8.031313,1.979124,-3.003319,4.870310,2.922425
3.216558,8.031103,1.982746,-3.003004,4.867834,2.922080
3.217696,8.030890,1.986369,-3.002689,4.865358,2.921734
3.218832,8.030675,1.989992,-3.002373,4.862882,2.921388
3.219967,8.030458,1.993616,-3.002057,4.860406,2.921040
3.221101,8.030238,1.997240,-3.001742,4.857930,2.920692
3.222233,8.030015,2.000864,-3.001426,4.855455,2.920343
3.223364,8.029791,2.004489,-3.001110,4.852979,2.919994
3.224494,8.029564,2.008115,-3.000794,4.850504,2.919643
3.225622,8.029335,2.011740,-3.000479,4.848029,2.919292
3.226748,8.029103,2.015366,-3.000163,4.845554,2.918940
3.227873,8.028869,2.018992,-2.999846,4.843079,2.918587
3.228997,8.028632,2.022619,-2.999530,4.840604,2.918234
3.230119,8.028394,2.026246,-2.999214,4.838129,2.917879
3.231239,8.028152,2.029873,-2.998898,4.835654,2.917524
3.232357,8.027909,2.033500,-2.998581,4.833180,2.917168
3.233474,8.027663,2.037128,-2.998265,4.830705,2.916812
3.234589,8.027414,2.040756,-2.997949,4.828231,2.916454
3.235702,8.027164,2.044384,-2.997632,4.825757,2.916096
3.236813,8.026911,2.048012,-2.997315,4.823283,2.915737
3.237922,8.026655,2.051641,-2.996999,4.820809,2.915377
3.239029,8.026397,2.055270,-2.996682,4.818335,2.915016
3.240134,8.026137,2.058899,-2.996365,4.815861,2.914655
3.241237,8.025874,2.062528,-2.996048,4.813388,2.914293
3.242338,8.025609,2.066157,-2.995731,4.810914,2.913930
3.243437,8.025341,2.069787,-2.995414,4.808441,2.913566
3.244533,8.025071,2.073416,-2.995097,4.805968,2.913202
3.245627,8.024799,2.077046,-2.994779,4.803494,2.912836
3.246719,8.024524,2.080676,-2.994462,4.801021,2.912470
3.247809,8.024247,2.084306,-2.994145,4.798548,2.912103
3.248896,8.023967,2.087936,-2.993827,4.796076,2.911736
3.249981,8.023685,2.091566,-2.993510,4.793603,2.911367
3.251063,8.023401,2.095196,-2.993192,4.791130,2.910998
3.252143,8.023114,2.098826,-2.992874,4.788658,2.910628
3.253220,8.022824,2.102456,-2.992557,4.786185,2.910257
3.254294,8.022533,2.106087,-2.992239,4.783713,2.909885
3.255366,8.022238,2.109717,-2.991921,4.781241,2.909513
3.256436,8.021942,2.113347,-2.991603,4.778769,2.909140
3.257502,8.021642,2.116977,-2.991285,4.776297,2.908766
3.258566,8.021341,2.120607,-2.990967,4.773826,2.908391
3.259627,8.021037,2.124237,-2.990648,4.771354,2.908016
3.260685,8.020730,2.127867,-2.990330,4.768882,2.907639
3.261740,8.020421,2.131497,-2.990012,4.766411,2.907262
3.262793,8.020110,2.135127,-2.989693,4.763940,2.906884
3.263842,8.019796,2.138757,-2.989375,4.761469,2.906506
3.264888,8.019479,2.142386,-2.989056,4.758998,2.906126
3.265932,8.019160,2.146016,-2.988737,4.756527,2.905746
3.266972,8.018839,2.149645,-2.988419,4.754056,2.905365
3.268009,8.018515,2.153274,-2.988100,4.751585,2.904983
3.269044,8.018189,2.156903,-2.987781,4.749115,2.904600
3.270074,8.017860,2.160532,-2.987462,4.746644,2.904217
3.271102,8.017528,2.164160,-2.987143,4.744174,2.903833
3.272127,8.017195,2.167789,-2.986824,4.741704,2.903448
3.273148,8.016858,2.171417,-2.986504,4.739234,2.903062
3.274166,8.016519,2.175045,-2.986185,4.736764,2.902675
3.275180,8.016178,2.178672,-2.985866,4.734294,2.902288
3.276192,8.015834,2.182299,-2.985546,4.731824,2.901900
3.277199,8.015487,2.185926,-2.985227,4.729355,2.901511
3.278204,8.015138,2.189553,-2.984907,4.726885,2.901121
3.279205,8.014787,2.193179,-2.984587,4.724416,2.900731
3.280202,8.014433,2.196806,-2.984267,4.721947,2.900339
3.281196,8.014076,2.200431,-2.983947,4.719478,2.899947
3.282186,8.013717,2.204057,-2.983627,4.717009,2.899554
3.283173,8.013355,2.207682,-2.983307,4.714540,2.899161
3.284156,8.012991,2.211306,-2.982987,4.712071,2.898766
3.285135,8.012624,2.214930,-2.982667,4.709603,2.898371
3.286111,8.012254,2.218554,-2.982347,4.707134,2.897975
3.287083,8.011882,2.222177,-2.982026,4.704666,2.897578
3.288051,8.011508,2.225800,-2.981706,4.702198,2.897181
3.289016,8.011130,2.229423,-2.981385,4.699730,2.896782
3.289976,8.010751,2.233045,-2.981065,4.697262,2.896383
3.290933,8.010368,2.236666,-2.980744,4.694794,2.895983
3.291886,8.009983,2.240287,-2.980423,4.692326,2.895582
3.292835,8.009596,2.243908,-2.980102,4.689859,2.895181
3.293780,8.009205,2.247528,-2.979781,4.687391,2.894778
3.294721,8.008813,2.251147,-2.979460,4.684924,2.894375
3.295659,8.008417,2.254766,-2.979139,4.682457,2.893971
3.296592,8.008019,2.258384,-2.978818,4.679990,2.893566
3.297521,8.007618,2.262002,-2.978497,4.677523,2.893161
3.298446,8.007215,2.265619,-2.978175,4.675056,2.892755
3.299368,8.006809,2.269235,-2.977854,4.672590,2.892347
3.300285,8.006400,2.272851,-2.977532,4.670123,2.891939
3.301198,8.005989,2.276467,-2.977211,4.667657,2.891531
3.302106,8.005575,2.280081,-2.976889,4.665191,2.891121
3.303011,8.005158,2.283695,-2.976567,4.662724,2.890711
3.303912,8.004739,2.287308,-2.976245,4.660259,2.890300
3.304808,8.004317,2.290921,-2.975923,4.657793,2.889888
3.305700,8.003892,2.294533,-2.975601,4.655327,2.889475
3.306588,8.003465,2.298144,-2.975279,4.652861,2.889062
3.307471,8.003035,2.301755,-2.974957,4.650396,2.888648
3.308351,8.002602,2.305364,-2.974635,4.647931,2.888233
3.309226,8.002167,2.308973,-2.974312,4.645465,2.887817
3.310096,8.001729,2.312581,-2.973990,4.643000,2.887400
3.310963,8.001288,2.316189,-2.973667,4.640536,2.886983
3.311825,8.000844,2.319795,-2.973344,4.638071,2.886564
3.312682,8.000398,2.323401,-2.973022,4.635606,2.886145
3.313535,7.999949,2.327006,-2.972699,4.633142,2.885725
3.314384,7.999497,2.330610,-2.972376,4.630677,2.885305
3.315229,7.999043,2.334214,-2.972053,4.628213,2.884883
3.316069,7.998585,2.337816,-2.971730,4.625749,2.884461
3.316904,7.998125,2.341418,-2.971407,4.623285,2.884038
3.317735,7.997663,2.345018,-2.971083,4.620821,2.883614
3.318562,7.997197,2.348618,-2.970760,4.618358,2.883190
3.319384,7.996729,2.352217,-2.970436,4.615894,2.882764
3.320201,7.996258,2.355815,-2.970113,4.613431,2.882338
3.321014,7.995784,2.359412,-2.969789,4.610967,2.881911
3.321823,7.995307,2.363008,-2.969466,4.608504,2.881483
3.322627,7.994828,2.366603,-2.969142,4.606041,2.881055
3.323426,7.994345,2.370197,-2.968818,4.603578,2.880625
3.324221,7.993860,2.373790,-2.968494,4.601116,2.880195
3.325011,7.993372,2.377383,-2.968170,4.598653,2.879764
3.325797,7.992882,2.380974,-2.967846,4.596191,2.879332
3.326578,7.992388,2.384564,-2.967521,4.593728,2.878900
3.327354,7.991892,2.388153,-2.967197,4.591266,2.878466
3.328126,7.991392,2.391741,-2.966872,4.588804,2.878032
3.328893,7.990890,2.395328,-2.966548,4.586342,2.877597
3.329656,7.990385,2.398914,-2.966223,4.583881,2.877161
3.330414,7.989878,2.402498,-2.965899,4.581419,2.876725
3.331167,7.989367,2.406082,-2.965574,4.578958,2.876288
3.331915,7.988854,2.409665,-2.965249,4.576496,2.875849
3.332659,7.988337,2.413246,-2.964924,4.574035,2.875410
3.333398,7.987818,2.416827,-2.964599,4.571574,2.874971
3.334133,7.987296,2.420406,-2.964274,4.569113,2.874530
3.334863,7.986771,2.423984,-2.963948,4.566653,2.874089
3.335588,7.986243,2.427561,-2.963623,4.564192,2.873646
3.336308,7.985712,2.431136,-2.963297,4.561731,2.873203
3.337024,7.985178,2.434711,-2.962972,4.559271,2.872760
3.337735,7.984642,2.438284,-2.962646,4.556811,2.872315
3.338442,7.984102,2.441856,-2.962320,4.554351,2.871870
3.339143,7.983560,2.445427,-2.961995,4.551891,2.871424
3.339840,7.983014,2.448997,-2.961669,4.549431,2.870977
3.340532,7.982466,2.452565,-2.961343,4.546972,2.870529
3.341220,7.981914,2.456132,-2.961017,4.544512,2.870080
3.341903,7.981360,2.459698,-2.960690,4.542053,2.869631
3.342581,7.980803,2.463263,-2.960364,4.539594,2.869181
3.343254,7.980243,2.466826,-2.960038,4.537135,2.868730
3.343923,7.979680,2.470388,-2.959711,4.534676,2.868278
3.344587,7.979113,2.473948,-2.959385,4.532218,2.867825
3.345246,7.978544,2.477508,-2.959058,4.529759,2.867372
3.345900,7.977972,2.481066,-2.958731,4.527301,2.866918
3.346550,7.977397,2.484622,-2.958404,4.524842,2.866463
3.347195,7.976819,2.488178,-2.958077,4.522384,2.866007
3.347836,7.976238,2.491732,-2.957750,4.519926,2.865550
3.348471,7.975654,2.495284,-2.957423,4.517469,2.865093
3.349102,7.975066,2.498835,-2.957096,4.515011,2.864634
3.349729,7.974476,2.502385,-2.956768,4.512553,2.864175
3.350350,7.973883,2.505933,-2.956441,4.510096,2.863716
3.350967,7.973287,2.509480,-2.956113,4.507639,2.863255
3.351580,7.972687,2.513026,-2.955786,4.505182,2.862794
3.352187,7.972085,2.516570,-2.955458,4.502725,2.862331
3.352790,7.971479,2.520112,-2.955130,4.500268,2.861868
3.353388,7.970871,2.523654,-2.954802,4.497812,2.861404
3.353982,7.970259,2.527193,-2.954474,4.495355,2.860940
3.354571,7.969645,2.530731,-2.954146,4.492899,2.860474
3.355155,7.969027,2.534268,-2.953818,4.490443,2.860008
3.355735,7.968406,2.537803,-2.953489,4.487987,2.859541
3.356310,7.967782,2.541337,-2.953161,4.485531,2.859073
3.356881,7.967155,2.544869,-2.952832,4.483075,2.858604
3.357447,7.966525,2.548400,-2.952503,4.480620,2.858135
3.358008,7.965892,2.551929,-2.952175,4.478164,2.857664
3.358565,7.965255,2.555457,-2.951846,4.475709,2.857193
3.359117,7.964616,2.558983,-2.951517,4.473254,2.856721
3.359665,7.963973,2.562507,-2.951188,4.470799,2.856249
3.360208,7.963328,2.566030,-2.950859,4.468344,2.855775
3.360746,7.962679,2.569552,-2.950529,4.465890,2.855301
3.361280,7.962027,2.573071,-2.950200,4.463435,2.854826
3.361810,7.961371,2.576590,-2.949871,4.460981,2.854350
3.362335,7.960713,2.580106,-2.949541,4.458527,2.853873
3.362855,7.960051,2.583621,-2.949211,4.456073,2.853395
3.363371,7.959387,2.587135,-2.948882,4.453619,2.852917
3.363883,7.958719,2.590646,-2.948552,4.451166,2.852438
3.364390,7.958048,2.594156,-2.948222,4.448712,2.851958
3.364893,7.957373,2.597665,-2.947892,4.446259,2.851477
3.365392,7.956696,2.601172,-2.947562,4.443806,2.850995
3.365886,7.956015,2.604677,-2.947231,4.441353,2.850513
3.366375,7.955331,2.608181,-2.946901,4.438900,2.850029
3.366861,7.954644,2.611682,-2.946570,4.436447,2.849545
3.367342,7.953954,2.615183,-2.946240,4.433995,2.849061
3.367818,7.953260,2.618681,-2.945909,4.431542,2.848575
3.368291,7.952564,2.622178,-2.945578,4.429090,2.848088
3.368759,7.951864,2.625673,-2.945247,4.426638,2.847601
3.369222,7.951160,2.629166,-2.944916,4.424186,2.847113
3.369682,7.950454,2.632658,-2.944585,4.421734,2.846624
3.370137,7.949744,2.636148,-2.944254,4.419283,2.846134
3.370588,7.949031,2.639636,-2.943923,4.416831,2.845644
3.371035,7.948315,2.643123,-2.943591,4.414380,2.845152
3.371478,7.947595,2.646608,-2.943260,4.411929,2.844660
3.371917,7.946872,2.650091,-2.942928,4.409478,2.844167
