psi_m,x_m,y_m
12.726389,4.579140,3.593149
12.726694,4.578510,3.593393
12.727034,4.577880,3.593631
12.727361,4.577252,3.593865
12.727662,4.576624,3.594096
12.727986,4.575997,3.594322
12.728320,4.575371,3.594542
12.728629,4.574745,3.594759
12.728949,4.574120,3.594972
12.729279,4.573496,3.595179
12.729595,4.572873,3.595383
12.729911,4.572250,3.595582
12.730237,4.571627,3.595776
12.730561,4.571006,3.595966
12.730884,4.570385,3.596151
12.731206,4.569764,3.596333
12.731526,4.569145,3.596509
12.731845,4.568526,3.596681
12.732174,4.567907,3.596849
12.732490,4.567289,3.597012
12.732816,4.566672,3.597171
12.733130,4.566055,3.597326
12.733453,4.565438,3.597475
12.733776,4.564822,3.597621
12.734096,4.564207,3.597761
12.734428,4.563592,3.597897
12.734758,4.562978,3.598029
12.735074,4.562364,3.598157
12.735378,4.561751,3.598280
12.735716,4.561138,3.598398
12.736064,4.560526,3.598511
12.736375,4.559914,3.598621
12.736672,4.559302,3.598726
12.737005,4.558691,3.598826
12.737347,4.558081,3.598921
12.737653,4.557471,3.599013
12.737969,4.556861,3.599100
12.738307,4.556251,3.599182
12.738632,4.555642,3.599259
12.738956,4.555034,3.599332
12.739278,4.554425,3.599401
12.739599,4.553817,3.599465
12.739919,4.553209,3.599525
12.740249,4.552602,3.599580
12.740566,4.551995,3.599630
12.740893,4.551388,3.599676
12.741219,4.550782,3.599717
12.741544,4.550176,3.599754
12.741867,4.549570,3.599786
12.742189,4.548964,3.599814
12.742521,4.548359,3.599837
12.742852,4.547754,3.599855
12.743169,4.547149,3.599869
12.743486,4.546544,3.599879
12.743812,4.545939,3.599883
12.744150,4.545335,3.599883
12.744474,4.544731,3.599879
12.744796,4.544127,3.599870
12.745117,4.543523,3.599856
12.745449,4.542919,3.599838
12.745779,4.542316,3.599815
12.746096,4.541712,3.599788
12.746424,4.541109,3.599756
12.746762,4.540506,3.599719
12.747075,4.539903,3.599679
12.747398,4.539300,3.599633
12.747732,4.538697,3.599582
12.748053,4.538094,3.599528
12.748384,4.537491,3.599468
12.748714,4.536889,3.599404
12.749042,4.536286,3.599335
12.749369,4.535683,3.599262
12.749695,4.535080,3.599184
12.750019,4.534478,3.599101
12.750342,4.533875,3.599014
12.750675,4.533272,3.598922
12.750995,4.532669,3.598826
12.751326,4.532067,3.598725
12.751655,4.531464,3.598619
12.751983,4.530861,3.598509
12.752309,4.530258,3.598394
12.752635,4.529655,3.598274
12.752970,4.529051,3.598150
12.753292,4.528448,3.598021
12.753625,4.527845,3.597887
12.753945,4.527241,3.597749
12.754275,4.526637,3.597607
12.754604,4.526034,3.597459
12.754931,4.525429,3.597307
12.755257,4.524825,3.597151
12.755593,4.524221,3.596989
12.755928,4.523616,3.596823
12.756250,4.523011,3.596652
12.756559,4.522406,3.596478
12.756902,4.521801,3.596297
12.757255,4.521196,3.596112
12.757571,4.520590,3.595923
12.757874,4.519984,3.595730
12.758212,4.519378,3.595531
12.758572,4.518771,3.595327
12.758906,4.518164,3.595118
12.759203,4.517557,3.594907
12.759511,4.516949,3.594690
12.759854,4.516342,3.594468
12.760219,4.515734,3.594240
12.760558,4.515125,3.594009
12.760861,4.514516,3.593774
12.761174,4.513907,3.593534
12.761521,4.513298,3.593288
12.761879,4.512688,3.593037
12.762200,4.512077,3.592782
12.762507,4.511466,3.592524
12.762837,4.510855,3.592260
12.763189,4.510243,3.591990
12.763516,4.509631,3.591717
12.763830,4.509019,3.591440
12.764167,4.508406,3.591157
12.764514,4.507792,3.590869
12.764835,4.507178,3.590577
12.765167,4.506564,3.590280
12.765510,4.505949,3.589978
12.765827,4.505333,3.589672
12.766155,4.504717,3.589361
12.766506,4.504100,3.589045
12.766831,4.503483,3.588725
12.767143,4.502865,3.588401
12.767489,4.502247,3.588070
12.767846,4.501628,3.587735
12.768166,4.501009,3.587396
12.768472,4.500388,3.587053
12.768813,4.499768,3.586704
12.769165,4.499146,3.586350
12.769491,4.498524,3.585993
12.769804,4.497901,3.585631
12.770151,4.497278,3.585263
12.770509,4.496654,3.584890
12.770829,4.496030,3.584513
12.771136,4.495404,3.584133
12.771478,4.494778,3.583746
12.771830,4.494151,3.583354
12.772157,4.493524,3.582959
12.772483,4.492895,3.582559
12.772819,4.492266,3.582153
12.773166,4.491637,3.581743
12.773499,4.491006,3.581328
12.773831,4.490375,3.580909
12.774162,4.489743,3.580485
12.774503,4.489110,3.580056
12.774831,4.488476,3.579623
12.775169,4.487841,3.579185
12.775506,4.487206,3.578741
12.775842,4.486570,3.578294
12.776176,4.485932,3.577841
12.776509,4.485294,3.577384
12.776852,4.484656,3.576922
12.777182,4.484016,3.576456
12.777511,4.483375,3.575984
12.777850,4.482734,3.575508
12.778188,4.482091,3.575027
12.778524,4.481448,3.574541
12.778859,4.480803,3.574051
12.779193,4.480158,3.573556
12.779537,4.479512,3.573056
12.779868,4.478864,3.572552
12.780198,4.478216,3.572043
12.780538,4.477567,3.571528
12.780888,4.476917,3.571009
12.781214,4.476265,3.570486
12.781550,4.475613,3.569958
12.781896,4.474960,3.569424
12.782229,4.474305,3.568887
12.782573,4.473650,3.568344
12.782903,4.472993,3.567797
12.783244,4.472336,3.567245
12.783584,4.471677,3.566688
12.783922,4.471017,3.566126
12.784258,4.470356,3.565560
12.784594,4.469694,3.564989
12.784928,4.469031,3.564413
12.785272,4.468367,3.563832
12.785615,4.467701,3.563247
12.785945,4.467034,3.562657
12.786285,4.466367,3.562062
12.786636,4.465698,3.561462
12.786962,4.465027,3.560858
12.787298,4.464356,3.560249
12.787645,4.463683,3.559635
12.787978,4.463010,3.559017
12.788322,4.462334,3.558393
12.788665,4.461658,3.557765
12.788994,4.460980,3.557133
12.789346,4.460302,3.556494
12.789684,4.459621,3.555852
12.790009,4.458940,3.555205
12.790369,4.458257,3.554553
12.790715,4.457573,3.553896
12.791036,4.456888,3.553235
12.791379,4.456201,3.552569
12.791733,4.455513,3.551897
12.792061,4.454823,3.551222
12.792401,4.454133,3.550541
12.792750,4.453440,3.549856
12.793087,4.452747,3.549166
12.793434,4.452052,3.548471
12.793767,4.451355,3.547772
12.794112,4.450658,3.547067
12.794454,4.449958,3.546358
12.794796,4.449258,3.545644
12.795136,4.448556,3.544926
12.795474,4.447852,3.544202
12.795823,4.447147,3.543474
12.796183,4.446441,3.542740
12.796505,4.445733,3.542003
12.796839,4.445023,3.541261
12.797206,4.444312,3.540513
12.797560,4.443600,3.539761
12.797877,4.442885,3.539005
12.798204,4.442170,3.538244
12.798566,4.441453,3.537477
12.798939,4.440734,3.536705
12.799274,4.440014,3.535929
12.799583,4.439292,3.535150
12.799916,4.438568,3.534365
12.800283,4.437843,3.533574
12.800660,4.437117,3.532778
12.801000,4.436389,3.531978
12.801303,4.435658,3.531175
12.801617,4.434926,3.530367
12.801965,4.434193,3.529553
12.802348,4.433459,3.528733
12.802740,4.432723,3.527908
12.803096,4.431984,3.527079
12.803414,4.431244,3.526247
12.803707,4.430502,3.525411
12.804023,4.429758,3.524569
12.804374,4.429013,3.523722
12.804758,4.428267,3.522868
12.805153,4.427519,3.522010
12.805511,4.426769,3.521148
12.805831,4.426016,3.520282
12.806127,4.425262,3.519413
12.806445,4.424506,3.518538
12.806798,4.423749,3.517657
12.807184,4.422990,3.516770
12.807581,4.422229,3.515878
12.807941,4.421466,3.514983
12.808263,4.420702,3.514084
12.808549,4.419934,3.513182
12.808846,4.419166,3.512274
12.809177,4.418395,3.511360
12.809543,4.417624,3.510440
12.809943,4.416850,3.509515
12.810352,4.416075,3.508584
12.810725,4.415297,3.507650
12.811060,4.414517,3.506713
12.811358,4.413735,3.505773
12.811667,4.412951,3.504826
12.812011,4.412166,3.503874
12.812389,4.411378,3.502916
12.812777,4.410589,3.501953
12.813128,4.409798,3.500987
12.813442,4.409004,3.500017
12.813766,4.408209,3.499042
12.814125,4.407411,3.498061
12.814519,4.406612,3.497074
12.814898,4.405811,3.496083
12.815240,4.405008,3.495089
12.815546,4.404202,3.494091
12.815862,4.403394,3.493087
12.816213,4.402585,3.492078
12.816598,4.401773,3.491063
12.816993,4.400960,3.490043
12.817351,4.400144,3.489020
12.817671,4.399326,3.487993
12.817979,4.398506,3.486961
12.818322,4.397684,3.485924
12.818698,4.396860,3.484881
12.819085,4.396034,3.483832
12.819435,4.395205,3.482781
12.819747,4.394374,3.481726
12.820071,4.393541,3.480665
12.820429,4.392706,3.479599
12.820821,4.391869,3.478527
12.821199,4.391030,3.477450
12.821540,4.390189,3.476371
12.821857,4.389344,3.475287
12.822195,4.388498,3.474198
12.822569,4.387650,3.473102
12.822952,4.386800,3.472002
12.823298,4.385947,3.470899
12.823620,4.385092,3.469791
12.823964,4.384235,3.468678
12.824342,4.383376,3.467559
12.824730,4.382514,3.466435
12.825081,4.381650,3.465308
12.825395,4.380784,3.464177
12.825720,4.379915,3.463041
12.826080,4.379044,3.461899
12.826474,4.378171,3.460752
12.826854,4.377295,3.459600
12.827196,4.376417,3.458445
12.827514,4.375537,3.457285
12.827855,4.374654,3.456121
12.828230,4.373769,3.454950
12.828615,4.372882,3.453774
12.828963,4.371992,3.452595
12.829297,4.371099,3.451412
12.829655,4.370205,3.450223
12.830022,4.369308,3.449029
12.830377,4.368408,3.447831
12.830730,4.367506,3.446629
12.831081,4.366602,3.445421
12.831444,4.365695,3.444209
12.831804,4.364786,3.442992
12.832164,4.363874,3.441770
12.832510,4.362960,3.440544
12.832867,4.362043,3.439313
12.833234,4.361124,3.438077
12.833588,4.360202,3.436837
12.833940,4.359278,3.435592
12.834303,4.358351,3.434342
12.834653,4.357422,3.433088
12.835013,4.356490,3.431829
12.835372,4.355556,3.430566
12.835729,4.354619,3.429297
12.836085,4.353679,3.428024
12.836452,4.352737,3.426746
12.836817,4.351793,3.425464
12.837169,4.350845,3.424177
12.837508,4.349895,3.422886
12.837881,4.348943,3.421589
12.838264,4.347988,3.420287
12.838611,4.347030,3.418982
12.838944,4.346070,3.417672
12.839311,4.345107,3.416357
12.839701,4.344142,3.415036
12.840066,4.343173,3.413712
12.840393,4.342202,3.412384
12.840731,4.341228,3.411051
12.841104,4.340252,3.409713
12.841499,4.339273,3.408369
12.841869,4.338292,3.407021
12.842201,4.337307,3.405670
12.842544,4.336320,3.404314
12.842922,4.335330,3.402952
12.843310,4.334338,3.401585
12.843661,4.333342,3.400214
12.843998,4.332344,3.398840
12.844371,4.331343,3.397460
12.844753,4.330340,3.396075
12.845110,4.329333,3.394686
12.845454,4.328324,3.393293
12.845833,4.327312,3.391894
12.846198,4.326297,3.390491
12.846550,4.325280,3.389084
12.846924,4.324259,3.387671
12.847285,4.323236,3.386254
12.847632,4.322210,3.384834
12.848014,4.321181,3.383407
12.848383,4.320150,3.381976
12.848727,4.319115,3.380542
12.849093,4.318077,3.379102
12.849481,4.317037,3.377657
12.849844,4.315994,3.376208
12.850182,4.314948,3.374756
12.850543,4.313899,3.373298
12.850938,4.312847,3.371834
12.851319,4.311793,3.370367
12.851664,4.310735,3.368896
12.851995,4.309674,3.367421
12.852361,4.308610,3.365940
12.852761,4.307544,3.364453
12.853147,4.306475,3.362962
12.853497,4.305402,3.361469
12.853833,4.304327,3.359971
12.854204,4.303248,3.358467
12.854597,4.302167,3.356958
12.854964,4.301083,3.355445
12.855307,4.299995,3.353929
12.855672,4.298905,3.352407
12.856072,4.297812,3.350880
12.856458,4.296716,3.349348
12.856807,4.295616,3.347814
12.857143,4.294514,3.346275
12.857513,4.293408,3.344731
12.857906,4.292300,3.343181
12.858273,4.291189,3.341628
12.858627,4.290074,3.340070
12.859004,4.288956,3.338508
12.859379,4.287836,3.336941
12.859741,4.286712,3.335370
12.860102,4.285585,3.333794
12.860473,4.284455,3.332214
12.860855,4.283322,3.330629
12.861223,4.282186,3.329039
12.861591,4.281047,3.327446
12.861956,4.279904,3.325848
12.862333,4.278759,3.324245
12.862696,4.277610,3.322638
12.863069,4.276458,3.321026
12.863442,4.275303,3.319410
12.863812,4.274145,3.317789
12.864182,4.272984,3.316164
12.864550,4.271819,3.314535
12.864929,4.270652,3.312901
12.865318,4.269481,3.311262
12.865670,4.268307,3.309620
12.866033,4.267130,3.307973
12.866430,4.265950,3.306321
12.866814,4.264766,3.304664
12.867160,4.263579,3.303005
12.867518,4.262389,3.301341
12.867910,4.261196,3.299671
12.868288,4.259999,3.297997
12.868653,4.258799,3.296319
12.869029,4.257596,3.294636
12.869403,4.256390,3.292949
12.869776,4.255180,3.291258
12.870148,4.253967,3.289563
12.870530,4.252751,3.287862
12.870899,4.251532,3.286158
12.871267,4.250309,3.284450
12.871645,4.249083,3.282736
12.872034,4.247854,3.281018
12.872397,4.246621,3.279297
12.872772,4.245385,3.277571
12.873156,4.244146,3.275840
12.873528,4.242903,3.274105
12.873910,4.241658,3.272366
12.874278,4.240408,3.270622
12.874658,4.239156,3.268874
12.875036,4.237900,3.267122
12.875412,4.236640,3.265365
12.875788,4.235378,3.263604
12.876161,4.234112,3.261839
12.876546,4.232842,3.260070
12.876929,4.231569,3.258296
12.877299,4.230293,3.256518
12.877656,4.229013,3.254736
12.878047,4.227730,3.252949
12.878448,4.226444,3.251157
12.878813,4.225154,3.249362
12.879164,4.223861,3.247563
12.879550,4.222564,3.245759
12.879958,4.221264,3.243950
12.880341,4.219961,3.242138
12.880699,4.218654,3.240322
12.881079,4.217343,3.238501
12.881470,4.216029,3.236675
12.881848,4.214712,3.234846
12.882224,4.213391,3.233013
12.882611,4.212067,3.231175
12.882985,4.210739,3.229333
12.883369,4.209408,3.227486
12.883752,4.208073,3.225636
12.884133,4.206735,3.223781
12.884513,4.205393,3.221922
12.884892,4.204048,3.220059
12.885270,4.202699,3.218192
12.885658,4.201347,3.216320
12.886057,4.199991,3.214444
12.886418,4.198631,3.212565
12.886790,4.197268,3.210681
12.887197,4.195902,3.208792
12.887590,4.194532,3.206900
12.887947,4.193159,3.205004
12.888314,4.191781,3.203104
12.888715,4.190401,3.201199
12.889127,4.189017,3.199289
12.889501,4.187629,3.197376
12.889863,4.186238,3.195460
12.890259,4.184843,3.193538
12.890665,4.183444,3.191612
12.891035,4.182042,3.189683
12.891391,4.180636,3.187750
12.891782,4.179227,3.185812
12.892195,4.177814,3.183869
12.892583,4.176398,3.181923
12.892946,4.174978,3.179974
12.893331,4.173554,3.178020
12.893739,4.172127,3.176061
12.894122,4.170696,3.174099
12.894491,4.169261,3.172134
12.894883,4.167823,3.170163
12.895286,4.166381,3.168188
12.895663,4.164935,3.166210
12.896051,4.163486,3.164228
12.896449,4.162033,3.162241
12.896823,4.160577,3.160251
12.897207,4.159116,3.158257
12.897613,4.157653,3.156258
12.897994,4.156185,3.154255
12.898363,4.154713,3.152250
12.898765,4.153239,3.150239
12.899178,4.151760,3.148223
12.899554,4.150278,3.146206
12.899917,4.148792,3.144184
12.900315,4.147302,3.142157
12.900734,4.145809,3.140126
12.901129,4.144312,3.138092
12.901486,4.142811,3.136055
12.901854,4.141306,3.134013
12.902257,4.139798,3.131967
12.902694,4.138286,3.129915
12.903118,4.136771,3.127861
12.903504,4.135251,3.125803
12.903853,4.133727,3.123743
12.904190,4.132200,3.121679
12.904561,4.130669,3.119610
12.904967,4.129134,3.117536
12.905407,4.127597,3.115457
12.905857,4.126055,3.113374
12.906270,4.124510,3.111289
12.906645,4.122960,3.109201
12.906984,4.121406,3.107110
12.907334,4.119848,3.105015
12.907718,4.118287,3.102915
12.908137,4.116723,3.100810
12.908590,4.115155,3.098700
12.909030,4.113584,3.096587
12.909432,4.112007,3.094471
12.909797,4.110427,3.092353
12.910125,4.108843,3.090233
12.910464,4.107255,3.088107
12.910839,4.105663,3.085977
12.911247,4.104068,3.083842
12.911690,4.102470,3.081702
12.912155,4.100868,3.079558
12.912595,4.099262,3.077411
12.912997,4.097652,3.075261
12.913362,4.096037,3.073110
12.913690,4.094418,3.070955
12.914030,4.092795,3.068796
12.914404,4.091169,3.066632
12.914813,4.089540,3.064464
12.915256,4.087907,3.062290
12.915733,4.086271,3.060112
12.916196,4.084630,3.057931
12.916622,4.082986,3.055748
12.917010,4.081336,3.053563
12.917362,4.079683,3.051375
12.917677,4.078025,3.049184
12.918003,4.076364,3.046989
12.918365,4.074699,3.044789
12.918761,4.073031,3.042584
12.919191,4.071359,3.040374
12.919655,4.069684,3.038160
12.920130,4.068005,3.035942
12.920566,4.066322,3.033723
12.920966,4.064634,3.031500
12.921329,4.062942,3.029276
12.921667,4.061246,3.027048
12.922028,4.059546,3.024816
12.922423,4.057842,3.022579
12.922853,4.056136,3.020338
12.923317,4.054425,3.018092
12.923768,4.052711,3.015843
12.924180,4.050992,3.013593
12.924556,4.049268,3.011339
12.924896,4.047541,3.009084
12.925246,4.045810,3.006824
12.925631,4.044075,3.004560
12.926051,4.042336,3.002290
12.926504,4.040595,3.000017
12.926980,4.038849,2.997739
12.927430,4.037099,2.995460
12.927843,4.035345,2.993178
12.928219,4.033586,2.990894
12.928558,4.031823,2.988607
12.928908,4.030056,2.986317
12.929293,4.028286,2.984021
12.929713,4.026512,2.981722
12.930166,4.024735,2.979417
12.930630,4.022953,2.977110
12.931057,4.021168,2.974800
12.931446,4.019377,2.972489
12.931798,4.017583,2.970175
12.932162,4.015784,2.967857
12.932560,4.013983,2.965534
12.932993,4.012177,2.963207
12.933459,4.010368,2.960876
12.933912,4.008555,2.958542
12.934328,4.006737,2.956207
12.934707,4.004915,2.953869
12.935061,4.003089,2.951529
12.935437,4.001259,2.949184
12.935849,3.999425,2.946835
12.936294,3.997588,2.944482
12.936762,3.995747,2.942125
12.937204,3.993902,2.939765
12.937609,3.992052,2.937404
12.937977,3.990198,2.935041
12.938332,3.988340,2.932674
12.938722,3.986478,2.930304
12.939147,3.984613,2.927929
12.939606,3.982744,2.925549
12.940074,3.980871,2.923167
12.940506,3.978993,2.920783
12.940900,3.977111,2.918397
12.941257,3.975225,2.916008
12.941626,3.973335,2.913617
12.942029,3.971442,2.911220
12.942466,3.969544,2.908820
12.942938,3.967644,2.906416
12.943396,3.965739,2.904009
12.943816,3.963829,2.901600
12.944200,3.961915,2.899190
12.944547,3.959997,2.896777
12.944905,3.958075,2.894361
12.945298,3.956150,2.891941
12.945725,3.954221,2.889517
12.946186,3.952288,2.887088
12.946681,3.950352,2.884656
12.947163,3.948411,2.882221
12.947607,3.946466,2.879785
12.948013,3.944517,2.877348
12.948383,3.942563,2.874908
12.948716,3.940605,2.872467
12.949061,3.938643,2.870022
12.949440,3.936678,2.867572
12.949854,3.934709,2.865119
12.950302,3.932737,2.862661
12.950784,3.930761,2.860200
12.951300,3.928782,2.857736
12.951802,3.926798,2.855269
12.952266,3.924810,2.852801
12.952693,3.922817,2.850331
12.953083,3.920820,2.847860
12.953436,3.918818,2.845387
12.953753,3.916812,2.842912
12.954081,3.914803,2.840434
12.954444,3.912790,2.837951
12.954842,3.910774,2.835464
12.955274,3.908754,2.832974
12.955740,3.906731,2.830480
12.956241,3.904704,2.827982
12.956775,3.902674,2.825481
12.957294,3.900639,2.822978
12.957776,3.898600,2.820474
12.958221,3.896556,2.817968
12.958628,3.894508,2.815462
12.958998,3.892456,2.812953
12.959332,3.890399,2.810443
12.959653,3.888338,2.807931
12.960010,3.886274,2.805414
12.960401,3.884207,2.802893
12.960826,3.882136,2.800369
12.961286,3.880062,2.797841
12.961780,3.877984,2.795310
12.962308,3.875903,2.792775
12.962821,3.873817,2.790239
12.963296,3.871727,2.787701
12.963735,3.869633,2.785163
12.964136,3.867534,2.782623
12.964500,3.865430,2.780082
12.964828,3.863323,2.777539
12.965143,3.861211,2.774993
12.965493,3.859096,2.772444
12.965879,3.856978,2.769891
12.966298,3.854857,2.767334
12.966752,3.852732,2.764774
12.967240,3.850604,2.762211
12.967762,3.848472,2.759644
12.968317,3.846336,2.757074
12.968858,3.844197,2.754503
12.969361,3.842052,2.751932
12.969826,3.839904,2.749359
12.970254,3.837750,2.746785
12.970645,3.835593,2.744210
12.970999,3.833431,2.741634
12.971317,3.831265,2.739056
12.971622,3.829095,2.736476
12.971963,3.826922,2.733892
12.972338,3.824746,2.731305
12.972748,3.822566,2.728714
12.973193,3.820383,2.726120
12.973671,3.818196,2.723522
12.974183,3.816006,2.720922
12.974729,3.813813,2.718318
12.975285,3.811615,2.715713
12.975802,3.809413,2.713107
12.976281,3.807207,2.710500
12.976723,3.804996,2.707893
12.977128,3.802781,2.705284
12.977496,3.800561,2.702675
12.977827,3.798338,2.700064
12.978146,3.796110,2.697452
12.978500,3.793879,2.694835
12.978889,3.791645,2.692215
12.979312,3.789408,2.689592
12.979770,3.787167,2.686966
12.980262,3.784923,2.684337
12.980787,3.782675,2.681705
12.981345,3.780424,2.679070
12.981889,3.778169,2.676435
12.982396,3.775909,2.673799
12.982864,3.773645,2.671162
12.983295,3.771376,2.668525
12.983690,3.769103,2.665887
12.984047,3.766826,2.663248
12.984368,3.764544,2.660608
12.984700,3.762259,2.657965
12.985067,3.759971,2.655319
12.985469,3.757680,2.652669
12.985905,3.755385,2.650017
12.986375,3.753087,2.647362
12.986880,3.750786,2.644704
12.987417,3.748481,2.642043
12.987965,3.746172,2.639381
12.988474,3.743859,2.636718
12.988945,3.741541,2.634056
12.989379,3.739219,2.631392
12.989776,3.736893,2.628728
12.990137,3.734563,2.626064
12.990484,3.732228,2.623397
12.990866,3.729891,2.620728
12.991283,3.727550,2.618055
12.991734,3.725206,2.615380
12.992219,3.722858,2.612702
12.992738,3.720508,2.610021
12.993290,3.718153,2.607338
12.993828,3.715795,2.604655
12.994328,3.713432,2.601971
12.994790,3.711065,2.599287
12.995215,3.708693,2.596603
12.995603,3.706317,2.593918
12.995954,3.703937,2.591232
12.996293,3.701553,2.588545
12.996666,3.699166,2.585855
12.997074,3.696776,2.583162
12.997516,3.694382,2.580466
12.997992,3.691985,2.577768
12.998502,3.689585,2.575067
12.999046,3.687182,2.572364
12.999598,3.684774,2.569660
13.000113,3.682362,2.566956
13.000590,3.679946,2.564252
13.001030,3.677526,2.561548
13.001432,3.675101,2.558843
13.001798,3.672672,2.556138
13.002174,3.670239,2.553431
13.002585,3.667803,2.550721
13.003030,3.665364,2.548009
13.003509,3.662922,2.545294
13.004022,3.660476,2.542577
13.004568,3.658027,2.539858
13.005100,3.655574,2.537138
13.005594,3.653117,2.534419
13.006051,3.650655,2.531700
13.006470,3.648189,2.528980
13.006852,3.645718,2.526260
13.007221,3.643244,2.523540
13.007625,3.640767,2.520816
13.008062,3.638286,2.518090
13.008534,3.635802,2.515362
13.009040,3.633315,2.512632
