psi_m,x_m,y_m
0.464478,9.976122,3.976143
0.464187,9.977362,3.976797
0.463897,9.978602,3.977452
0.463607,9.979842,3.978107
0.463316,9.981081,3.978762
0.463027,9.982321,3.979417
0.462737,9.983561,3.980072
0.462448,9.984800,3.980728
0.462158,9.986040,3.981384
0.461869,9.987279,3.982040
0.461581,9.988518,3.982696
0.461292,9.989757,3.983353
0.461004,9.990996,3.984010
0.460716,9.992235,3.984667
0.460428,9.993474,3.985324
0.460141,9.994712,3.985982
0.459853,9.995951,3.986640
0.459567,9.997189,3.987298
0.459280,9.998428,3.987956
0.458994,9.999666,3.988614
0.458708,10.000904,3.989273
0.458422,10.002142,3.989932
0.458136,10.003380,3.990591
0.457851,10.004618,3.991250
0.457567,10.005856,3.991910
0.457282,10.007093,3.992569
0.456998,10.008331,3.993229
0.456715,10.009568,3.993890
0.456431,10.010806,3.994550
0.456148,10.012043,3.995211
0.455866,10.013280,3.995871
0.455584,10.014517,3.996532
0.455302,10.015754,3.997194
0.455020,10.016991,3.997855
0.454739,10.018227,3.998516
0.454459,10.019464,3.999178
0.454179,10.020700,3.999840
0.453899,10.021936,4.000502
0.453620,10.023172,4.001164
0.453341,10.024408,4.001827
0.453063,10.025644,4.002489
0.452785,10.026879,4.003152
0.452507,10.028115,4.003815
0.452230,10.029350,4.004477
0.451954,10.030585,4.005141
0.451678,10.031819,4.005804
0.451402,10.033054,4.006467
0.451127,10.034288,4.007130
0.450853,10.035522,4.007794
0.450578,10.036756,4.008457
0.450305,10.037989,4.009121
0.450032,10.039223,4.009785
0.449760,10.040456,4.010449
0.449488,10.041689,4.011113
0.449216,10.042921,4.011777
0.448946,10.044153,4.012441
0.448675,10.045385,4.013105
0.448406,10.046617,4.013769
0.448136,10.047848,4.014433
0.447868,10.049079,4.015097
0.447600,10.050310,4.015762
0.447333,10.051541,4.016426
0.447066,10.052771,4.017090
0.446800,10.054001,4.017755
0.446534,10.055230,4.018419
0.446269,10.056459,4.019084
0.446005,10.057688,4.019748
0.445742,10.058917,4.020412
0.445479,10.060145,4.021077
0.445216,10.061372,4.021741
0.444955,10.062600,4.022406
0.444694,10.063827,4.023070
0.444433,10.065054,4.023734
0.444174,10.066280,4.024399
0.443915,10.067506,4.025063
0.443656,10.068731,4.025727
0.443399,10.069956,4.026392
0.443142,10.071181,4.027056
0.442886,10.072405,4.027720
0.442630,10.073629,4.028384
0.442375,10.074852,4.029048
0.442121,10.076075,4.029712
0.441868,10.077298,4.030376
0.441615,10.078520,4.031040
0.441364,10.079742,4.031703
0.441113,10.080963,4.032367
0.440862,10.082183,4.033030
0.440613,10.083404,4.033694
0.440364,10.084624,4.034357
0.440116,10.085843,4.035020
0.439869,10.087062,4.035683
0.439622,10.088280,4.036346
0.439377,10.089498,4.037009
0.439132,10.090715,4.037672
0.438888,10.091932,4.038334
0.438645,10.093148,4.038997
0.438402,10.094364,4.039659
0.438161,10.095579,4.040321
0.437920,10.096794,4.040983
0.437680,10.098008,4.041645
0.437441,10.099222,4.042307
0.437203,10.100435,4.042968
0.436966,10.101647,4.043630
0.436730,10.102859,4.044291
0.436494,10.104071,4.044952
0.436259,10.105282,4.045613
0.436026,10.106492,4.046273
0.435793,10.107702,4.046934
0.435561,10.108911,4.047594
0.435330,10.110119,4.048254
0.435099,10.111327,4.048914
0.434870,10.112534,4.049573
0.434642,10.113741,4.050233
0.434414,10.114947,4.050892
0.434188,10.116153,4.051551
0.433962,10.117357,4.052210
0.433738,10.118562,4.052868
0.433514,10.119765,4.053526
0.433291,10.120968,4.054184
0.433069,10.122170,4.054842
0.432849,10.123372,4.055500
0.432629,10.124573,4.056157
0.432410,10.125773,4.056814
0.432192,10.126973,4.057470
0.431975,10.128172,4.058127
0.431759,10.129370,4.058783
0.431544,10.130568,4.059439
0.431331,10.131765,4.060094
0.431118,10.132961,4.060750
0.430906,10.134156,4.061405
0.430695,10.135351,4.062059
0.430485,10.136545,4.062714
0.430276,10.137739,4.063368
0.430069,10.138931,4.064021
0.429862,10.140123,4.064675
0.429656,10.141314,4.065328
0.429452,10.142505,4.065981
0.429248,10.143695,4.066633
0.429046,10.144884,4.067285
0.428844,10.146072,4.067937
0.428644,10.147259,4.068589
0.428445,10.148446,4.069240
0.428247,10.149632,4.069891
0.428050,10.150817,4.070541
0.427854,10.152002,4.071191
0.427659,10.153185,4.071841
0.427465,10.154368,4.072490
0.427272,10.155550,4.073139
0.427081,10.156731,4.073787
0.426890,10.157912,4.074436
0.426701,10.159091,4.075083
0.426513,10.160270,4.075731
0.426326,10.161448,4.076378
0.426140,10.162625,4.077025
0.425955,10.163802,4.077671
0.425772,10.164977,4.078317
0.425589,10.166152,4.078962
0.425408,10.167326,4.079607
0.425228,10.168499,4.080252
0.425049,10.169671,4.080896
0.424871,10.170842,4.081539
0.424694,10.172012,4.082183
0.424519,10.173182,4.082826
0.424345,10.174351,4.083468
0.424172,10.175518,4.084110
0.424000,10.176685,4.084752
0.423829,10.177851,4.085393
0.423660,10.179017,4.086034
0.423492,10.180181,4.086674
0.423325,10.181344,4.087314
0.423159,10.182507,4.087953
0.422994,10.183668,4.088592
