psi_bar,psi_hat,x_bar,x_hat,y_bar,y_hat,psi_m,x_m,y_m
-0.003756,0.012108,0.083526,-0.167531,-0.063572,-0.008950,0.007826,-0.086549,-0.070368
-0.004281,0.012627,0.080982,-0.165064,-0.061418,-0.011029,0.007826,-0.086549,-0.070368
-0.004800,0.013139,0.078514,-0.162671,-0.059338,-0.013036,0.007826,-0.086549,-0.070368
-0.005313,0.013645,0.076121,-0.160350,-0.057331,-0.014973,0.007826,-0.086549,-0.070368
-0.033331,0.014144,0.460380,-0.158099,-0.083004,-0.016841,-0.019686,0.300030,-0.097977
-0.033830,0.013810,0.458130,-0.140464,-0.081135,-0.019769,-0.019686,0.300030,-0.097977
-0.033497,0.013470,0.440494,-0.122893,-0.078207,-0.022632,-0.019686,0.300030,-0.097977
-0.033156,0.013138,0.422924,-0.105889,-0.075344,-0.025393,-0.019686,0.300030,-0.097977
-0.032825,0.012816,0.405920,-0.089450,-0.072584,-0.028052,-0.019686,0.300030,-0.097977
-0.032502,0.012501,0.389480,-0.073556,-0.069924,-0.030614,-0.019686,0.300030,-0.097977
-0.032187,0.012194,0.373587,-0.058192,-0.067362,-0.033081,-0.019686,0.300030,-0.097977
-0.031881,0.011895,0.358222,-0.043340,-0.064895,-0.035457,-0.019686,0.300030,-0.097977
-0.031581,0.011603,0.343370,-0.028983,-0.062519,-0.037744,-0.019686,0.300030,-0.097977
-0.031290,0.011318,0.329013,-0.015106,-0.060232,-0.039946,-0.019686,0.300030,-0.097977
0.042322,0.011040,-0.209073,-0.001693,-0.219759,-0.042064,0.053640,-0.224178,-0.259705
0.042600,0.012967,-0.222486,-0.009677,-0.217640,-0.050599,0.053640,-0.224178,-0.259705
0.040673,0.014901,-0.214501,-0.018098,-0.209106,-0.059063,0.053640,-0.224178,-0.259705
0.038739,0.016809,-0.206081,-0.026257,-0.200642,-0.067225,0.053640,-0.224178,-0.259705
0.036831,0.018691,-0.197922,-0.034141,-0.192480,-0.075088,0.053640,-0.224178,-0.259705
0.034949,0.020547,-0.190038,-0.041758,-0.184617,-0.082660,0.053640,-0.224178,-0.259705
0.033094,0.022375,-0.182421,-0.049117,-0.177045,-0.089951,0.053640,-0.224178,-0.259705
0.031265,0.024177,-0.175062,-0.056226,-0.169754,-0.096970,0.053640,-0.224178,-0.259705
0.029463,0.025951,-0.167952,-0.063093,-0.162735,-0.103725,0.053640,-0.224178,-0.259705
0.027689,0.027698,-0.161085,-0.069726,-0.155980,-0.110226,0.053640,-0.224178,-0.259705
-0.038203,0.029417,0.213304,-0.076133,0.322576,-0.116481,-0.010505,0.143578,0.212350
-0.039922,0.029183,0.219711,-0.067608,0.328831,-0.103616,-0.010505,0.143578,0.212350
-0.039688,0.028921,0.211186,-0.058870,0.315966,-0.090523,-0.010505,0.143578,0.212350
-0.039426,0.028645,0.202448,-0.050405,0.302873,-0.077868,-0.010505,0.143578,0.212350
-0.039150,0.028354,0.193983,-0.042222,0.290218,-0.065656,-0.010505,0.143578,0.212350
-0.038859,0.028050,0.185800,-0.034310,0.278006,-0.053877,-0.010505,0.143578,0.212350
-0.038555,0.027735,0.177888,-0.026662,0.266227,-0.042515,-0.010505,0.143578,0.212350
-0.038240,0.027410,0.170240,-0.019269,0.254865,-0.031558,-0.010505,0.143578,0.212350
-0.037915,0.027075,0.162847,-0.012122,0.243908,-0.020994,-0.010505,0.143578,0.212350
-0.037580,0.026733,0.155700,-0.005215,0.233344,-0.010811,-0.010505,0.143578,0.212350
-0.018751,0.026385,0.146706,0.001462,0.062915,-0.000995,0.007982,0.141491,0.052105
-0.018402,0.026585,0.140029,0.007841,0.053100,0.002044,0.007982,0.141491,0.052105
-0.018603,0.026781,0.133650,0.014004,0.050061,0.004736,0.007982,0.141491,0.052105
-0.018799,0.026970,0.127487,0.019960,0.047368,0.007318,0.007982,0.141491,0.052105
-0.018988,0.027153,0.121531,0.025714,0.044786,0.009801,0.007982,0.141491,0.052105
-0.019170,0.027330,0.115777,0.031274,0.042304,0.012187,0.007982,0.141491,0.052105
-0.019348,0.027502,0.110217,0.036646,0.039918,0.014480,0.007982,0.141491,0.052105
-0.019520,0.027668,0.104845,0.041835,0.037625,0.016683,0.007982,0.141491,0.052105
-0.019686,0.027830,0.099656,0.046848,0.035422,0.018799,0.007982,0.141491,0.052105
-0.019848,0.027987,0.094643,0.051690,0.033305,0.020832,0.007982,0.141491,0.052105
-0.119589,0.028139,0.362920,0.056367,-0.225892,0.022784,-0.091602,0.414610,-0.205060
-0.119741,0.025300,0.358243,0.071742,-0.227843,0.014460,-0.091602,0.414610,-0.205060
-0.116902,0.022456,0.342868,0.086962,-0.219520,0.006064,-0.091602,0.414610,-0.205060
-0.114058,0.019672,0.327648,0.101680,-0.211124,-0.002044,-0.091602,0.414610,-0.205060
-0.111274,0.016948,0.312930,0.115899,-0.203015,-0.009864,-0.091602,0.414610,-0.205060
-0.108550,0.014282,0.298711,0.129637,-0.195196,-0.017402,-0.091602,0.414610,-0.205060
-0.105884,0.011674,0.284973,0.142908,-0.187658,-0.024668,-0.091602,0.414610,-0.205060
-0.103275,0.009120,0.271702,0.155727,-0.180392,-0.031670,-0.091602,0.414610,-0.205060
-0.100722,0.006620,0.258883,0.168110,-0.173390,-0.038416,-0.091602,0.414610,-0.205060
-0.098221,0.004172,0.246500,0.180069,-0.166644,-0.044915,-0.091602,0.414610,-0.205060
-0.013149,0.001774,-0.041895,0.191619,0.256782,-0.051174,-0.008977,0.138174,0.211867
-0.010751,0.001905,-0.053445,0.191741,0.263041,-0.040671,-0.008977,0.138174,0.211867
-0.010882,0.002084,-0.053566,0.191476,0.252538,-0.029951,-0.008977,0.138174,0.211867
-0.011061,0.002249,-0.053302,0.191201,0.241818,-0.019592,-0.008977,0.138174,0.211867
-0.011226,0.002399,-0.053027,0.190927,0.231459,-0.009602,-0.008977,0.138174,0.211867
-0.011376,0.002535,-0.052753,0.190654,0.221469,0.000030,-0.008977,0.138174,0.211867
-0.011512,0.002658,-0.052480,0.190383,0.211837,0.009316,-0.008977,0.138174,0.211867
-0.011635,0.002769,-0.052208,0.190113,0.202551,0.018266,-0.008977,0.138174,0.211867
-0.011746,0.002869,-0.051938,0.189844,0.193601,0.026891,-0.008977,0.138174,0.211867
-0.011846,0.002959,-0.051670,0.189577,0.184976,0.035201,-0.008977,0.138174,0.211867
0.036342,0.003041,-0.164646,0.189311,-0.369419,0.043207,0.039301,0.024931,-0.334218
0.036261,0.004562,-0.164380,0.184546,-0.377424,0.028986,0.039301,0.024931,-0.334218
0.034739,0.006077,-0.159615,0.179784,-0.363204,0.014481,0.039301,0.024931,-0.334218
0.033224,0.007583,-0.154853,0.175170,-0.348699,0.000466,0.039301,0.024931,-0.334218
0.031719,0.009080,-0.150239,0.170703,-0.334684,-0.013050,0.039301,0.024931,-0.334218
0.030222,0.010567,-0.145773,0.166380,-0.321168,-0.026080,0.039301,0.024931,-0.334218
0.028734,0.012043,-0.141449,0.162195,-0.308138,-0.038641,0.039301,0.024931,-0.334218
0.027258,0.013508,-0.137265,0.158145,-0.295576,-0.050748,0.039301,0.024931,-0.334218
0.025794,0.014959,-0.133214,0.154224,-0.283470,-0.062413,0.039301,0.024931,-0.334218
0.024342,0.016396,-0.129294,0.150430,-0.271805,-0.073652,0.039301,0.024931,-0.334218
0.036582,0.017818,-0.293108,0.146757,0.021046,-0.084478,0.052978,-0.142678,-0.052606
0.035160,0.019635,-0.289435,0.136498,0.031871,-0.083659,0.052978,-0.142678,-0.052606
0.033343,0.021435,-0.279176,0.126352,0.031053,-0.082453,0.052978,-0.142678,-0.052606
0.031543,0.023200,-0.269030,0.116534,0.029847,-0.081265,0.052978,-0.142678,-0.052606
0.029778,0.024929,-0.259212,0.107040,0.028659,-0.080106,0.052978,-0.142678,-0.052606
0.028049,0.026622,-0.249718,0.097860,0.027500,-0.078976,0.052978,-0.142678,-0.052606
0.026356,0.028280,-0.240538,0.088984,0.026370,-0.077875,0.052978,-0.142678,-0.052606
0.024698,0.029904,-0.231662,0.080402,0.025269,-0.076803,0.052978,-0.142678,-0.052606
0.023074,0.031494,-0.223080,0.072105,0.024197,-0.075758,0.052978,-0.142678,-0.052606
0.021484,0.033052,-0.214783,0.064083,0.023152,-0.074741,0.052978,-0.142678,-0.052606
-0.043541,0.034577,0.082056,0.056328,-0.017804,-0.073750,-0.010490,0.146139,-0.092545
-0.045066,0.034166,0.089811,0.060377,-0.018795,-0.074334,-0.010490,0.146139,-0.092545
-0.044655,0.033723,0.085762,0.064675,-0.018211,-0.074947,-0.010490,0.146139,-0.092545
-0.044213,0.033284,0.081464,0.068840,-0.017598,-0.075532,-0.010490,0.146139,-0.092545
-0.043774,0.032850,0.077299,0.072863,-0.017013,-0.076088,-0.010490,0.146139,-0.092545
-0.043339,0.032419,0.073276,0.076749,-0.016457,-0.076616,-0.010490,0.146139,-0.092545
-0.042909,0.031992,0.069390,0.080503,-0.015929,-0.077118,-0.010490,0.146139,-0.092545
-0.042482,0.031570,0.065637,0.084128,-0.015427,-0.077594,-0.010490,0.146139,-0.092545
-0.042060,0.031152,0.062011,0.087629,-0.014951,-0.078045,-0.010490,0.146139,-0.092545
-0.041641,0.030737,0.058511,0.091009,-0.014500,-0.078473,-0.010490,0.146139,-0.092545
-0.064665,0.030327,0.020744,0.094273,0.180939,-0.078878,-0.033928,0.111753,0.102466
-0.064255,0.029218,0.017479,0.096045,0.181345,-0.071440,-0.033928,0.111753,0.102466
-0.063146,0.028112,0.015708,0.097708,0.173906,-0.063980,-0.033928,0.111753,0.102466
-0.062040,0.027015,0.014045,0.099311,0.166446,-0.056774,-0.033928,0.111753,0.102466
-0.060943,0.025927,0.012442,0.100858,0.159240,-0.049822,-0.033928,0.111753,0.102466
-0.059855,0.024847,0.010895,0.102350,0.152288,-0.043117,-0.033928,0.111753,0.102466
-0.058775,0.023777,0.009402,0.103790,0.145583,-0.036651,-0.033928,0.111753,0.102466
-0.057705,0.022716,0.007962,0.105180,0.139117,-0.030417,-0.033928,0.111753,0.102466
-0.056644,0.021667,0.006573,0.106520,0.132884,-0.024408,-0.033928,0.111753,0.102466
-0.055595,0.020629,0.005233,0.107812,0.126874,-0.018616,-0.033928,0.111753,0.102466
0.014554,0.019602,-0.018076,0.109059,0.494282,-0.013035,0.035183,0.089736,0.475666
0.015581,0.020660,-0.019323,0.109414,0.488701,0.007197,0.035183,0.089736,0.475666
0.014523,0.021731,-0.019679,0.109729,0.468469,0.027230,0.035183,0.089736,0.475666
0.013452,0.022763,-0.019993,0.110025,0.448436,0.046554,0.035183,0.089736,0.475666
0.012420,0.023756,-0.020290,0.110306,0.429112,0.065173,0.035183,0.089736,0.475666
0.011427,0.024714,-0.020570,0.110570,0.410493,0.083111,0.035183,0.089736,0.475666
0.010469,0.025637,-0.020834,0.110819,0.392555,0.100388,0.035183,0.089736,0.475666
0.009546,0.026529,-0.021083,0.111053,0.375278,0.117026,0.035183,0.089736,0.475666
0.008654,0.027390,-0.021317,0.111272,0.358640,0.133046,0.035183,0.089736,0.475666
0.007793,0.028223,-0.021537,0.111478,0.342619,0.148468,0.035183,0.089736,0.475666
0.107941,0.029030,-0.235021,0.111671,-0.192726,0.163312,0.136164,-0.123543,-0.044258
0.107134,0.032841,-0.235214,0.103434,-0.207569,0.156687,0.136164,-0.123543,-0.044258
0.103323,0.036628,-0.226977,0.095191,-0.200944,0.149521,0.136164,-0.123543,-0.044258
0.099536,0.040363,-0.218734,0.087208,-0.193779,0.142565,0.136164,-0.123543,-0.044258
0.095801,0.044047,-0.210751,0.079487,-0.186823,0.135837,0.136164,-0.123543,-0.044258
0.092117,0.047680,-0.203030,0.072018,-0.180095,0.129331,0.136164,-0.123543,-0.044258
0.088484,0.051261,-0.195561,0.064795,-0.173589,0.123041,0.136164,-0.123543,-0.044258
0.084904,0.054789,-0.188338,0.057809,-0.167299,0.116961,0.136164,-0.123543,-0.044258
0.081375,0.058266,-0.181352,0.051052,-0.161219,0.111085,0.136164,-0.123543,-0.044258
0.077898,0.061690,-0.174595,0.044519,-0.155343,0.105408,0.136164,-0.123543,-0.044258
0.009215,0.065061,0.021904,0.038201,0.108647,0.099924,0.070905,0.066423,0.214055
0.005843,0.066422,0.028222,0.039644,0.114131,0.104998,0.070905,0.066423,0.214055
0.004482,0.067730,0.026778,0.041292,0.109057,0.110251,0.070905,0.066423,0.214055
0.003174,0.069008,0.025130,0.042890,0.103804,0.115317,0.070905,0.066423,0.214055
0.001896,0.070256,0.023533,0.044430,0.098738,0.120191,0.070905,0.066423,0.214055
0.000648,0.071475,0.021993,0.045915,0.093864,0.124878,0.070905,0.066423,0.214055
-0.000570,0.072664,0.020508,0.047346,0.089177,0.129386,0.070905,0.066423,0.214055
-0.001760,0.073826,0.019076,0.048726,0.084669,0.133719,0.070905,0.066423,0.214055
-0.002922,0.074961,0.017697,0.050055,0.080336,0.137885,0.070905,0.066423,0.214055
-0.004056,0.076069,0.016367,0.051336,0.076170,0.141888,0.070905,0.066423,0.214055
-0.057664,0.077151,0.054709,0.052570,-0.321395,0.145735,0.018405,0.106045,-0.179506
-0.058746,0.076633,0.053475,0.055301,-0.325242,0.133718,0.018405,0.106045,-0.179506
-0.058228,0.076090,0.050744,0.057987,-0.313224,0.121554,0.018405,0.106045,-0.179506
-0.057685,0.075567,0.048058,0.060584,-0.301061,0.109799,0.018405,0.106045,-0.179506
-0.057162,0.075063,0.045461,0.063092,-0.289306,0.098457,0.018405,0.106045,-0.179506
-0.056658,0.074578,0.042953,0.065516,-0.277964,0.087516,0.018405,0.106045,-0.179506
-0.056173,0.074110,0.040529,0.067856,-0.267022,0.076963,0.018405,0.106045,-0.179506
-0.055705,0.073658,0.038189,0.070117,-0.256470,0.066787,0.018405,0.106045,-0.179506
-0.055253,0.073221,0.035928,0.072301,-0.246294,0.056976,0.018405,0.106045,-0.179506
-0.054816,0.072797,0.033744,0.074410,-0.236483,0.047518,0.018405,0.106045,-0.179506
-0.075344,0.072385,-0.249931,0.076447,-0.514000,0.038403,-0.002547,-0.175521,-0.466481
-0.074932,0.071356,-0.251967,0.067144,-0.504884,0.018155,-0.002547,-0.175521,-0.466481
-0.073903,0.070338,-0.242665,0.057775,-0.484636,-0.001771,-0.002547,-0.175521,-0.466481
-0.072885,0.069351,-0.233296,0.048707,-0.464710,-0.020987,-0.002547,-0.175521,-0.466481
-0.071898,0.068396,-0.224228,0.039943,-0.445495,-0.039500,-0.002547,-0.175521,-0.466481
-0.070943,0.067470,-0.215463,0.031472,-0.426981,-0.057335,-0.002547,-0.175521,-0.466481
-0.070018,0.066572,-0.206993,0.023286,-0.409146,-0.074511,-0.002547,-0.175521,-0.466481
-0.069119,0.065699,-0.198806,0.015375,-0.391970,-0.091052,-0.002547,-0.175521,-0.466481
-0.068246,0.064849,-0.190895,0.007730,-0.375429,-0.106976,-0.002547,-0.175521,-0.466481
-0.067396,0.064022,-0.183251,0.000343,-0.359505,-0.122305,-0.002547,-0.175521,-0.466481
-0.102171,0.063215,-0.059051,-0.006794,0.169597,-0.137058,-0.038149,-0.058708,0.047291
-0.101364,0.061359,-0.051914,-0.009002,0.184349,-0.130698,-0.038149,-0.058708,0.047291
-0.099508,0.059520,-0.049706,-0.010975,0.177989,-0.123800,-0.038149,-0.058708,0.047291
-0.097669,0.057696,-0.047733,-0.012874,0.171092,-0.117100,-0.038149,-0.058708,0.047291
-0.095845,0.055884,-0.045834,-0.014706,0.164391,-0.110614,-0.038149,-0.058708,0.047291
-0.094033,0.054086,-0.044002,-0.016474,0.157906,-0.104338,-0.038149,-0.058708,0.047291
-0.092235,0.052302,-0.042234,-0.018181,0.151629,-0.098266,-0.038149,-0.058708,0.047291
-0.090451,0.050533,-0.040527,-0.019827,0.145557,-0.092391,-0.038149,-0.058708,0.047291
-0.088682,0.048780,-0.038881,-0.021414,0.139682,-0.086710,-0.038149,-0.058708,0.047291
-0.086928,0.047043,-0.037294,-0.022946,0.134001,-0.081216,-0.038149,-0.058708,0.047291
-0.031950,0.045322,0.308194,-0.024423,0.504871,-0.075904,0.015092,0.285248,0.423655
-0.030230,0.045216,0.309671,-0.012089,0.499559,-0.055715,0.015092,0.285248,0.423655
-0.030124,0.045128,0.297338,0.000298,0.479370,-0.035698,0.015092,0.285248,0.423655
-0.030036,0.045015,0.284951,0.012285,0.459353,-0.016374,0.015092,0.285248,0.423655
-0.029923,0.044878,0.272963,0.023870,0.440030,0.002260,0.015092,0.285248,0.423655
-0.029786,0.044718,0.261378,0.035067,0.421396,0.020226,0.015092,0.285248,0.423655
-0.029626,0.044538,0.250182,0.045886,0.403430,0.037544,0.015092,0.285248,0.423655
-0.029446,0.044340,0.239362,0.056341,0.386111,0.054235,0.015092,0.285248,0.423655
-0.029248,0.044126,0.228907,0.066444,0.369420,0.070319,0.015092,0.285248,0.423655
-0.029033,0.043897,0.218805,0.076205,0.353336,0.085815,0.015092,0.285248,0.423655
0.001699,0.043655,0.274636,0.085635,-0.352573,0.100741,0.045596,0.350841,-0.266758
0.001941,0.044318,0.265206,0.097395,-0.367499,0.087477,0.045596,0.350841,-0.266758
0.001278,0.044971,0.253446,0.108848,-0.354235,0.073677,0.045596,0.350841,-0.266758
0.000625,0.045628,0.241993,0.119916,-0.340435,0.060325,0.045596,0.350841,-0.266758
-0.000031,0.046289,0.230925,0.130609,-0.327084,0.047439,0.045596,0.350841,-0.266758
-0.000693,0.046954,0.220232,0.140938,-0.314198,0.035006,0.045596,0.350841,-0.266758
-0.001358,0.047621,0.209903,0.150916,-0.301764,0.023010,0.045596,0.350841,-0.266758
-0.002025,0.048290,0.199925,0.160554,-0.289768,0.011440,0.045596,0.350841,-0.266758
-0.002694,0.048958,0.190287,0.169863,-0.278198,0.000281,0.045596,0.350841,-0.266758
-0.003362,0.049625,0.180978,0.178853,-0.267039,-0.010479,0.045596,0.350841,-0.266758
-0.052505,0.050290,0.079582,0.187535,-0.000377,-0.020852,-0.002879,0.258435,-0.010856
-0.053170,0.049498,0.070900,0.192209,0.009996,-0.020542,-0.002879,0.258435,-0.010856
-0.052377,0.048701,0.066226,0.196597,0.009686,-0.019866,-0.002879,0.258435,-0.010856
-0.051581,0.047915,0.061838,0.200827,0.009010,-0.019198,-0.002879,0.258435,-0.010856
-0.050795,0.047139,0.057608,0.204907,0.008342,-0.018550,-0.002879,0.258435,-0.010856
-0.050018,0.046372,0.053528,0.208842,0.007694,-0.017922,-0.002879,0.258435,-0.010856
-0.049251,0.045614,0.049593,0.212638,0.007066,-0.017312,-0.002879,0.258435,-0.010856
-0.048494,0.044867,0.045797,0.216298,0.006456,-0.016721,-0.002879,0.258435,-0.010856
-0.047746,0.044128,0.042137,0.219827,0.005865,-0.016148,-0.002879,0.258435,-0.010856
-0.047008,0.043400,0.038608,0.223230,0.005292,-0.015592,-0.002879,0.258435,-0.010856
-0.134784,0.042681,-0.182849,0.226510,0.001557,-0.015054,-0.091385,0.040381,-0.014035
-0.134065,0.039316,-0.186129,0.220913,0.001019,-0.014506,-0.091385,0.040381,-0.014035
-0.130701,0.035961,-0.180532,0.215201,0.000471,-0.013972,-0.091385,0.040381,-0.014035
-0.127346,0.032661,-0.174820,0.209665,-0.000063,-0.013458,-0.091385,0.040381,-0.014035
-0.124046,0.029417,-0.169284,0.204309,-0.000578,-0.012961,-0.091385,0.040381,-0.014035
-0.120801,0.026227,-0.163927,0.199126,-0.001074,-0.012482,-0.091385,0.040381,-0.014035
-0.117612,0.023091,-0.158745,0.194112,-0.001553,-0.012020,-0.091385,0.040381,-0.014035
-0.114476,0.020009,-0.153731,0.189262,-0.002015,-0.011576,-0.091385,0.040381,-0.014035
-0.111394,0.016980,-0.148880,0.184569,-0.002460,-0.011147,-0.091385,0.040381,-0.014035
-0.108365,0.014003,-0.144187,0.180029,-0.002888,-0.010735,-0.091385,0.040381,-0.014035
-0.011910,0.011079,-0.334055,0.175637,0.126046,-0.010338,0.002093,-0.154026,0.115312
