PosXRight,PosYRight,alpha_VSP1,alpha_VSP2,omega_VSP1,omega_VSP2,u_BT,u_VSP1,u_VSP2,Absolute Time
-1.000000,0.000000,-1.570796,-1.570796,0.300000,0.300000,-0.205941,0.196815,0.196815,3568881941.170415
-1.000000,0.000000,-1.570796,-1.570796,0.300000,0.300000,-0.205941,0.196815,0.196815,3568881941.180415
-1.000000,0.000000,-1.570796,-1.570796,0.300000,0.300000,-0.205941,0.196815,0.196815,3568881941.190416
-1.000000,0.000000,-1.570796,-1.570796,0.300000,0.300000,-0.205941,0.196815,0.196815,3568881941.200416
-1.000000,0.000000,-1.570796,-1.570796,0.300000,0.300000,-0.205941,0.196815,0.196815,3568881941.210417
-1.000000,0.000000,-1.570796,-1.570796,0.300000,0.300000,-0.205941,0.196815,0.196815,3568881941.220418
-1.000000,0.000000,-1.570796,-1.570796,0.300000,0.300000,-0.205941,0.196815,0.196815,3568881941.230417
-1.000000,0.000000,-1.570796,-1.570796,0.300000,0.300000,-0.205941,0.196815,0.196815,3568881941.240417
-1.000000,0.000000,-1.570796,-1.570796,0.300000,0.300000,-0.205941,0.196815,0.196815,3568881941.250417
-1.000000,0.000000,-1.570796,-1.570796,0.300000,0.300000,-0.205941,0.196815,0.196815,3568881941.260416
